# DESCRIPTION:
# Reference: T.C. Johnson, J.P. Werne, E.T. Brown, A. Abbott, M. Berke, B.A. Steinman, J. Halbur, S. Contreras, S. Grosshuesch, A. Deino, C.A. Scholz, R.P. Lyons, S. Schouten, and J.S. Sinninghe Damste. 2016. A progressively wetter climate in southern East Africa over the past 1.3 million years. Nature, 537(7619), 220-224. doi: 10.1038/nature19065.
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/21890. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

Depth [m],Age [ka BP],Ca [1000 Counts per minute]
33.004,91614.27,1.51858
33.006,91621.04,1.51565
33.008,91627.8,1.51485
33.01,91634.56,1.52865
33.012,91641.32,1.53225
33.014,91648.08,1.52715
33.016,91654.85,1.51583
33.018,91661.61,1.49503
33.02,91668.37,1.47905
33.022,91675.13,1.46648
33.024,91681.89,1.44468
33.026,91688.66,1.4402
33.028,91695.42,1.42223
33.03,91702.18,1.42263
33.032,91708.94,1.4979
33.034,91715.7,1.5081
33.036,91722.47,1.47803
33.038,91729.23,1.49403
33.04,91735.99,1.5118
33.042,91742.75,1.50478
33.044,91749.51,1.50868
33.046,91756.28,1.52598
33.048,91763.04,1.6207
33.05,91769.8,1.81935
33.052,91776.56,1.95573
33.054,91783.32,1.99168
33.056,91790.09,2.04858
33.058,91796.85,2.0547
33.06,91803.61,2.0575
33.062,91810.37,2.06145
33.064,91817.13,2.0659
33.066,91823.9,2.06018
33.068,91830.66,2.06308
33.07,91837.42,2.02448
33.072,91844.18,1.89863
33.074,91850.94,1.83325
33.076,91857.71,1.81248
33.078,91864.47,1.80048
33.08,91871.23,1.8326
33.082,91877.99,1.90525
33.084,91884.75,1.94645
33.086,91891.52,1.97653
33.088,91898.28,1.89895
33.09,91905.04,1.70383
33.092,91911.8,1.57303
33.094,91918.56,1.5357
33.096,91925.33,1.48538
33.098,91932.09,1.48568
33.1,91938.85,1.4868
33.102,91945.61,1.48628
33.104,91952.37,1.48545
33.106,91959.14,1.48873
33.108,91965.9,1.48688
33.11,91972.66,1.49753
33.112,91979.42,1.5122
33.114,91986.18,1.52253
33.116,91992.95,1.52878
33.118,91999.71,1.51873
33.12,92006.47,1.47148
33.122,92013.23,1.40498
33.124,92019.99,1.34383
33.126,92026.76,1.28945
33.128,92033.52,1.27615
33.13,92040.28,1.28028
33.132,92047.04,1.28143
33.134,92053.8,1.28608
33.136,92060.57,1.28715
33.138,92067.33,1.29028
33.14,92074.09,1.29228
33.142,92080.85,1.29735
33.144,92087.61,1.29633
33.146,92094.38,1.29578
33.148,92101.14,1.2971
33.15,92107.9,1.29265
33.152,92114.66,1.2921
33.154,92121.42,1.29698
33.156,92128.19,1.30605
33.158,92134.95,1.31705
33.16,92141.71,1.31998
33.162,92148.47,1.32133
33.164,92155.23,1.32918
33.166,92162,1.33908
33.168,92168.76,1.3402
33.17,92175.52,1.3389
33.172,92182.28,1.34858
33.174,92189.04,1.35805
33.176,92195.81,1.37098
33.178,92202.57,1.37968
33.18,92209.33,1.38338
33.182,92216.09,1.37903
33.184,92222.85,1.38245
33.186,92229.62,1.37688
33.188,92236.38,1.3699
33.19,92243.14,1.3746
33.192,92249.9,1.38195
33.194,92256.66,1.383
33.196,92263.43,1.37693
33.198,92270.19,1.40065
33.2,92276.95,1.40298
33.202,92283.71,1.40455
33.204,92290.47,1.40335
33.206,92297.24,1.39745
33.208,92304,1.39798
33.21,92310.76,1.39493
33.212,92317.52,1.38068
33.214,92324.28,1.36915
33.216,92331.05,1.35618
33.218,92337.81,1.34188
33.22,92344.57,1.33393
33.222,92351.33,1.33293
33.224,92358.1,1.32965
33.226,92364.86,1.33115
33.228,92371.62,1.33685
33.23,92378.38,1.33453
33.232,92385.14,1.32665
33.234,92391.91,1.33225
33.236,92398.67,1.34038
33.238,92405.43,1.31035
33.24,92412.19,1.30678
33.242,92418.95,1.30753
33.244,92425.72,1.30728
33.246,92432.48,1.30348
33.248,92439.24,1.29595
33.25,92446,1.2939
33.252,92452.76,1.2918
33.254,92459.53,1.28425
33.256,92466.29,1.28013
33.258,92473.05,1.28095
33.26,92479.81,1.27808
33.262,92486.57,1.27993
33.264,92493.34,1.28103
33.266,92500.1,1.28708
33.268,92506.86,1.28673
33.27,92513.62,1.2934
33.272,92520.38,1.32615
33.274,92527.15,1.32445
33.276,92533.91,1.3186
33.278,92540.67,1.3194
33.28,92547.43,1.31673
33.282,92554.19,1.3145
33.284,92560.96,1.31178
33.286,92567.72,1.32348
33.288,92574.48,1.34233
33.29,92581.24,1.35473
33.292,92588,1.3737
33.294,92594.77,1.39593
33.296,92601.53,1.40578
33.298,92608.29,1.40193
33.3,92615.05,1.40448
33.302,92621.81,1.39945
33.304,92628.58,1.39958
33.306,92635.34,1.3999
33.308,92642.1,1.40163
33.31,92648.86,1.40535
33.312,92655.62,1.37943
33.314,92662.39,1.3874
33.316,92669.15,1.40328
33.318,92675.91,1.40163
33.32,92682.67,1.4044
33.322,92689.43,1.40563
33.324,92696.2,1.40913
33.326,92702.96,1.40278
33.328,92709.72,1.3965
33.33,92716.48,1.39448
33.332,92723.24,1.38753
33.334,92730.01,1.374
33.336,92736.77,1.3702
33.338,92743.53,1.37985
33.34,92750.29,1.38603
33.342,92757.05,1.3949
33.344,92763.82,1.4011
33.346,92770.58,1.40545
33.348,92777.34,1.42025
33.35,92784.1,1.4188
33.352,92790.86,1.40538
33.354,92797.63,1.39065
33.356,92804.39,1.3766
33.358,92811.15,1.38408
33.36,92817.91,1.38915
33.362,92824.67,1.39458
33.364,92831.44,1.39943
33.366,92838.2,1.40235
33.368,92844.96,1.40163
33.37,92851.72,1.39243
33.372,92858.48,1.37815
33.374,92865.25,1.37345
33.376,92872.01,1.36773
33.378,92878.77,1.3654
33.38,92885.53,1.36545
33.382,92892.29,1.36368
33.384,92899.06,1.3362
33.386,92905.82,1.30665
33.388,92912.58,1.26868
33.39,92919.34,1.23885
33.392,92926.1,1.2234
33.394,92932.87,1.20283
33.396,92939.63,1.17915
33.398,92946.39,1.1527
33.4,92953.15,1.12835
33.402,92959.91,1.10183
33.404,92966.68,1.07573
33.406,92973.44,1.05108
33.408,92980.2,1.04678
33.41,92986.96,1.05383
33.412,92993.72,1.06313
33.414,93000.49,1.07173
33.416,93007.25,1.07245
33.418,93014.01,1.07243
33.42,93020.77,1.07035
33.422,93027.53,1.06725
33.424,93034.3,1.09343
33.426,93041.06,1.11535
33.428,93047.82,1.13935
33.43,93054.58,1.16948
33.432,93061.34,1.2029
33.434,93068.11,1.23045
33.436,93074.87,1.2501
33.438,93081.63,1.26935
33.44,93088.39,1.29128
33.442,93095.15,1.3141
33.444,93101.92,1.33878
33.446,93108.68,1.36425
33.448,93115.44,1.37145
33.45,93122.2,1.37333
33.452,93128.96,1.3762
33.454,93135.73,1.37243
33.456,93142.49,1.37405
33.458,93149.25,1.37478
33.46,93156.01,1.37923
33.462,93162.77,1.38385
33.464,93169.54,1.38655
33.466,93176.3,1.39193
33.468,93183.06,1.3983
33.47,93189.82,1.40608
33.472,93196.59,1.40198
33.474,93203.35,1.41748
33.476,93210.11,1.4318
33.478,93216.87,1.4386
33.48,93223.63,1.44398
33.482,93230.4,1.43935
33.484,93237.16,1.42835
33.485,93240.54,1.43283
33.486,93243.92,1.43215
33.487,93247.3,1.43398
33.488,93250.68,1.43605
33.489,93254.06,1.43588
33.491,93260.82,1.44255
33.493,93267.59,1.451
33.495,93274.35,1.45038
33.497,93281.11,1.45888
33.499,93287.87,1.47715
33.501,93294.63,1.4894
33.503,93301.4,1.4916
33.505,93308.16,1.47845
33.507,93314.92,1.47255
33.509,93321.68,1.4564
33.511,93328.44,1.45125
33.513,93335.21,1.45803
33.515,93341.97,1.45255
33.517,93348.73,1.45518
33.519,93355.49,1.46725
33.521,93362.25,1.46505
33.523,93369.02,1.4615
33.525,93375.78,1.50098
33.527,93382.54,1.49133
33.529,93389.3,1.4865
33.531,93396.06,1.48303
33.533,93402.83,1.47475
33.592,93602.31,1.47125
33.602,93636.12,1.44983
33.612,93669.93,1.42343
33.622,93703.74,1.41795
33.632,93737.55,1.41518
33.642,93771.36,1.4615
33.652,93805.17,1.47378
33.662,93838.98,1.46375
33.672,93872.79,1.4515
33.682,93906.6,1.51428
33.692,93940.41,1.51333
33.702,93974.22,1.51895
33.712,94008.03,1.5194
33.722,94041.84,1.50753
33.732,94075.65,1.5015
33.742,94109.46,1.4554
33.752,94143.27,1.45108
33.762,94177.08,1.46255
33.772,94210.89,1.46673
33.782,94244.7,1.4715
33.792,94278.51,1.47285
33.802,94312.32,1.492
33.812,94346.13,1.4891
33.822,94379.94,1.481
33.832,94413.75,1.47133
33.842,94447.56,1.42075
33.852,94481.37,1.41235
33.862,94515.18,1.42225
33.872,94548.99,1.43625
33.882,94582.8,1.36395
33.892,94616.61,1.36943
33.902,94650.42,1.37385
33.912,94684.23,1.40103
33.922,94718.04,1.41495
33.932,94751.85,1.42435
33.942,94785.66,1.43225
33.952,94819.47,1.44698
33.962,94853.28,1.44793
33.972,94887.09,1.44753
33.982,94920.9,1.44798
33.992,94954.71,1.45513
34.002,94988.52,1.45168
34.012,95022.33,1.46618
34.022,95056.14,1.46365
34.032,95089.95,1.46793
34.042,95123.76,1.48033
34.052,95157.57,1.48048
34.062,95191.38,1.48093
34.072,95225.19,1.47468
34.082,95259,1.47998
34.092,95292.81,1.48025
34.102,95326.62,1.47818
34.112,95360.43,1.45203
34.122,95394.24,1.4482
34.132,95428.05,1.44498
34.142,95461.86,1.44408
34.152,95495.67,1.4509
34.162,95529.48,1.44865
34.172,95563.29,1.45165
34.182,95597.1,1.4517
34.192,95630.91,1.4521
34.202,95664.72,1.44613
34.212,95698.53,1.43983
34.222,95732.34,1.44515
34.232,95766.15,1.44803
34.242,95799.96,1.43988
34.252,95833.77,1.44275
34.262,95867.58,1.43925
34.272,95901.39,1.44008
34.282,95935.2,1.43353
34.292,95969.01,1.43493
34.302,96002.82,1.43835
34.312,96036.63,1.4447
34.322,96070.44,1.45073
34.332,96104.25,1.44928
34.342,96138.06,1.4449
34.352,96171.87,1.43885
34.362,96205.68,1.44378
34.372,96239.49,1.44498
34.382,96273.3,1.45218
34.392,96307.11,1.4612
34.402,96340.92,1.47538
34.412,96374.73,1.56995
34.422,96408.54,1.9036
34.432,96442.35,2.07528
34.442,96476.16,2.10333
34.452,96509.97,2.10985
34.462,96543.78,2.11218
34.472,96577.59,2.11233
34.482,96611.4,2.12323
34.492,96645.21,2.1273
34.502,96679.02,2.12795
34.512,96712.83,2.13165
34.522,96746.64,2.14078
34.532,96780.45,2.15223
34.542,96814.26,2.16525
34.552,96848.07,2.16813
34.562,96881.88,2.17348
34.572,96915.69,2.18295
34.582,96949.5,2.18398
34.592,96983.31,2.18158
34.602,97017.12,2.1831
34.612,97050.93,2.10305
34.622,97084.74,1.77395
34.632,97118.55,1.5747
34.642,97152.36,1.5625
34.652,97186.17,1.5752
34.662,97219.98,1.5855
34.672,97253.79,1.60085
34.682,97287.6,1.60928
34.692,97321.41,1.61893
34.702,97355.22,1.63068
34.712,97389.03,1.6396
34.722,97422.85,1.64913
34.732,97456.66,1.66243
34.76,97551.32,1.67503
34.77,97585.13,1.6883
34.78,97618.94,1.69938
34.79,97652.75,1.7053
34.8,97686.56,1.71758
34.81,97720.37,1.72878
34.82,97754.18,1.7382
34.83,97787.99,1.7379
34.84,97821.8,1.74855
34.85,97855.61,1.79378
34.86,97889.42,1.78015
34.87,97923.23,1.7656
34.88,97957.04,1.76145
34.89,97990.85,1.74328
34.9,98024.66,1.72568
34.91,98058.47,1.72458
34.92,98092.28,1.72533
34.93,98126.09,1.73568
34.94,98159.9,1.73383
34.95,98193.71,1.73378
34.96,98227.52,1.73123
34.97,98261.34,1.73213
34.98,98295.15,1.73383
34.99,98328.96,1.74083
35,98362.77,1.74793
35.01,98396.58,1.75253
35.02,98430.39,1.75628
35.03,98464.2,1.76348
35.04,98498.01,1.76988
35.05,98531.82,1.7768
35.06,98565.63,1.8072
35.07,98599.44,1.82458
35.08,98633.25,1.85215
35.09,98667.06,1.88565
35.1,98700.87,1.91445
35.11,98734.68,1.92233
35.12,98768.49,1.92758
35.13,98802.3,1.9182
35.14,98836.11,1.92235
35.15,98869.92,1.91713
35.16,98903.73,1.91058
35.17,98937.54,1.90428
35.18,98971.35,1.88595
35.19,99005.16,1.85998
35.2,99038.97,1.84393
35.21,99072.78,1.90015
35.22,99106.59,1.9956
35.23,99140.4,2.18913
35.24,99174.21,2.49188
35.25,99208.02,2.8864
35.26,99241.83,3.321
35.27,99275.64,3.67093
35.28,99309.45,3.85488
35.29,99343.26,3.898
35.3,99377.07,3.93013
35.31,99410.88,3.93665
35.32,99444.69,3.951
35.33,99478.5,4.02518
35.34,99512.31,4.14003
35.35,99546.12,4.35368
35.36,99579.93,4.86205
35.37,99613.74,5.27813
35.38,99647.55,5.62173
35.39,99681.36,6.0714
35.4,99715.17,6.22978
35.41,99748.98,6.40835
35.42,99782.79,6.3898
35.43,99816.6,6.57358
35.44,99850.41,6.49678
35.45,99884.22,6.75003
35.46,99918.03,6.9847
35.47,99951.84,7.24623
35.48,99985.65,7.5067
35.49,100019.46,7.87853
35.5,100053.27,8.2529
35.51,100087.08,8.9033
35.52,100120.89,9.54398
35.53,100154.7,10.03093
35.54,100187.72,10.21773
35.55,100219.02,10.12085
35.56,100250.31,9.66675
35.57,100281.61,9.3096
35.58,100312.9,9.05403
35.59,100344.2,8.69683
35.6,100375.5,8.60173
35.61,100406.79,8.41163
35.62,100438.09,8.4061
35.63,100469.38,8.1044
35.64,100500.68,7.95115
35.65,100531.97,8.2005
35.66,100563.27,8.0771
35.67,100594.56,8.29698
35.68,100625.86,8.7568
35.69,100657.15,9.32948
35.7,100688.45,9.7604
35.71,100719.74,9.83185
35.72,100751.04,9.94378
35.73,100782.33,10.45578
35.95,101470.83,10.9293
35.96,101502.12,11.58785
35.97,101533.42,12.4571
35.98,101564.71,13.12385
35.99,101596.01,14.00748
36,101627.31,14.97995
36.01,101658.6,15.84085
36.02,101689.9,16.66848
36.03,101721.19,17.5425
36.04,101752.49,18.43458
36.05,101783.78,19.25435
36.06,101815.08,19.28423
36.07,101846.37,19.51453
36.08,101877.67,19.72413
36.09,101908.96,19.77648
36.1,101940.26,19.5175
36.11,101971.55,19.62493
36.12,102002.85,20.55245
36.13,102034.14,20.6479
36.14,102065.44,20.3286
36.15,102096.73,20.40023
36.16,102128.03,20.4653
36.17,102159.32,20.42803
36.18,102190.62,20.57535
36.19,102221.92,20.34595
36.2,102253.21,20.18005
36.21,102284.51,20.33463
36.22,102315.8,20.43165
36.23,102347.1,20.2674
36.24,102378.39,20.44685
36.25,102409.69,20.54453
36.26,102440.98,20.62515
36.27,102472.28,20.7548
36.28,102503.57,20.68473
36.29,102534.87,20.7185
36.3,102566.16,20.99198
36.31,102597.46,21.16465
36.32,102628.75,20.3474
36.33,102660.05,20.32543
36.34,102691.34,20.4398
36.35,102722.64,20.46295
36.36,102753.93,20.5148
36.37,102785.23,20.65258
36.38,102816.52,20.86833
36.39,102847.82,21.00948
36.4,102879.12,21.10203
36.41,102910.41,21.13283
36.42,102941.71,20.93483
36.43,102973,21.14888
36.44,103004.3,20.80093
36.45,103035.59,20.66893
36.46,103066.89,20.61323
36.47,103098.18,20.83955
36.48,103129.48,20.73928
36.49,103160.77,20.55773
36.5,103192.07,20.4684
36.51,103223.36,20.3242
36.52,103254.66,20.43023
36.53,103285.95,20.6557
36.54,103317.25,20.71468
36.55,103348.54,20.8454
36.56,103379.84,21.01495
36.57,103411.13,21.29588
36.58,103442.43,20.97013
36.59,103473.72,21.11765
36.6,103505.02,21.07873
36.61,103536.32,21.1561
36.62,103567.61,21.44695
36.63,103598.91,21.3378
36.64,103630.2,21.51193
36.65,103661.5,21.77443
36.66,103692.79,22.0077
36.67,103724.09,22.02085
36.68,103755.38,22.10693
36.69,103786.68,22.3423
36.7,103817.97,22.56075
36.71,103849.27,22.6846
36.72,103880.56,22.85318
36.73,103911.86,22.9563
36.74,103943.15,23.24693
36.75,103974.45,23.34223
36.76,104005.74,23.55425
36.77,104037.04,23.689
36.78,104068.33,24.34083
36.79,104099.63,24.69473
36.8,104130.93,24.92533
36.81,104162.22,25.09763
36.82,104193.52,25.5323
36.83,104224.81,26.083
36.84,104256.11,26.58458
36.85,104287.4,26.73643
36.86,104318.7,27.03013
36.87,104349.99,27.2507
36.88,104381.29,27.5705
36.89,104412.58,28.0655
36.9,104443.88,28.1824
36.91,104475.17,28.3342
36.92,104506.47,28.6624
36.93,104537.76,28.41865
36.94,104569.06,28.2525
36.95,104600.35,28.61235
36.96,104631.65,28.95835
36.97,104662.94,29.392
36.98,104694.24,30.02573
36.99,104725.53,30.44378
37,104756.83,31.08525
37.01,104788.13,31.97595
37.02,104819.42,31.84173
37.03,104850.72,33.15513
37.04,104882.01,33.7063
37.05,104913.31,33.18913
37.06,104944.6,31.92555
37.07,104975.9,31.14258
37.08,105007.19,30.30378
37.09,105038.49,29.09783
37.1,105069.78,28.36733
37.11,105101.08,27.5911
37.12,105132.37,26.39233
37.13,105163.67,25.52833
37.14,105194.96,24.50905
37.15,105226.26,23.0439
37.16,105257.55,21.45508
37.17,105288.85,19.62243
37.18,105320.14,17.97953
37.19,105351.44,17.67063
37.2,105382.74,17.43473
37.21,105414.03,16.69478
37.22,105445.33,16.8644
37.23,105476.62,16.11348
37.24,105507.92,14.98688
37.25,105539.21,14.88708
37.26,105570.51,15.18483
37.27,105601.8,15.2242
37.28,105633.1,15.32525
37.29,105664.39,15.4168
37.3,105695.69,15.90013
37.31,105726.98,16.5089
37.32,105758.28,17.1412
37.33,105789.57,17.71453
37.34,105820.87,18.61645
37.35,105852.16,19.81628
37.368,105908.5,20.86375
37.378,105939.79,21.7429
37.388,105971.09,22.5722
37.398,106002.38,22.02278
37.408,106033.68,21.35228
37.418,106064.97,20.8934
37.428,106096.27,19.97143
37.438,106127.56,18.33968
37.448,106158.86,18.36653
37.458,106190.15,18.47805
37.468,106221.45,18.91233
37.478,106252.74,19.32058
37.488,106284.04,19.56865
37.498,106315.33,20.00493
37.508,106346.63,19.70583
37.518,106377.92,19.5247
37.528,106409.22,19.61433
37.538,106440.51,19.88288
37.548,106471.81,20.13573
37.558,106503.11,20.08035
37.568,106534.4,20.0136
37.578,106565.7,20.1632
37.588,106596.99,19.93393
37.598,106628.29,20.106
37.608,106659.58,20.23195
37.618,106690.88,20.34458
37.628,106722.17,20.9786
37.638,106753.47,21.84558
37.648,106784.76,22.34168
37.658,106816.06,22.88893
37.668,106847.35,23.03948
37.678,106878.65,23.1145
37.688,106909.94,23.55895
37.698,106941.24,23.97475
37.708,106972.53,24.75865
37.718,107003.83,25.51505
37.728,107035.12,25.93278
37.738,107066.42,27.77925
37.748,107097.71,28.39353
37.758,107129.01,28.80855
37.768,107160.31,28.77825
37.778,107191.6,28.535
37.788,107222.9,28.53773
37.798,107254.19,28.69548
37.808,107285.49,28.78395
37.818,107316.78,28.32498
37.828,107348.08,27.843
37.838,107379.37,27.30105
37.848,107410.67,26.42863
37.858,107441.96,26.91285
37.868,107473.26,26.60758
37.878,107504.55,25.84348
37.888,107535.85,25.59613
37.898,107567.14,24.82145
37.908,107598.44,23.88215
37.918,107629.73,22.89838
37.928,107661.03,22.0914
37.938,107692.32,20.58245
37.948,107723.62,19.6316
37.958,107754.91,19.0568
37.968,107786.21,18.85025
37.978,107817.51,18.60553
37.988,107848.8,18.20858
37.998,107880.1,18.01613
38.008,107911.39,17.73108
38.018,107942.69,17.86103
38.028,107973.98,17.62873
38.038,108005.28,17.35225
38.048,108036.57,17.23523
38.058,108067.87,15.88918
38.068,108099.16,15.6052
38.078,108130.46,16.0156
38.088,108161.75,15.49863
38.098,108193.05,15.6044
38.108,108224.34,15.63528
38.118,108255.64,15.5425
38.128,108286.93,15.50228
38.138,108318.23,14.82635
38.148,108349.52,14.438
38.158,108380.82,14.0366
38.168,108412.12,13.83473
38.178,108443.41,13.73253
38.188,108474.71,13.60863
38.198,108506,13.02103
38.208,108537.3,12.6522
38.218,108568.59,12.36363
38.228,108599.89,12.4817
38.238,108631.18,12.58815
38.248,108662.48,12.63348
38.258,108693.77,12.4239
38.268,108725.07,12.3693
38.278,108756.36,12.0766
38.288,108787.66,12.2736
38.298,108818.95,12.16735
38.308,108850.25,11.96045
38.318,108881.54,11.80583
38.328,108912.84,11.64955
38.338,108944.13,11.58888
38.348,108975.43,11.50098
38.358,109006.72,11.41583
38.368,109038.02,11.3263
38.378,109069.32,11.40108
38.388,109100.61,11.41615
38.398,109131.91,11.57428
38.408,109163.2,11.6507
38.418,109194.5,11.6005
38.428,109225.79,11.39813
38.438,109257.09,11.38118
38.448,109288.38,11.44923
38.458,109319.68,11.71038
38.468,109350.97,11.7492
38.478,109382.27,11.71245
38.488,109413.56,11.5178
38.498,109444.86,11.53273
38.508,109476.15,11.70355
38.518,109507.45,11.8271
38.528,109538.74,12.0595
38.538,109570.04,12.03295
38.548,109601.33,12.18658
38.558,109632.63,12.24608
38.568,109663.93,12.39013
38.578,109695.22,12.3881
38.588,109726.52,12.56178
38.598,109757.81,12.59785
38.608,109789.11,12.71003
38.618,109820.4,12.8485
38.628,109851.7,13.05075
38.638,109882.99,13.20798
38.648,109914.29,12.79293
38.658,109945.58,12.88205
38.668,109976.88,13.00435
38.678,110008.17,13.07593
38.688,110039.47,12.98208
38.698,110070.76,12.98275
38.708,110102.06,12.91735
38.718,110133.35,12.83855
38.728,110164.65,12.7739
38.738,110195.94,12.83503
38.748,110227.24,12.855
38.936,110815.59,12.7816
38.946,110846.89,12.73385
38.956,110878.18,12.77293
38.966,110909.48,12.59998
38.976,110940.77,12.53453
38.986,110972.07,12.40503
38.996,111003.36,12.35263
39.006,111034.66,12.29065
39.016,111065.95,12.493
39.026,111097.25,12.9358
39.036,111128.54,12.9975
39.046,111159.84,12.9932
39.056,111191.13,12.96048
39.066,111222.43,13.26158
39.076,111253.72,13.33103
39.086,111285.02,13.55073
39.096,111316.31,13.6184
39.106,111347.61,13.74355
39.116,111378.9,13.80443
39.126,111410.2,13.89988
39.136,111441.5,14.01385
39.146,111472.79,13.9356
39.156,111504.09,13.90263
39.166,111535.38,14.03563
39.176,111566.68,13.9278
39.186,111597.97,13.94458
39.196,111629.27,13.9943
39.206,111660.56,14.075
39.216,111691.86,13.74498
39.226,111723.15,13.88878
39.236,111754.45,13.77998
39.246,111785.74,13.7609
39.256,111817.04,13.97043
39.266,111848.33,13.98828
39.276,111879.63,13.9421
39.286,111910.92,13.74755
39.296,111942.22,13.81415
39.306,111973.51,13.61278
39.316,112004.81,13.3261
39.326,112036.1,13.10368
39.336,112067.4,12.86753
39.346,112098.7,12.84738
39.356,112129.99,12.89583
39.366,112161.29,12.94273
39.376,112192.58,13.06623
39.386,112223.88,13.13873
39.396,112255.17,13.15798
39.406,112286.47,13.06538
39.416,112317.76,13.33953
39.426,112349.06,13.20473
39.436,112380.35,13.2886
39.446,112411.65,13.88028
39.456,112442.94,13.94838
39.466,112474.24,13.52478
39.476,112505.53,13.65878
39.486,112536.83,13.61573
39.496,112568.12,13.46465
39.506,112599.42,13.45303
39.516,112630.71,13.6236
39.526,112662.01,13.64503
39.536,112693.31,13.65973
39.546,112724.6,13.68065
39.556,112755.9,13.69965
39.566,112787.19,13.47265
39.576,112818.49,13.64695
39.586,112849.78,13.2603
39.596,112881.08,12.8161
39.606,112912.37,12.71793
39.616,112943.67,12.45393
39.626,112974.96,12.38623
39.636,113006.26,12.31178
39.646,113037.55,11.67105
39.656,113068.85,11.36168
39.666,113100.14,11.63465
39.676,113131.44,11.4777
39.686,113162.73,11.43475
39.696,113194.03,11.4016
39.706,113225.32,11.30823
39.716,113256.62,11.20578
39.726,113287.91,11.09695
39.736,113319.21,11.08513
39.746,113350.51,10.97545
39.756,113381.8,10.8422
39.766,113413.1,10.86525
39.776,113444.39,10.61668
39.786,113475.69,10.9687
39.796,113506.98,11.25248
39.806,113538.28,11.1828
39.816,113569.57,11.0523
39.826,113600.87,11.07845
39.836,113632.16,10.93723
39.846,113663.46,10.75145
39.856,113694.75,10.7694
39.866,113726.05,10.7821
39.876,113757.34,10.85103
39.886,113788.64,10.86375
39.896,113819.93,10.8533
39.906,113851.23,10.92788
39.916,113882.52,10.99335
39.926,113913.82,11.09218
39.936,113945.12,11.1156
39.946,113976.41,11.1818
39.956,114007.71,11.02948
39.966,114039,10.9016
39.976,114070.3,10.80185
39.986,114101.59,10.59948
39.996,114132.89,10.55165
40.006,114164.18,10.49688
40.016,114195.48,10.51858
40.026,114226.77,10.57305
40.036,114258.07,10.35893
40.046,114289.36,10.36498
40.056,114320.66,10.25238
40.066,114351.95,10.3082
40.076,114383.25,10.2816
40.086,114414.54,10.34355
40.096,114445.84,10.31598
40.106,114477.13,10.39665
40.116,114508.43,10.4634
40.126,114539.72,10.67945
40.136,114571.02,10.76455
40.179,114705.59,10.95015
40.189,114736.88,11.16273
40.199,114768.18,11.30385
40.209,114799.48,11.29838
40.219,114830.77,11.45498
40.229,114862.07,11.51058
40.239,114893.36,11.70973
40.249,114924.66,11.99813
40.259,114955.95,12.07795
40.269,114987.25,12.38443
40.279,115018.54,12.52075
40.289,115049.84,12.6329
40.299,115081.13,12.508
40.309,115112.43,12.4263
40.319,115143.72,12.4509
40.329,115175.02,12.46015
40.339,115206.31,12.49788
40.349,115237.61,12.58575
40.359,115268.9,12.43603
40.369,115300.2,12.42983
40.379,115331.49,12.2729
40.389,115362.79,12.18683
40.399,115394.09,12.18275
40.409,115425.38,12.2372
40.419,115456.68,12.2103
40.429,115487.97,12.13215
40.439,115519.27,12.02825
40.449,115550.56,11.84188
40.459,115581.86,11.63353
40.469,115613.15,11.66558
40.479,115644.45,11.74353
40.489,115675.74,11.96708
40.499,115707.04,11.93063
40.509,115738.33,12.04038
40.519,115769.63,12.09788
40.529,115800.92,12.17165
40.539,115832.22,12.15773
40.549,115863.51,12.22848
40.559,115894.81,12.25383
40.569,115926.1,12.36953
40.579,115957.4,12.68145
40.589,115988.69,12.83565
40.599,116019.99,12.9722
40.609,116051.29,13.0554
40.619,116082.58,13.22465
40.629,116113.88,13.39883
40.639,116145.17,13.54143
40.649,116176.47,13.62408
40.659,116207.76,13.66858
40.669,116239.06,13.887
40.679,116270.35,14.27328
40.689,116301.65,15.36913
40.699,116332.94,16.95048
40.709,116364.24,18.24898
40.719,116395.53,20.02228
40.729,116426.83,22.15748
40.739,116458.12,23.77043
40.749,116489.42,25.25388
40.759,116520.71,26.88855
40.769,116552.01,28.46788
40.779,116583.3,29.25788
40.789,116614.6,30.03083
40.799,116645.9,30.09378
40.809,116677.19,30.19513
40.819,116708.49,30.265
40.829,116739.78,30.19188
40.839,116771.08,30.20015
40.849,116802.37,29.64183
40.859,116833.67,29.71328
40.869,116864.96,29.5367
40.879,116896.26,29.15175
40.889,116927.55,27.91458
40.899,116958.85,26.31415
40.904,116974.5,25.13903
40.914,117005.79,23.56445
40.924,117037.09,21.7283
40.934,117068.38,20.06983
40.944,117099.68,18.91193
40.954,117130.97,17.29613
40.964,117162.27,15.68483
40.974,117193.56,15.185
40.984,117224.86,14.2902
40.994,117256.15,14.43098
41.004,117287.45,14.6676
41.014,117318.74,14.75068
41.024,117350.04,14.80318
41.034,117381.33,14.73423
41.044,117412.63,15.20475
41.054,117443.92,15.02975
41.064,117475.22,14.46013
41.074,117506.51,13.88593
41.084,117537.81,13.35845
41.094,117569.1,12.91773
41.104,117600.4,12.18608
41.114,117631.7,11.4028
41.124,117662.99,10.6223
41.134,117694.29,10.101
41.144,117725.58,9.07173
41.154,117756.88,8.51595
