# DESCRIPTION:
# Reference: T.C. Johnson, J.P. Werne, E.T. Brown, A. Abbott, M. Berke, B.A. Steinman, J. Halbur, S. Contreras, S. Grosshuesch, A. Deino, C.A. Scholz, R.P. Lyons, S. Schouten, and J.S. Sinninghe Damste. 2016. A progressively wetter climate in southern East Africa over the past 1.3 million years. Nature, 537(7619), 220-224. doi: 10.1038/nature19065.
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/21890. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

Depth [m],Age [ka BP],Ca [1000 Counts per minute]
322.693,1160200.4,7.0465
322.7075,1160260.54,6.74765
322.722,1160320.68,6.74095
322.736,1160378.74,7.0159
322.75,1160436.8,7.3634
322.764,1160494.87,7.96665
322.7785,1160555,7.81705
322.8105,1160687.72,7.86215
322.825,1160747.85,7.98385
322.839,1160805.92,8.0084
322.853,1160863.98,8.01585
322.8675,1160924.12,8.10155
322.882,1160984.25,8.16965
322.917,1161129.41,8.3528
322.931,1161187.48,8.83735
322.9455,1161247.61,9.13155
322.96,1161307.75,9.17185
322.974,1161365.81,9.44205
322.988,1161423.87,9.4128
323.0025,1161484.01,9.88695
323.017,1161544.15,10.3857
323.031,1161602.21,11.1524
323.045,1161660.27,11.74145
323.059,1161718.34,11.78185
323.0735,1161778.47,11.7433
323.088,1161838.61,11.12555
323.102,1161896.67,11.6482
323.116,1161954.74,12.2128
323.1305,1162014.87,12.67435
323.145,1162075.01,13.27835
323.159,1162133.07,13.8255
323.173,1162191.14,14.1272
323.187,1162249.2,14.30945
323.2015,1162309.34,14.2742
323.216,1162369.47,14.22785
323.23,1162427.54,14.1467
323.244,1162485.6,14.2057
323.258,1162543.66,14.31585
323.2725,1162603.8,14.3751
323.287,1162663.94,14.45125
323.301,1162722,14.433
323.315,1162780.06,14.21285
323.3295,1162840.2,13.9885
323.344,1162900.34,13.752
323.358,1162958.4,13.5152
323.372,1163016.46,13.1883
323.386,1163074.53,12.7734
323.4005,1163134.66,12.38395
323.415,1163194.8,12.16745
323.429,1163252.86,11.80565
323.4435,1163313,11.45635
323.563,1163808.61,11.0156
323.583,1163891.56,10.4964
323.603,1163974.5,10.25045
323.623,1164057.45,9.83085
323.643,1164140.4,9.4999
323.663,1164223.35,9.0911
323.683,1164306.29,8.7484
323.703,1164389.24,8.25975
323.723,1164472.19,7.94065
323.743,1164555.13,7.68095
323.763,1164638.08,7.69285
323.783,1164721.03,7.6465
323.803,1164803.98,7.61005
323.823,1164886.92,7.4828
323.843,1164969.87,7.25575
323.863,1165052.82,7.0329
323.883,1165135.77,6.82455
323.903,1165218.71,6.54085
323.923,1165301.66,6.45215
323.943,1165384.61,6.62325
323.963,1165427.93,6.90785
323.983,1165455.18,7.33425
324.003,1165482.42,7.88975
324.023,1165509.67,8.72315
324.043,1165536.91,9.83745
324.063,1165564.16,11.0219
324.083,1165591.41,12.25635
324.103,1165618.65,13.92195
324.123,1165645.9,15.49055
324.143,1165673.15,16.8991
324.163,1165700.39,18.29115
324.183,1165727.64,19.5292
324.203,1165754.88,20.95385
324.223,1165782.13,22.6517
324.243,1165809.38,23.778
324.263,1165836.62,24.27915
324.283,1165863.87,24.45465
324.303,1165891.12,24.4088
324.323,1165918.36,24.31385
324.343,1165945.61,24.0429
324.363,1165972.86,23.50495
324.383,1166000.1,22.95055
324.403,1166027.35,22.4266
324.423,1166054.59,21.4453
324.443,1166081.84,21.0703
324.463,1166109.09,19.911
324.483,1166136.33,18.55915
324.503,1166163.58,16.9947
324.523,1166190.83,15.2026
324.543,1166218.07,13.54665
324.563,1166245.32,11.6197
324.583,1166272.56,10.05365
324.603,1166299.81,8.4169
324.623,1166327.06,6.6034
324.643,1166354.3,5.46345
324.663,1166381.55,4.90135
324.683,1166408.8,4.64995
324.703,1166436.04,4.61395
324.724,1166464.65,4.5151
324.744,1166491.9,4.3824
324.764,1166519.14,4.4037
324.784,1166546.39,4.3386
324.804,1166573.64,3.95405
324.824,1166600.88,3.83725
324.844,1166628.13,2.9264
324.8845,1166683.3,2.7803
324.904,1166709.87,2.72475
324.924,1166737.11,2.47765
324.944,1166764.36,2.4288
324.964,1166791.61,2.40315
324.984,1166818.85,2.3123
325.004,1166846.1,2.2517
325.024,1166873.35,2.1878
325.044,1166900.59,2.10545
325.064,1166927.84,2.04945
325.084,1166955.08,2.0543
325.104,1166982.33,2.0974
325.124,1167009.58,2.1548
325.144,1167036.82,2.1743
325.164,1167064.07,2.1886
325.184,1167091.32,2.1645
325.204,1167118.56,2.14395
325.224,1167145.81,2.13005
325.244,1167173.05,2.1345
325.264,1167200.3,2.0728
325.284,1167227.55,1.9654
325.304,1167254.79,1.86435
325.324,1167282.04,1.81545
325.344,1167309.29,1.8093
325.364,1167336.53,1.79545
325.384,1167363.78,1.8147
325.404,1167391.02,1.8521
325.424,1167418.27,1.90195
325.444,1167445.52,1.94285
325.464,1167472.76,1.9213
325.484,1167500.01,1.9194
325.504,1167527.26,1.9259
325.524,1167554.5,1.9658
325.544,1167581.75,2.07845
325.564,1167609,2.18455
325.584,1167636.24,2.22495
325.604,1167663.49,2.25195
325.624,1167690.73,2.28325
325.644,1167717.98,2.5873
325.664,1167745.23,2.86855
325.684,1167772.47,3.20485
325.704,1167799.72,3.69405
325.724,1167826.97,3.9299
325.744,1167854.21,4.22015
325.764,1167881.46,4.54565
325.784,1167908.7,4.7761
325.804,1167935.95,4.94955
325.824,1167963.2,5.0961
328.57,1171704.11,5.30355
328.59,1171731.36,5.6112
328.61,1171758.61,5.97385
328.63,1171785.85,6.2493
328.65,1171813.1,6.49925
328.67,1171840.34,6.81345
328.69,1171867.59,7.13125
328.71,1171894.84,7.4516
328.73,1171922.08,7.8486
328.75,1171949.33,8.1196
328.77,1171976.58,8.81765
328.81,1172031.07,8.9598
328.83,1172058.32,8.84155
328.851,1172086.92,8.5431
328.91,1172167.3,8.4655
328.93,1172194.55,8.346
328.95,1172221.79,8.36655
328.97,1172249.04,8.47675
328.99,1172276.29,8.6164
329.01,1172303.53,8.76265
329.03,1172330.78,8.87515
329.05,1172358.02,8.9219
329.07,1172385.27,8.67155
329.09,1172412.52,8.5125
329.11,1172439.76,8.4993
329.13,1172467.01,8.2683
331.028,1175052.68,8.1337
331.0455,1175076.52,7.96455
331.063,1175100.36,7.7077
331.081,1175124.89,7.66255
331.0985,1175148.73,6.951
331.116,1175172.57,6.7569
331.134,1175197.09,6.84965
331.1515,1175220.93,6.78555
331.169,1175244.77,6.7931
331.187,1175269.29,6.9703
331.2045,1175293.13,6.99555
331.222,1175316.97,6.805
331.24,1175341.49,6.5247
331.2575,1175365.33,6.4491
331.275,1175389.17,6.51785
331.293,1175413.7,6.7437
331.3105,1175437.54,7.4205
331.328,1175461.38,8.06445
331.346,1175485.9,7.98935
331.364,1175510.42,8.60825
331.3815,1175534.26,9.3963
331.399,1175558.1,10.2809
331.417,1175582.62,11.3524
331.4345,1175606.46,12.0678
331.452,1175630.3,12.49965
331.47,1175654.83,12.8388
331.4875,1175678.67,12.66915
331.505,1175702.51,12.64605
331.523,1175727.03,12.49205
331.5405,1175750.87,12.1981
331.558,1175774.71,11.8974
331.576,1175799.23,11.79725
331.5935,1175823.07,11.7991
331.611,1175846.91,11.58
331.629,1175871.43,11.183
331.6465,1175895.27,10.61045
331.664,1175919.12,9.7926
331.682,1175943.64,8.95565
331.6995,1175967.48,8.91305
331.717,1175991.32,8.15695
331.735,1176015.84,7.0859
331.753,1176040.36,6.05575
331.7705,1176064.2,4.85795
331.788,1176088.04,3.91895
331.806,1176112.56,3.20285
331.8235,1176136.4,2.653
331.841,1176160.24,2.5587
331.859,1176184.77,2.4712
331.8765,1176208.61,2.4724
331.894,1176232.45,2.42915
331.912,1176256.97,2.40305
331.9295,1176280.81,2.36775
331.947,1176304.65,2.33025
331.965,1176329.17,2.3617
331.9825,1176353.01,2.37855
332.023,1176408.19,2.381
332.041,1176432.71,2.4312
332.0585,1176456.55,2.4864
332.076,1176480.39,2.28185
332.094,1176504.91,2.2298
332.112,1176529.43,2.24
332.1295,1176553.27,2.2123
332.147,1176577.11,2.1755
332.165,1176601.63,2.1486
332.1825,1176625.48,2.1286
332.2,1176649.32,2.0983
332.218,1176673.84,2.05625
332.2355,1176697.68,2.03435
332.253,1176721.52,2.0079
332.271,1176746.04,1.99315
332.2885,1176769.88,1.93905
332.306,1176793.72,1.9185
332.324,1176818.24,1.92935
332.3415,1176842.08,1.885
332.359,1176865.92,1.85805
332.377,1176890.45,1.9165
332.3945,1176914.29,1.9399
332.412,1176938.13,1.872
332.43,1176962.65,1.83545
332.448,1176987.17,1.8198
332.4655,1177011.01,1.8198
332.483,1177034.85,1.84405
332.501,1177059.37,1.86915
332.5185,1177083.21,1.8763
332.536,1177107.05,1.96555
332.554,1177131.58,1.97685
332.5715,1177155.42,1.9683
332.589,1177179.26,1.9625
332.607,1177203.78,1.95845
332.6245,1177227.62,1.95515
332.642,1177251.46,2.0536
332.66,1177275.98,2.07165
332.6775,1177299.82,2.0151
332.695,1177323.66,1.9635
332.713,1177348.18,1.9348
332.7305,1177372.02,1.8147
332.748,1177395.86,1.67425
332.766,1177420.39,1.6321
332.7835,1177444.23,1.57965
332.801,1177468.07,1.56025
332.819,1177492.59,1.60995
332.837,1177517.11,1.69145
332.8545,1177540.95,1.99235
332.872,1177564.79,2.11095
332.89,1177589.31,2.1331
332.9075,1177613.15,2.1896
332.925,1177636.99,2.403
332.943,1177661.52,2.7618
332.9605,1177685.36,3.1407
333.0225,1177769.82,3.44285
333.0395,1177792.98,3.493
333.056,1177815.46,3.53825
333.0725,1177837.94,3.62075
333.0895,1177861.09,4.02455
333.106,1177883.57,4.54655
333.1395,1177929.21,5.14415
333.156,1177951.69,5.7927
333.1725,1177974.17,6.34945
333.1895,1177997.33,6.8995
333.2065,1178020.49,7.2396
333.223,1178042.96,7.45885
333.2395,1178065.44,7.56615
333.2565,1178088.6,7.50535
333.273,1178111.08,7.64955
333.2895,1178133.56,7.7584
333.3065,1178156.72,7.94635
333.323,1178179.2,7.936
333.3395,1178201.67,8.51125
333.3565,1178224.83,8.34655
333.373,1178247.31,8.26335
333.3895,1178269.79,8.325
333.4065,1178292.95,8.5726
333.4235,1178316.11,8.77625
333.44,1178338.59,8.5031
333.4565,1178361.06,8.3905
333.4735,1178384.22,8.0548
333.49,1178406.7,7.65015
333.5065,1178429.18,7.25555
333.5235,1178452.34,6.9089
333.54,1178474.82,6.74555
333.5565,1178497.3,6.75495
333.5735,1178520.46,6.7924
333.59,1178542.93,6.6862
333.6065,1178565.41,6.60265
333.6235,1178588.57,6.58085
333.6405,1178611.73,6.55285
333.657,1178634.21,6.64655
333.6735,1178656.69,6.03335
333.6905,1178679.85,6.0744
333.707,1178702.32,6.12035
333.7235,1178724.8,6.1492
333.7405,1178747.96,6.03715
333.757,1178770.44,6.4338
333.7735,1178792.92,8.14575
333.7905,1178816.08,8.1232
333.8075,1178839.24,8.12995
333.824,1178861.71,8.2225
333.8405,1178884.19,8.41895
333.8575,1178907.35,8.65
333.874,1178929.83,9.32295
333.8905,1178952.31,10.19095
333.9075,1178975.47,10.278
333.924,1178997.95,10.4806
333.9405,1179020.42,10.6904
333.9575,1179043.58,10.9166
333.974,1179066.06,11.2529
333.9905,1179088.54,11.53395
334.0075,1179111.7,11.7992
334.0245,1179134.86,11.99175
334.041,1179157.34,12.13945
334.0575,1179179.82,12.42525
334.0745,1179202.97,12.744
334.091,1179225.45,12.52325
334.1075,1179247.93,11.11045
334.1245,1179271.09,11.118
334.141,1179293.57,11.23965
334.1575,1179316.05,11.34215
334.1745,1179339.21,11.5539
334.191,1179361.68,11.6481
334.2075,1179384.16,11.253
334.2245,1179407.32,10.5893
334.248,1179439.34,10.80475
334.2645,1179461.81,11.036
334.2815,1179484.97,11.2598
334.298,1179507.45,11.3983
334.3145,1179529.93,11.29665
334.3315,1179553.09,11.1628
334.348,1179575.57,11.0415
334.3645,1179598.05,11.21165
334.3815,1179621.21,11.4323
334.398,1179643.68,11.52555
334.4145,1179666.16,11.6564
334.4315,1179689.32,11.92595
334.4485,1179712.48,12.15415
334.465,1179734.96,12.42075
334.4815,1179757.44,12.7029
334.4985,1179780.6,12.9685
334.515,1179803.07,13.0405
334.5315,1179825.55,13.10815
334.5485,1179848.71,13.24035
334.565,1179871.19,13.3695
334.5815,1179893.67,13.39065
334.5985,1179916.83,13.354
334.6155,1179939.99,13.18985
334.632,1179962.47,13.1618
334.6485,1179984.94,13.18945
334.6655,1180008.1,13.21105
334.682,1180030.58,13.2787
334.6985,1180053.06,13.25995
334.7155,1180076.22,13.2981
334.732,1180098.7,13.33335
334.7485,1180121.17,13.25645
334.7655,1180144.33,13.08095
334.782,1180166.81,13.4083
334.7985,1180189.29,13.6702
334.8155,1180212.45,13.81545
334.8325,1180235.61,13.8287
334.849,1180258.09,13.78815
334.8655,1180280.57,13.97045
334.8825,1180303.73,14.46155
334.899,1180326.2,14.98075
334.9155,1180348.68,14.9283
334.9325,1180371.84,15.027
334.949,1180394.32,15.33725
334.9655,1180416.8,15.5204
334.9825,1180439.96,15.50805
334.999,1180462.43,15.8682
335.0155,1180484.91,16.04245
335.0325,1180508.07,16.12145
335.0495,1180531.23,16.2427
335.066,1180553.71,16.32215
335.0825,1180576.19,16.6414
335.0995,1180599.35,16.7948
335.116,1180621.83,16.5932
335.1325,1180644.3,16.4249
335.1495,1180667.46,16.5489
335.166,1180689.94,16.7047
335.1825,1180712.42,16.9866
335.1995,1180735.58,17.12905
335.2165,1180758.74,16.7623
335.233,1180781.22,16.43875
335.2495,1180803.69,16.6278
335.2665,1180826.85,16.7798
335.283,1180849.33,16.8706
335.2995,1180871.81,16.8333
335.3165,1180894.97,17.01205
335.333,1180917.45,16.796
335.3495,1180939.93,16.8296
335.3665,1180963.09,16.6778
335.383,1180985.56,16.49315
335.3995,1181008.04,16.3039
335.4165,1181031.2,15.8612
335.4335,1181054.36,15.66065
335.45,1181076.84,15.68725
335.4665,1181099.32,15.891
335.5245,1181178.33,15.63215
335.5435,1181204.22,15.4406
335.562,1181229.42,15.2421
335.5805,1181254.62,15.26325
335.5995,1181280.5,15.32015
335.6185,1181306.39,15.261
335.6375,1181332.27,15.25425
335.6565,1181358.16,15.13245
335.6755,1181384.04,14.95495
335.6945,1181409.92,14.99185
335.7135,1181435.81,15.03335
335.7325,1181461.69,15.46835
335.751,1181486.9,15.8238
335.7695,1181512.1,16.2161
335.7885,1181537.98,16.29255
335.8075,1181563.87,16.6293
335.8645,1181641.52,17.14015
335.8835,1181667.4,18.04225
335.9025,1181693.29,18.60785
335.9215,1181719.17,18.6346
335.9405,1181745.05,18.5321
335.959,1181770.26,18.20735
335.9775,1181795.46,18.3379
335.9965,1181821.34,18.09035
336.0155,1181847.23,17.77375
336.0345,1181873.11,17.63205
336.0535,1181899,17.57325
336.0725,1181924.88,17.70715
336.0915,1181950.76,17.4556
336.1105,1181976.65,17.48875
336.1295,1182002.53,17.7551
336.148,1182027.73,17.67
336.1665,1182052.94,17.16105
336.1855,1182078.82,16.86865
336.2045,1182104.71,16.5497
336.2235,1182130.59,16.8124
336.2425,1182156.47,16.58505
336.2615,1182182.36,16.01545
336.2805,1182208.24,15.38315
336.2995,1182234.13,15.29355
336.3185,1182260.01,15.62285
336.337,1182285.21,16.02825
336.3555,1182310.41,16.0217
336.3745,1182336.3,16.2172
336.3935,1182362.18,16.51425
336.4125,1182388.07,16.66185
336.4315,1182413.95,16.64395
336.4505,1182439.83,16.51615
336.4695,1182465.72,16.87245
336.4885,1182491.6,16.8902
336.5075,1182517.49,16.7585
336.5265,1182543.37,16.55815
336.545,1182568.57,16.66245
336.5635,1182593.78,16.9587
336.5825,1182619.66,17.5406
336.6015,1182645.54,17.3433
336.6205,1182671.43,17.3831
336.6395,1182697.31,17.3161
336.6585,1182723.2,17.218
336.6775,1182749.08,16.9529
336.6965,1182774.96,16.6529
336.7155,1182800.85,16.4404
336.734,1182826.05,16.015
336.768,1182872.37,15.72515
336.7865,1182897.57,15.59465
336.8055,1182923.46,15.462
336.8245,1182949.34,15.48745
336.8435,1182975.22,15.42925
336.8625,1183001.11,15.2667
336.8815,1183026.99,15.00005
336.9005,1183052.88,14.80435
336.9195,1183078.76,14.7677
336.9385,1183104.64,14.72105
336.9575,1183130.53,14.5462
336.976,1183155.73,14.3004
336.9945,1183180.93,13.9814
337.0135,1183206.82,13.79015
337.0325,1183232.7,13.67065
337.0515,1183258.59,13.59465
337.0705,1183284.47,13.50695
337.0895,1183310.35,13.44315
337.1085,1183336.24,13.3885
337.1275,1183362.12,13.7037
337.1465,1183388.01,13.72875
337.165,1183413.21,13.60835
337.1835,1183438.41,13.29185
337.2025,1183464.3,12.91465
337.2215,1183490.18,12.62335
337.2405,1183516.06,12.46335
337.2595,1183541.95,12.45525
337.2785,1183567.83,12.41785
337.2975,1183593.72,12.29295
337.3165,1183619.6,12.24355
337.3355,1183645.48,11.89795
337.354,1183670.69,11.935
337.3725,1183695.89,12.0029
337.3915,1183721.77,12.1118
337.4105,1183747.66,12.25165
337.4295,1183773.54,12.31295
337.4485,1183799.42,12.542
337.4675,1183825.31,12.8254
337.4865,1183851.19,13.1687
337.5055,1183877.08,13.1397
337.5245,1183902.96,13.2941
337.5435,1183928.84,13.4804
337.562,1183954.05,13.8623
337.5805,1183979.25,14.268
337.5995,1184005.13,14.63365
337.6185,1184031.02,14.74125
337.6375,1184056.9,14.78975
337.6565,1184082.79,14.79255
337.6755,1184108.67,14.69885
337.6945,1184134.55,14.54385
337.7135,1184160.44,14.56065
337.7325,1184186.32,14.3166
337.751,1184211.53,14.21735
337.7695,1184236.73,14.24265
337.7885,1184262.61,14.132
337.8075,1184288.5,14.0986
337.8595,1184359.34,14.0162
337.8785,1184385.22,13.78375
337.8975,1184411.1,13.47685
337.9165,1184436.99,13.58135
337.9355,1184462.87,13.54255
337.9545,1184488.76,13.4859
338.0225,1184581.39,13.60315
338.0395,1184604.55,13.79375
338.057,1184628.39,13.76175
338.0745,1184652.23,14.0367
338.0915,1184675.39,14.19455
338.1085,1184698.55,14.1269
338.1255,1184721.71,14.6745
338.1425,1184744.87,15.08365
338.1595,1184768.03,15.55775
338.1765,1184791.19,16.0799
338.1935,1184814.35,16.4757
338.2105,1184837.51,16.68305
338.2275,1184860.67,17.16675
338.245,1184884.51,17.72085
338.2625,1184908.35,18.2377
338.2795,1184931.51,18.8086
338.2965,1184954.67,19.42005
338.3135,1184977.83,20.0664
338.3305,1185000.99,20.5031
338.3475,1185024.15,21.3002
338.3645,1185047.31,21.9306
338.3815,1185070.46,22.1782
338.3985,1185093.62,22.7106
338.416,1185117.46,22.8193
338.4335,1185141.3,23.1682
338.4505,1185164.46,23.9695
338.4675,1185187.62,24.25935
338.4845,1185210.78,24.68835
338.5015,1185233.94,25.208
338.5185,1185257.1,25.41475
338.5355,1185280.26,25.6864
338.5525,1185303.42,26.34835
338.5695,1185326.58,26.63465
338.5865,1185349.74,27.0158
338.604,1185373.58,27.16155
338.6215,1185397.42,27.4675
338.6385,1185420.58,28.1551
338.6555,1185443.74,28.14495
338.6725,1185466.9,28.60985
338.6895,1185490.06,28.5522
338.7065,1185513.22,28.1923
338.7235,1185536.38,28.54705
338.7405,1185559.54,29.00685
338.7575,1185582.69,29.2219
338.775,1185606.54,30.0207
338.7925,1185630.38,29.8589
338.8095,1185653.54,29.57985
338.8265,1185676.69,29.5289
338.8435,1185699.85,29.2783
338.8605,1185723.01,29.23175
338.8775,1185746.17,29.1999
338.8945,1185769.33,28.70585
338.9115,1185792.49,28.44565
338.9285,1185815.65,27.8473
338.9455,1185838.81,26.9437
338.963,1185862.65,25.53
338.9805,1185886.49,23.72475
338.9975,1185909.65,22.3936
339.0145,1185932.81,20.81195
339.0315,1185955.97,19.51115
339.0485,1185979.13,18.5278
339.0655,1186002.29,17.14935
339.0825,1186025.45,15.52785
339.1315,1186092.2,14.4348
339.1485,1186115.36,12.67635
339.1655,1186138.52,11.5975
339.1825,1186161.68,10.5932
339.1995,1186184.84,9.4341
339.2165,1186208,8.5391
339.2335,1186231.16,7.4076
339.251,1186255,6.2104
339.2685,1186278.84,5.18635
339.2855,1186302,4.08095
339.3025,1186325.16,3.24955
339.3195,1186348.32,2.84285
339.3365,1186371.48,2.92685
339.3535,1186394.63,3.00295
339.3705,1186417.79,2.9924
339.3875,1186440.95,2.99805
339.4045,1186464.11,2.9125
339.422,1186487.95,2.77105
339.4395,1186511.79,2.6782
339.4565,1186534.95,2.6386
339.4735,1186558.11,2.5283
339.4905,1186581.27,2.42115
339.5075,1186604.43,2.2945
339.5245,1186627.59,2.20155
339.5415,1186650.75,2.1218
339.5585,1186673.91,1.8495
339.5755,1186697.07,1.7624
339.5925,1186720.23,1.70435
339.61,1186744.07,1.61115
339.663,1186816.27,1.51575
339.6805,1186840.11,1.4021
339.6975,1186863.27,1.3494
339.7145,1186886.43,1.2092
339.7315,1186909.59,1.10625
339.7485,1186932.75,1.04125
339.7655,1186955.91,0.9646
339.7825,1186979.07,0.95195
339.7995,1187002.23,0.94015
339.8165,1187025.39,0.8912
339.8335,1187048.55,0.85325
339.851,1187072.39,0.92665
339.8685,1187096.23,2.3911
339.8855,1187119.39,3.72975
339.9025,1187142.55,4.6011
339.9195,1187165.7,5.34725
339.9365,1187188.86,5.85625
339.9535,1187212.02,6.35035
339.9705,1187235.18,6.9373
339.9875,1187258.34,7.42695
340.0045,1187281.5,8.1106
340.022,1187305.34,8.65685
340.0395,1187329.18,9.31385
340.0565,1187352.34,9.6834
340.0735,1187375.5,10.2819
340.0905,1187398.66,11.1578
340.1075,1187421.82,12.10015
340.1245,1187444.98,12.65875
340.1415,1187468.14,13.3742
340.1585,1187491.3,14.07275
340.1755,1187514.46,14.77955
340.1925,1187537.62,15.56815
340.21,1187561.46,15.11215
340.2275,1187585.3,14.95185
340.2445,1187608.46,15.1483
340.2615,1187631.62,15.18295
340.2785,1187654.78,15.57225
340.2955,1187677.93,16.2867
340.3125,1187701.09,16.5492
340.3295,1187724.25,17.06425
340.3465,1187747.41,17.26505
340.3635,1187770.57,17.77195
340.3805,1187793.73,18.23375
340.398,1187817.57,18.57195
340.4155,1187841.41,18.5238
340.4325,1187864.57,18.2176
340.4495,1187887.73,17.9016
340.5255,1187991.27,17.84165
340.541,1188012.38,17.8623
340.5565,1188033.5,17.79095
340.572,1188054.62,17.65465
340.5875,1188075.73,17.6325
340.603,1188096.85,17.2616
340.619,1188118.64,16.95855
340.6345,1188139.76,16.965
340.65,1188160.88,17.8835
340.6655,1188181.99,17.6695
340.681,1188203.11,17.0555
340.6965,1188224.22,16.91105
340.712,1188245.34,16.70125
340.7275,1188266.45,16.4726
340.743,1188287.57,16.20945
340.7585,1188308.69,15.6481
340.774,1188329.8,15.5913
340.79,1188351.6,15.54975
340.8055,1188372.72,15.4263
340.821,1188393.83,15.43815
340.8365,1188414.95,15.3671
340.852,1188436.06,15.4047
340.8675,1188457.18,15.74735
340.883,1188478.29,17.93295
340.8985,1188499.41,17.9481
340.914,1188520.53,18.15495
340.9295,1188541.64,18.1189
340.945,1188562.76,18.052
340.961,1188584.56,17.5104
340.9765,1188605.67,17.9343
340.992,1188626.79,18.44185
341.0075,1188647.9,18.90545
341.023,1188669.02,18.99785
341.0385,1188690.13,19.2119
341.054,1188711.25,19.27075
341.0695,1188732.37,20.3212
341.085,1188753.48,22.70385
341.1005,1188774.6,26.9097
341.116,1188795.71,28.0773
341.1315,1188816.83,28.21015
341.147,1188837.95,28.48965
341.163,1188859.74,28.336
341.1785,1188880.86,28.26145
341.194,1188901.97,26.26695
341.2095,1188923.09,25.98865
341.225,1188944.21,25.72635
341.2405,1188965.32,25.5333
341.256,1188986.44,25.10775
341.2715,1189007.55,24.4628
341.287,1189028.67,23.7569
341.3025,1189049.79,23.11335
341.318,1189070.9,22.51615
341.334,1189092.7,22.1336
341.3495,1189113.81,21.84845
341.365,1189134.93,21.65365
341.3805,1189156.05,20.65445
341.396,1189177.16,18.48435
341.4115,1189198.28,14.52925
341.4465,1189245.96,13.68315
341.462,1189267.08,13.8997
341.4775,1189288.19,13.8811
341.493,1189309.31,13.80085
341.5085,1189330.42,13.39815
341.524,1189351.54,13.203
341.5395,1189372.65,13.07355
341.555,1189393.77,12.9468
341.571,1189415.57,12.73255
341.5865,1189436.68,12.70125
341.602,1189457.8,12.76845
341.6175,1189478.92,12.86955
341.633,1189500.03,13.0901
341.6485,1189521.15,13.29315
341.664,1189542.26,13.27535
341.6795,1189563.38,13.2764
341.695,1189584.49,15.24385
341.7105,1189605.61,15.3641
341.726,1189626.73,15.2034
341.742,1189648.52,15.04715
341.7575,1189669.64,14.8131
341.773,1189690.76,14.3747
341.7885,1189711.87,14.1853
341.804,1189732.99,14.10215
341.8195,1189754.1,14.11935
341.835,1189775.22,14.07895
341.8505,1189796.33,14.15845
341.866,1189817.45,14.15175
341.8815,1189838.57,14.30275
341.897,1189859.68,14.2737
341.9125,1189880.8,14.18145
341.928,1189901.91,14.1866
341.944,1189923.71,14.02085
341.9595,1189944.83,13.75285
341.975,1189965.94,13.8036
341.9905,1189987.06,13.724
342.006,1190036,11.6836
342.0215,1190129,11.4677
342.037,1190222,11.3584
342.0525,1190315,11.43075
342.068,1190408,11.5051
342.0835,1190501,11.6209
342.099,1190594,11.70905
342.115,1190690,11.87125
342.1305,1190783,11.9558
342.146,1190876,12.0331
342.1615,1190969,12.11675
342.177,1191062,12.27305
342.1925,1191155,12.3308
342.216,1191296,12.4235
342.2315,1191389,12.59725
342.247,1191482,13.5579
342.2625,1191575,14.9439
342.278,1191668,15.099
342.2935,1191761,15.1276
342.309,1191854,15.1694
342.3245,1191947,15.32925
342.34,1192040,15.3478
342.3555,1192133,15.2829
342.371,1192226,15.1779
342.387,1192322,22.5578
342.4025,1192415,29.0233
342.418,1192508,29.04345
342.4335,1192601,28.95415
342.449,1192694,28.8691
342.4645,1192787,28.78475
342.48,1192880,28.6863
342.4955,1192973,28.6106
342.511,1193066,28.53475
342.5265,1193159,28.478
342.573,1193438,28.362
342.589,1193534,27.43895
342.6045,1193627,26.1163
342.62,1193720,26.01295
342.6355,1193813,26.00265
342.651,1193906,26.0331
342.6665,1193999,25.88105
342.682,1194092,25.88235
342.6975,1194185,25.8798
342.713,1194278,25.89015
342.7285,1194371,18.4711
342.744,1194464,11.8252
342.76,1194560,11.69105
342.7755,1194653,11.72135
342.791,1194746,11.7515
342.8065,1194839,11.75865
342.822,1194932,11.5931
342.8375,1195025,11.53775
342.853,1195118,11.42815
342.8685,1195211,11.3178
342.884,1195304,11.2783
342.8995,1195397,11.3304
342.915,1195490,14.07585
342.931,1195586,19.30515
342.9465,1195679,19.47075
342.962,1195772,19.22105
342.9775,1195865,19.0367
343.0195,1196117,18.89275
343.0345,1196207,18.72675
343.0495,1196297,18.4958
343.0645,1196387,18.2638
343.0795,1196477,18.0798
343.0945,1196567,17.9652
343.11,1196660,17.7405
343.1255,1196753,17.60315
343.1405,1196843,17.63245
343.1555,1196933,17.8357
343.1795,1197077,17.685
343.1945,1197167,17.57005
343.2095,1197257,17.4987
343.2245,1197347,17.3163
343.2395,1197437,16.95995
343.2545,1197527,13.9961
343.2695,1197617,8.62505
343.2845,1197707,8.362
343.2995,1197797,8.5986
343.3145,1197887,8.761
343.3425,1198055,8.89255
343.3575,1198145,8.8455
343.3725,1198235,8.85715
343.3875,1198325,8.8815
343.4025,1198415,8.8976
343.4175,1198505,8.8757
343.4325,1198595,8.732
343.4475,1198685,8.5956
343.4625,1198775,8.23325
343.4775,1198865,7.98315
343.4925,1198955,7.87885
343.5075,1199045,7.6814
343.5225,1199135,7.4923
