# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871936. Accessed 11 Nov 2022.
# Comment: Cibicidoides sp. δ18O and Cibicidoides sp. δ13C include C. kullenbergi and C. wuellerstorfi, which are listed as separate variables in the original dataset.

Depth cr mean [rmcd],Age [ka BP],Cibicidoides sp. δ18O [‰ PDB],Cibicidoides sp. δ13C [‰ PDB]
154.475,2022.75,2.89,1.07
154.475,2022.75,2.93,0.59
154.575,2023.63,2.82,0.8
154.675,2024.52,2.67,0.8
154.775,2025.4,2.8,0.87
154.775,2025.4,2.78,1.11
154.875,2026.28,2.78,1.1
154.975,2027.16,2.82,0.24
155.075,2028.04,2.82,1.01
155.175,2028.92,2.86,1.28
155.275,2029.81,2.88,1.02
155.375,2030.69,2.87,1.09
155.575,2032.45,2.91,0.67
155.675,2033.33,2.86,1.19
155.775,2034.21,2.91,1.15
155.875,2035.1,2.91,1.05
155.975,2035.98,2.88,1.1
156.075,2036.86,3,1.04
156.275,2038.62,3.05,0.98
156.375,2039.5,3.01,1
156.475,2040.39,3.01,1.16
156.575,2041.27,3.1,1.11
156.675,2042.15,3.04,1
156.775,2043.03,3.07,1.12
156.875,2043.91,3.16,1.21
156.975,2044.53,3.23,1.14
156.975,2044.53,3.26,1.24
157.075,2045.12,3.26,0.97
157.075,2045.12,3.33,1
157.175,2045.71,3.25,0.88
157.175,2045.71,3.25,1.11
157.275,2046.3,3.23,1.14
157.375,2046.89,3.31,0.58
157.475,2047.48,3.21,1
157.575,2048.24,3.15,0.79
157.675,2049.05,3.1,1.15
157.675,2049.05,3.02,0.54
157.775,2049.85,3.19,0.91
157.875,2050.66,3.16,1.09
157.975,2051.47,3.05,1.08
158.075,2052.27,2.94,0.98
158.175,2053.08,3.03,1.13
158.275,2053.88,2.96,1.02
158.375,2054.69,3.02,0.75
158.475,2055.49,2.98,1.03
158.575,2056.3,3.01,-0.23
158.675,2057.1,3,0.73
158.775,2057.91,3.04,0.67
158.875,2058.71,2.95,0.6
158.975,2059.52,3.15,0.88
159.075,2060.32,3.23,0.86
159.075,2060.32,3.21,0.71
159.175,2061.13,3.22,0.58
159.175,2061.13,3.11,0.97
159.275,2061.93,3.1,0.92
159.375,2062.74,3.18,0.68
159.375,2062.74,3.04,0.95
159.475,2064.39,3.54,0.45
159.625,2067.17,3.75,0.33
159.625,2067.17,3.84,0.56
159.725,2069.03,3.56,0.34
159.825,2070.89,3.88,0.04
159.925,2072.74,3.86,0.35
160.025,2074.6,3.71,0.24
160.125,2076.46,3.83,-0.29
160.225,2078.31,3.66,0.21
160.325,2080.17,3.72,0.13
160.425,2082.03,3.44,0.32
160.525,2083.89,3.58,0.31
160.625,2085.74,3.38,0.86
160.725,2087.86,3.34,0.91
160.825,2090.08,3.12,0.88
160.925,2092.3,3.12,0.33
161.025,2094.53,3.15,0.94
161.125,2096.75,3.31,0.52
161.225,2098.98,3.19,0.48
161.325,2101.2,3.17,0.96
161.425,2103.42,3.16,0.8
161.525,2105.65,3.12,0.83
161.625,2107.87,3.14,0.98
161.725,2110.1,3.12,0.74
161.825,2112.32,2.97,0.89
161.915,2114.32,3.03,0.29
162.015,2116.45,3.6,-0.01
162.115,2118.19,3.42,0.41
162.115,2118.19,3.49,0.79
162.215,2119.92,3.45,0.47
162.215,2119.92,3.39,0.33
162.315,2121.66,3.48,0.59
162.415,2123.4,3.25,0.01
162.515,2124.73,3.25,0.28
162.615,2126.05,3.15,0.22
162.715,2127.38,2.99,0.78
162.715,2127.38,3.12,0.48
162.815,2128.71,2.87,0.91
162.815,2128.71,2.9,1.02
162.915,2130.04,2.95,0.95
163.015,2131.36,2.91,0.69
163.115,2132.69,2.95,0.84
163.215,2134.02,2.93,0.97
163.315,2135.35,2.91,0.86
163.415,2136.67,2.94,0.88
163.915,2143.31,2.99,0.87
164.015,2144.64,3.09,0.65
164.115,2146.29,3.48,0.44
164.215,2148.26,3.35,0.39
164.215,2148.26,3.5,0.39
164.315,2150.23,3.68,0.23
164.415,2152.21,4.08,0.1
164.515,2154.18,3.97,0.19
164.615,2156.15,3.98,0.19
164.715,2158.12,3.95,-0.26
164.815,2160.1,3.84,0.36
164.915,2162.07,3.79,-0.08
165.015,2164.04,3.7,0.55
165.125,2166.21,3.49,0.46
165.225,2167.89,3.31,0.22
165.325,2169.28,3.19,0.65
165.425,2170.66,3.15,0.93
165.525,2172.05,3.12,0.78
165.625,2173.44,3.02,0.76
165.725,2174.82,3.02,1.03
165.825,2176.21,2.93,0.73
165.925,2177.59,2.94,1.15
166.025,2178.98,2.85,1.09
166.125,2180.37,2.83,1.16
166.225,2181.75,2.92,1.12
166.325,2183.14,2.87,1.04
166.325,2183.14,3,0.72
166.425,2184.52,3.08,0.9
166.425,2184.52,3.02,1.09
166.525,2185.91,3.07,0.8
166.625,2187.3,2.97,1.03
166.725,2188.68,3,0.71
166.825,2190.07,3.05,0.51
166.925,2191.45,3.06,0.21
167.025,2192.82,3.2,0.47
167.125,2194.01,3.43,0.67
167.225,2195.2,3.41,0.33
167.325,2196.38,3.34,0.69
167.425,2197.57,3.43,0.65
167.525,2198.76,3.44,-0.38
167.625,2199.95,3.27,0.55
167.725,2201.14,3.32,0.36
167.825,2202.33,3.29,0.57
167.925,2203.52,3.25,0.84
168.025,2204.71,3.16,0.66
168.125,2206.27,3.16,0.79
168.225,2208.22,3.06,0.7
168.325,2210.16,3.09,0.89
168.325,2210.16,2.88,0.85
168.425,2212.1,2.97,0.16
168.565,2214.83,3,0.48
168.815,2219.69,3.06,-0.46
168.915,2221.63,2.99,0.42
169.015,2223.57,2.97,0.63
169.015,2223.57,2.98,0.7
169.115,2225.52,2.9,0.71
169.115,2225.52,3.02,0.79
169.215,2227.46,2.79,1
169.315,2229.41,2.82,-0.18
169.415,2231.35,2.93,0.66
169.415,2231.35,2.79,0.72
169.515,2233.3,2.79,0.79
169.515,2233.3,2.84,0.57
169.615,2235.24,3.1,0.41
169.715,2237,3.25,0.47
169.815,2238.31,3.36,0.35
169.815,2238.31,3.09,0.47
170.015,2240.95,3.76,0.44
170.115,2242.26,3.64,-0.18
170.215,2243.58,3.59,0.27
170.215,2243.58,3.56,0.45
170.315,2244.9,3.54,-0.15
170.415,2246.22,3.52,0.44
170.515,2247.53,3.42,0.55
170.615,2248.85,3.4,-0.01
170.715,2250.17,3.06,0.06
170.815,2250.92,2.92,1.07
170.915,2251.62,2.94,1
170.915,2251.62,3.17,0.69
171.015,2252.31,2.72,1.08
171.115,2253.01,2.76,1.12
171.115,2253.01,2.8,1.1
171.215,2253.7,2.75,1.01
171.315,2254.4,2.78,0.92
171.315,2254.4,2.74,1.06
171.415,2255.09,2.81,0.55
171.515,2255.79,2.73,1.2
171.615,2256.48,2.75,1.01
171.615,2256.48,2.71,0.88
171.715,2257.17,2.74,0.35
171.715,2257.17,2.85,0.54
171.715,2257.17,2.74,0.35
171.815,2257.87,2.78,0.74
171.915,2258.56,2.79,0.85
172.015,2259.26,3.18,0.31
172.215,2260.65,2.72,0.72
172.415,2262.03,3.01,0.27
172.515,2262.73,2.76,0.33
172.615,2263.42,2.8,0.51
172.715,2264.12,2.79,0.75
172.815,2264.81,2.86,0.47
172.915,2265.51,2.92,0.19
172.915,2265.51,2.94,0.81
173.115,2266.9,2.99,0.7
173.115,2266.9,2.88,0.5
173.215,2267.59,2.86,0.4
173.315,2268.28,2.96,0.62
173.415,2268.98,2.97,0.25
173.515,2269.67,2.99,0.68
173.615,2270.37,3.51,0.48
173.615,2270.37,2.99,0.72
173.715,2271.06,3.02,0.19
173.815,2271.76,3.52,0.34
173.815,2271.76,3.15,0.55
173.915,2272.45,3.06,0.63
174.015,2273.14,3.31,0.67
174.015,2273.14,3.11,0.4
174.115,2274.1,3.28,0.68
174.115,2274.1,3.26,-0.12
174.215,2276.11,3.43,0.59
174.215,2276.11,3.46,0.41
174.315,2278.13,3.69,0.38
174.315,2278.13,3.54,0.33
174.415,2280.14,3.63,-0.34
174.515,2282.15,3.58,0.58
174.615,2284.16,3.55,0.33
174.745,2286.78,3.63,-0.16
174.845,2288.79,3.39,0.19
174.945,2290.56,3.08,0.5
175.045,2291.96,2.97,0.94
175.145,2293.37,2.84,1.03
175.245,2294.77,3.02,0.98
175.345,2296.17,2.84,0.74
175.445,2297.58,2.84,0.72
175.545,2298.98,2.94,0.85
175.645,2300.38,2.82,0.71
175.745,2301.78,2.82,0.73
175.845,2303.19,2.78,0.63
175.945,2304.59,2.88,0.95
176.095,2306.69,2.98,0.45
176.195,2308.1,3.04,0.64
176.295,2309.5,3.03,0.45
176.395,2310.63,3.19,0.5
176.495,2311.75,3.16,0.72
176.595,2312.88,3.22,0.38
176.695,2314,3.1,0.53
176.795,2315.13,3.17,0.63
176.895,2316.25,3.12,0.66
176.995,2317.38,3.22,0.63
177.095,2318.5,3.25,0.36
177.195,2319.63,3.15,0.64
177.295,2320.75,3.16,-0.07
177.395,2321.88,3.24,0.28
177.495,2323,3.18,0.5
177.595,2324.13,3.14,0.3
177.695,2325.25,3.07,0.19
177.795,2326.38,3.23,0.25
177.895,2327.5,3.32,-0.25
177.995,2328.63,3.06,0.47
178.095,2329.75,3.08,0.53
178.195,2330.88,3.13,0.31
178.295,2332,3,0.84
178.395,2333.13,2.9,0.72
178.495,2334.3,2.79,0.56
178.595,2335.46,2.69,0.54
178.695,2336.63,2.7,1.04
178.795,2337.79,2.69,0.76
178.895,2338.95,2.72,1.03
179.095,2341.28,2.73,0.8
179.195,2342.45,2.77,0.64
179.295,2343.61,2.78,0.22
179.495,2345.94,2.79,0.97
179.595,2347.11,2.79,0.66
179.695,2348.27,2.92,0.25
179.795,2349.43,3.01,0.52
179.895,2350.74,3.2,0.32
179.995,2352.14,3.52,0.44
180.195,2354.94,3.66,-0.3
180.495,2359.15,3.52,0.9
180.605,2360.69,3.58,0.47
180.605,2360.69,3.55,-0.02
180.705,2362.09,3.51,0.55
180.705,2362.09,3.48,0.42
180.805,2363.49,3.52,0.01
180.905,2364.89,3.46,0.58
180.905,2364.89,3.38,0.17
181.005,2366.29,3.45,0.59
181.005,2366.29,3.43,0.49
181.105,2367.7,3.38,0.2
181.205,2369.1,3.34,0.53
181.305,2370.5,3.36,0.84
181.405,2371.9,3.28,0.58
181.505,2373.3,3.06,0.89
181.605,2373.86,3.05,0.72
181.705,2374.41,2.95,0.93
181.805,2374.97,2.91,0.92
181.905,2375.53,2.9,0.9
182.005,2376.09,2.85,0.65
182.105,2376.64,2.93,0.98
182.205,2377.2,2.64,0.91
182.305,2377.76,2.72,1.17
182.705,2379.99,2.67,1.16
182.705,2379.99,2.79,0.92
183.005,2381.66,2.78,1.02
183.105,2382.22,2.85,0.8
183.105,2382.22,2.72,0.92
183.205,2382.77,2.73,0.97
183.305,2383.33,2.85,0.81
183.305,2383.33,2.96,1
183.405,2383.89,2.83,0.74
183.505,2384.44,2.8,0.99
183.505,2384.44,2.93,0.81
183.605,2385,2.76,1.06
183.705,2385.56,2.93,0.71
183.805,2386.12,2.88,0.9
183.905,2386.67,2.84,1.06
184.005,2387.23,2.9,0.39
184.105,2387.79,2.87,0.77
184.105,2387.79,3.02,1.12
184.205,2388.34,2.93,0.68
184.205,2388.34,3.54,0.94
184.305,2389.34,3.06,0.8
184.405,2390.38,3.06,0.86
184.405,2390.38,3.12,1.02
184.505,2391.42,3.18,0.68
184.605,2392.46,3.67,0.6
184.605,2392.46,3.02,0.77
184.705,2393.5,3.2,0.57
184.805,2394.54,3.14,0.89
184.805,2394.54,3.25,0.46
184.905,2395.59,3.45,0.66
184.905,2395.59,3.15,0.92
185.005,2396.63,3.23,0.89
185.105,2397.67,3.14,0.88
185.105,2397.67,3.19,0.97
185.205,2398.71,3.11,0.85
185.205,2398.71,3.26,1.05
185.305,2399.75,3.18,0.93
185.305,2399.75,3.17,0.75
185.405,2400.79,3.07,0.94
185.405,2400.79,3.19,0.71
185.425,2401,3.15,0.68
185.435,2401.11,3.13,0.33
185.505,2401.83,3.1,0.7
185.705,2403.92,3.04,0.74
185.705,2403.92,3.06,0.95
185.805,2404.96,3.01,1.07
185.905,2406,2.93,0.74
186.005,2406.77,2.96,0.74
186.305,2409.09,2.97,0.64
186.405,2409.86,2.88,0.57
186.505,2410.64,2.79,1.12
186.805,2412.96,2.88,0.94
187.015,2414.58,2.88,0.82
187.165,2415.74,2.89,0.88
187.165,2415.74,2.76,0.87
187.265,2416.51,2.86,0.91
187.465,2418.06,2.86,0.89
187.565,2418.83,2.87,1.02
187.665,2419.6,2.97,0.86
187.765,2420.38,2.86,0.82
187.765,2420.38,2.93,0.55
187.865,2421.15,2.92,0.88
187.965,2421.92,2.89,0.72
188.265,2424.24,3.03,0.42
188.455,2425.71,2.93,0.13
188.465,2425.79,3.05,0.33
188.565,2426.56,3.07,0.02
188.665,2427.33,3.09,0.76
188.765,2428.1,3.21,0.93
188.865,2429.09,3.31,0.55
188.865,2429.09,3.48,0.47
188.965,2431.99,3.62,0.05
189.065,2436.04,4.03,-0.01
189.165,2450.39,3.25,0.49
189.165,2450.39,3.47,0.37
189.265,2463.74,3.41,0.49
189.265,2463.74,3.63,0.27
189.365,2468.12,3.32,0.51
189.415,2470.31,3.46,0.18
189.415,2470.31,3.18,0.21
189.515,2474.69,3.51,0.42
189.515,2474.69,3.46,0.11
189.615,2479.07,3.55,0.11
189.775,2486.09,4.13,-0.41
189.815,2487.56,4,-0.11
189.825,2487.72,4.09,-0.33
189.825,2487.72,4.05,-0.39
189.875,2488.51,3.95,-0.53
189.925,2489.3,3.55,0.3
190.025,2490.89,3.6,0.43
190.075,2491.68,3.65,0.42
190.075,2491.68,3.41,-0.55
190.125,2492.47,3.17,0.44
190.125,2492.47,3.27,0.65
190.175,2493.27,3.2,0.23
190.175,2493.27,3.16,0.58
190.225,2494.06,3.1,0.37
190.225,2494.06,3.12,0.81
190.275,2494.85,3.04,0.83
190.325,2495.64,2.83,0.74
190.375,2496.44,3.1,0.53
190.425,2497.23,2.94,0.82
190.475,2498.02,2.91,0.4
190.625,2500.4,3.06,0.8
190.775,2513.57,3.87,0
190.775,2513.57,3.86,-0.33
190.825,2517.97,3.84,-0.5
190.875,2521.25,3.84,-0.37
190.925,2522.88,3.68,-0.27
190.925,2522.88,3.83,-0.07
190.975,2524.5,3.84,-0.38
191.025,2526.13,3.78,-0.42
191.025,2526.13,3.73,0.27
191.075,2527.75,3.63,-0.53
191.075,2527.75,3.61,0.52
191.125,2529.38,3.73,-0.22
191.125,2529.38,3.54,0.44
191.175,2531,3.65,0.33
191.275,2534.25,3.26,0.24
191.325,2535.88,3.4,0.32
191.375,2537.5,3.28,0.11
191.375,2537.5,3.42,-0.01
191.425,2539.13,3.31,0.61
191.425,2539.13,3.16,0.49
191.475,2540.27,3.31,-0.39
191.475,2540.27,3.27,0.34
191.525,2540.7,2.96,0.72
191.525,2540.7,3.15,0.37
191.575,2541.13,2.91,0.76
191.575,2541.13,3.09,0.82
191.625,2541.56,3.05,0.28
191.675,2541.98,3.11,0.76
191.675,2541.98,3.03,0.19
191.725,2542.41,3.05,0.96
191.775,2542.84,2.95,0.98
191.775,2542.84,2.76,0.5
191.825,2543.27,2.79,1.19
191.925,2544.12,2.72,1.11
191.975,2544.55,2.76,0.82
192.025,2544.98,2.6,0.84
192.125,2545.84,2.69,0.86
192.325,2547.55,2.68,0.87
192.625,2550.12,2.79,0.91
192.725,2550.97,2.66,0.75
192.925,2552.69,2.8,0.37
193.225,2555.62,2.95,0.55
193.325,2556.7,2.94,0.68
193.325,2556.7,2.96,0.33
193.575,2559.38,2.84,0.68
193.675,2560.45,2.99,0.68
193.775,2561.53,3.02,1
193.875,2562.6,3.03,0.67
193.975,2563.67,3,0.52
194.075,2564.75,3.03,0.82
194.175,2565.82,3.03,0.85
194.275,2566.89,3.03,0.7
194.375,2567.97,3.02,0.8
194.475,2569.04,2.89,0.86
194.575,2570.11,2.92,0.89
194.675,2571.19,2.88,0.52
194.775,2572.31,2.83,0.79
194.775,2572.31,2.73,0.8
194.875,2573.45,2.88,0.55
194.875,2573.45,2.68,0.9
194.975,2574.6,2.54,0.92
195.075,2575.74,2.75,0.9
195.075,2575.74,2.69,0.71
195.475,2580.3,2.61,0.93
195.575,2581.44,2.7,0.92
195.675,2582.59,2.63,1.17
195.675,2582.59,2.6,0.49
195.775,2583.73,2.7,0.97
195.875,2584.87,2.67,0.73
195.975,2586.01,2.7,0.76
196.075,2587.15,2.84,0.66
196.075,2587.15,2.68,0.99
196.175,2588.29,2.79,0.77
196.275,2589.44,2.74,0.98
196.575,2592.86,2.87,0.64
196.675,2594,2.83,0.82
196.775,2595.19,3.06,0.58
196.775,2595.19,3.13,0.55
196.875,2596.48,3.05,0.68
196.975,2597.77,3.18,0.6
196.975,2597.77,3.16,0.54
197.075,2599.06,3.21,0.53
197.175,2600.35,3.31,-0.14
197.175,2600.35,3.31,0.67
197.275,2601.64,3.56,0.25
197.275,2601.64,3.44,0.22
197.375,2614.47,3.53,0.37
197.475,2630.18,3.38,-0.1
197.475,2630.18,3.3,0.2
197.575,2645.89,3.13,0.21
197.675,2651.75,3.14,0.28
197.775,2653.38,3.03,0.98
197.775,2653.38,3.02,0.86
197.875,2655.02,3.03,0.57
197.875,2655.02,2.95,0.94
197.975,2656.65,3.14,0.31
198.075,2658.29,2.97,0.88
198.175,2659.93,2.9,0.75
198.175,2659.93,2.9,0.79
198.275,2661.56,2.85,1.13
198.275,2661.56,2.86,0.33
198.375,2663.2,3.01,0.97
198.375,2663.2,2.87,1.14
198.475,2664.84,2.86,0.73
198.875,2671.38,2.81,1.07
198.975,2673.02,2.95,0.63
198.975,2673.02,2.7,0.76
199.175,2676.29,2.9,1.07
199.275,2677.93,2.94,0.43
199.375,2679.56,2.9,0.75
199.375,2679.56,2.87,0.92
199.475,2681.2,2.84,0.95
199.475,2681.2,2.91,0.93
199.575,2682.09,3.11,0.69
199.675,2682.98,3.27,0.24
199.675,2682.98,3.09,0.69
199.775,2683.87,3.37,0.15
199.875,2684.77,3.49,0.71
199.975,2685.66,3.45,0.68
200.075,2686.55,3.52,0.57
200.075,2686.55,3.52,0.58
200.175,2687.44,3.42,0.29
200.175,2687.44,3.49,0.03
200.275,2688.33,3.33,0.98
200.375,2689.22,3.43,0.65
200.375,2689.22,3.29,0.59
200.475,2690.26,3.23,0.57
200.575,2691.33,3.22,0.41
200.675,2692.4,3.34,0.71
200.675,2692.4,3.22,0.55
200.775,2693.47,3.2,0.77
200.875,2694.54,3.16,0.49
200.875,2694.54,3.39,0.53
200.975,2695.61,3.3,0.74
201.075,2696.69,3.03,0.85
201.175,2697.76,2.85,0.43
201.275,2698.83,3.24,0.5
201.275,2698.83,3.1,0.75
201.605,2702.36,3.21,0.55
201.705,2703.44,3.22,0.51
201.805,2704.56,3.31,0.58
201.905,2706.12,3.45,0.44
202.005,2707.68,3.27,0.19
202.005,2707.68,3.51,0.34
202.105,2709.23,3.45,0.45
202.105,2709.23,3.49,0.1
202.205,2710.79,3.44,0.09
202.305,2712.35,3.51,0.6
202.305,2712.35,3.43,0.21
202.405,2713.91,3.47,0.5
202.505,2715.47,3.62,-0.47
202.605,2717.03,3.57,-0.35
202.705,2718.59,3.44,-0.15
202.805,2720.15,3.4,0.32
203.005,2723.27,3.45,0.11
203.005,2723.27,3.42,0.67
203.105,2724.83,3.3,0.39
203.205,2726.39,3.25,0.26
203.205,2726.39,3.34,0.6
203.305,2727.95,3.31,0.39
203.305,2727.95,3.28,0.27
203.405,2729.51,3.2,0.62
203.505,2730.89,3.09,0.44
203.505,2730.89,3.2,0.76
203.605,2731.85,3.06,0.56
203.605,2731.85,3.14,0.85
203.705,2732.82,2.98,0.75
203.705,2732.82,3.07,0.79
203.805,2733.78,3.03,0.77
203.905,2734.75,3,0.79
203.905,2734.75,2.86,0.99
204.005,2735.71,2.75,1.1
204.105,2736.68,2.73,0.58
204.105,2736.68,2.91,0.89
204.205,2737.64,2.81,0.19
204.205,2737.64,2.86,0.98
204.305,2738.61,2.79,0.87
204.405,2739.57,2.7,0.93
204.405,2739.57,2.67,0.98
204.505,2740.54,2.55,1.14
204.605,2741.5,2.58,0.86
204.705,2742.47,2.67,0.99
204.775,2743.14,2.67,1.23
204.775,2743.14,2.7,0.91
204.885,2744.21,2.67,0.97
204.985,2745.17,2.81,0.99
205.085,2746.14,2.71,0.72
205.185,2747.1,2.79,0.86
205.285,2748.07,2.82,0.9
205.385,2749.03,2.83,0.76
205.485,2750,2.65,0.74
205.585,2750.96,2.81,0.67
205.685,2751.93,2.59,0.82
205.685,2751.93,2.74,0.08
206.085,2755.78,3.03,0.92
206.185,2756.75,2.88,0.74
206.285,2757.71,2.84,0.63
206.385,2758.68,3.02,0.74
206.885,2763.5,3.04,0.34
206.885,2763.5,2.89,0.64
207.185,2766.4,2.92,0.67
207.185,2766.4,2.9,0.5
207.285,2767.36,2.96,0.58
207.385,2768.33,3,0.14
207.385,2768.33,2.94,0.62
207.485,2769.29,3.07,0.98
207.585,2770.26,3.03,0.77
207.585,2770.26,3.03,0.42
207.885,2773.15,3.12,0.76
207.985,2774.12,2.84,0.93
208.185,2776.05,2.84,0.99
208.285,2777.01,2.82,0.84
208.485,2778.94,2.83,0.93
208.485,2778.94,2.79,0.88
208.585,2779.91,2.86,1.14
208.685,2780.87,2.58,0.88
208.785,2781.84,2.7,0.85
209.185,2785.7,2.69,0.89
209.285,2786.66,2.74,0.94
209.385,2787.63,2.75,0.95
209.385,2787.63,2.66,0.81
209.585,2789.56,2.72,0.84
209.785,2791.49,2.74,0.82
209.985,2793.42,3.23,0.66
210.085,2794.38,2.66,0.78
210.285,2796.31,2.88,0.76
210.285,2796.31,2.74,1.11
210.385,2797.28,2.74,0.92
210.515,2798.53,2.76,1.02
210.615,2799.67,3.17,0.67
210.715,2802.33,3.36,0.45
210.715,2802.33,3.32,0.39
210.815,2805,3.47,0.12
210.815,2805,3.24,0.49
210.915,2807.79,3.35,0.07
210.915,2807.79,3.28,0.34
211.015,2810.58,3.12,0.88
211.015,2810.58,3.32,0.64
211.115,2813.37,3.17,0.39
211.115,2813.37,3.13,0.73
211.215,2816.15,3.26,0.59
211.315,2818.94,3.11,0.94
211.315,2818.94,3.07,0.62
211.415,2820.52,2.96,0.68
211.615,2823.06,2.88,0.97
211.715,2824.33,3.09,0.93
211.915,2826.87,2.9,1.07
212.315,2831.96,2.76,1.09
212.315,2831.96,2.79,0.7
212.415,2833.23,2.82,0.76
212.515,2834.5,2.8,1.01
212.615,2835.77,2.97,0.93
212.615,2835.77,2.89,0.79
212.715,2837.04,2.9,0.63
212.715,2837.04,2.8,1.05
212.815,2838.31,3.04,0.91
212.815,2838.31,2.88,1.06
212.915,2839.58,3.03,0.53
212.915,2839.58,2.93,0.83
213.015,2840.84,3.06,0.61
213.115,2842.07,3.08,0.64
213.115,2842.07,3.22,0.48
213.215,2843.29,3.15,-0.04
213.215,2843.29,3.2,0.7
213.315,2844.52,3.18,0.2
213.315,2844.52,3.13,0.41
213.415,2845.74,3.25,0.56
213.415,2845.74,3.18,0.56
213.515,2846.97,3.2,0.38
213.515,2846.97,3.24,0.32
213.615,2851.83,3.39,0.21
213.715,2857.15,2.76,1.24
213.915,2857.73,2.65,1.01
213.915,2857.73,2.78,1.08
214.015,2858.02,2.57,0.39
214.115,2858.31,2.71,1.03
214.215,2858.61,2.57,1.17
214.315,2858.9,2.66,0.8
214.315,2858.9,2.75,0.17
214.415,2859.19,2.84,1.08
214.415,2859.19,2.67,0.79
214.615,2859.78,2.65,0.91
214.715,2860.07,2.77,1.16
214.815,2860.36,2.76,0.53
214.815,2860.36,2.8,0.85
214.915,2860.65,2.91,0.81
214.975,2860.83,2.72,1.13
215.075,2861.12,2.83,0.89
215.175,2861.41,2.79,0.96
215.275,2861.7,2.89,0.83
215.375,2862,2.81,0.76
215.375,2862,2.77,0.7
215.475,2862.29,2.8,0.81
215.475,2862.29,2.94,0.61
215.575,2862.58,2.97,0.86
215.575,2862.58,2.94,0.85
215.675,2862.87,2.91,0.8
215.775,2863.16,3.07,0.79
215.875,2863.46,2.9,0.22
215.975,2863.75,3.01,0.59
216.075,2864.04,3.09,0.73
216.175,2864.33,3.11,0.34
216.175,2864.33,2.98,0.61
216.275,2864.62,3.19,0.28
216.275,2864.62,3.14,0.38
216.375,2864.92,3.12,0.79
216.475,2865.23,2.92,0.84
216.575,2865.54,3.15,0.56
216.575,2865.54,3.1,0.23
216.675,2865.85,3.04,0.63
216.675,2865.85,3.1,0.64
216.775,2866.16,3,1.02
216.775,2866.16,3.01,0.8
216.875,2866.46,3.02,0.85
216.875,2866.46,3.05,0.81
216.975,2866.77,3.08,0.78
216.975,2866.77,3.07,0.91
217.075,2867.08,3.02,0.96
217.075,2867.08,2.99,0.7
217.175,2867.39,3.02,0.81
217.175,2867.39,2.96,0.81
217.275,2867.7,2.93,0.59
217.275,2867.7,2.89,1.03
217.375,2868,3.09,0.7
217.375,2868,2.85,0.77
217.475,2868.31,2.91,0.89
217.475,2868.31,2.97,1.01
217.575,2868.62,2.84,0.63
217.675,2868.93,2.84,0.98
217.675,2868.93,3.01,0.78
217.775,2869.24,2.9,1.12
217.925,2869.7,2.76,0.84
217.925,2869.7,2.82,0.86
218.025,2870.01,2.78,1
218.125,2870.31,2.72,0.98
218.125,2870.31,2.7,0.96
218.225,2870.62,2.69,1.13
218.425,2871.24,2.69,0.88
218.625,2871.86,2.69,1.06
218.625,2871.86,2.65,0.98
218.725,2872.16,2.69,0.97
218.725,2872.16,2.74,1.23
218.825,2872.47,2.58,0.89
218.825,2872.47,2.63,0.54
218.925,2872.78,2.65,1.06
219.025,2873.09,2.67,0.98
219.125,2873.4,2.66,0.85
219.225,2873.7,2.72,0.96
219.325,2874.01,2.73,1.24
219.425,2874.32,2.65,-0.13
219.525,2874.63,3.01,0.76
219.725,2875.24,2.76,0.96
219.725,2875.24,2.7,0.54
219.825,2875.55,2.76,0.88
219.825,2875.55,2.67,0.59
219.925,2875.86,2.69,0.13
220.025,2876.17,2.81,0.47
220.125,2876.48,2.78,0.92
220.125,2876.48,2.86,1.04
220.225,2877.32,3.11,0.12
220.225,2877.32,2.87,0.84
220.325,2878.52,2.83,0.95
220.425,2879.71,2.98,0.86
220.425,2879.71,3.03,0.65
220.525,2880.91,3.01,0.96
220.625,2882.11,2.96,0.76
220.625,2882.11,2.99,1.01
220.725,2883.3,2.85,0.81
220.825,2884.5,3,1.04
220.925,2885.7,3.08,0.75
221.025,2886.89,2.98,0.2
221.125,2888.09,3.08,0.62
221.345,2890.73,3.05,1.06
221.445,2891.92,2.83,0.48
221.545,2893.08,2.88,0.75
221.645,2893.84,2.85,0.74
221.645,2893.84,2.83,0.79
221.745,2894.6,2.74,0.7
221.745,2894.6,2.79,0.64
221.845,2895.37,2.81,0.82
221.845,2895.37,2.72,0.78
221.945,2896.13,2.55,1.1
222.045,2896.89,2.65,1.1
222.045,2896.89,2.77,0.91
222.145,2897.66,2.57,1.1
222.245,2898.42,2.77,0.97
222.345,2899.18,2.78,0
222.445,2899.94,2.72,0.58
222.545,2900.71,2.59,0.96
222.545,2900.71,2.67,1.04
222.645,2901.47,2.71,0.82
222.745,2902.23,2.63,0.85
222.745,2902.23,2.75,0.98
222.845,2903,2.64,0.52
222.945,2903.76,2.64,0.61
222.945,2903.76,2.7,0.02
223.035,2904.45,2.8,0.45
223.045,2904.52,2.67,0.41
223.145,2905.29,2.67,0.92
223.245,2906.05,2.87,0.72
