# DESCRIPTION:
# Reference: Erhardt, T et al. (2019): Decadal-scale progression of the onset of Dansgaard–Oeschger warming events. Climate of the Past, 15(2), 811-825, https://doi.org/10.5194/cp-15-811-2019.
# Data from: https://doi.org/10.1594/PANGAEA.896736. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Age [ka BP],Na+ [ng/g],Ca2+ [ng/g]
29.735,100.56786,565.47666
29.745,99.13114,515.95752
29.755,76.05028,425.27253
29.765,103.44731,546.41196
29.775,109.27675,532.93705
29.785,149.42308,585.41936
29.795,112.59798,501.80784
29.805,97.86141,565.7375
29.815,110.67096,561.71155
29.825,98.19056,572.3283
29.835,124.127,566.39462
29.845,131.61822,620.44
29.855,93.35703,511.58469
29.865,103.66171,529.18147
29.875,103.45456,544.46562
29.885,118.73324,531.32394
29.895,105.72128,595.95096
29.905,103.4488,576.52252
29.915,71.12045,497.73951
29.925,97.41783,500.04397
29.935,124.35044,480.37626
29.945,162.26948,683.00669
29.955,118.52756,661.91607
29.965,112.40231,550.50135
29.975,100.06879,453.85761
29.985,81.81518,400.7846
29.995,92.86809,468.69149
30.005,134.99742,637.82549
30.015,94.15329,509.93689
30.025,92.16523,380.39582
30.035,108.46971,485.03357
30.045,69.5403,367.97787
30.055,138.33644,576.36587
30.065,107.26762,650.62631
30.075,94.42588,499.139
30.085,95.95562,485.74561
30.095,88.58759,531.92171
30.105,112.60991,482.97259
30.115,115.09747,563.57814
30.125,79.82283,511.63874
30.135,182.9231,893.09589
30.145,91.69692,533.52069
30.155,256.0585,802.14411
30.165,110.98676,647.4784
30.175,98.31414,571.15931
30.185,92.84249,551.4646
30.195,149.48822,645.54481
30.205,143.30018,640.78291
30.215,81.3808,475.06651
30.225,112.35554,552.9921
30.235,123.60218,566.59483
30.245,106.70118,593.64714
30.255,106.44656,641.02207
30.265,97.05192,609.84961
30.275,106.69322,560.7049
30.285,90.79614,414.38851
30.295,142.99316,572.61947
30.305,129.53834,611.42527
30.315,107.98093,397.83619
30.325,91.42901,471.13735
30.335,69.37707,403.14194
30.345,105.79643,659.18993
30.355,137.05647,541.71743
30.365,71.50027,324.23333
30.375,127.76928,463.52743
30.385,90.12409,415.90935
30.395,132.21935,506.60873
30.405,114.61082,429.79948
30.415,89.65359,338.96298
30.425,93.3701,384.83568
30.435,,309.3235
30.445,,367.65645
30.455,,444.0518
30.465,,348.22642
30.475,,443.70641
30.485,,383.63933
30.495,,354.4698
30.505,,290.66365
30.515,,296.76301
30.525,,361.61821
30.535,,407.90585
30.545,80.44961,211.78521
30.555,77.76802,197.91427
30.565,108.75865,249.61599
30.575,74.33727,197.30096
30.585,57.53892,183.16519
30.595,98.41357,243.86994
30.605,64.38087,143.41357
30.615,61.26182,162.5964
30.625,78.92996,191.72763
30.635,50.38489,153.78982
30.645,84.09985,165.49492
30.655,69.20632,125.5533
30.665,52.83589,101.79983
30.675,65.26395,137.7359
30.685,67.36505,141.33085
30.695,58.73652,148.93069
30.705,64.29186,164.55917
30.715,54.08483,149.4287
30.725,66.79168,182.93993
30.735,105.41427,204.95354
30.745,89.73879,279.67772
30.755,132.6696,353.75496
30.765,72.56875,275.28607
30.775,81.18638,261.06148
30.785,95.16828,303.5005
30.795,98.72619,322.83538
30.805,103.02638,310.04389
30.815,54.78965,231.90647
30.825,105.05816,336.0816
30.835,87.03118,304.84168
30.845,110.21439,212.83036
30.855,78.36423,234.62464
30.865,139.42898,340.917
30.875,99.19197,373.80488
30.885,70.93354,291.7243
30.895,91.87347,333.32553
30.905,119.35636,401.3426
30.915,65.32944,288.46676
30.925,96.93462,392.84041
30.935,126.46537,450.92957
30.945,164.01983,426.78715
30.955,127.37206,500.49549
30.965,80.74985,345.55773
30.975,87.90956,330.22007
30.985,105.84865,333.1714
30.995,114.39534,329.15743
31.005,109.14501,391.52391
31.015,138.11039,326.11596
31.025,76.65202,248.98555
31.035,134.61712,308.14886
31.045,111.61109,350.96394
31.055,78.80133,345.12574
31.065,89.76494,321.58992
31.075,78.57997,414.73911
31.085,61.84399,356.86944
31.095,80.92525,336.49003
31.105,102.12563,366.71052
31.115,103.39375,364.34279
31.125,141.41882,564.71043
31.135,130.1859,440.26081
31.145,100.70017,326.11808
31.155,120.18923,348.26849
31.165,118.28036,453.76396
31.175,91.59014,327.54925
31.185,83.94623,323.61059
31.195,89.15672,318.47016
31.205,111.57607,333.59268
31.215,97.1628,332.15446
31.225,102.14308,282.51355
31.235,99.96071,315.25166
31.245,103.15395,342.46211
31.255,100.2269,325.2275
31.265,102.82679,332.81809
31.275,124.94617,387.94695
31.285,91.71343,295.07087
31.295,88.75513,268.25905
31.305,92.70826,336.43632
31.315,61.73777,327.2008
31.325,61.63624,343.30174
31.335,92.70505,309.41076
31.345,115.47475,445.368
31.355,110.70028,413.07196
31.365,96.57075,367.75124
31.375,108.33227,427.32548
31.385,72.24418,297.09746
31.395,83.56908,338.77325
31.405,81.76831,298.85406
31.415,60.70086,270.3619
31.425,75.87484,331.5097
31.435,127.06953,421.7476
31.445,112.74431,391.8227
31.455,99.21238,335.18456
31.465,114.23011,534.09231
31.475,93.00807,389.2586
31.485,142.80039,416.48254
31.495,157.64202,490.18339
31.505,126.89536,414.92983
31.515,91.0232,329.9926
31.525,81.32328,307.44635
31.535,106.861,297.45019
31.545,100.85925,339.13681
31.555,108.55738,265.03066
31.565,114.02341,276.7767
31.575,95.88519,312.88865
31.585,90.29643,288.40931
31.595,107.01016,346.99104
31.605,78.01472,276.51462
31.615,91.14005,301.22437
31.625,77.08571,259.19602
31.635,124.19196,382.61455
31.645,109.91563,359.98709
31.655,120.90964,378.83256
31.665,76.25093,289.55977
31.675,116.91336,311.25514
31.685,116.65009,251.13862
31.695,108.11972,303.54198
31.705,89.11433,318.02577
31.715,86.5159,328.26411
31.725,154.60405,429.67945
31.735,82.02612,280.13614
31.745,70.73258,246.61538
31.755,84.7745,238.39651
31.765,65.1341,225.77864
31.775,79.10708,256.80977
31.785,78.74986,199.58359
31.795,87.24372,230.72323
31.805,99.91955,248.94351
31.815,63.29451,189.33275
31.825,48.33276,177.01339
31.835,112.73742,223.92716
31.845,93.71218,230.71985
31.855,68.195,173.57727
31.865,86.62297,209.06782
31.875,72.12807,202.33199
31.885,78.42545,181.42689
31.895,48.42076,142.17278
31.905,110.38137,180.72009
31.915,73.98262,158.50058
31.925,43.6095,118.47753
31.935,89.96695,220.48301
31.945,73.46537,168.43088
31.955,66.45232,137.95799
31.965,93.67029,207.33186
31.975,56.37118,147.39451
31.985,60.12502,171.51337
31.995,37.72542,107.27729
32.005,59.56415,79.12991
32.015,59.71744,90.974
32.025,70.00515,107.99703
32.035,50.28021,88.44793
32.045,48.22157,116.74556
32.055,60.027,90.67804
32.065,40.16515,90.81475
32.075,37.08663,67.85426
32.085,48.24844,83.09755
32.095,44.3426,70.65816
32.105,42.34603,63.01722
32.115,59.72967,71.94105
32.125,47.75101,54.89057
32.135,31.11032,62.75351
32.145,35.96827,76.57022
32.155,44.81741,66.65318
32.165,44.52871,69.46608
32.175,35.15703,55.95761
32.185,43.74626,56.40033
32.195,28.25217,46.64914
32.205,19.62941,42.84815
32.215,31.74498,48.43168
32.225,40.85882,48.04019
32.235,37.33027,57.00857
32.245,32.4019,50.38017
32.255,32.29872,52.52494
32.265,43.95538,63.02262
32.275,40.74437,59.80446
32.285,35.0601,50.77376
32.295,27.53147,58.99082
32.305,31.79156,65.72396
32.315,64.02556,79.64284
32.325,33.46617,68.6254
32.335,41.12987,58.93395
32.345,40.57017,56.83535
32.355,40.94322,69.54982
32.365,38.50173,49.52844
32.375,27.62756,57.67211
32.385,30.56502,58.12058
32.395,28.01881,52.30337
32.405,41.53028,51.44342
32.415,30.434,52.19614
32.425,32.17398,46.81841
32.435,36.51615,61.05427
32.445,31.79877,57.9584
32.455,83.18258,158.13551
32.465,72.14315,229.40221
32.475,106.81586,252.85766
32.485,83.57387,247.48368
32.495,76.00264,218.72794
32.505,85.51542,262.65791
32.515,69.10887,237.00638
32.525,80.16481,224.77239
32.535,81.62214,237.71279
32.545,52.04796,222.78996
32.555,74.46562,229.78443
32.565,64.85304,272.54774
32.575,113.64863,447.36797
32.585,165.37144,353.8372
32.595,138.44071,399.07747
32.605,78.35662,285.10152
32.615,126.40481,435.23525
32.625,72.96498,275.40331
32.635,115.36229,337.32735
32.645,94.61468,286.18771
32.655,93.63082,311.18941
32.665,67.63061,239.15627
32.675,95.86961,317.625
32.685,67.74776,253.34746
32.695,101.0719,339.62888
32.705,85.09916,278.56366
32.715,115.47096,305.87977
32.725,105.86421,255.99722
32.735,58.09406,191.23291
32.745,114.1415,294.83662
32.755,85.02934,283.7572
32.765,107.68028,306.09158
32.775,62.09207,205.01055
32.785,79.79223,267.88499
32.795,105.37508,261.02383
32.805,97.68681,309.81943
32.815,108.11293,320.30913
32.825,87.77842,323.79075
32.835,82.56107,305.56518
32.845,98.48163,344.66667
32.855,99.00104,302.93456
32.865,104.62416,325.14533
32.875,109.1166,298.4183
32.885,175.09783,493.27778
32.895,95.82321,400.37057
32.905,97.967,344.27809
32.915,66.41467,265.51769
32.925,71.4174,251.96167
32.935,104.6734,385.0093
32.945,48.31183,238.84937
32.955,74.30778,268.75897
32.965,129.8536,465.58896
32.985,52.24818,
32.995,51.43443,309.55443
33.005,68.5946,289.59927
33.015,100.79658,347.86393
33.025,103.41864,374.40295
33.035,97.26631,390.34896
33.045,104.69092,422.45006
33.055,74.57541,297.63891
33.065,58.61686,298.62391
33.075,83.83534,328.15268
33.085,68.07439,353.09074
33.095,87.94967,293.78424
33.105,75.8297,236.73782
33.115,88.7335,263.75264
33.125,101.0955,265.94027
33.135,101.10485,307.47701
33.145,76.00243,246.95569
33.155,83.04316,236.90159
33.165,112.65032,311.3844
33.175,81.91983,286.19026
33.185,93.17836,272.17272
33.195,75.00251,229.80181
33.205,65.804,230.55142
33.215,97.67196,263.11099
33.225,72.19406,238.22633
33.235,75.25189,303.24523
33.245,60.81666,188.02546
33.255,63.08449,194.17595
33.265,57.6538,176.91866
33.275,75.58621,183.39194
33.285,81.23474,211.38241
33.295,38.28251,134.82621
33.305,54.12807,166.09746
33.315,105.0297,289.5889
33.325,121.35344,447.97503
33.335,65.5755,240.27628
33.345,51.08335,171.65236
33.355,53.00261,103.27021
33.365,54.1095,104.01404
33.375,45.02778,73.77368
33.385,44.77786,69.64677
33.395,35.23625,58.92926
33.405,37.68324,61.61066
33.415,31.82451,47.71548
33.425,34.74123,55.09743
33.435,41.04403,52.54868
33.445,33.05928,60.63405
33.455,41.94611,54.32375
33.465,27.86593,60.87091
33.475,39.02314,59.14823
33.485,30.38914,46.61255
33.495,36.05441,60.74094
33.505,30.89307,54.44948
33.515,39.33403,65.66384
33.525,35.9028,57.0496
33.535,34.2654,53.50372
33.545,39.1969,61.03717
33.555,52.77491,73.70657
33.565,26.95145,42.37264
33.575,34.04152,51.50153
33.585,26.82923,46.46108
33.595,40.60171,50.22219
33.605,33.68099,41.18088
33.615,34.09147,38.26491
33.625,33.34661,44.67922
33.635,27.59517,42.18622
33.645,29.81326,38.75056
33.655,30.23913,48.51889
33.665,37.15529,49.97074
33.675,36.68738,62.4673
33.685,59.14262,95.16965
33.695,69.90913,162.14096
33.705,89.30906,228.38095
33.715,85.45101,223.97454
33.725,86.49105,184.57526
33.735,80.95797,199.88894
33.745,91.7798,209.54183
33.755,82.76145,229.02539
33.765,63.92024,272.14071
33.775,84.14963,298.60457
33.785,64.11594,211.24822
33.795,106.62361,314.605
33.805,73.93391,339.97517
33.815,84.58158,310.98179
33.825,112.77693,315.72001
33.835,72.73984,195.48102
33.845,115.51665,334.96109
33.855,73.22759,240.57979
33.865,107.95753,348.47227
33.875,71.47662,256.80491
33.885,61.6189,259.86095
33.895,88.82742,291.31272
33.905,97.90092,326.50256
33.915,80.33174,290.84804
33.925,74.66767,300.99426
33.935,101.37369,325.48649
33.945,168.46413,385.09557
33.955,81.10639,294.71419
33.965,113.35534,360.67588
33.975,107.6536,370.95294
33.985,103.26635,318.46791
33.995,105.61176,280.8516
34.005,73.23446,261.27462
34.015,76.2422,353.74476
34.025,100.97873,258.83519
34.035,55.58003,295.02043
34.045,101.21543,285.93202
34.055,83.41112,299.39885
34.065,85.39565,271.82449
34.075,72.28025,312.59129
34.085,90.61524,264.44911
34.095,104.6892,282.18194
34.105,80.65154,278.36386
34.115,55.94531,236.39572
34.125,108.95864,347.45435
34.135,49.08462,214.96254
34.145,88.29125,253.4051
34.155,87.17009,303.64184
34.165,124.50532,369.81799
34.175,72.72514,252.95081
34.185,78.49784,220.83698
34.195,97.10523,241.70611
34.205,82.54649,242.1438
34.215,98.89467,263.86191
34.225,92.14938,266.72576
34.235,65.12832,226.54376
34.245,75.6142,258.79647
34.255,72.23673,310.93181
34.265,130.27019,363.2543
34.275,66.01727,252.68349
34.285,79.54998,263.10897
34.295,77.96815,246.75392
34.305,92.1277,254.55036
34.315,88.93104,288.62864
34.325,87.69077,253.05578
34.335,87.65678,295.55857
34.345,93.00715,342.37564
34.355,84.7047,286.27811
34.365,70.89952,271.33638
34.375,73.9491,271.91585
34.385,57.47025,209.03021
34.395,90.61591,252.73444
34.405,80.13777,261.28377
34.415,52.85029,243.19881
34.425,78.41033,265.36458
34.435,73.17111,253.91575
34.445,57.90172,223.44399
34.455,77.28995,225.2521
34.465,89.66374,341.21714
34.475,76.30817,275.01248
34.485,89.08958,212.7867
34.495,96.68844,278.00098
34.505,106.8578,277.73052
34.515,104.91393,291.53158
34.525,65.78348,246.73263
34.535,73.69033,234.90821
34.545,60.34097,219.53296
34.555,58.51712,212.0795
34.575,69.66128,155.31689
34.585,65.54963,165.01692
34.595,62.69214,156.53723
34.605,51.40702,130.86941
34.615,70.12385,161.43121
34.625,83.20631,212.01801
34.635,45.2302,142.24401
34.645,69.90102,164.97283
34.655,60.36955,168.08437
34.665,61.54309,133.62532
34.675,56.58186,167.79554
34.685,59.07471,121.38013
34.695,46.27969,98.2443
34.705,48.13953,77.82513
34.715,54.00539,89.51859
34.725,39.68338,69.82602
34.735,23.34582,58.41338
34.745,44.64542,79.56758
34.755,21.65934,44.61624
34.765,26.71484,68.59621
34.775,33.09329,74.26414
34.785,38.68079,76.23365
34.795,30.38138,57.08469
34.805,29.04095,53.86139
34.815,52.03146,94.62359
34.825,31.54829,67.53039
34.835,48.36034,74.63215
34.845,59.84297,110.9338
34.855,39.29221,74.92614
34.865,46.62946,74.18993
34.875,30.44501,60.68627
34.885,43.11832,94.22956
34.895,39.1045,71.10915
34.905,39.70035,86.67001
34.915,46.57212,68.15713
34.925,38.7679,65.77413
34.935,56.27928,83.54625
34.945,45.88201,86.77812
34.955,37.8733,68.00574
34.965,31.85967,84.11159
34.975,39.8144,73.87738
34.985,34.67028,66.85736
34.995,25.07267,68.51897
35.005,37.14712,61.63616
35.015,27.05607,43.61987
35.025,30.56452,44.56951
35.035,31.57416,43.07235
35.045,31.0018,50.95222
35.055,32.90641,48.04726
35.065,33.9549,60.83593
35.075,36.14331,53.2142
35.085,35.73144,50.22344
35.095,36.12106,57.48211
35.105,27.30032,47.03155
35.115,35.60255,47.74623
35.125,25.58133,50.4293
35.135,38.05084,54.78432
35.145,35.52608,51.58746
35.155,28.51116,48.75749
35.165,34.67748,54.07787
35.175,20.47645,41.28088
35.185,34.76278,54.78038
35.195,29.47719,54.59954
35.205,28.79862,49.00355
35.215,27.75547,45.42858
35.225,31.11764,49.10285
35.235,21.48688,37.94008
35.245,31.55381,46.95439
35.255,26.96037,43.59373
35.265,27.07389,47.6213
35.275,35.2577,48.85849
35.285,31.82642,47.36011
35.295,38.68662,56.65455
35.305,19.21527,37.68765
35.315,22.80974,47.68524
35.325,30.00323,47.80668
35.335,31.79311,52.36614
35.345,18.86307,40.04895
35.355,27.43488,43.96529
35.365,23.20136,36.41717
35.375,29.75217,39.40117
35.385,31.1511,39.99153
35.395,22.98736,37.14
35.405,28.53186,50.54212
35.415,36.66341,62.86974
35.425,35.31697,84.25995
35.435,66.48877,111.78375
35.445,76.85321,146.5967
35.455,67.75419,166.89996
35.465,89.58483,208.60374
35.475,53.63391,200.25653
35.485,81.76684,243.28395
35.495,89.93629,258.11697
35.505,111.61292,394.34877
35.515,84.30739,240.16089
35.525,136.48671,285.74765
35.535,,251.24824
35.545,,195.21795
35.555,,339.03206
35.565,,262.41382
35.575,,185.67971
35.585,,226.43526
35.595,,272.19261
35.605,,282.57625
35.615,,230.39834
35.625,,202.15755
35.635,,305.63404
35.645,,195.96908
35.655,,371.29546
35.665,,206.35067
35.675,,244.97787
35.685,,297.24812
35.695,,258.0065
35.705,,273.11602
35.715,,257.11776
35.725,,268.76356
35.735,,202.10306
35.745,,224.28732
35.755,,379.02606
35.765,,277.72378
35.775,,327.75213
35.785,,290.36818
35.795,,256.45859
35.805,,288.83905
35.815,,280.54302
35.825,,341.73909
35.835,,235.32018
35.845,,293.15753
35.855,,300.26307
35.865,,422.1488
35.875,,236.54075
35.885,,208.70942
35.895,,294.90542
35.905,,282.0537
35.915,,289.48433
35.925,,250.30379
35.935,,308.91171
35.945,,253.08286
35.955,,281.8271
35.965,,283.95577
35.975,,295.78639
35.985,,280.29062
35.995,,248.01154
36.005,,465.98856
36.015,,359.30201
36.025,,280.26037
36.035,,275.69687
36.045,,291.51793
36.055,,295.58267
36.065,,303.74318
36.075,,371.83743
36.085,,286.39641
36.095,,270.79787
36.105,,344.95171
36.115,,280.7052
36.125,,267.52976
36.135,,369.90166
36.145,,216.89102
36.155,,288.93478
36.165,,251.51287
36.175,,359.29864
36.185,,255.28528
36.195,,438.05172
36.205,,252.52842
36.215,,309.42645
36.225,,247.75019
36.235,,289.15005
36.245,,268.4987
36.255,,230.81077
36.265,,285.37455
36.275,93.26329,265.8668
36.285,92.89662,375.06653
36.295,85.19931,330.3284
36.305,58.65358,251.17672
36.315,52.752,194.53397
36.325,46.82126,213.17161
36.335,63.97477,214.63999
36.345,61.81293,214.43366
36.355,76.84956,230.37009
36.365,82.12371,223.88486
36.375,71.85044,249.87103
36.385,62.12588,253.64413
36.395,55.22607,158.7228
36.405,69.53082,182.17604
36.415,72.51288,187.24138
36.425,65.68902,200.6362
36.435,73.24064,223.96735
36.445,42.89033,143.05022
36.455,80.7577,191.55209
36.465,45.97393,150.34452
36.475,63.41031,184.82514
36.485,64.26111,134.27957
36.495,65.82519,143.51173
36.505,53.1242,132.49583
36.515,59.58745,202.78583
36.525,49.48837,126.16654
36.535,60.60065,136.92056
36.545,73.7103,153.59615
36.555,53.96045,125.17113
36.565,43.92319,123.0716
36.575,39.41367,120.75248
36.585,41.25775,106.52365
36.595,48.62716,71.54765
36.605,41.82934,73.12405
36.615,22.15955,53.1684
36.625,30.576,60.66366
36.635,44.95943,72.29752
36.645,51.71558,78.62331
36.655,39.75994,74.14413
36.665,41.6792,88.70424
36.675,32.93704,62.37896
36.685,30.54288,55.57704
36.695,34.10704,62.01673
36.705,32.88487,51.60469
36.715,30.87115,54.81282
36.725,39.90449,75.18581
36.735,32.61076,78.06331
36.745,36.90527,83.50344
36.755,34.36159,76.36163
36.765,44.29289,59.79744
36.775,27.30025,60.06526
36.785,27.53765,52.14226
36.795,24.31869,63.57489
36.805,43.5055,88.1808
36.815,37.68951,74.37188
36.825,38.91107,81.62611
36.835,60.47333,111.47545
36.845,65.27944,114.13091
36.855,60.69851,116.92148
36.865,38.7797,94.48067
36.875,50.44185,111.02198
36.885,48.44682,92.68925
36.895,34.01188,83.43547
36.905,34.51519,80.13816
36.915,42.19039,80.50657
36.925,36.05081,50.96188
36.935,29.7708,71.70535
36.945,37.83956,71.40033
36.955,25.58714,66.69389
36.965,59.21623,110.09001
36.975,32.00466,60.24926
36.985,42.38951,73.7809
36.995,38.52983,70.71027
37.005,34.64716,68.37213
37.015,42.33336,90.39704
37.025,39.33055,84.16607
37.035,30.60712,80.03966
37.045,39.66478,99.90161
37.055,24.04167,81.79848
37.065,30.26548,87.19099
37.075,32.15729,101.20435
37.085,35.67476,93.91663
37.095,44.7179,76.2617
37.105,20.74301,57.93749
37.115,47.05762,58.58165
37.125,29.60079,53.67288
37.135,21.18115,52.074
37.145,38.25052,58.16505
37.155,26.64491,72.79219
37.165,28.21988,47.11232
37.175,24.6372,49.92495
37.185,24.28076,52.90643
37.195,26.12871,49.53668
37.205,23.55333,45.29876
37.215,22.53345,56.22314
37.225,39.26364,58.34296
37.235,22.45301,43.39303
37.245,24.13005,56.17141
37.255,30.26286,46.06125
37.265,41.71229,57.17598
37.275,23.27633,50.40528
37.285,20.87384,36.74461
37.295,21.93654,46.9815
37.305,27.15585,56.6682
37.315,25.866,48.99201
37.325,34.40108,56.49129
37.335,40.37601,55.36311
37.345,38.30578,48.93137
37.355,20.85974,41.57767
37.365,30.03977,58.88108
37.375,28.31942,49.88118
37.385,25.2608,47.57591
37.395,28.88498,50.21326
37.405,29.24715,45.49107
37.415,32.80079,60.82123
37.425,24.74709,46.78543
37.435,26.2007,53.8199
37.445,26.54808,49.38384
37.455,26.9212,45.60503
37.465,29.39654,50.2793
37.475,28.87702,52.10881
37.485,23.41833,39.79532
37.495,32.0013,42.40756
37.505,32.63071,53.10584
37.515,24.38365,43.58074
37.525,23.83917,36.49082
37.535,22.72301,42.1382
37.545,25.97042,36.56704
37.555,17.03714,30.36734
37.565,25.75072,45.53775
37.575,17.17304,40.08867
37.585,33.79105,49.10099
37.595,33.75322,48.96679
37.605,25.96427,50.33354
37.615,22.6152,47.96079
37.625,26.82289,50.85036
37.635,19.96544,47.98999
37.645,29.18245,49.88783
37.655,28.42971,40.64712
37.665,29.50006,41.55854
37.675,26.67993,47.39326
37.695,23.85271,35.08477
37.705,26.8374,46.08673
37.715,24.35352,54.65149
37.725,29.29715,44.66277
37.735,27.16417,54.32423
37.745,25.21383,59.29244
37.755,26.86704,50.39048
37.765,26.78104,51.82586
37.775,24.17959,44.43416
37.785,31.24685,35.56775
37.795,25.54306,32.96039
37.805,19.38602,31.05504
37.815,30.98469,43.67211
37.825,22.08019,35.45317
37.835,30.6528,35.3799
37.845,22.72913,47.91967
37.855,26.89854,54.15168
37.865,30.69804,44.92567
37.875,20.49336,49.60609
37.885,29.4102,51.3314
37.895,32.90176,51.65889
37.905,35.68165,43.70796
37.915,30.76303,49.56084
37.925,20.74685,33.59405
37.935,22.14176,39.18302
37.945,27.16816,56.84237
37.955,26.47999,38.9342
37.965,24.63628,45.22275
37.975,32.05587,46.34735
37.985,36.31075,52.6274
37.995,44.70537,44.73537
38.005,35.73573,44.52305
38.015,24.57888,47.29365
38.025,24.35411,41.52972
38.035,27.87686,48.15065
38.045,27.91987,51.55298
38.055,24.62728,33.22451
38.065,25.66213,42.57871
38.075,37.45323,42.30888
38.085,27.74731,49.34402
38.095,24.48552,41.95014
38.105,23.91491,33.63452
38.115,24.84281,35.07604
38.125,26.48023,43.45089
38.135,27.47956,40.92461
38.145,33.46904,56.09753
38.155,36.40135,57.93856
38.165,57.05847,127.27756
38.175,52.70624,146.63508
38.185,58.47685,148.793
38.195,74.37019,190.42649
38.205,61.65571,141.16761
38.215,61.52551,194.04827
38.225,71.73694,196.41365
38.235,49.86854,141.25725
38.245,69.78451,219.79555
38.255,49.05113,208.36645
38.265,94.79625,343.59205
38.275,75.15911,262.19781
38.285,57.93082,200.09476
38.295,50.31686,188.59519
38.305,73.57227,253.07303
38.315,112.4633,368.67733
38.325,91.77273,319.3277
38.335,52.69483,294.9948
38.345,57.44922,298.37211
38.355,57.32941,306.67265
38.365,43.21943,229.05716
38.375,34.27172,202.15408
38.385,122.74143,387.46238
38.395,67.38615,378.65998
38.405,74.83401,334.25163
38.415,55.79146,249.77156
38.425,71.73907,273.74879
38.435,79.12883,266.41722
38.445,73.09443,226.68868
38.455,59.86008,194.2608
38.465,85.23912,235.90021
38.475,61.99563,202.57628
38.485,61.63805,191.78858
38.495,56.33475,213.12138
38.505,79.62331,287.24005
38.515,83.30958,297.46213
38.525,67.54132,279.86122
38.535,92.24418,307.42622
38.545,79.11407,259.55907
38.555,46.68087,275.09472
38.565,60.84818,268.05798
38.575,80.0296,279.03675
38.585,87.92954,256.98547
38.595,109.62256,425.06971
38.605,80.28098,303.98752
38.615,85.40852,278.20664
38.625,61.19428,236.97773
38.635,63.09587,271.71515
38.645,59.72529,268.28072
38.655,81.12687,301.30656
38.665,67.69123,256.94014
38.675,81.96618,268.39209
38.685,96.21794,310.72378
38.695,69.65212,232.47622
38.705,70.71517,237.96863
38.715,84.99846,274.88064
38.725,50.37108,195.42419
38.735,69.77157,213.76998
38.745,77.99813,255.66395
38.755,93.10827,316.10934
38.765,80.71421,305.46107
38.775,85.83333,290.13459
38.785,55.74984,320.91734
38.795,36.1178,262.22715
38.805,74.31387,287.57081
38.815,86.77826,345.50095
38.825,56.77162,287.97756
38.835,62.52387,309.17459
38.845,71.70676,288.51017
38.855,66.71357,265.35047
38.865,104.5321,316.17051
38.875,85.95398,353.89215
38.885,74.12442,309.19577
38.895,70.69493,255.22079
38.905,70.19667,242.3826
38.915,74.29141,263.76653
38.925,72.29266,271.36247
38.935,79.79069,338.28351
38.945,59.50798,276.18387
38.955,77.62791,374.67416
38.965,68.00887,299.32417
38.975,61.03836,282.85799
38.985,72.32095,272.29243
38.995,92.30719,317.60557
39.005,65.64402,314.38294
39.015,88.03402,222.38254
39.025,85.81635,249.62153
39.035,76.30352,243.6314
39.045,78.29336,277.29516
39.055,86.84998,262.15072
39.065,68.48125,254.31631
39.075,69.30977,255.52412
39.085,74.55372,265.62685
39.095,67.70202,290.85835
39.105,66.18626,283.67564
39.115,55.64848,225.93716
39.135,105.62133,277.42515
39.145,92.56576,272.38911
39.155,74.66258,246.07875
39.165,94.66686,309.29117
39.175,97.47794,365.55894
39.185,99.67142,332.43133
39.195,73.37672,310.87175
39.205,70.72671,275.46918
39.215,82.06064,464.56138
39.225,74.10496,313.16969
39.235,68.70793,299.2169
39.245,99.57717,422.89351
39.255,91.17225,423.95685
39.265,69.42246,274.8889
39.275,101.10053,389.39212
39.285,82.7139,376.23037
39.295,73.32274,372.36622
39.305,71.52861,328.32933
39.315,71.18496,302.21345
39.325,68.30472,313.00663
39.335,102.66688,416.84669
39.345,109.31647,371.62303
39.355,91.15036,389.191
39.365,99.38777,376.4799
39.375,79.30963,492.30066
39.385,51.7146,422.30568
39.395,78.18945,391.89759
39.405,104.22538,475.18735
39.415,109.69119,470.77917
39.425,107.23392,436.85021
39.435,92.0371,500.575
39.445,98.1282,543.64867
39.455,90.06852,418.73608
39.465,107.70936,435.85519
39.475,66.58776,441.79912
39.485,85.95721,362.19574
39.495,95.88875,478.08543
39.505,87.06644,421.32278
39.515,75.40587,450.14286
39.525,70.52007,414.36032
39.535,85.91544,367.48185
39.545,112.90909,427.93783
39.555,111.10319,555.19824
39.565,74.58098,412.21292
39.575,116.75534,531.89973
39.585,62.24077,301.10908
39.595,82.45568,448.16591
39.605,96.54745,466.0625
39.615,98.1831,400.2973
39.625,71.32682,388.59586
39.635,91.75945,353.03846
39.645,85.48467,469.45746
39.655,86.96875,386.3605
39.665,67.71241,310.01192
39.675,107.28049,371.00309
39.685,107.49531,401.89944
39.695,170.36901,579.04597
39.705,106.17544,442.82141
39.715,51.56899,263.60486
39.725,86.94791,413.83964
39.735,62.78365,304.36137
39.745,111.79386,433.9011
39.755,64.75161,307.63714
39.765,86.19194,363.48571
39.775,68.6029,277.17714
39.785,91.93627,364.16808
39.795,92.39242,338.70958
39.805,63.77906,385.58066
39.815,91.52912,432.9555
39.825,88.65074,298.01344
39.835,59.4347,270.87143
39.845,70.92612,272.99191
39.855,89.31133,323.82302
39.865,84.42703,369.73724
39.875,70.15659,253.36744
39.885,55.4119,178.87216
