# DESCRIPTION:
# Reference: Erhardt, T et al. (2019): Decadal-scale progression of the onset of Dansgaard–Oeschger warming events. Climate of the Past, 15(2), 811-825, https://doi.org/10.5194/cp-15-811-2019.
# Data from: https://doi.org/10.1594/PANGAEA.896736. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Age [ka BP],Na+ [ng/g],Ca2+ [ng/g]
19.675,62.61274,128.66853
19.685,58.36279,177.95659
19.695,62.30779,197.55166
19.705,88.37579,273.02521
19.715,90.35988,332.47123
19.725,132.42841,170.28991
19.735,78.67067,174.47774
19.745,67.24073,181.58044
19.755,84.88691,222.50332
19.765,125.19717,273.7586
19.775,85.00418,279.68542
19.785,104.35032,257.31968
19.795,107.80277,270.22657
19.805,81.93126,225.00734
19.815,81.11099,233.59221
19.825,59.36299,219.73036
19.835,90.38496,404.19687
19.845,96.12429,280.61156
19.855,54.01385,231.63661
19.865,62.6848,216.8258
19.875,48.88428,182.17614
19.885,74.31538,239.96659
19.895,64.41408,143.41761
19.905,94.84792,254.83877
19.915,81.85776,206.02424
19.925,76.0869,205.99089
19.935,64.03544,239.25529
19.945,56.0502,187.43139
19.955,112.10404,280.15681
19.965,104.96114,224.84436
19.975,56.5167,172.12113
19.985,77.85848,243.23217
19.995,104.22711,264.19238
20.005,100.24947,215.1934
20.015,70.75975,224.21052
20.025,95.28633,236.34845
20.035,119.84758,307.36535
20.045,89.18212,263.093
20.055,74.55704,269.09687
20.065,80.70099,210.25536
20.075,78.82099,260.23109
20.085,72.63162,219.19016
20.095,70.28477,237.95182
20.105,66.69912,268.06899
20.115,66.03305,237.49073
20.125,86.79352,368.61858
20.135,77.13892,309.64387
20.145,57.05623,202.35521
20.155,102.26979,372.99259
20.165,97.67358,231.45352
20.175,73.30262,242.47439
20.185,100.31294,175.40841
20.195,70.40872,204.19207
20.205,81.25526,195.99084
20.215,93.08126,184.50685
20.225,85.28668,237.92806
20.235,95.57349,217.22483
20.245,85.98524,189.87715
20.255,55.93476,138.17166
20.265,83.72051,204.3006
20.275,67.35858,176.71346
20.285,46.21464,159.51859
20.295,81.02928,239.19168
20.305,74.79633,244.39431
20.315,71.95561,195.75186
20.325,65.00372,173.14045
20.335,77.40697,181.55885
20.345,79.32368,176.59068
20.355,102.26196,235.24297
20.365,66.50077,164.80439
20.375,74.89146,262.00436
20.385,101.80063,285.59949
20.395,79.03847,253.72235
20.405,116.35872,282.58234
20.415,103.64991,280.41949
20.425,93.83515,287.51061
20.435,99.66884,287.52676
20.445,75.47358,354.05946
20.455,103.91347,337.75443
20.465,96.96289,277.01624
20.475,94.02389,296.98666
20.485,99.23462,248.91429
20.495,77.4726,231.08393
20.505,89.78204,259.17596
20.515,76.26214,223.39346
20.525,72.52161,232.81431
20.535,80.61808,256.4401
20.545,127.74776,287.67394
20.555,81.5977,277.1895
20.565,82.78989,282.37953
20.575,104.29894,196.71437
20.585,92.66245,208.21186
20.595,96.82286,279.18458
20.605,108.82241,249.42873
20.615,65.93403,178.67657
20.625,68.67274,209.243
20.635,77.08053,221.36235
20.645,80.03403,204.24819
20.655,102.50425,164.7378
20.665,62.24737,187.63233
20.675,79.42319,178.12089
20.685,61.38147,163.70627
20.695,69.45994,227.9565
20.705,62.41693,159.75958
20.715,48.54349,153.25024
20.725,72.59945,211.53712
20.735,88.64758,226.68197
20.745,65.23491,264.36141
20.755,49.39294,268.80758
20.765,63.12491,239.27775
20.775,102.26454,261.33791
20.785,125.10427,296.9398
20.795,80.26746,251.59865
20.805,84.99573,278.32508
20.815,86.17946,232.10605
20.825,130.39701,436.67916
20.835,114.02549,234.82888
20.845,124.50693,246.36482
20.855,102.63731,270.59925
20.865,83.07701,263.43724
20.875,106.17737,285.29222
20.885,83.07744,215.81832
20.895,82.67177,242.67039
20.905,84.37091,321.58121
20.915,51.58463,217.11152
20.925,107.5649,322.47389
20.935,110.44202,296.87778
20.945,105.40408,310.91387
20.955,90.69505,341.79403
20.965,85.15409,306.35585
20.975,75.38953,260.51356
20.985,97.1545,270.88155
20.995,94.91402,240.85915
21.005,77.99397,261.39809
21.015,77.53122,333.28524
21.025,84.56973,277.10394
21.035,110.92118,341.82213
21.045,94.92136,283.11919
21.055,77.08777,280.37608
21.065,104.58527,296.94243
21.075,76.05226,304.44179
21.085,103.55826,293.37908
21.095,98.12696,259.73513
21.105,77.38888,230.00218
21.115,83.98012,276.29915
21.125,111.11185,342.62129
21.135,109.98198,301.8336
21.145,91.22642,313.70213
21.155,85.92861,296.79635
21.165,126.18153,345.44617
21.175,80.31954,356.63986
21.185,84.77663,269.92514
21.195,100.04342,345.95887
21.205,108.94671,315.50099
21.215,81.4406,297.53583
21.225,90.4976,340.05036
21.235,131.64214,331.37016
21.245,104.141,302.25045
21.255,97.41269,249.56309
21.265,84.36713,260.55336
21.275,109.44364,361.3537
21.285,93.69778,322.48441
21.295,103.61562,328.9765
21.305,85.99735,271.15042
21.315,70.0248,245.80186
21.325,129.83571,337.04106
21.335,71.49978,342.9632
21.345,94.19673,314.51533
21.355,99.42778,293.19745
21.365,78.44737,282.55007
21.375,223.31604,424.1801
21.385,116.34797,445.87071
21.395,68.18939,272.34986
21.405,110.36742,371.15331
21.415,95.82616,272.36486
21.425,52.72308,237.84765
21.435,76.75615,310.8908
21.445,106.9194,346.96475
21.455,102.08812,375.0089
21.465,87.60891,290.63311
21.475,79.52802,283.85462
21.485,83.82899,294.4898
21.495,102.83425,338.90002
21.505,85.28584,318.34493
21.515,82.70327,294.12419
21.525,107.37261,362.53568
21.535,83.8856,302.24529
21.545,97.37551,245.68872
21.555,98.64466,292.21792
21.565,69.65669,228.56788
21.575,123.02549,405.19984
21.585,89.96799,368.25125
21.595,65.87697,246.96903
21.605,90.49754,334.90737
21.615,87.84621,282.61281
21.625,123.36709,351.76639
21.635,80.10538,346.13335
21.645,61.92535,308.93804
21.655,62.75064,280.80504
21.665,89.23141,396.12464
21.675,72.5028,388.15066
21.685,44.27916,277.73632
21.695,42.02242,264.70907
21.705,67.76223,371.81446
21.715,63.05622,308.11521
21.725,63.21082,293.65894
21.735,111.11811,315.22077
21.745,79.13558,248.56731
21.755,76.75101,280.37434
21.765,89.24003,298.43561
21.775,120.34686,420.23441
21.785,78.57628,279.2235
21.795,116.60955,292.5656
21.805,80.99724,246.68461
21.815,87.35566,221.67028
21.825,102.46772,232.29363
21.835,,239.56499
21.845,,411.03481
21.855,,315.15633
21.865,,223.63192
21.875,,286.61382
21.885,,319.28685
21.895,,222.17456
21.905,,245.83154
21.915,,270.29944
21.925,,285.47389
21.935,,372.33975
21.945,,218.12125
21.955,,309.52331
21.965,,262.91988
21.975,,240.78006
21.985,,230.71983
21.995,,212.6087
22.005,,221.6959
22.015,,241.04129
22.025,,261.90607
22.035,102.06961,260.43739
22.045,84.03562,248.92229
22.055,75.28045,245.24637
22.065,57.21862,172.80583
22.075,72.42077,270.89173
22.085,48.87945,220.56136
22.095,88.32049,329.40549
22.105,73.47454,260.02855
22.115,58.119,199.22894
22.125,62.23886,230.78097
22.135,78.9758,207.19939
22.145,85.80835,318.72427
22.155,124.96996,285.09621
22.165,60.23268,204.30606
22.175,85.16182,262.46518
22.185,61.94304,241.41829
22.195,106.53048,247.40942
22.205,61.74756,238.83879
22.215,92.84333,268.8181
22.225,66.02704,284.49386
22.235,79.72129,294.45229
22.245,83.52843,223.21947
22.255,92.26317,297.39854
22.265,67.16088,225.0616
22.275,75.20135,265.04153
22.285,71.31885,231.06379
22.295,63.28467,232.78478
22.305,73.14217,244.90918
22.315,83.67966,239.43204
22.325,113.23413,294.77367
22.335,,312.9261
22.345,110.77175,271.93153
22.355,79.43948,243.30652
22.365,84.26306,248.02054
22.375,122.02206,312.70865
22.385,93.31896,228.88182
22.395,,207.4567
22.405,65.41483,309.46936
22.415,70.25544,217.85593
22.425,84.8009,227.44103
22.435,102.87367,306.67396
22.445,71.23662,196.86739
22.455,107.45046,239.20903
22.465,65.07493,223.53052
22.475,67.19434,185.13301
22.485,74.35505,250.45478
22.495,97.15765,324.43762
22.505,141.00994,351.59057
22.515,96.79333,336.89398
22.525,57.51787,214.15156
22.535,105.60378,268.79223
22.545,73.7605,229.16468
22.555,66.41809,235.45705
22.565,60.51189,252.98647
22.575,73.26822,237.21356
22.585,57.65261,233.14372
22.595,74.12178,237.54264
22.605,98.88597,287.54423
22.615,84.08138,230.80244
22.625,58.97351,232.19594
22.635,72.70423,149.53879
22.645,63.54265,158.43881
22.655,73.01215,211.67767
22.665,65.50595,198.2134
22.675,76.35834,244.95906
22.685,68.57373,210.53875
22.695,81.26483,254.79816
22.705,45.62541,219.42363
22.715,67.85743,219.44173
22.725,74.76098,265.81391
22.735,85.27968,241.76151
22.745,60.98054,236.1536
22.755,93.46364,325.88845
22.765,62.92581,252.61789
22.775,75.36052,243.06159
22.785,69.37337,269.62972
22.795,69.21656,262.12657
22.805,63.49549,236.00135
22.815,48.97273,180.17703
22.825,65.16416,155.33895
22.835,78.61476,165.3683
22.845,62.10004,154.00072
22.855,51.71303,112.2222
22.865,43.55108,105.73987
22.875,53.71117,104.00621
22.885,58.19737,115.75282
22.895,50.82338,131.74465
22.905,72.56974,186.81028
22.915,61.43126,178.05011
22.925,82.21713,236.44345
22.935,66.60674,199.60732
22.945,51.0435,189.81023
22.955,91.81799,211.33232
22.965,72.41195,214.45391
22.975,60.8214,202.03188
22.985,101.1445,280.92959
22.995,59.42208,238.91092
23.005,94.488,258.14021
23.015,86.13951,257.5531
23.025,71.70252,201.19835
23.035,73.84831,223.80013
23.045,84.33317,249.90133
23.055,91.30374,301.23006
23.065,83.5722,276.17642
23.075,41.41794,215.44602
23.085,82.6925,222.4751
23.095,77.93552,228.00688
23.105,71.80866,218.67472
23.115,56.48992,200.4476
23.125,105.93697,309.36045
23.135,61.35326,270.18128
23.145,62.2498,185.32366
23.155,59.47604,146.22134
23.165,53.92701,137.98859
23.175,56.04148,123.97014
23.185,65.08685,99.62022
23.195,57.4388,82.55951
23.205,48.46529,95.06506
23.215,49.56093,73.55841
23.225,37.91829,84.37523
23.235,39.21797,75.95
23.245,49.40282,114.87053
23.255,46.28676,90.72703
23.265,49.75693,111.67165
23.275,62.50445,164.0753
23.285,99.93714,171.48378
23.295,76.60345,166.89101
23.305,95.49996,249.33816
23.315,129.1207,290.73088
23.325,91.88037,312.82414
23.335,149.02555,337.63503
23.345,125.28923,361.23598
23.355,155.08569,516.62513
23.365,91.05956,547.28922
23.375,131.17016,600.84859
23.385,124.50764,556.60526
23.395,87.84883,472.42473
23.405,110.23076,516.39593
23.415,98.5321,555.67045
23.425,110.36656,561.50107
23.435,123.67201,579.53544
23.445,84.47003,433.59789
23.455,130.23756,686.47593
23.465,92.80202,684.02891
23.475,114.49873,708.78382
23.485,108.28519,655.66457
23.495,106.39729,668.88714
23.505,108.42525,662.41537
23.515,164.24529,958.36869
23.525,,627.32196
23.535,,615.22675
23.545,,524.63137
23.555,,735.32737
23.565,110.81885,803.70655
23.575,101.90304,750.44962
23.585,105.97564,654.41152
23.595,92.46828,627.07097
23.605,101.32519,631.24927
23.615,101.51063,570.89729
23.625,169.76686,786.38229
23.635,125.70703,870.75752
23.645,113.5434,644.34757
23.655,86.35835,520.09361
23.665,93.09928,661.736
23.675,123.10403,599.38982
23.685,117.5107,603.09292
23.695,97.91456,555.35978
23.705,100.25857,563.02487
23.715,114.09593,647.88871
23.725,125.38643,682.72684
23.735,123.82786,453.71154
23.745,92.3869,468.78624
23.755,97.15761,473.11674
23.765,86.04385,500.66803
23.775,69.96324,476.28098
23.785,130.43478,846.93279
23.795,153.19654,650.94153
23.805,87.32315,580.19249
23.815,151.8403,794.81876
23.825,120.33765,711.24618
23.835,129.76414,766.51007
23.845,95.0186,578.73273
23.855,139.48829,489.55281
23.865,71.44714,401.83746
23.875,106.28139,657.89726
23.885,110.6297,594.9246
23.895,104.85454,600.5789
23.905,140.39129,802.92319
23.915,142.6973,750.24249
23.925,123.83892,765.54165
23.935,159.8943,838.28542
23.945,125.67739,590.12369
23.955,141.54912,745.22796
23.965,157.33876,849.94014
23.975,136.26268,876.74407
23.985,108.8831,704.21145
23.995,101.97734,859.07816
24.005,102.88409,814.63486
24.015,98.56225,719.30849
24.025,92.21044,743.47481
24.035,148.42433,887.16967
24.045,118.15922,850.97956
24.055,99.0766,717.54262
24.065,140.7347,810.04376
24.075,110.77324,736.25003
24.085,128.04785,737.75578
24.095,101.85736,684.09665
24.105,106.62106,509.06928
24.115,165.81352,756.21527
24.125,102.12963,513.59342
24.135,102.26175,429.79885
24.145,143.89001,519.00008
24.155,113.71073,389.2727
24.165,68.88266,284.56767
24.175,80.5434,396.3585
24.185,59.94432,277.20179
24.195,133.77407,433.12039
24.205,103.93933,421.71818
24.215,102.87392,238.77712
24.225,146.28214,394.40375
24.235,93.06502,374.77112
24.245,77.03856,304.32487
24.255,98.77099,298.85914
24.265,95.12883,288.11944
24.275,80.1857,249.63028
24.285,151.24724,386.64714
24.295,72.88249,291.06484
24.305,65.29695,221.7565
24.315,105.59641,321.3246
24.325,64.38989,246.15417
24.335,90.33364,401.77021
24.345,72.88559,323.44019
24.355,88.29114,311.48986
24.365,119.60662,423.87758
24.375,62.70714,322.94497
24.385,74.89785,325.4917
24.395,138.94129,501.88602
24.405,95.55281,423.02515
24.415,69.15626,303.97891
24.425,53.7054,319.5308
24.435,68.72623,287.46829
24.445,75.29944,288.81781
24.455,82.32215,298.22263
24.465,87.56943,252.03318
24.475,92.67076,312.68726
24.485,58.30043,246.96736
24.495,108.30206,291.5336
24.505,88.54662,308.99887
24.515,117.68668,312.87414
24.525,81.98,270.79153
24.535,100.72401,297.47416
24.545,99.02719,310.01412
24.555,71.62046,220.21727
24.565,100.89469,370.00638
24.575,106.94494,457.66302
24.585,94.42865,446.50586
24.595,168.14408,558.53835
24.605,103.63233,432.49386
24.615,117.44588,484.4174
24.625,115.95841,585.89288
24.635,141.23396,419.2179
24.645,124.84373,426.10914
24.655,154.19719,470.15482
24.665,102.348,446.69408
24.675,138.52013,601.42649
24.685,100.53763,401.07441
24.695,88.67853,289.65576
24.705,92.34396,299.49006
24.715,131.22345,400.0099
24.725,109.67702,415.17684
24.735,146.7634,442.70148
24.745,94.2521,473.40038
24.755,111.76517,503.46729
24.765,101.70129,434.82572
24.775,123.34935,532.90594
24.785,178.37725,507.2283
24.795,107.85613,384.77057
24.805,95.99577,347.97314
24.815,166.70453,476.76065
24.825,73.15317,359.42936
24.835,79.83618,343.43765
24.845,83.74559,377.65071
24.855,107.56083,409.56443
24.865,131.16975,516.60301
24.875,85.12503,320.3664
24.885,82.396,278.22218
24.895,78.44592,308.28909
24.905,88.49381,386.5622
24.915,92.78091,390.87581
24.925,129.99797,656.78403
24.935,125.93729,420.36107
24.945,119.43772,278.55371
24.955,83.38252,220.21871
24.965,64.98717,212.55835
24.975,105.95332,371.94519
24.985,80.93699,277.15444
24.995,96.81999,348.69502
25.005,84.12751,368.51119
25.015,99.04838,374.57073
25.025,96.70909,307.7765
25.035,79.85464,314.61565
25.045,77.23064,334.30631
25.055,80.85839,336.28073
25.065,128.80959,534.59156
25.075,158.03383,506.88639
25.085,130.13151,549.4666
25.095,106.23629,662.88567
25.105,106.98745,441.38282
25.115,105.19093,510.39709
25.125,92.77876,546.05276
25.135,116.68071,458.45663
25.145,101.84433,532.14772
25.155,107.91275,486.98374
25.165,144.05476,533.00859
25.175,91.83674,548.36142
25.185,115.87096,657.36123
25.195,83.47412,452.23762
25.205,112.63554,657.67843
25.215,138.70787,557.26931
25.225,71.26155,343.35274
25.235,98.02966,468.95128
25.245,142.41586,678.93849
25.255,107.84835,556.85362
25.265,108.15515,605.37641
25.275,98.79927,501.23907
25.285,136.19638,681.06299
25.295,120.52198,625.99133
25.305,137.58845,672.02802
25.315,121.76515,734.07092
25.325,89.45566,411.54129
25.335,117.17767,531.54851
25.345,113.20935,614.02965
25.355,108.28997,573.07567
25.365,130.4261,730.64128
25.375,106.5825,581.48807
25.385,127.57396,607.19256
25.395,125.33675,838.78087
25.405,89.83983,546.5194
25.415,104.12824,563.54919
25.425,105.53304,619.92009
25.435,89.52827,557.15589
25.445,156.96875,764.60339
25.455,90.62502,791.63972
25.465,97.75314,765.24256
25.475,126.48633,667.05497
25.485,91.08063,695.59929
25.495,133.0527,841.11564
25.505,109.85078,793.68426
25.515,141.6667,1094.29879
25.525,131.6102,880.88311
25.535,143.81613,834.79085
25.545,82.706,552.61307
25.555,140.94989,762.9614
25.565,152.74059,777.91346
25.575,123.42705,705.74056
25.585,97.08475,691.66086
25.595,,602.60712
25.605,,736.55721
25.615,,740.95992
25.625,,720.63522
25.635,,852.92781
25.645,,502.5509
25.655,,734.18978
25.665,,869.94736
25.675,,935.12567
25.685,,873.82316
25.695,,651.34472
25.705,,1003.01966
25.715,,660.93549
25.725,,439.44041
25.735,,597.15322
25.745,,857.46887
25.755,,758.0117
25.765,,896.18345
25.775,,810.32176
25.785,,704.59577
25.795,,924.01886
25.805,,871.68835
25.815,,672.59768
25.825,,685.88131
25.835,,512.28196
25.845,,648.53252
25.855,109.2784,444.90339
25.865,112.24667,518.25353
25.875,166.48846,923.80133
25.885,141.0201,666.40021
25.895,107.99803,564.33377
25.905,108.87283,618.21319
25.915,146.50705,887.64862
25.925,102.03697,432.73425
25.935,103.8142,446.13432
25.945,104.40911,426.26886
25.955,104.69019,366.63354
25.965,104.11109,389.96602
25.975,89.06406,343.13085
25.985,80.49708,246.34572
25.995,105.75565,353.64215
26.005,73.37723,254.61984
26.015,61.85019,244.54122
26.025,80.65439,279.35724
26.035,79.72061,366.20528
26.045,90.97611,372.49079
26.055,106.65008,442.90479
26.065,147.48423,550.51913
26.075,128.61879,539.91991
26.085,69.84363,279.89585
26.095,115.23184,215.60848
26.105,76.53375,188.19099
26.115,118.34561,263.29829
26.125,112.73401,298.4686
26.135,103.76323,289.53745
26.145,81.04189,250.7513
26.155,82.61625,313.12262
26.165,114.86062,358.73308
26.175,79.7892,297.83764
26.185,68.8209,237.75063
26.195,85.34222,315.03313
26.205,162.90839,447.35779
26.215,64.70353,328.14138
26.225,75.59806,296.31472
26.235,78.90595,334.59311
26.245,105.14005,345.81505
26.255,77.48269,261.61703
26.265,76.39099,263.15211
26.275,97.98854,246.20559
26.285,164.1577,357.65273
26.295,103.80559,267.15245
26.305,106.57035,344.43572
26.315,110.48323,348.79327
26.325,94.7656,304.07812
26.335,83.8328,352.83581
26.345,90.96295,376.34077
26.355,107.8758,381.61618
26.365,87.97673,336.18816
26.375,85.61025,330.77982
26.385,86.18582,415.83465
26.395,79.26957,346.02024
26.405,89.27903,315.71933
26.415,75.3701,327.62519
26.425,99.2733,370.93516
26.435,99.66811,334.47588
26.445,103.47596,400.22651
26.455,95.94125,398.80124
26.465,100.45689,304.43297
26.475,93.7153,352.23158
26.485,107.11625,415.76178
26.495,90.54955,416.96092
26.505,82.80851,324.37093
26.515,109.17674,386.38625
26.525,43.65386,211.81581
26.555,79.72725,316.7784
26.565,67.44217,260.55345
26.575,121.92262,304.76675
26.585,109.52901,277.88411
26.595,63.53793,238.90899
26.605,101.77468,298.22256
26.615,86.01466,313.39011
26.625,94.57832,305.78981
26.635,42.83611,239.71944
26.645,66.20671,259.29099
26.655,92.39239,313.23905
26.665,101.21479,274.37741
26.675,76.08887,284.86999
26.685,90.81472,265.34204
26.695,69.34526,251.17822
26.705,85.21573,281.92975
26.715,61.06185,276.09784
26.725,85.15837,350.16797
26.735,100.61198,308.7211
26.745,,189.52785
26.755,115.3752,313.56523
26.765,55.54129,287.38715
26.775,88.05807,353.11367
26.785,103.50847,334.32562
26.795,78.12638,294.76485
26.805,70.2806,271.79584
26.815,120.96562,456.74516
26.825,106.33992,308.0951
26.835,75.61907,261.9787
26.845,73.01108,272.20544
26.855,87.9703,360.23287
26.865,115.79708,319.74347
26.875,99.58015,296.23974
26.885,81.61947,259.31689
26.895,79.5813,281.47092
26.905,104.78948,283.60411
26.915,107.93835,319.65942
26.925,71.33021,246.09363
26.935,83.32449,286.46506
26.945,93.03082,271.19033
26.955,69.13701,244.26455
26.965,59.74451,199.96105
26.975,71.91968,226.09412
26.985,76.38368,233.82691
26.995,89.48712,227.62877
27.005,,247.62779
27.015,,200.39145
27.025,,251.63121
27.035,,244.17991
27.045,,222.56558
27.055,78.94441,228.49732
27.065,81.56326,252.34039
27.075,72.04134,275.48629
27.085,80.80201,274.6278
27.095,81.74482,249.7307
27.105,70.76721,151.13448
27.115,73.72224,191.7457
27.125,73.57808,235.00497
27.135,68.54862,197.65873
27.145,80.83633,310.34795
27.155,65.29449,212.39808
27.165,59.29759,190.84149
27.175,78.44817,259.78862
27.185,72.46414,237.43866
27.195,76.13392,257.14389
27.205,104.33306,302.6672
27.215,69.43343,331.42731
27.225,80.19329,299.66103
27.235,112.07402,289.7032
27.245,80.60336,397.04281
27.255,95.54642,357.02136
27.265,88.31769,270.40125
27.275,57.73446,239.67897
27.285,78.51482,309.21169
27.295,108.23361,320.77245
27.305,90.57393,351.10689
27.315,72.73125,295.28311
27.325,85.24514,310.83311
27.335,67.005,250.90933
27.345,93.28026,320.72504
27.355,94.03587,279.79184
27.365,109.28183,376.1042
27.375,67.01622,284.48487
27.385,72.85933,304.4874
27.395,61.45677,282.74961
27.405,79.33972,304.02318
27.415,50.28982,235.52749
27.425,63.24584,252.77985
27.435,62.10462,271.42154
27.445,87.43704,219.47022
27.455,104.57097,257.0338
27.465,87.75117,227.91166
27.475,63.91073,224.81368
27.485,75.66026,206.39794
27.495,70.92232,204.52169
27.505,55.43025,128.65891
27.515,48.86905,120.94898
27.525,64.30248,131.11076
27.535,41.86452,61.66083
27.545,28.67243,72.0601
27.555,42.64197,69.25286
27.565,37.64762,77.2399
27.575,31.69723,63.54077
27.585,37.26592,62.59458
27.595,48.04727,73.39252
27.605,42.75633,79.88914
27.615,39.23689,64.55745
27.625,49.89518,94.85395
27.635,38.41203,75.94826
27.645,41.05029,70.90117
27.655,36.20595,60.68602
27.665,38.89569,58.79015
27.675,35.08003,51.16248
27.685,32.89148,61.41379
27.695,39.3436,74.84523
27.705,32.55307,67.2319
27.715,56.68238,76.39952
27.725,65.96542,144.47638
27.735,63.42191,212.98734
27.745,137.99936,424.28177
27.755,109.27458,290.20139
27.765,58.95408,240.92601
27.775,60.87911,228.07662
27.785,76.5004,297.4455
27.795,69.61207,316.62015
27.805,155.53882,498.60427
27.815,52.65916,233.69656
27.825,48.87957,249.52342
27.835,101.14829,389.17271
27.845,92.36937,329.98034
27.855,86.18268,349.89432
27.865,,373.11904
27.875,55.1118,355.75414
27.885,65.33772,441.17792
27.895,84.84331,406.40424
27.905,113.12587,457.24986
27.915,128.86595,440.38711
27.925,83.61621,379.30081
27.935,57.03459,335.92594
27.945,96.20825,416.27204
27.955,116.4595,461.35798
27.965,119.74161,497.31259
27.975,72.82001,379.66162
27.985,101.31819,378.93865
27.995,89.01265,388.1313
28.005,87.04714,360.10473
28.015,92.01177,454.68507
28.025,134.49419,461.62556
28.035,86.981,474.1654
28.045,86.16355,403.31555
28.055,85.02441,535.06187
28.065,83.82578,403.23586
28.075,63.54527,342.87907
28.085,98.97513,490.4953
28.095,94.94615,474.90348
28.105,97.75242,381.37595
28.115,80.27276,388.76454
28.125,69.73185,355.52616
28.135,76.74017,298.04678
28.145,90.38679,323.14496
28.155,94.01315,341.17871
28.165,123.86675,408.20961
28.175,78.49005,371.57712
28.185,86.07675,421.74589
28.195,94.83499,412.47606
28.205,75.57274,415.71459
28.215,96.84372,462.87846
28.225,106.9313,531.34603
28.235,96.27705,433.05536
28.245,76.88456,500.57337
28.255,137.40454,572.30592
28.265,119.2342,411.16127
28.275,84.38991,397.38552
28.285,115.45571,535.58836
28.295,109.51639,596.03498
28.305,82.35724,368.20817
28.315,87.75499,420.22414
28.325,114.71306,589.10887
28.335,89.65334,542.13224
28.345,106.27207,507.26207
28.355,116.56165,485.66305
28.365,147.89289,677.00561
28.375,89.43615,420.43795
28.385,107.56681,351.56001
28.395,118.55808,675.19224
28.405,72.99395,367.21087
28.415,118.80263,492.4497
28.425,114.91136,407.81235
28.435,89.9534,400.07015
28.445,91.34656,315.88335
28.455,95.03329,335.59363
28.465,84.42651,300.82959
28.475,85.38023,353.03189
28.485,72.98068,243.3874
28.495,99.5603,377.72835
28.505,95.1505,327.63825
28.515,79.64959,307.51214
28.525,91.85981,294.589
28.535,66.31276,216.68973
28.545,45.11821,155.4954
28.555,41.08833,151.56069
28.565,39.47588,115.97411
28.575,49.14895,88.20295
28.585,44.12549,87.07637
28.595,54.17772,97.68386
28.605,47.39434,78.86447
28.615,44.32032,107.50146
28.625,49.92882,93.55748
28.635,33.25744,73.50065
28.645,35.88725,62.7008
28.655,44.47252,70.09779
28.665,44.33681,65.39082
28.675,36.20296,67.73473
28.685,34.36538,55.18936
28.695,29.27748,78.67179
28.705,50.21191,70.06454
28.715,43.65536,81.38478
28.725,35.58427,72.71076
28.735,44.65328,69.37821
28.745,33.23525,67.56714
28.755,34.96267,90.01121
28.765,26.04925,56.34749
28.775,46.94522,78.35965
28.785,38.17691,71.95236
28.795,49.32081,81.00216
28.805,35.55071,75.60805
28.815,45.41048,70.12996
28.825,55.35866,80.84642
28.835,61.88638,94.18231
28.845,80.96495,158.17409
28.855,70.33606,207.70105
28.865,95.03561,262.26485
28.875,82.05483,261.93847
28.885,133.38602,317.414
28.895,62.7839,270.47386
28.905,134.14406,362.49506
28.915,87.55785,329.17099
28.925,75.33795,261.22806
28.935,99.77885,393.68066
28.945,118.61095,438.11445
28.955,73.63602,349.31645
28.965,68.66274,321.67025
28.975,119.08891,412.10319
28.985,80.11688,398.52541
28.995,67.88801,333.99174
29.005,76.42515,308.12497
29.015,91.6266,404.99972
29.025,126.86453,531.47462
29.035,68.86595,364.95869
29.045,127.06341,463.87032
29.055,81.48512,371.11629
29.065,102.22033,427.72902
29.075,108.40881,511.10034
29.085,82.40293,379.46664
29.095,43.61888,238.47378
29.105,95.21687,314.44589
29.115,69.89707,317.31634
29.125,82.68528,448.39886
29.135,86.23717,383.40459
29.145,95.19873,460.02533
29.155,78.51818,379.09507
29.165,63.7989,435.49391
29.175,86.04117,512.06325
29.185,86.1418,430.34695
29.195,103.2779,487.49752
29.205,74.1957,443.09414
29.215,108.17101,510.80021
29.225,53.0814,337.62196
29.235,96.68289,449.31993
29.245,81.79622,546.90147
29.255,105.45501,511.43926
29.265,62.61619,391.20294
29.275,101.35259,468.24648
29.285,106.27165,488.9514
29.295,124.79817,503.27397
29.305,102.26388,532.03485
29.315,121.84783,560.96472
29.325,109.46228,534.80335
29.335,69.18685,447.5637
29.345,92.65736,495.77932
29.355,108.28113,403.16374
29.365,103.01053,449.05085
29.375,83.44287,454.12469
29.385,65.8028,381.71176
29.395,116.97602,594.95866
29.405,64.22666,639.54929
29.415,76.52756,473.82609
29.425,116.44876,665.45671
29.435,100.85314,657.9356
29.445,101.98836,484.05296
29.455,121.63657,681.23031
29.465,85.36671,482.97892
29.475,144.15877,572.49313
29.485,87.36815,472.05356
29.495,109.95816,520.93741
29.505,99.30475,482.87409
29.515,97.54064,615.39457
29.525,135.54861,659.22538
29.535,85.65316,579.44594
29.545,113.88207,697.55552
29.555,94.11369,652.8333
29.565,92.45995,668.13464
29.575,140.7787,721.12673
29.585,81.76396,549.94574
29.595,92.17599,593.55715
29.605,67.73477,398.35788
29.615,139.62836,734.51719
29.625,161.62742,1004.00245
29.635,119.26232,619.03491
29.645,118.91256,628.8563
29.655,83.22493,547.08965
29.665,103.51605,786.48199
29.675,127.18172,607.93794
29.685,164.9005,655.0344
29.695,75.11122,436.42647
29.705,75.66632,392.87755
29.715,100.47973,441.70512
29.725,93.85381,480.00272
