/* DESCRIPTION:
Reference:	Hodell, DA et al. (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Data from:	https://doi.org/10.1594/PANGAEA.831737. Accessed 11 Nov 2022.
Comment:	Data was not modified in any way.
*/
Depth [m]	Age [ka BP]	Ca/Sr	Si/Sr
31.77	503.45	71.759	0.60191
31.78	503.55	70.191	0.59411
31.79	503.66	70.133	0.51011
31.8	503.76	69.643	0.57483
31.81	503.87	74.142	0.5272
31.82	503.97	71.935	0.60425
31.83	504.08	69.264	0.55695
31.84	504.18	71.099	0.54341
31.85	504.29	71.271	0.54143
31.86	504.39	75.336	0.78401
31.87	504.5	72.527	0.66535
31.88	504.6	78.438	0.74946
31.89	504.71	75.456	0.68515
31.9	504.81	78.361	0.66594
31.91	504.92	76.892	0.83816
31.92	505.02	74.246	0.76883
31.93	505.13	76.889	0.83422
31.94	505.23	76.382	0.72257
31.95	505.34	68.636	0.56719
31.96	505.44	75.947	0.80084
31.97	505.55	71.225	0.79477
31.98	505.65	73.924	0.80952
31.99	505.76	75.414	0.91745
32	505.86	76.188	0.88537
32.01	505.97	79.41	0.90535
32.02	506.07	77.677	0.95285
32.03	506.18	75.671	0.96838
32.04	506.28	72.102	0.94687
32.05	506.39	78.418	1.0586
32.06	506.49	72.815	0.81654
32.07	506.6	71.638	0.88877
32.08	506.7	78.995	1.2515
32.09	506.81	78.845	1.0483
32.1	506.91	82.703	1.1949
32.11	507.02	76.863	0.92736
32.12	507.12	78.144	1.0434
32.13	507.23	72.796	0.94225
32.14	507.33	82.574	1.1749
32.15	507.44	86.435	1.3447
32.16	507.54	84.009	1.3155
32.17	507.65	88.661	1.2199
32.18	507.75	82.463	1.4346
32.19	507.86	85.344	1.4739
32.2	507.96	90.933	1.6199
32.21	508.07	79.821	1.2326
32.22	508.17	82.396	1.2557
32.23	508.28	82.765	1.565
32.24	508.38	84.742	1.3684
32.25	508.49	78.172	1.2095
32.26	508.59	80.538	1.1612
32.27	508.7	73.233	1.0123
32.28	508.8	79.72	1.2255
32.29	508.91	89.756	1.4227
32.3	509.01	89.591	1.5882
32.31	509.12	78.026	0.73508
32.32	509.22	76.814	0.79543
32.33	509.33	75.419	0.71487
32.34	509.43	72.792	0.68286
32.35	509.54	74.788	0.74177
32.36	509.64	78.848	0.79659
32.37	509.75	73.565	0.81587
32.38	509.85	80.57	0.90969
32.39	509.96	77.221	0.94186
32.4	510.06	73.539	0.7452
32.41	510.17	78.216	0.84599
32.42	510.27	80.332	1.0516
32.43	510.38	78.49	0.82566
32.44	510.48	76.581	0.93635
32.45	510.59	75.282	1.1148
32.46	510.69	76.531	1.1051
32.47	510.8	78.394	1.0886
32.48	510.9	70.9	1.0516
32.49	511.01	76.02	1.0554
32.5	511.11	72.464	1.0105
32.51	511.22	76.268	0.8194
32.52	511.32	74.894	0.65196
32.53	511.43	76.609	0.51748
32.54	511.53	73.054	0.59593
32.55	511.64	71.242	0.4635
32.56	511.74	69.393	0.39698
32.57	511.85	71.543	0.44197
32.58	511.95	68.544	0.45613
32.59	512.06	79.459	0.43534
32.6	512.16	71.165	0.39324
32.61	512.27	69.608	0.3567
32.62	512.37	69.619	0.37778
32.63	512.48	68.949	0.34115
32.64	512.58	66.142	0.38604
32.65	512.69	69.172	0.39264
32.66	512.79	69.533	0.42997
32.67	512.9	74.755	0.35762
32.68	513	70.529	0.3574
32.69	513.09	70.635	0.4254
32.7	513.19	69.787	0.35123
32.71	513.28	77.309	0.421
32.72	513.37	71.731	0.45283
32.73	513.47	70.164	0.36412
32.74	513.56	72.492	0.34254
32.75	513.66	69.088	0.38638
32.76	513.75	73.073	0.38842
32.77	513.84	75.613	0.39569
32.78	513.94	73.639	0.40207
32.79	514.03	73.536	0.44076
32.8	514.13	72.033	0.3499
32.81	514.22	70.957	0.40633
32.82	514.31	70.959	0.44856
32.83	514.41	70.024	0.40301
32.84	514.5	70.21	0.43107
32.85	514.59	71.002	0.35499
32.86	514.69	69.235	0.43357
32.87	514.78	72.508	0.47075
32.88	514.87	69.296	0.34986
32.89	514.97	70.233	0.40345
32.91	515.16	77.262	0.37247
32.92	515.25	73.919	0.44188
32.93	515.34	73.652	0.46405
32.94	515.44	73.922	0.45025
32.95	515.53	73.306	0.48569
32.96	515.62	68.554	0.38462
32.97	515.72	73.439	0.51445
32.98	515.81	69.357	0.42972
32.99	515.91	72.684	0.44985
33	516	70.213	0.40444
33.01	516.09	72.514	0.47887
33.02	516.19	67.623	0.39011
33.03	516.28	74.377	0.45992
33.04	516.38	75.396	0.4527
33.05	516.47	74.883	0.43188
33.06	516.56	72.81	0.39925
33.07	516.66	73.487	0.4137
33.08	516.75	73.439	0.39868
33.09	516.84	69.443	0.33726
33.1	516.94	71.028	0.45767
33.11	517.03	68.665	0.39541
33.12	517.12	71.562	0.43606
33.13	517.22	69.985	0.45912
33.14	517.31	74.579	0.58846
33.15	517.41	71.865	0.37639
33.16	517.5	70.96	0.46244
33.17	517.59	69.435	0.4321
33.18	517.69	70.343	0.43164
33.19	517.78	67.231	0.41584
33.2	517.87	68.409	0.39842
33.21	517.97	71.728	0.43934
33.22	518.06	69.958	0.37027
33.23	518.16	76.796	0.48627
33.24	518.25	70.77	0.45769
33.25	518.34	67.054	0.47341
33.26	518.44	73.019	0.38817
33.27	518.53	69.214	0.39469
33.28	518.62	66.77	0.34518
33.29	518.72	69.281	0.38509
33.3	518.81	69.281	0.43601
33.31	518.91	69.473	0.42767
33.32	519	65.022	0.37252
33.33	519.09	68.186	0.40592
33.34	519.19	67.433	0.44028
33.35	519.28	69.473	0.39837
33.36	519.37	68.235	0.44715
33.37	519.47	68.27	0.38248
33.38	519.56	73.177	0.40686
33.39	519.66	70.273	0.40995
33.4	519.75	74.598	0.34623
33.41	519.84	68.071	0.46247
33.42	519.94	67.539	0.39931
33.43	520.03	64.214	0.3249
33.44	520.12	68.88	0.32272
33.45	520.22	68.342	0.38718
33.46	520.31	69.051	0.33162
33.47	520.41	66.566	0.33195
33.48	520.5	70.823	0.26536
33.49	520.59	65.842	0.30998
33.5	520.69	68.44	0.29002
33.51	520.78	69.58	0.3218
33.52	520.88	66.156	0.31596
33.53	520.97	67.729	0.30756
33.54	521.06	69.438	0.31293
33.55	521.16	69.431	0.29922
33.56	521.25	69.993	0.31838
33.57	521.34	69.447	0.38428
33.58	521.44	64.725	0.30553
33.59	521.53	70.665	0.33539
33.6	521.63	66.796	0.34076
33.61	521.72	66.772	0.25895
33.62	521.81	73.55	0.31798
33.63	521.91	68.468	0.30316
33.64	522	66.351	0.32754
33.65	522.09	70.867	0.2769
33.66	522.19	69.913	0.34337
33.67	522.28	66.749	0.34851
33.68	522.37	66.426	0.3572
33.69	522.47	72.572	0.37768
33.7	522.56	69.812	0.35105
33.71	522.66	72.085	0.35766
33.72	522.75	68.777	0.36766
33.73	522.84	71.381	0.33628
33.74	522.94	73.414	0.34153
33.75	523.03	71.619	0.35596
33.76	523.13	68.863	0.31858
33.77	523.22	68.924	0.35554
33.78	523.31	66.385	0.38131
33.79	523.41	70.101	0.36053
33.8	523.5	68.908	0.31384
33.81	523.59	68.756	0.33791
33.82	523.69	68.564	0.29467
33.83	523.78	69.791	0.44686
33.84	523.88	70.287	0.274
33.85	523.97	71.047	0.36146
33.86	524.06	72.471	0.38944
33.87	524.16	67.274	0.36641
33.88	524.25	73.19	0.25998
33.89	524.34	70.52	0.37731
33.9	524.44	71.503	0.35824
33.91	524.53	70.364	0.39523
33.92	524.62	68.535	0.33477
33.93	524.72	68.718	0.37285
33.94	524.81	69.95	0.328
33.95	524.91	70.476	0.46613
33.96	525	72.617	0.43538
33.97	525.09	72.645	0.38919
33.98	525.19	69.508	0.43657
33.99	525.28	68.85	0.38235
34	525.38	72.762	0.48152
34.01	525.47	73.78	0.51555
34.02	525.56	75.835	0.56522
34.03	525.66	69.762	0.4016
34.04	525.75	70.115	0.50687
34.05	525.84	49.087	0.44898
34.06	525.94	73.296	0.46396
34.07	526.03	73.456	0.56967
34.08	526.12	76.456	0.67228
34.09	526.22	76.045	0.72328
34.1	526.31	71.493	0.67042
34.11	526.41	78.318	0.72831
34.12	526.5	73.274	0.67992
34.13	526.59	73.373	0.68966
34.14	526.69	69.399	0.58877
34.15	526.78	72.483	0.49442
34.16	526.87	71.571	0.59647
34.17	526.97	66.792	0.3798
34.18	527.06	71.571	0.42204
34.19	527.16	72.966	0.49025
34.2	527.25	76.018	0.45623
34.21	527.34	74.182	0.4862
34.22	527.44	72.479	0.38152
34.23	527.53	72.399	0.45704
34.24	527.62	72.261	0.39543
34.25	527.72	70.213	0.40734
34.26	527.81	73.123	0.53148
34.27	527.91	73.975	0.50991
34.28	528	69.79	0.53292
34.29	528.09	78.356	0.54406
34.3	528.19	71.832	0.57605
34.31	528.28	76.61	0.62574
34.32	528.37	65.765	0.56218
34.33	528.47	70.123	0.54112
34.34	528.56	73.814	0.62319
34.35	528.66	70.799	0.49346
34.36	528.75	71.6	0.56994
34.37	528.84	70.98	0.55256
34.38	528.94	74.378	0.59481
34.39	529.03	71.493	0.57637
34.4	529.12	76.193	0.68528
34.41	529.22	75.44	0.60711
34.42	529.31	70.41	0.56933
34.43	529.41	73.28	0.58581
34.44	529.5	69.016	0.47387
34.45	529.59	74.6	0.63894
34.46	529.69	75.488	0.59764
34.47	529.78	74.458	0.58124
34.48	529.87	68.129	0.57004
34.49	529.97	74.168	0.62488
34.5	530.06	76.285	0.70612
34.51	530.16	73.049	0.64279
34.52	530.25	74.212	0.67062
34.53	530.34	72.603	0.71154
34.54	530.44	75.786	0.84365
34.55	530.53	73.646	0.79841
34.56	530.63	75.788	0.78985
34.57	530.72	77.637	0.8818
34.58	530.81	70.455	0.79317
34.59	530.91	76.169	1.0989
34.6	531	74.792	1.0915
34.61	531.09	75.101	0.94043
34.62	531.19	78.495	1.2579
34.63	531.28	72.956	1.0741
34.64	531.38	82.083	1.3861
34.65	531.47	76.476	1.4401
34.66	531.56	75.262	1.5221
34.67	531.66	71.708	1.4918
34.68	531.75	74.444	1.1979
34.69	531.84	71.17	1.3102
34.7	531.94	77.108	1.4994
34.71	532.03	81.84	1.7057
34.72	532.12	79.398	1.6095
34.73	532.22	76.742	1.7077
34.74	532.31	77.669	1.7945
34.75	532.41	73.592	2.0424
34.76	532.5	68.891	2.015
34.77	532.59	69.733	3.2843
34.78	532.69	81.281	3.9014
34.79	532.78	75.967	4.1938
34.8	532.88	79.912	1.9919
34.81	532.97	81.769	1.7253
34.82	533.06	88.871	2.02
34.83	533.16	84.205	5.0529
34.84	533.25	68.668	4.696
34.85	533.34	69.377	5.8501
34.86	533.44	68.851	8.1538
34.87	533.53	73.277	12.532
34.88	533.62	63.925	11.227
34.89	533.72	72.194	4.4022
34.9	533.81	75.625	4.0016
34.91	533.91	69.128	9.8256
34.92	534	71.003	11
34.93	534.17	64.9	13.143
34.94	534.35	64.314	11.092
34.95	534.52	75.773	7.2689
34.96	534.7	71.54	5.9395
34.97	534.87	69.162	6.7374
34.98	535.05	69.838	4.4691
34.99	535.22	76.703	4.579
35	535.39	70.23	4.4382
35.01	535.57	77.775	4.6152
35.02	535.74	72.602	5.1968
35.03	535.92	71.647	4.8494
35.04	536.09	73.934	4.7164
35.05	536.27	78.141	4.1248
35.06	536.44	71.85	3.8081
35.07	536.61	78.63	3.5432
35.08	536.79	75.692	2.9765
35.09	536.96	83.467	2.3723
35.1	537.14	78.331	2.3228
35.11	537.31	95.838	2.8379
35.12	537.48	85.336	1.3702
35.13	537.66	81.176	1.5064
35.14	537.83	80.375	2.2066
35.15	538.01	74.278	0.92799
35.16	538.18	85.583	1.1222
35.17	538.36	76.185	0.6078
35.18	538.53	74.982	0.66868
35.19	538.7	75.356	0.7923
35.2	538.88	72.475	0.63467
35.21	539.05	76.407	0.89496
35.22	539.23	75.038	0.62107
35.23	539.4	78.344	0.78027
35.24	539.58	79.531	0.74809
35.25	539.75	78.766	0.97753
35.27	540.1	74.917	1.2236
35.28	540.27	76.661	1.2029
35.29	540.45	78.196	1.3231
35.3	540.62	80.549	1.4549
35.31	540.8	77.111	1.0524
35.32	540.97	69.634	0.81159
35.33	541.14	73.863	0.78243
35.34	541.32	73.962	0.86054
35.35	541.49	74.468	0.97471
35.36	541.67	81.394	1.2606
35.37	541.84	74.38	1.0974
35.38	542.02	76.126	1.1947
35.39	542.19	76.19	1.3534
35.4	542.36	74.417	1.4964
35.41	542.54	79.902	1.3993
35.42	542.71	77.828	1.4719
35.43	542.89	82.476	1.4661
35.44	543.06	70.813	1.4218
35.45	543.23	77.755	1.6719
35.46	543.41	75.45	1.6209
35.47	543.58	78.916	1.4846
35.48	543.76	74.432	1.6595
35.49	543.93	76.134	1.9631
35.5	544.11	80.698	2.537
35.51	544.28	80.779	2.6836
35.52	544.45	68.415	2.785
35.53	544.63	76.74	4.4467
35.54	544.8	78.401	4.4803
35.55	544.98	73.672	6.5162
35.56	545.15	62.405	10.93
35.57	545.33	52.496	18.276
35.58	545.5	15.725	39.489
35.59	545.67	18.321	27.437
35.6	545.85	38.412	12.082
35.61	546.02	81.699	1.7122
35.62	546.2	78.427	1.4981
35.63	546.37	80.893	1.3729
35.64	546.55	79.617	1.3002
35.65	546.72	76.323	1.19
35.66	546.89	76.167	1.2352
35.67	547.07	73.509	1.3781
35.68	547.24	76.213	1.3314
35.69	547.42	76.742	1.315
35.7	547.59	72.015	1.3118
35.71	547.77	84.556	1.2494
35.72	547.94	79.785	1.1921
35.73	548.11	74.914	1.1933
35.74	548.29	74.891	1.1765
35.75	548.46	76.559	0.96795
35.76	548.64	78.284	1.147
35.77	548.81	77.864	1.1011
35.78	548.98	83.634	1.2615
35.79	549.16	75.612	1.1724
35.8	549.33	80.894	1.2337
35.81	549.51	83.298	1.3565
35.82	549.68	81.854	1.32
35.83	549.86	80.25	1.4603
35.84	550.03	81.143	1.1939
35.85	550.2	85.333	1.543
35.86	550.38	75.406	1.3835
35.87	550.55	79.322	1.337
35.88	550.73	81.397	1.4842
35.89	550.9	78.317	1.3652
35.9	551.08	78.428	1.3737
35.91	551.25	85.891	1.5666
35.92	551.42	78.008	1.7592
35.93	551.6	85.493	1.8654
35.94	551.77	83.155	1.8013
35.95	551.95	87.089	2.0113
35.96	552.12	85.271	1.7858
35.97	552.3	79.335	1.731
35.98	552.47	77.962	1.4362
35.99	552.64	79.112	1.4745
36	552.82	81.755	1.6619
36.01	552.99	87.849	1.5917
36.02	553.17	79.31	1.4611
36.03	553.34	84.41	1.5156
36.04	553.52	82.172	1.6244
36.05	553.69	83.772	1.5627
36.06	553.86	88.495	1.7047
36.07	554.04	88.621	1.6888
36.08	554.21	89.487	1.7671
36.09	554.39	88.149	1.8867
36.1	554.56	89.203	1.9191
36.11	554.73	84.406	2.7451
36.12	554.91	87.517	2.1527
36.13	555.08	81.264	2.6208
36.14	555.26	87.484	2.9951
36.15	555.43	83.741	2.5917
36.16	555.61	77.14	2.1782
36.17	555.78	81.896	1.9155
36.18	555.95	93.39	2.7747
36.19	556.13	89.937	2.0274
36.2	556.3	76.517	1.6243
36.21	556.48	78.845	1.4663
36.22	556.65	77.458	1.562
36.23	556.83	85.663	1.5945
36.24	557	89.023	1.6389
36.25	557.17	77.549	1.4511
36.26	557.35	77.45	1.7724
36.27	557.52	81.191	2.7943
36.28	557.7	80.747	2.8796
36.29	557.87	81.941	3.0369
36.3	558.05	75.59	3.2674
36.31	558.22	73.319	3.0361
36.32	558.39	78.974	2.5997
36.33	558.57	74.148	2.6254
36.34	558.74	80.264	2.8837
36.35	558.92	68.892	3.5905
36.36	559.09	84.611	2.2336
36.37	559.27	77.007	2.0416
36.38	559.44	75.43	2.0797
36.39	559.61	83.007	2.1459
36.4	559.79	83.543	2.138
36.41	559.96	73.486	1.6026
36.42	560.14	79.11	2.1601
36.43	560.31	81.975	1.8218
36.44	560.48	83.469	2.2187
36.45	560.66	83.741	2.6646
36.48	561.18	76.838	3.3697
36.49	561.36	72.975	2.8785
36.5	561.53	73.43	3.3522
36.51	561.7	81.282	3.1117
36.52	561.88	82.437	3.3728
36.53	562.05	81.782	4.7672
36.54	562.23	75.179	5.3021
36.55	562.4	68.856	2.9743
36.56	562.58	76.88	5.4421
36.57	562.75	64.507	5.3378
36.58	562.92	75.091	5.3104
36.59	563.1	72.719	6.6674
36.6	563.27	68.475	9.8734
36.61	563.45	70.678	8.3271
36.62	563.62	76.758	6.9413
36.63	563.8	74.415	7.5827
36.64	563.97	68.231	4.8083
36.65	564.14	78.246	8.9639
36.66	564.32	76.675	5.1061
36.67	564.49	78.326	2.2977
36.68	564.67	71.261	2.104
36.69	564.84	75.85	1.405
36.7	565.02	71.799	1.5289
36.71	565.19	70.934	0.87956
36.72	565.36	71.227	1.3224
36.73	565.54	74.617	1.3322
36.74	565.71	76.47	1.2632
36.75	565.89	67.723	1.1825
36.76	566.06	76.768	1.1313
36.77	566.23	73.048	1.2438
36.78	566.41	74.929	1.0414
36.79	566.58	66.88	1.1068
36.8	566.76	76.982	0.99544
36.81	566.93	81.035	1.056
36.82	567.11	74.943	0.97363
36.83	567.28	73.381	1.0043
36.84	567.45	75.079	1.0011
36.85	567.63	72.462	0.95132
36.86	567.8	75.458	1.0378
36.87	567.98	73.409	0.82516
36.88	568.15	75.985	1.0619
36.89	568.33	71.56	0.8881
36.9	568.5	78.529	0.9122
36.91	568.67	72.354	0.86264
36.92	568.85	71.794	0.8999
36.93	569.02	74.241	0.88375
36.94	569.2	75.642	0.98483
36.95	569.37	79.411	0.95103
36.96	569.55	71.914	0.85005
36.97	569.72	69.719	0.7665
36.98	569.89	71.648	0.88731
36.99	570.07	76.685	0.9103
37	570.24	68.268	0.82353
37.01	570.42	73.644	0.74385
37.02	570.59	69.424	0.76938
37.03	570.77	67.306	0.70518
37.04	570.94	73.069	0.67158
37.05	571.11	73.596	0.66832
37.06	571.29	70.578	0.62345
37.07	571.46	73.801	0.67387
37.08	571.64	75.045	0.65045
37.09	571.81	73.467	0.65759
37.1	571.98	71.577	0.60697
37.11	572.16	72.431	0.63092
37.12	572.33	65.153	0.5088
37.13	572.51	68.777	0.57143
37.14	572.68	73.225	0.53333
37.15	572.86	69.281	0.54312
37.16	573.03	70.669	0.58507
37.17	573.2	73.543	0.59144
37.18	573.38	69.684	0.54495
37.19	573.55	68.326	0.5931
37.2	573.73	73.293	0.63333
37.21	573.9	70.925	0.64373
37.22	574.08	70.703	0.67769
37.23	574.25	71.265	0.67531
37.24	574.42	72.69	0.67624
37.25	574.6	64.82	0.63073
37.26	574.77	75.705	0.73848
37.27	574.95	75.759	0.74974
37.28	575.12	73.13	0.87719
37.29	575.3	72.078	0.91097
37.3	575.47	70.357	0.74874
37.31	575.64	74.372	0.85244
37.32	575.82	79.801	0.91512
37.33	575.99	76.254	0.98867
37.34	576.17	72.232	0.9207
37.35	576.34	74.188	0.97662
37.36	576.52	73.321	0.92834
37.37	576.69	75.45	0.97687
37.38	576.86	73.946	0.963
37.39	577.04	76.016	1.0678
37.4	577.21	76.437	0.89681
37.41	577.39	71.939	1.0124
37.42	577.56	78.251	1.3611
37.43	577.73	77.551	1.4499
37.44	577.91	78.515	1.3337
37.45	578.08	71.895	1.4136
37.46	578.26	71.706	1.5613
37.47	578.43	72.355	1.7463
37.48	578.61	73.036	1.7682
37.49	578.78	76.276	1.9388
37.5	578.95	78.03	1.5297
37.51	579.13	83.759	2.1243
37.52	579.3	76.762	2.1122
37.53	579.48	77.403	1.9743
37.54	579.65	73.538	2.3624
37.55	579.83	81.381	2.9044
37.56	580	83.725	2.5459
37.57	580.16	75.449	1.7753
37.58	580.31	80.223	2.8222
37.59	580.47	81.004	3.3228
37.6	580.63	77.159	3.4598
37.61	580.78	76	4.0563
37.62	580.94	76.662	3.3255
37.63	581.1	85.806	4.5616
37.64	581.25	74.514	4.6926
37.65	581.41	78.7	5.5659
37.66	581.57	82.606	5.934
37.67	581.73	80.314	5.6323
37.68	581.88	77.303	5.8396
37.69	582.04	93.967	5.1476
37.7	582.2	92.404	4.3093
37.71	582.35	80.771	2.6136
37.72	582.51	84.43	2.7262
37.73	582.67	84.47	2.6458
37.74	582.82	82.162	2.5008
37.75	582.98	81.453	2.6094
37.76	583.14	78.24	2.3695
37.77	583.29	81.445	2.734
37.78	583.45	79.189	3.1823
37.79	583.61	76.48	2.6357
37.8	583.76	80.256	2.661
37.81	583.92	81.922	2.7782
37.82	584.08	92.144	3.8503
37.83	584.24	84.734	2.9562
37.84	584.39	77.265	2.2836
37.85	584.55	84.939	2.7117
37.86	584.71	84.883	2.7265
37.87	584.86	78.016	2.6787
37.88	585.02	75.938	2.4653
37.89	585.18	74.214	2.6868
37.9	585.33	73.73	2.4014
37.91	585.49	72.906	1.732
37.92	585.65	74.929	1.7043
37.93	585.8	72.796	1.7114
37.94	585.96	79.648	1.7406
37.95	586.12	83.247	1.4711
37.96	586.27	73.03	1.5509
37.97	586.43	76.908	1.2416
37.98	586.59	74.111	1.139
37.99	586.75	75.978	1.2123
38	586.9	76.167	1.3029
38.01	587.06	83.013	1.6906
38.02	587.22	75.654	1.3437
38.03	587.37	73.41	1.2128
38.04	587.53	87.833	1.5896
38.05	587.69	78.434	1.3084
38.06	587.84	78.535	1.3861
38.07	588	76.096	1.4941
38.08	588.16	76.893	1.4629
38.09	588.31	78.773	1.65
38.1	588.47	77.991	1.4506
38.11	588.63	81.442	1.5768
38.12	588.78	79.566	1.7254
38.13	588.94	76.427	1.6676
38.14	589.1	80.073	1.513
38.15	589.25	75.852	1.4815
38.16	589.41	76.359	1.5556
38.17	589.57	69.039	1.4528
38.18	589.73	81.355	1.6416
38.19	589.88	75.287	1.4791
38.2	590.04	72.942	1.5993
38.21	590.2	78.044	1.5323
38.22	590.35	72.708	1.6353
38.23	590.51	71.079	2.2933
38.24	590.67	74.033	2.4889
38.26	590.98	82.455	2.8803
38.27	591.14	81.595	3.223
38.28	591.29	81.423	2.8113
38.29	591.45	72.461	3.4803
38.3	591.61	70.486	5.5504
38.31	591.76	69.814	5.0291
38.32	591.92	76.191	4.7291
38.33	592.08	74.673	5.5709
38.34	592.24	75.04	4.8897
38.35	592.39	81.454	4.275
38.36	592.55	77.896	5.5854
38.37	592.71	76.097	6.6351
38.38	592.86	77.815	6.8402
38.39	593.02	69.858	4.1895
38.4	593.18	78.077	4.3812
38.41	593.33	88.415	3.7487
38.42	593.49	77.323	4.87
38.43	593.65	73.872	2.3356
38.44	593.8	81.253	1.6468
38.45	593.96	78.321	1.5556
38.46	594.12	77.487	1.6946
38.47	594.27	73.994	2
38.48	594.43	79.39	1.6746
38.49	594.59	76.587	1.7722
38.5	594.75	75.22	1.6374
38.51	594.9	78.195	1.5628
38.52	595.06	76.908	1.5872
38.53	595.22	81.677	1.6072
38.54	595.37	72.23	2.0986
38.55	595.53	79.703	1.8487
38.56	595.69	80.458	1.5849
38.57	595.84	78.084	1.7298
38.58	596	78.965	1.9141
38.59	596.2	78.483	2.0372
38.6	596.4	79.976	1.8285
38.61	596.6	84.444	2.2068
38.62	596.8	78.736	1.7589
38.63	597	75.845	2.0456
38.64	597.2	76.995	2.0627
38.65	597.4	84.746	2.3888
38.66	597.6	81.946	2.4775
38.67	597.8	84.059	2.3976
38.68	598	79.777	2.0379
38.69	598.2	80.414	1.6877
38.7	598.4	79.818	1.8655
38.71	598.6	85.637	3.0464
38.72	598.8	84.59	3.2653
38.73	599	81.664	2.8518
38.74	599.2	84.42	3.2426
38.75	599.4	81.335	1.616
38.76	599.6	90.448	1.956
38.77	599.8	84.606	3.0461
38.78	600	81.988	1.9111
38.79	600.2	79.997	1.6544
38.8	600.4	84.446	1.8992
38.81	600.6	95.866	1.8944
38.82	600.8	91.458	1.887
38.83	601	81.908	1.8227
38.84	601.2	89.655	1.5217
38.85	601.4	85.311	1.3899
38.86	601.6	83.885	1.5463
38.87	601.8	80.025	1.6754
38.88	602	78.068	1.5474
38.89	602.2	84.544	1.382
38.9	602.4	82.655	1.4131
38.91	602.6	81.473	1.424
38.92	602.8	88.94	1.5072
38.93	603	89.194	1.3483
38.94	603.2	83.262	1.2811
38.95	603.4	83.696	1.3971
38.96	603.6	78.055	1.2662
38.97	603.8	78.995	1.356
38.98	604	82.787	1.394
38.99	604.2	75.806	1.4078
39	604.4	78.869	1.3027
39.01	604.6	82.865	1.2757
39.02	604.8	84.355	1.3747
39.03	605	81.595	1.2819
39.04	605.2	83.515	1.2643
39.05	605.4	79.407	1.1707
39.06	605.6	83.957	1.3475
39.07	605.8	78.489	1.276
39.08	606	77.533	1.2578
39.09	606.2	77.756	1.4363
39.1	606.4	78.313	1.2611
39.11	606.6	79.007	1.2568
39.12	606.8	76.319	1.2249
39.13	607	83.663	1.4888
39.14	607.2	80.266	1.2636
39.15	607.4	79.61	1.1778
39.16	607.6	82.484	1.0881
39.17	607.8	78.631	1.2209
39.18	608	73.018	0.9388
39.19	608.2	74.952	0.87895
39.2	608.4	77.13	1.1155
39.21	608.6	80.654	1.1931
39.22	608.8	78.018	0.96582
39.23	609	80.685	1.1444
39.24	609.2	80.74	0.96648
39.25	609.4	70.921	0.88528
39.26	609.6	76.94	1.0862
39.27	609.8	75.478	0.88083
39.28	610	76.955	0.87029
39.29	610.2	81.462	1.0821
39.3	610.4	79.006	1.0172
39.31	610.6	73.663	0.93402
39.32	610.8	80.238	0.95177
39.33	611	79.453	0.91988
39.34	611.2	83.689	0.99108
39.35	611.4	79.504	0.87381
39.36	611.6	80.711	1.0174
39.37	611.8	84.004	0.93844
39.38	612	82.916	0.95495
39.39	612.2	79.536	0.8712
39.4	612.4	85.472	0.96004
39.41	612.6	83.689	0.80517
39.42	612.8	77.428	0.92445
39.43	613	80.282	0.86971
39.44	613.2	80.118	0.96878
39.45	613.4	76.731	0.91703
39.46	613.6	77.781	1.0283
39.47	613.8	73.204	0.84055
39.48	614	71.439	0.98679
39.49	614.2	74.514	0.87124
39.5	614.4	74.444	0.76987
39.51	614.6	84.961	1.0765
39.52	614.8	72.605	1.0227
39.53	615	78.362	1.0951
39.54	615.2	79.398	1.2759
39.55	615.4	81.203	1.5519
39.56	615.6	83.566	1.4987
39.57	615.8	78.629	1.3971
39.58	616	82.841	1.3882
39.59	616.2	84.948	1.7995
39.6	616.4	76.538	1.5538
39.61	616.6	88.826	1.8683
39.62	616.8	81.053	1.6796
39.63	617	79.491	1.7436
39.64	617.2	78.802	1.6964
39.65	617.4	77.52	1.93
39.66	617.6	74.916	1.8703
39.67	617.8	80.253	2.0477
39.68	618	74.295	2.2366
39.69	618.2	74.067	1.9955
39.7	618.4	78.626	2.2925
39.71	618.6	77.014	2.4407
39.72	618.8	76.693	1.763
39.73	619	81.087	2.2317
39.74	619.2	89.221	2.9569
39.75	619.4	71.508	2.2066
39.77	619.8	91.907	2.7964
39.78	620	77.906	2.9005
39.79	620.2	79.315	2.9826
39.8	620.4	82.311	4.0859
39.81	620.6	65.217	3.5679
39.82	620.8	72.535	4.1178
39.83	621	79.723	5.0833
39.84	621.2	82.776	6.1276
39.85	621.4	81.603	5.7025
39.86	621.6	78.692	4.5819
39.87	621.8	73.106	5.3191
39.88	622	84.9	7.3245
39.89	622.18	94.394	8.6808
39.9	622.35	96.323	8.7789
39.91	622.53	94.088	8.7027
39.92	622.71	65.688	7.8199
39.93	622.89	88.572	7.7404
39.94	623.06	106.64	7.4263
39.95	623.24	101.19	7.155
39.96	623.42	125.91	10.602
39.97	623.59	139.51	8.6113
39.98	623.77	124.55	7.2715
39.99	623.95	123.74	8.3596
40	624.12	182.06	11.883
40.01	624.3	164.93	9.1032
40.02	624.48	206.82	11.533
