# DESCRIPTION:
# Reference: Wagner, Bernd; Vogel, Hendrik; Francke, Alexander; Friedrich, Tobias; Donders, Timme H; Lacey, Jack H; Leng, Melanie J; Regattieri, Eleonora; Sadori, Laura; Wilke, Thomas; Zanchetta, Giovanni; Albrecht, Christian; Bertini, Adele; Combourieu-Nebout, Nathalie; Cvetkoska, Aleksandra; Giaccio, Biagio; Grazhdani, Andon; Hauffe, Torsten; Holtvoeth, Jens; Joannin, Sébastien; Jovanovska, Elena; Just, Janna; Kouli, Katerina; Kousis, Ilias; Koutsodendris, Andreas; Krastel, Sebastian; Lagos, Markus; Leicher, Niklas; Levkov, Zlatko; Lindhorst, Katja; Masi, Alessia; Melles, Martin; Mercuri, Anna Maria; Nomade, Sébastien; Nowaczyk, Norbert R; Panagiotopoulos, Konstantinos; Peyron, Odile; Reed, Jane M; Sagnotti, Leonardo; Sinopoli, Gaia; Stelbrink, Björn; Sulpizio, Roberto; Timmermann, Axel; Tofilovska, Slavica; Torri, Paola; Wagner-Cremer, Friederike; Wonik, Thomas; Zhang, Xiaosen (2019): Mediterranean winter rainfall in phase with African monsoons during the past 1.36 million years. Nature, https://doi.org/10.1038/s41586-019-1529-0
# Data from: https://doi.org/10.1594/PANGAEA.896847. Accessed 28 Nov 2022.
# Comment: Data was not modified in any way.

Depth [m],Age [ka BP],TIC [%],TOC [%],Qz peak area,δ13C cal [‰ PDB],δ18O cal [‰ PDB],Quercus deci [%],AP-Pinus [%]
351.28,1002.772,3.11,0.86,,-0.18,-6.19,18.9189,31.5315
351.44,1003.472,0.82,1.3,,,,,
351.6,1004.182,0.26,1.69,0.29141,,,,
351.76,1004.8945,0.26,1.52,,,,,
351.92,1005.615,0.17,0.8,0.33009,,,9.43396,20.7547
352.08,1006.3445,4.03,0.75,,,,,
352.24,1007.065,0.28,1.31,0.2973,,,,
352.4,1007.761,0.91,1.2,,,,,
352.56,1008.4055,0.95,1.13,0.28465,,,23,57
352.72,1008.867,1.39,1.09,,,,,
352.88,1009.3285,0.27,1.19,0.2902,,,,
353.04,1009.7865,0.45,1.37,,,,,
353.2,1010.2465,1.9,1.16,0.27255,,,31.7073,53.6585
353.36,1010.7065,0.35,1.15,,,,,
353.52,1011.1585,0.11,0.96,0.27895,,,,
353.68,1011.613,2.03,1.07,,,,,
353.84,1012.057,0.32,1.47,0.31465,,,8.06452,35.4839
354,1012.499,0.36,1.49,,,,,
354.16,1012.938,0.13,1.27,0.27703,,,,
354.32,1013.372,0.12,1,,,,,
354.48,1013.814,1.3,1.12,0.30603,,,0,0
354.66,1014.311,0.75,1.17,,,,,
354.8,1014.6905,0.95,1.32,0.2651,,,,
354.96,1015.127,1.89,1.49,,-0.81,-6.62,,
355.12,1015.564,3.39,1.42,0.24608,-1.22,-7.43,33.5526,60.5263
355.28,1016.0015,4.28,1.33,,-1.1,-7.42,,
355.44,1016.4435,4.54,1.28,0.17903,-0.6,-7.04,,
355.6,1016.8785,4.84,1.45,,-0.76,-6.7,,
355.76,1017.316,4.11,1.8,0.20622,-0.76,-6.76,33.7931,60
355.92,1017.749,2.87,1.44,,-1.08,-6.02,,
356.08,1018.19,1.37,1.46,0.26176,-0.3,-5.92,,
356.24,1018.6205,0.69,1.47,,,,,
356.4,1019.058,0.34,1.37,0.3035,,,13.8686,31.3869
356.56,1019.501,1.21,1.37,,,,,
356.72,1019.964,0.29,1.22,0.30645,,,,
356.88,1020.406,1.29,1.21,,-0.37,-5.2,,
357.04,1020.8565,3.48,1.24,0.2381,-0.45,-6.79,13.7097,49.1935
357.2,1021.3,4.75,1.08,,-0.34,-6.98,,
357.36,1021.743,4.94,1.24,0.19101,-0.21,-6.93,,
357.52,1022.1945,4.28,1.23,,-0.25,-6.91,,
357.68,1022.635,6.03,1.14,0.15649,-0.16,-6.87,29.6296,50.3704
357.84,1023.0605,5.91,0.94,,-0.38,-7.11,,
358,1023.4835,6.19,1.39,0.1446,0.33,-6.54,,
358.16,1023.9135,5.94,1.53,,0.17,-6.68,,
358.32,1024.343,6.01,1.47,0.14239,0.35,-6.56,45.3441,70.8502
358.48,1024.77,6.43,1.39,,0.21,-6.85,,
358.64,1025.1995,7.1,1.53,0.1395,0.38,-6.61,,
358.8,1025.621,6.24,1.69,,0.69,-6.42,,
358.96,1026.052,5.08,1.71,0.15034,0.63,-6.6,46.281,74.7934
359.12,1026.478,4.13,1.81,,0.38,-6.83,,
359.28,1026.8985,4.92,1.64,0.1482,0.08,-7.07,,
359.44,1027.33,5.59,1.16,,0.74,-5.95,,
359.6,1027.75,4.94,1.1,0.19424,0.41,-6.1,14.5455,24.3636
359.76,1028.1865,5.88,0.66,,-0.08,-6.88,,
359.92,1028.609,5.7,1.57,0.17244,0.01,-7.12,,
360.08,1029.0455,4.48,1.47,,0.05,-7.08,,
360.24,1029.4685,4.79,0.88,0.16841,-0.03,-7.42,28.2609,48.3696
360.41,1029.8915,4.15,1.98,,0.05,-7.19,,
360.56,1030.239,4.55,1.98,0.17474,-0.1,-7.49,,
360.72,1030.6095,5.1,1.47,,-0.61,-7.53,,
360.88,1030.9785,3.89,1.58,0.21214,-0.73,-7.15,40.796,57.2139
361.04,1031.349,4.53,1.71,,-0.25,-6.44,,
361.2,1031.7225,1.07,1.94,0.23741,-0.76,-6.51,,
361.36,1032.1065,1.72,1.42,,-0.33,-6.54,,
361.52,1032.488,1.05,1.6,0.23486,,,23.0216,43.1655
361.68,1032.8915,0.14,1.99,,,,,
361.84,1033.337,0.27,1.83,0.24414,,,,
362,1033.7745,0.56,1.52,,,,,
362.16,1034.2175,0.38,1.6,0.23334,,,10,55
362.32,1034.6595,0.48,1.4,,,,,
362.48,1035.1115,0.56,1.5,0.23655,,,,
362.64,1035.5565,0.54,1.5,,,,,
362.8,1036.0065,0.47,1.74,0.23999,,,2.29885,44.8276
362.96,1036.5015,0.59,1.93,,,,,
363.12,1037.1185,0.34,1.82,0.23199,,,,
363.28,1037.7365,0.12,1.38,,,,,
363.44,1038.349,0.47,1.19,0.25462,,,14.2857,38.0952
363.6,1038.949,2.29,0.87,,,,,
363.76,1039.5525,0.19,0.94,0.27667,,,,
363.92,1040.1515,0.32,0.72,,,,,
364.08,1040.7535,0.3,0.67,0.30937,,,7.92079,30.6931
364.24,1041.353,0.27,0.67,,,,,
364.4,1041.987,3.39,0.51,0.24047,,,,
364.56,1042.6145,0.14,0.6,,,,,
364.72,1043.2405,0.17,0.6,0.40283,,,9.34959,18.2927
364.88,1043.872,0.55,0.44,,,,,
365.04,1044.502,0.13,0.49,0.37112,,,,
365.2,1045.14,0.33,0.55,,,,,
365.36,1045.7765,0.63,0.55,0.3718,,,3.6036,15.3153
365.52,1046.4145,0.23,0.53,,,,,
365.68,1047.0685,0.57,0.65,0.38392,,,,
365.84,1047.732,0.85,0.6,,,,,
366,1048.3885,0.32,0.68,0.37161,,,7.64706,21.1765
366.16,1049.0495,0.27,0.89,,,,,
366.32,1049.7105,0.74,0.96,0.31095,,,,
366.48,1050.3705,0.31,0.78,,,,,
366.64,1051.034,4.95,0.69,0.2281,,,25.7732,61.8557
366.8,1051.683,0.44,0.91,,,,,
366.96,1052.3025,1.1,1.04,0.35417,,,,
367.12,1052.9115,0.61,1.09,,,,,
367.28,1053.521,0.95,1.09,0.30127,,,19.8529,37.5
367.44,1054.1315,1.23,0.92,,,,,
367.6,1054.748,0.51,1.03,0.31328,,,,
367.76,1055.371,0.63,0.91,,,,,
367.92,1055.9955,0.24,0.81,0.35421,,,18.4615,53.8462
368.08,1056.6265,0.73,0.95,,,,,
368.24,1057.146,1.06,1.12,0.29536,,,,
368.4,1057.639,0.1,1.2,,,,,
368.56,1058.1325,2.35,1.09,0.29467,,,6.79612,46.6019
368.72,1058.6235,1.15,1.17,,,,,
368.88,1059.119,0.31,1.21,0.34257,,,,
369.04,1059.6065,1.1,1.25,,,,,
369.2,1060.093,2.49,1.26,0.30571,-0.03,-5.82,8.87097,79.0323
369.36,1060.591,1.71,1.47,,-2,-6.01,,
369.52,1061.0295,4.73,1.57,0.23418,-1.31,-6.84,,
369.68,1061.4515,5.27,1.47,,-1.37,-6.79,,
369.84,1061.8805,2.06,1.51,0.2588,-1.82,-7,9.69388,79.5918
370,1062.3015,4.13,1.57,,-1.77,-7.17,,
370.16,1062.718,4.61,1.64,0.21116,-1.5,-7.15,,
370.32,1063.135,3.78,1.5,,-1.63,-6.77,,
370.48,1063.556,6.04,1.5,0.17739,-1.76,-7.14,10.6061,93.4343
370.64,1063.974,6.14,1.51,,-1.52,-6.87,,
370.8,1064.377,6.39,1.15,0.16994,-1.67,-6.9,,
370.96,1064.787,6.6,1.21,,-1.57,-6.93,,
371.12,1065.202,6.68,1.17,0.17691,-1.54,-6.97,14.0625,87.1094
371.28,1065.6175,7.91,1.24,,-1.43,-6.53,,
371.44,1066.0175,7.5,1.13,0.1562,-1.85,-7.44,,
371.6,1066.4365,8.35,1.01,,-1.85,-7.3,,
371.76,1066.8485,8.41,0.92,0.17198,-1.74,-7.26,22.6994,88.3436
371.92,1067.257,8.12,1.04,,-1.81,-7.8,,
372.08,1067.6795,8.21,1.11,0.14971,-1.6,-7.57,,
372.24,1068.0965,8.63,1.17,,-1.34,-7.11,,
372.4,1068.527,9.24,1.19,0.09033,-0.87,-6.79,35.7414,90.1141
372.56,1068.9605,8.52,0.96,,-1.14,-7.24,,
372.72,1069.3965,8.76,1.08,0.13935,-0.95,-6.73,,
372.88,1069.8225,9.48,1.1,,-1.2,-6.65,,
373.04,1070.2575,9.4,1.38,0.11159,-1,-6.55,39.2523,86.4486
373.2,1070.686,10.06,0.85,,-0.65,-6.13,,
373.36,1071.13,10.38,0.91,0.07135,-0.18,-5.31,,
373.52,1071.636,10.28,0.85,,-0.3,-6.07,,
373.68,1072.1445,10.39,0.84,0.0784,-0.39,-5.96,62.7119,87.4576
373.84,1072.648,10.11,0.96,,-0.33,-6.14,,
374,1073.1585,9.89,0.91,0.09558,-0.58,-6.76,,
374.16,1073.6685,9.9,0.98,,-0.34,-6.13,,
374.32,1074.1875,10.05,0.91,,-1.04,-7.09,50.5929,75.4941
374.49,1074.7285,9.87,0.84,,-0.84,-6.82,,
374.64,1075.208,9.8,0.9,0.10889,-0.6,-6.51,,
374.8,1075.765,9.58,0.9,,-0.29,-6.26,,
374.96,1076.3195,9.87,0.98,0.10264,-0.35,-6.49,34.0502,73.8351
375.12,1076.8775,8.81,0.96,,-0.43,-6.93,,
375.28,1077.4405,8.46,0.8,0.1663,-1.33,-8.16,,
375.44,1078.0085,8.2,0.54,,-1.21,-7.64,,
375.6,1078.5625,8.46,0.81,0.17413,-1.26,-7.41,42.8044,92.2509
375.76,1079.1205,8.88,0.8,,-1.07,-6.83,,
375.92,1079.67,9.51,0.75,0.11274,-0.55,-5.86,,
376.08,1080.2405,8.92,0.59,,-1.11,-6.45,,
376.24,1080.8045,8.58,1.01,0.12641,-1.25,-6.7,47.8102,90.8759
376.4,1081.368,5.92,1.03,,-1.72,-7.56,,
376.56,1081.9215,5.99,1.15,0.12257,-1.3,-6.87,,
376.72,1082.476,6.59,1.07,,-1.39,-6.69,,
376.88,1083.034,6.95,1.07,0.1404,-1.51,-6.74,25.6716,81.4925
377.04,1083.587,7.47,1.33,,-1.58,-6.88,,
377.2,1084.145,6.7,1.52,0.15803,-1.48,-6.64,,
377.36,1084.709,7.56,1.47,,-1.62,-6.65,,
377.52,1085.295,7.92,1.53,0.16321,-1.5,-6.49,35.7576,90.9091
377.68,1085.858,6.08,1.32,,-1.2,-6.37,,
377.84,1086.435,5.97,1.6,0.15203,-1.54,-6.48,,
378,1086.9965,4.11,2.1,,-1.37,-6.51,,
378.16,1087.572,4.77,1.76,0.21691,-1.25,-6.19,17,79
378.32,1088.1375,4.81,1.63,,-1.27,-6.5,,
378.48,1088.6945,5.43,1.87,0.18458,-0.81,-5.83,,
378.64,1089.2915,5.67,1.51,,-1.01,-6.28,,
378.8,1089.8965,4.2,1.9,0.21282,-0.85,-6.33,34.375,81.875
378.96,1090.501,5.4,1.4,,-1.09,-6.75,,
379.12,1091.103,4.82,1.32,0.23754,-1.12,-7.28,,
379.28,1091.7135,4.54,1.23,,-0.7,-6.58,,
379.44,1092.315,4.16,1.35,0.26558,-0.7,-7.18,18.9189,80.1802
379.6,1092.922,3.9,1.06,,-0.56,-7.49,,
379.76,1093.53,3.08,1.25,0.28165,-0.55,-7.42,,
379.92,1094.0895,3.12,1.01,,-0.96,-8.71,,
380.08,1094.6145,2.7,0.95,0.3217,,,35.2,85.6
380.24,1095.14,0.25,0.83,,,,,
380.4,1095.6745,0.41,0.71,0.3717,,,,
380.56,1096.2045,0.22,0.69,,,,,
380.72,1096.74,0.2,0.6,0.37643,,,16.8675,30.1205
380.88,1097.2835,0.16,0.61,,,,,
381.04,1097.8205,1.66,0.63,0.37399,,,,
381.2,1098.339,0.73,0.64,,,,,
381.36,1098.842,3.16,0.47,0.31038,,,0,0
381.52,1099.3505,0.68,0.7,,,,,
381.68,1099.85,0.52,0.76,0.39047,,,,
381.84,1100.341,0.94,0.85,,,,,
382,1100.847,0.82,1.44,0.28469,,,14.2857,35.023
382.16,1101.332,1.56,1.33,,,,,
382.32,1101.8215,0.62,0.93,0.34828,,,,
382.48,1102.305,4.27,0.85,,,,,
382.64,1102.768,0.12,1.84,0.32258,,,20.9877,40.1235
382.8,1103.231,0.48,1.82,,,,,
382.96,1103.711,0.38,1.2,0.34004,,,,
383.12,1104.18,0.89,1.38,,,,,
383.28,1104.646,1.07,1.49,0.28437,,,23.3766,64.2857
383.44,1105.1175,2.56,1.41,,-0.19,-6.29,,
383.6,1105.5875,5.87,1.21,0.20271,-0.74,-6.66,,
383.76,1106.0525,5.48,0.92,,-1.03,-7.36,,
383.92,1106.542,5.87,1.02,0.15467,-0.85,-6.99,49.6951,87.1951
384.07,1107.014,5.33,1.31,,-0.4,-6.42,,
384.24,1107.5425,5.3,1.2,0.15656,-0.73,-6.82,,
384.4,1108.037,5.86,1.27,,-1,-7.3,,
384.56,1108.5295,6.18,1.16,0.14425,-0.57,-6.74,47.8261,80.2676
384.74,1109.0875,5.06,1.12,,-0.65,-7.4,,
384.9,1109.583,4.83,1.15,0.15063,-0.62,-6.79,,
385.04,1110.013,5.39,1.12,,-0.35,-6.76,,
385.2,1110.486,6.17,1.23,0.20239,0.08,-5.84,29.3388,42.9752
385.36,1110.9745,6.17,1.19,,-0.41,-6.98,,
385.52,1111.4665,5.87,1.11,0.15896,-0.36,-7.06,,
385.68,1111.945,5.79,1.1,,-0.28,-6.98,,
385.84,1112.423,5.23,1.32,0.15378,-0.28,-6.89,51.7857,76.0714
385.99,1112.8735,5.35,1.43,,-0.55,-7.17,,
386.16,1113.3895,6.64,1.46,0.18553,-0.84,-7.74,,
386.32,1113.866,7.24,1.46,,-0.7,-7.64,,
386.48,1114.3355,5.61,1.64,0.2111,-0.99,-8.09,46.371,72.9839
386.64,1114.8035,3.24,1.3,,-1.22,-7.73,,
386.8,1115.272,2.28,1.24,0.22678,-1.29,-8.16,,
386.96,1115.7365,0.72,1.24,,,,,
387.12,1116.208,0.23,1.19,0.26333,,,31.5385,59.2308
387.28,1116.6765,0.19,1.01,,,,,
387.44,1117.14,0.08,0.81,0.38567,,,,
387.6,1117.607,0.17,0.71,,,,,
387.76,1118.117,0.7,0.69,0.34851,,,0,0
387.92,1118.6345,0.42,0.71,,,,,
388.08,1119.151,0.15,0.65,0.33329,,,,
388.24,1119.6655,0.48,0.78,,,,,
388.4,1120.185,0.16,0.75,0.30006,,,4.62428,17.341
388.56,1120.7075,1.2,0.68,,,,,
388.72,1121.228,1.17,0.79,0.35184,,,,
388.88,1121.7475,0.39,0.79,,,,,
389.04,1122.3205,0.23,0.98,0.27188,,,6.81818,17.6136
389.2,1122.917,0.23,1.06,,,,,
389.36,1123.509,0.21,0.95,0.27619,,,,
389.52,1124.101,0.13,0.81,,,,,
389.68,1124.699,0.42,0.76,0.30861,,,1.85185,13.8889
389.84,1125.295,0.64,0.79,,,,,
390,1125.884,0.72,0.79,0.29536,,,,
390.16,1126.4745,0.54,0.98,,,,,
390.32,1127.086,0.75,1.4,0.25366,,,9.80392,34.3137
390.48,1127.7255,0.21,1.25,,,,,
390.64,1128.3495,0.4,1.07,0.28096,,,,
390.8,1128.987,0.12,1.23,,,,,
390.96,1129.615,0.08,1.27,0.26063,,,23.0769,61.5385
391.12,1130.2445,0.05,0.95,,,,,
391.28,1130.8735,3.05,0.94,0.26186,,,,
391.44,1131.4945,0.87,1.05,,,,,
391.6,1132.1875,0.57,1.7,0.22467,,,14.5833,27.7778
391.76,1132.9405,0.16,1.63,,,,,
391.92,1133.699,0.12,1.59,0.25806,,,,
392.08,1134.453,0.13,1.14,,,,,
392.24,1135.2085,0.36,1.48,0.28165,,,11,29
392.4,1135.956,0.68,1.24,,,,,
392.56,1136.696,0.59,1.23,0.25859,,,,
392.72,1137.438,0.51,0.98,,,,,
392.88,1138.18,0.59,1.33,0.29762,,,1.51515,14.1414
393.04,1138.923,0.1,1.49,,,,,
393.2,1139.689,0.34,1.63,0.20869,,,,
393.36,1140.438,0.79,1.4,,,,,
393.52,1141.203,0.89,1.13,0.2649,,,27.3504,58.9744
393.68,1141.9495,0.16,1.29,,,,,
393.84,1142.7075,0.17,1.05,0.30126,,,,
394,1143.459,0.84,0.91,,,,,
394.16,1144.2195,3.7,1.05,0.20778,,,7.69231,18.3432
394.32,1145.0075,0.1,1.45,,,,,
394.48,1145.7995,0.63,1.63,0.22478,,,,
394.64,1146.597,2.81,1.42,,,,,
394.8,1147.3835,4.68,1.35,0.17613,,,39.1304,56.5217
394.96,1148.1745,4.4,1.39,,,,,
395.12,1148.9665,1.81,1.73,0.18168,,,,
395.28,1149.773,0.94,1.71,,,,,
395.44,1150.51,0.29,1.33,0.31278,,,41.1765,60.5042
395.6,1150.907,0.51,1.26,,,,,
395.76,1151.304,0.67,1.57,0.28618,,,,
395.92,1151.6965,0.88,1.39,,,,,
396.08,1152.0855,0.17,1.36,0.32179,,,19.7452,38.8535
396.24,1152.475,3.54,1.42,,,,,
396.4,1152.8605,4,1.37,0.20498,-1.28,-7.9,,
396.56,1153.2465,4.57,1.49,,-1.2,-7.63,,
396.72,1153.625,5.58,1.24,0.16165,-0.85,-7.36,30.8824,58.8235
396.88,1154.0945,5.39,1.6,,-0.55,-6.81,,
397.04,1154.5735,4.97,2.23,0.15361,-0.8,-7.17,,
397.2,1155.0455,4.54,1.83,,-1.22,-7.44,,
397.36,1155.5145,4.81,1.82,0.17141,-1.72,-7.5,28.2609,76.087
397.52,1155.987,4.99,1.82,,-1.78,-7.41,,
397.68,1156.443,4.97,2.13,0.12651,-1.8,-7.31,,
397.84,1156.901,4.78,2.01,,-1.53,-7.14,,
398,1157.3615,4.54,1.78,0.15323,-1.77,-7.2,23.4043,82.9787
398.16,1157.855,4.25,1.8,,-1.81,-7.31,,
398.32,1158.3485,3.09,1.85,0.17546,-1.78,-7.36,,
398.48,1158.842,5.55,1.96,,-1.71,-7.19,,
398.64,1159.344,4.74,1.81,0.16933,-1.92,-7.62,21.9512,84.1463
398.8,1159.844,4.55,2.12,,-1.9,-7.66,,
398.96,1160.3445,5.51,1.57,0.17209,-1.76,-7.86,,
399.12,1160.8415,6.78,1.42,,-1.43,-7.4,,
399.28,1161.325,7.46,1.25,0.12983,-1.72,-7.69,35.2941,84.3137
399.44,1161.7635,8,1.34,,-1.49,-7.39,,
399.6,1162.184,7.91,1.29,0.11945,-1.3,-7.41,,
399.76,1162.6,6.81,1.31,,-1.68,-8.12,,
399.92,1163.021,6.94,1.44,0.11851,-0.75,-7,48.2143,84.8214
400.08,1163.4465,8.47,1.17,,-0.76,-6.94,,
400.24,1163.867,6.44,1.48,0.13439,-0.4,-6.74,,
400.4,1164.281,6.95,1.46,,-0.74,-7.15,,
400.56,1164.708,7.81,1.35,0.11974,-0.9,-7.38,57.6299,90.2597
400.72,1165.135,7.79,1.4,,-0.34,-6.65,,
400.88,1165.5765,8.03,1.29,0.09683,-0.23,-6.72,,
401.04,1166.019,7.23,1.49,,-0.25,-6.93,,
401.2,1166.4545,7.67,1.56,0.1126,-0.2,-7.01,60.9562,90.9695
401.36,1166.897,7.15,1.37,,-0.49,-7.18,,
401.52,1167.3465,6.12,1.49,0.13869,-0.48,-7.28,,
401.68,1167.7985,7.03,1.49,,-0.77,-7.26,,
401.84,1168.2445,4.93,1.58,0.15699,-0.77,-7.14,67.7885,95.6731
402,1168.6845,5.32,1.71,,-0.71,-7.5,,
402.16,1169.121,7.72,1.16,0.13218,-0.33,-6.37,,
402.32,1169.5645,7.14,1.47,,-0.49,-6.88,,
402.48,1170.016,6.86,1.77,0.0963,-0.96,-7.18,26.4099,97.1114
402.64,1170.4595,7.48,1.57,,-0.94,-7.19,,
402.8,1170.91,6.06,1.75,0.14292,-1.53,-7.89,,
402.96,1171.352,3.94,1.98,,-1.24,-7.12,,
403.12,1171.7995,7.19,1.43,0.12034,-1.32,-7.69,23.949,92.9936
403.28,1172.379,6.66,1.65,,-1.47,-7.46,,
403.44,1173.171,5.82,1.47,0.10872,-1.7,-7.85,,
403.6,1173.9765,6.65,1.71,,-1.37,-7.14,,
403.76,1174.7885,6.29,1.55,0.12718,-1.38,-7.59,17.973,93.2432
403.92,1175.583,4.83,1.85,,-1.74,-7.87,,
404.08,1176.3765,5.56,1.44,0.1521,-1.69,-7.6,,
404.24,1177.173,0.97,2.21,,,,,
404.4,1177.962,5.28,1.86,0.139,-1.42,-7.05,16.0173,95.8153
404.56,1178.751,5.85,2.01,,-1.61,-7.07,,
404.72,1179.5535,5.23,1.86,0.13956,-1.43,-7.13,,
404.88,1180.348,6.47,1.79,,-1.7,-7.07,,
405.04,1181.1445,6.22,1.85,0.14031,-1.62,-7.41,21.6954,94.2529
405.2,1181.937,4.64,1.94,,-1.4,-7.17,,
405.36,1182.74,4.72,2.5,0.14749,-1.2,-6.75,,
405.52,1183.532,3.31,2.58,,-0.83,-6.36,,
405.68,1184.3185,1.9,2.5,0.16263,-1.04,-5.98,60.4569,97.0123
405.84,1185.147,6,2.29,,-0.97,-7.02,,
406,1186.2185,3.2,2.44,0.17145,-0.79,-7.87,,
406.16,1187.291,3.47,2.07,,-1.19,-7.93,,
406.32,1188.3765,2.92,2.21,0.17774,-0.71,-7.06,49.6942,94.0367
406.48,1189.4575,1.41,1.45,,-1.92,-7.84,,
406.64,1190.5405,0.21,1.74,0.21745,,,,
406.8,1191.628,0.29,1.16,,,,,
406.96,1192.7185,3.43,1.04,0.25754,,,25.7576,35.4978
407.12,1193.7815,0.34,1.61,,,,,
407.28,1194.745,0.19,2.17,0.22844,,,,
407.44,1195.704,0.24,1.55,,,,,
407.6,1196.6695,2.39,1.69,0.20994,,,50.4983,76.0797
407.76,1197.629,0.97,1.43,,,,,
407.92,1198.5635,0.25,1.5,0.26838,,,,
408.08,1199.5105,0.19,1.84,,,,,
408.24,1200.454,0.49,1.64,0.21638,,,18.0233,78.1008
408.4,1201.4,0.32,1.6,,,,,
408.56,1202.474,0.92,1.54,0.19324,,,,
408.72,1203.568,0.59,1.46,,,,,
408.88,1204.659,0.39,1.13,0.2402,,,12.7072,49.1713
409.04,1205.75,0.24,1.3,,,,,
409.2,1206.855,0.69,1.13,0.23944,,,,
409.36,1207.954,0.99,1.07,,,,,
409.52,1209.053,0.73,1.14,0.2774,,,39.4572,70.7724
409.68,1210.1335,0.19,0.98,,,,,
409.84,1210.863,0.35,1.04,0.3305,,,,
410,1211.477,0.77,0.89,,,,,
410.16,1212.0915,1.07,1.13,0.28204,,,18.617,52.1277
410.32,1212.712,0.38,1.71,,,,,
410.48,1213.336,0.28,1.48,0.29886,,,,
410.64,1213.9525,3.97,1.66,,,,,
410.8,1214.566,5.38,2.08,0.16214,,,13.4783,85.8696
410.96,1215.1745,0.73,1.57,,,,,
411.12,1215.7805,0.25,1.09,0.34302,,,,
411.28,1216.4,2.63,1.34,,,,,
411.44,1217.0035,0.49,1.19,0.35408,,,15.5039,55.0388
411.6,1217.6125,0.41,1.68,,,,,
411.76,1218.2175,0.54,1.27,0.30948,,,,
411.92,1218.823,0.21,1.16,,,,,
412.08,1219.4235,0.89,1.1,0.27063,,,21.2707,88.9503
412.24,1220.027,0.33,1.9,,,,,
412.4,1220.637,3.57,1.45,0.17069,,,,
412.56,1221.246,1.26,1.3,,,,,
412.72,1221.8675,1.53,1.37,0.31256,-2.59,-8.2,51.3393,95.5357
412.88,1222.484,4.45,1.62,,-2.74,-8.32,,
413.04,1223.1005,5.91,1.51,0.21329,-2.52,-8.85,,
413.2,1223.728,6.82,1.64,,-2.01,-7.98,,
413.36,1224.3405,8.16,1.5,0.10313,-1.8,-7.84,37.2014,95.0512
413.52,1224.9585,8.67,1.59,,-1.68,-7.78,,
413.68,1225.557,8.86,1.68,0.09134,-1.32,-7.55,,
413.84,1226.1215,9.09,1.67,,-1.6,-7.66,,
414,1226.6935,9.18,1.59,0.08049,-1.61,-7.67,41.3695,97.7175
414.16,1227.274,7.71,2.05,,-0.93,-7.49,,
414.32,1227.86,7.62,1.68,0.11706,-1.63,-7.9,,
414.48,1228.4475,8.58,1.22,,-2.27,-8.21,,
414.64,1229.0315,9.34,1.43,0.07606,-2.21,-7.66,36.228,98.1004
414.8,1229.6055,9.09,1.42,,-1.96,-7.36,,
414.96,1230.1395,7.52,2.09,0.09714,-1.12,-7.08,,
415.12,1230.5995,8.92,1.19,,-1.81,-6.95,,
415.28,1231.0585,8.74,1.74,0.08621,-1.57,-6.84,26.6846,98.5175
415.44,1231.517,9.17,1.57,,-1.69,-6.36,,
415.6,1231.9715,9.75,1.72,0.06657,-1.74,-6.09,,
415.76,1232.4235,8.91,1.83,,-1.76,-6.46,,
415.91,1232.9445,8.51,1.82,0.07441,-1.81,-6.61,28.877,97.6827
416.08,1233.317,7.9,1.62,,-1.59,-6.59,,
416.24,1233.77,8.87,1.56,0.07644,-1.87,-6.6,,
416.4,1234.2435,9.04,1.61,,-1.82,-7,,
416.56,1234.718,8.18,1.62,0.08667,-1.59,-6.45,27.1357,98.325
416.72,1235.183,8.22,1.61,,-1.92,-6.83,,
416.88,1235.6615,8.53,1.41,0.0912,-2.29,-6.84,,
417.04,1236.147,7.79,1.62,,-2.11,-6.88,,
417.2,1236.6165,8.55,1.46,0.09313,-2.08,-6.73,32.7362,97.3941
417.36,1237.097,8.09,1.43,,-1.74,-6.58,,
417.52,1237.5725,8.74,1.35,0.07983,-2.14,-6.99,,
417.68,1238.0405,7.97,1.32,,-1.89,-6.83,,
417.84,1238.5045,7.97,1.43,0.09576,-2.39,-7.43,55.2469,95.5247
418,1238.9695,7.8,1.44,,-2.35,-7.39,,
418.16,1239.4415,7.94,1.26,0.0938,-2.32,-7.5,,
418.32,1239.9135,8.15,1.36,,-2.04,-7.15,,
418.48,1240.383,8.61,1.39,0.0881,-1.92,-7.15,51.8325,97.2077
418.64,1240.8505,8.99,1.3,,-2.02,-7.48,,
418.8,1241.329,8.06,1.7,0.10988,-1.69,-7.73,,
418.96,1241.812,7.59,1.83,,-1.64,-7.73,,
419.12,1242.3075,6.76,1.96,0.14103,-1.54,-7.71,54.1586,91.2959
419.28,1242.804,5.41,2.71,,-1.73,-8.04,,
419.44,1243.307,4.19,2.11,0.15625,-1.94,-8.22,,
419.6,1243.8035,3,1.54,,,,,
419.76,1244.2985,1.36,1.66,0.22199,,,49.0066,58.6093
419.92,1244.795,0.32,1.19,,,,,
420.08,1245.285,0.66,1.57,0.24411,,,,
420.24,1245.721,0.29,1.1,,,,,
420.4,1246.1385,1.54,1.22,0.24538,,,33.9921,46.2451
420.56,1246.5705,0.27,1.04,,,,,
