# DESCRIPTION:
# Reference: WAIS Divide Project Members (2015): Precise interpolar phasing of abrupt climate change during the last ice age. Nature, 520, 661–665, hhttps://doi.org/10.1038/nature14401.
# Data from: https://www.nature.com/articles/nature14401#Sec14. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Depth and Age are averages of their 'Top' and 'Bottom' values.

Depth (average) [m],WD2014 Age (average) [ka BP],ss Na [ng/b]
1396.75,6.63528,11.328
1396.85,6.63584,25.831
1396.95,6.63635,33.991
1397.05,6.63686,11.834
1397.15,6.63754,15.244
1397.25,6.63827,18.539
1397.35,6.63888,14.723
1397.45,6.63947,23.258
1397.55,6.64011,26.397
1397.65,6.64083,48.301
1397.75,6.64144,19.648
1397.85,6.64197,7.152
1397.95,6.64255,19.156
1398.05,6.64319,15.107
1398.15,6.64388,17.786
1398.25,6.64463,12.257
1398.35,6.6453,21.072
1398.45,6.64591,9.721
1398.55,6.64668,19.836
1398.65,6.64747,17.863
1398.75,6.64817,23.094
1398.85,6.64888,16.438
1398.95,6.64958,16.539
1399.05,6.65043,9.465
1399.15,6.65124,8.309
1399.25,6.65189,22.987
1399.35,6.65259,21.254
1399.45,6.65323,16.751
1399.55,6.65374,25.371
1399.65,6.6543,16.916
1399.75,6.65495,15.131
1399.85,6.6557,30.333
1399.95,6.65649,29.397
1400.05,6.65719,21.082
1400.15,6.65781,19.86
1400.25,6.6584,24.007
1400.35,6.659,20.71
1400.45,6.65966,20.522
1400.55,6.66034,13.559
1400.65,6.66101,17.887
1400.75,6.6617,25.009
1400.85,6.66235,25.736
1400.95,6.66298,18.696
1401.05,6.66365,15.21
1401.15,6.66424,7.064
1401.25,6.66472,10.285
1401.35,6.66531,12.093
1401.45,6.66597,7.939
1401.55,6.66658,32.692
1401.65,6.6672,15.565
1401.75,6.66788,12.899
1401.85,6.66859,11.951
1401.95,6.6692,15.833
1402.05,6.66972,9.036
1402.15,6.67027,8.846
1402.25,6.67088,16.914
1402.35,6.67152,24.568
1402.45,6.67215,21.33
1402.55,6.67276,33.889
1402.65,6.67341,8.806
1402.75,6.67411,8.799
1402.85,6.67484,13.576
1402.95,6.67561,16.283
1403.05,6.67634,17.714
1403.15,6.67703,14.355
1403.25,6.67772,8.499
1403.35,6.67833,22.366
1403.45,6.67889,21.531
1403.55,6.6795,30.263
1403.65,6.68012,16.462
1403.75,6.68071,20.253
1403.85,6.68132,18.137
1403.95,6.68197,15.945
1404.05,6.68262,45.605
1404.15,6.68328,27.726
1404.25,6.68393,9.069
1404.35,6.68458,21.188
1404.45,6.68518,12.822
1404.55,6.68573,27.772
1404.65,6.68635,25.555
1404.75,6.68709,9.461
1404.85,6.68787,8.592
1404.95,6.68861,17.222
1405.05,6.68937,21.415
1405.15,6.69012,14.434
1405.25,6.69076,15.338
1405.35,6.69142,35.513
1405.45,6.69209,45.569
1405.55,6.69272,24.097
1405.65,6.69341,16.651
1405.75,6.69415,20.878
1405.85,6.69488,28.062
1405.95,6.69565,11.093
1406.05,6.69631,14.738
1406.15,6.69682,14.968
1406.25,6.69732,30.759
1406.35,6.69785,24.264
1406.45,6.69855,19.171
1406.55,6.69928,14.106
1406.65,6.69992,11.161
1406.75,6.70067,17.964
1406.85,6.7014,23.653
1406.95,6.70207,24.898
1407.05,6.70277,21.898
1407.15,6.70355,16.223
1407.25,6.70429,21.49
1407.35,6.70503,14.728
1407.45,6.70585,16.571
1407.55,6.70658,22.317
1407.65,6.70716,50.36
1407.75,6.7077,21.783
1407.85,6.70832,15.084
1407.95,6.709,11.722
1408.05,6.70966,22.609
1408.15,6.71037,18.35
1408.25,6.71106,13.067
1408.35,6.71163,18.624
1408.45,6.71224,35.587
1408.55,6.71296,15.052
1408.65,6.71379,11.201
1408.75,6.7146,26.487
1408.85,6.71529,34.392
1408.95,6.71591,15.047
1409.05,6.71655,18.42
1409.15,6.71723,17.161
1409.25,6.71795,17.27
1409.35,6.7187,18.651
1409.45,6.7193,31.354
1409.55,6.71973,19.365
1409.65,6.72027,15.785
1409.75,6.72095,18.034
1409.85,6.72171,14.638
1409.95,6.72243,27.897
1410.05,6.72313,31.109
1410.15,6.7239,11.845
1410.25,6.72462,17.447
1410.35,6.72528,21.816
1410.45,6.7259,12.342
1410.55,6.72652,16.572
1410.65,6.72713,9.295
1410.75,6.72774,15.02
1410.85,6.72835,28.558
1410.95,6.72898,8.313
1411.05,6.72965,21.303
1411.15,6.73038,22.386
1411.25,6.73111,12.58
1411.35,6.73177,12.617
1411.45,6.73236,27.666
1411.55,6.73293,13.157
1411.65,6.73361,11.862
1411.75,6.73444,26.443
1411.85,6.73519,22.969
1411.95,6.73575,17.069
1412.05,6.73641,19.968
1412.15,6.7372,18.036
1412.25,6.73797,14.045
1412.35,6.73867,11.641
1412.45,6.73926,14.759
1412.55,6.7398,12.911
1412.65,6.74036,18.811
1412.75,6.74101,9.429
1412.85,6.7418,18.233
1412.95,6.74251,17.468
1413.05,6.74311,16.142
1413.15,6.74376,23.458
1413.25,6.74451,12.698
1413.35,6.74524,13.098
1413.45,6.74586,21.118
1413.55,6.74647,21.784
1413.65,6.74706,12.094
1413.75,6.74764,14.461
1413.85,6.74825,18.742
1413.95,6.74892,24.53
1414.05,6.74964,25.7
1414.15,6.75032,24.202
1414.25,6.75096,16.09
1414.35,6.75167,26.356
1414.45,6.75235,36.346
1414.55,6.75296,13.241
1414.65,6.75357,39.5
1414.75,6.7543,27.131
1414.85,6.75513,9.588
1414.95,6.75593,15.993
1415.05,6.75671,19.499
1415.15,6.75737,19.47
1415.25,6.75793,14.531
1415.35,6.75858,12.737
1415.45,6.75918,15.841
1415.55,6.75967,26.659
1415.65,6.76027,21.062
1415.75,6.76104,43.362
1415.85,6.76186,17.244
1415.95,6.76256,24.29
1416.05,6.76318,7.078
1416.15,6.76382,17.245
1416.25,6.7644,14.798
1416.35,6.76495,27.064
1416.45,6.76551,29.861
1416.55,6.7661,16.725
1416.65,6.76675,21.469
1416.75,6.76758,15.236
1416.85,6.7684,31.343
1416.95,6.76909,25.974
1417.05,6.7698,16.988
1417.15,6.77047,17.828
1417.25,6.77111,9.861
1417.35,6.77179,19.929
1417.45,6.7725,39.334
1417.55,6.77315,30.493
1417.65,6.77374,22.211
1417.75,6.77444,12.763
1417.85,6.77522,13.771
1417.95,6.77589,15.146
1418.05,6.77646,46.528
1418.15,6.777,15.724
1418.25,6.77761,58.634
1418.35,6.77834,9.374
1418.45,6.77911,15.391
1418.55,6.77979,16.207
1418.65,6.78044,23.587
1418.75,6.78112,23.474
1418.85,6.78186,17.537
1418.95,6.78263,18.994
1419.05,6.78328,21.278
1419.15,6.78382,8.273
1419.25,6.78443,25.944
1419.35,6.78508,23.891
1419.45,6.78573,14.506
1419.55,6.78636,15.055
1419.65,6.78702,15.406
1419.75,6.78777,17.624
1419.85,6.78849,22.946
1419.95,6.78909,10.168
1420.05,6.78962,30.837
1420.15,6.79024,26.65
1420.25,6.79097,21.43
1420.35,6.79163,27.107
1420.45,6.79238,16.001
1420.55,6.79316,12.208
1420.65,6.79383,11.341
1420.75,6.79464,12.845
1420.85,6.79542,22.74
1420.95,6.79606,12.599
1421.05,6.79677,12.335
1421.15,6.79744,24.169
1421.25,6.79804,23.727
1421.35,6.79862,16.854
1421.45,6.79922,14.785
1421.55,6.7999,18.25
1421.65,6.80067,27.907
1421.75,6.80158,26.273
1421.85,6.80235,20.233
1421.95,6.80293,12.879
1422.05,6.80353,25.05
1422.15,6.80415,20.425
1422.25,6.80482,19.231
1422.35,6.80557,14.135
1422.45,6.80634,21.814
1422.55,6.80701,14.43
1422.65,6.80761,41.203
1422.75,6.80817,15.342
1422.85,6.80871,12.617
1422.95,6.80942,18.412
1423.05,6.81014,21.438
1423.15,6.81065,18.651
1423.25,6.81118,15.691
1423.35,6.81178,26.33
1423.45,6.81241,19.998
1423.55,6.8131,18.898
1423.65,6.81382,28.922
1423.75,6.81446,24.058
1423.85,6.81512,21.11
1423.95,6.81594,22.712
1424.05,6.81679,21.405
1424.15,6.81761,15.412
1424.25,6.81833,19.97
1424.35,6.81898,17.646
1424.45,6.8198,16.032
1424.55,6.8208,14.973
1424.65,6.82171,21.504
1424.75,6.82241,52.286
1424.85,6.82309,24.706
1424.95,6.82383,20.937
1425.05,6.82459,27.294
1425.15,6.8253,19.688
1425.25,6.82598,41.259
1425.35,6.82669,9.643
1425.45,6.8273,17.252
1425.55,6.82779,23.791
1425.65,6.82841,42.131
1425.75,6.8291,16.967
1425.85,6.8297,14.154
1425.95,6.83025,21.889
1426.05,6.83079,27.814
1426.15,6.83135,17.525
1426.25,6.83194,13.957
1426.35,6.83257,19.904
1426.45,6.83324,31.385
1426.55,6.83395,26.255
1426.65,6.83469,31.298
1426.75,6.83542,19.748
1426.85,6.83609,15.764
1426.95,6.83672,21.019
1427.05,6.83744,16.308
1427.15,6.83819,25.486
1427.25,6.83882,28.868
1427.35,6.83945,36.223
1427.45,6.84014,20.051
1427.55,6.84086,16.636
1427.65,6.84152,15.628
1427.75,6.84213,18.413
1427.85,6.84274,21.887
1427.95,6.84337,56.392
1428.05,6.84409,15.089
1428.15,6.84487,23.986
1428.25,6.84557,14.212
1428.35,6.84615,14.649
1428.45,6.84669,18.14
1428.55,6.84725,15.294
1428.65,6.84785,24.379
1428.75,6.84862,19.46
1428.85,6.84945,19.204
1428.95,6.85015,13.307
1429.05,6.85078,17.862
1429.15,6.85142,26.075
1429.25,6.85208,21.102
1429.35,6.85278,21.008
1429.45,6.85352,41.554
1429.55,6.85424,28.1
1429.65,6.85493,10.222
1429.75,6.85575,9.669
1429.85,6.85671,16.107
1429.95,6.8575,25.778
1430.05,6.85808,12.57
1430.15,6.85868,15.13
1430.25,6.85936,13.726
1430.35,6.86004,11.545
1430.45,6.86059,31.379
1430.55,6.86124,25.738
1430.65,6.86199,9
1430.75,6.86263,13.528
1430.85,6.86328,23.562
1430.95,6.86404,16.324
1431.05,6.86483,20.374
1431.15,6.86555,20.164
1431.25,6.8662,21.119
1431.35,6.86684,31.329
1431.45,6.86747,25.969
1431.55,6.86811,11.557
1431.65,6.86878,8.666
1431.75,6.86938,21.556
1431.85,6.86997,12.547
1431.95,6.87069,11.972
1432.05,6.87142,30.9
1432.15,6.87215,33.025
1432.25,6.87293,13.065
1432.35,6.87362,42.661
1432.45,6.87421,25.937
1432.55,6.8748,31.493
1432.65,6.87547,27.159
1432.75,6.87612,12.726
1432.85,6.87663,14.414
1432.95,6.87736,20.291
1433.05,6.87825,29.289
1433.15,6.87908,12.341
1433.25,6.87986,13.281
1433.35,6.88046,26.975
1433.45,6.88102,12.281
1433.55,6.88178,20.909
1433.65,6.88259,13.794
1433.75,6.88339,14.112
1433.85,6.88422,13.386
1433.95,6.88503,15.239
1434.05,6.8858,25.738
1434.15,6.88657,39.917
1434.25,6.8873,25.87
1434.35,6.88801,12.006
1434.45,6.88872,33.597
1434.55,6.88949,34.546
1434.65,6.89046,13.278
1434.75,6.89132,26.328
1434.85,6.89198,24.2
1434.95,6.89275,23.996
1435.05,6.89347,30.451
1435.15,6.89408,12.309
1435.25,6.89469,28.984
1435.35,6.89535,26.639
1435.45,6.89609,16.941
1435.55,6.89687,23.12
1435.65,6.89765,13.02
1435.75,6.89836,15.103
1435.85,6.89904,13.624
1435.95,6.89975,12.892
1436.05,6.90036,15.668
1436.15,6.9009,9.824
1436.25,6.90157,20.387
1436.35,6.90226,30.011
1436.45,6.9029,23.063
1436.55,6.90365,14.976
1436.65,6.90449,24.452
1436.75,6.90532,13.228
1436.85,6.90609,16.654
1436.95,6.90677,13.787
1437.05,6.90745,16.365
1437.15,6.90816,16.582
1437.25,6.90884,15.134
1437.35,6.90946,17.4
1437.45,6.91003,15.671
1437.55,6.9106,16.179
1437.65,6.9112,32.386
1437.75,6.91185,18.637
1437.85,6.9125,19.879
1437.95,6.91315,10.761
1438.05,6.91381,12.675
1438.15,6.91446,23.309
1438.25,6.91523,15.155
1438.35,6.91606,29.859
1438.45,6.91677,15.643
1438.55,6.9174,44.046
1438.65,6.91802,11.95
1438.75,6.91866,14.39
1438.85,6.9193,28.135
1438.95,6.91991,17.391
1439.05,6.92052,21.286
1439.15,6.9212,15.484
1439.25,6.92194,18.093
1439.35,6.92261,32.496
1439.45,6.92322,21.845
1439.55,6.92385,20.52
1439.65,6.92459,22.623
1439.75,6.92536,17.512
1439.85,6.92605,10.699
1439.95,6.92671,31.126
1440.05,6.92742,32.446
1440.15,6.92816,16.62
1440.25,6.92885,7.514
1440.35,6.92944,19.072
1440.45,6.93002,13.13
1440.55,6.93068,18.877
1440.65,6.93136,15.657
1440.75,6.93202,13.262
1440.85,6.93271,18.637
1440.95,6.93344,22.27
1441.05,6.93418,8.297
1441.15,6.93489,14.175
1441.25,6.93556,28.601
1441.35,6.93623,34.137
1441.45,6.93701,23.264
1441.55,6.9379,14.44
1441.65,6.93867,23.378
1441.75,6.93926,23.265
1441.85,6.9398,18.421
1441.95,6.94036,24.616
1442.05,6.94094,10.236
1442.15,6.94157,16.689
1442.25,6.9423,20.043
1442.35,6.94312,19.298
1442.45,6.94391,20.925
1442.55,6.94462,11.19
1442.65,6.94521,12.707
1442.75,6.94576,17.893
1442.85,6.94638,15.649
1442.95,6.94713,11.426
1443.05,6.94792,15.179
1443.15,6.94871,18.466
1443.25,6.94956,15.292
1443.35,6.9503,17.577
1443.45,6.95087,12.207
1443.55,6.95147,18.281
1443.65,6.95206,9.866
1443.75,6.95264,18.682
1443.85,6.95325,11.304
1443.95,6.95393,9.084
1444.05,6.95468,12.462
1444.15,6.95541,31.946
1444.25,6.95606,36.918
1444.35,6.95668,14.334
1444.45,6.95729,12.172
1444.55,6.95792,14.886
1444.65,6.95863,12.066
1444.75,6.95942,14.021
1444.85,6.96018,14.584
1444.95,6.96085,15.906
1445.05,6.96151,74.795
1445.15,6.96214,13.892
1445.25,6.96276,8.146
1445.35,6.96342,18.56
1445.45,6.96409,12.749
1445.55,6.96472,15.822
1445.65,6.96541,17.892
1445.75,6.96617,15.79
1445.85,6.96691,15.189
1445.95,6.9676,7.689
1446.05,6.96836,7.434
1446.15,6.96916,16.419
1446.25,6.96985,9.042
1446.35,6.97057,37.797
1446.45,6.97126,16.989
1446.55,6.97187,11.264
1446.65,6.97246,13.66
1446.75,6.97308,6.398
1446.85,6.97381,11.486
1446.95,6.97461,21.446
1447.05,6.97527,21.173
1447.15,6.97578,16.673
1447.25,6.97637,20.691
1447.35,6.97699,7.256
1447.45,6.97755,7.984
1447.55,6.97817,14.808
1447.65,6.97886,11.964
1447.75,6.9795,10.901
1447.85,6.98014,7.232
1447.95,6.98088,9.396
1448.05,6.98159,12.559
1448.15,6.98225,12.238
1448.25,6.9829,14.787
1448.35,6.98355,10.467
1448.45,6.98421,19.807
1448.55,6.98486,9.485
1448.65,6.98551,26.974
1448.75,6.98623,18.71
1448.85,6.987,13.523
1448.95,6.98773,14.543
1449.05,6.98838,15.817
1449.15,6.98897,11.306
1449.25,6.98953,20.175
1449.35,6.99011,14.533
1449.45,6.99074,13.12
1449.55,6.99139,12.126
1449.65,6.99211,8.167
1449.75,6.99289,5.905
1449.85,6.99359,14.078
1449.95,6.99424,7.233
1450.05,6.99489,10.657
1450.15,6.99546,16.927
1450.25,6.99604,19.99
1450.35,6.99675,18.736
1450.45,6.99742,24.253
1450.55,6.99802,15.291
1450.65,6.99869,29.702
1450.75,6.99939,11.314
1450.85,7.00009,13.309
1450.95,7.0008,14.059
1451.05,7.00154,20.319
1451.15,7.00225,15.157
1451.25,7.00292,7.077
1451.35,7.00361,17.504
1451.45,7.00437,23.062
1451.55,7.00513,18.711
1451.65,7.00583,8.722
1451.75,7.00659,10.54
1451.85,7.00733,22.824
1451.95,7.00804,14.531
1452.05,7.00882,12.479
1452.15,7.00947,29.758
1452.25,7.01009,15.21
1452.35,7.0108,14.347
1452.45,7.01144,10.324
1452.55,7.01197,14.355
1452.65,7.01251,14.71
1452.75,7.01314,10.328
1452.85,7.01387,9.319
1452.95,7.01458,16.908
1453.05,7.01522,10.163
1453.15,7.01587,23.034
1453.25,7.01667,20.685
1453.35,7.01739,19.944
1453.45,7.01799,14.332
1453.55,7.01872,14.443
1453.65,7.01947,27.614
1453.75,7.02017,18.537
1453.85,7.02086,13.854
1453.95,7.0215,14.498
1454.05,7.02216,19.233
1454.15,7.02286,18.71
1454.25,7.02347,17.524
1454.35,7.02404,16.767
1454.45,7.02466,8.386
1454.55,7.02534,18.73
1454.65,7.02608,12.686
1454.75,7.02689,19.173
1454.85,7.02776,6.41
1454.95,7.02858,11.602
1455.05,7.02937,11.432
1455.15,7.03009,13.988
1455.25,7.03067,16.077
1455.35,7.03124,11.893
1455.45,7.03186,13.232
1455.55,7.03252,21.225
1455.65,7.03316,12.867
1455.75,7.03371,7.157
1455.85,7.03429,17.152
1455.95,7.0349,12.313
1456.05,7.03554,27.531
1456.15,7.03623,15.198
1456.25,7.03697,8.929
1456.35,7.03769,17.824
1456.45,7.03839,15.433
1456.55,7.03909,12.585
1456.65,7.03981,18.873
1456.75,7.04063,15.723
1456.85,7.04143,21.959
1456.95,7.04224,18.641
1457.05,7.04304,17.107
1457.15,7.04365,14.044
1457.25,7.04431,15.314
1457.35,7.04505,15.955
1457.45,7.0457,9.409
1457.55,7.04626,12.025
1457.65,7.04677,11.155
1457.75,7.0474,13.57
1457.85,7.04814,21.583
1457.95,7.04885,30.22
1458.05,7.04956,27.85
1458.15,7.05032,17.72
1458.25,7.05117,12.559
1458.35,7.05197,15.581
1458.45,7.05262,28.829
1458.55,7.05333,12.977
1458.65,7.05418,23.532
1458.75,7.05505,16.302
1458.85,7.05592,7.368
1458.95,7.05674,11.709
1459.05,7.05739,18.591
1459.15,7.05797,12.582
1459.25,7.05866,9.573
1459.35,7.05939,15.973
1459.45,7.06006,7.225
1459.55,7.06069,22.3
1459.65,7.06145,29.401
1459.75,7.0622,16.782
1459.85,7.06276,7.903
1459.95,7.06341,11.609
1460.05,7.06407,16.74
1460.15,7.06459,12.096
1460.25,7.06521,17.826
1460.35,7.06601,16.767
1460.45,7.0668,26.349
1460.55,7.06756,20.037
1460.65,7.06832,15.31
1460.75,7.06907,15.343
1460.85,7.06978,7.463
1460.95,7.07043,20.506
1461.05,7.07115,10.727
1461.15,7.07196,6.723
1461.25,7.07265,21.037
1461.35,7.07328,17.412
1461.45,7.07393,17.981
1461.55,7.07458,26.314
1461.65,7.07529,20.515
1461.75,7.07606,17.006
1461.85,7.07692,18.771
1461.95,7.07789,13.777
1462.05,7.0788,15.885
1462.15,7.07958,15.693
1462.25,7.08035,14.7
1462.35,7.08109,11.07
1462.45,7.08179,9.778
1462.55,7.08244,22.609
1462.65,7.08306,12.378
1462.75,7.08371,24.562
1462.85,7.08454,14.489
1462.95,7.0854,39.821
1463.05,7.08609,15.97
1463.15,7.08675,13.958
1463.25,7.0875,18.468
1463.35,7.08828,15.944
1463.45,7.08896,7.071
1463.55,7.0896,28.836
1463.65,7.09027,7.939
1463.75,7.09112,25.537
1463.85,7.09201,17.792
1463.95,7.09275,15.989
1464.05,7.09338,11.274
1464.15,7.09403,16.11
1464.25,7.09475,11.385
1464.35,7.09547,38.502
1464.45,7.09617,24.696
1464.55,7.0969,14.26
1464.65,7.09769,9.911
1464.75,7.09857,13.74
1464.85,7.09952,15.004
1464.95,7.10033,17.538
1465.05,7.10098,22.807
1465.15,7.10175,17.405
1465.25,7.10258,16.354
1465.35,7.10335,15.744
1465.45,7.10418,23.307
1465.55,7.10507,22.277
1465.65,7.10584,28.52
1465.75,7.10654,28.442
1465.85,7.10727,20.341
1465.95,7.10798,20.775
1466.05,7.10863,22.047
1466.15,7.10928,20.29
1466.25,7.10996,6.134
1466.35,7.1106,25.426
1466.45,7.11124,12.81
1466.55,7.11192,7.302
1466.65,7.11256,28.167
1466.75,7.11322,11.252
1466.85,7.11391,15.166
1466.95,7.11451,23.711
1467.05,7.11512,27.6
1467.15,7.11583,30.234
1467.25,7.1166,12.896
1467.35,7.11736,12.152
1467.45,7.11808,9.135
1467.55,7.11876,13.969
1467.65,7.11947,13.847
1467.75,7.12019,10.57
1467.85,7.12088,19.819
1467.95,7.12165,14.006
1468.05,7.12248,18.461
1468.15,7.12328,18.014
1468.25,7.12407,12.964
1468.35,7.12486,13.67
1468.45,7.1256,18.86
1468.55,7.12633,17.41
1468.65,7.12708,13.047
1468.75,7.12781,19.149
1468.85,7.12863,17.847
1468.95,7.1294,17.655
1469.05,7.13004,18.098
1469.15,7.13066,24.36
1469.25,7.13129,19.163
1469.35,7.13194,11.233
1469.45,7.13259,18.367
1469.55,7.13329,11.747
1469.65,7.13415,27.289
1469.75,7.13504,22.487
1469.85,7.13578,20.608
1469.95,7.13654,18.944
1470.05,7.13737,22.009
1470.15,7.13817,19.651
1470.25,7.13895,22.806
1470.35,7.1397,21.871
1470.45,7.14038,21.666
1470.55,7.14102,11.274
1470.65,7.14173,17.2
1470.75,7.14241,20.388
1470.85,7.14304,11.763
1470.95,7.14372,14.23
1471.05,7.14435,20.66
1471.15,7.14499,23.854
1471.25,7.14583,13.681
1471.35,7.14672,15.992
1471.45,7.14755,18.588
1471.55,7.14838,12.647
1471.65,7.14928,12.683
1471.75,7.15014,15.668
1471.85,7.15083,11.957
1471.95,7.15148,32.807
1472.05,7.15212,12.774
1472.15,7.15275,7.99
1472.25,7.1536,22.599
1472.35,7.15448,20.701
1472.45,7.15515,5.075
1472.55,7.15579,14.122
1472.65,7.15661,18.101
1472.75,7.15742,18.969
1472.85,7.15819,13.393
1472.95,7.15903,7.369
1473.05,7.15982,16.508
1473.15,7.16069,23.876
1473.25,7.16159,27.441
1473.35,7.16247,30.05
1473.45,7.16339,15.296
1473.55,7.1643,11.898
1473.65,7.16513,10.596
1473.75,7.16587,17.665
1473.85,7.16661,10.41
1473.95,7.1675,26.376
1474.05,7.16839,28.164
1474.15,7.16918,23.025
1474.25,7.17,14.491
1474.35,7.1708,24.597
1474.45,7.17152,13.854
1474.55,7.17215,9.194
1474.65,7.17278,13.458
1474.75,7.17352,13.808
1474.85,7.17435,16.862
1474.95,7.1751,27.677
1475.05,7.17574,42.242
1475.15,7.17643,33.378
1475.25,7.17717,21.966
1475.35,7.17788,15.083
1475.45,7.17855,18.651
1475.55,7.1792,9.915
1475.65,7.17987,9.416
1475.75,7.18059,23.06
1475.85,7.18138,28.841
1475.95,7.18216,19.658
1476.05,7.18289,20.47
1476.15,7.18364,14.11
1476.25,7.18443,19.363
1476.35,7.18534,30.893
1476.45,7.18619,14.81
1476.55,7.18686,11.299
1476.65,7.18749,18.588
1476.75,7.1882,10.764
1476.85,7.18895,7.838
1476.95,7.18957,26.431
1477.05,7.19015,10.499
1477.15,7.1908,14.685
1477.25,7.19151,18.33
1477.35,7.19223,11.2
1477.45,7.1929,14.996
1477.55,7.19358,28.615
1477.65,7.19428,14.849
1477.75,7.19502,11.855
1477.85,7.19588,13.103
1477.95,7.19688,19.573
1478.05,7.1978,16.775
1478.15,7.19866,18.149
1478.25,7.19941,17.298
1478.35,7.19997,16.332
1478.45,7.20052,20.48
1478.55,7.2011,10.939
1478.65,7.20177,30.555
1478.75,7.20245,12.22
1478.85,7.20316,11.989
1478.95,7.20393,9.737
1479.05,7.20466,22.387
1479.15,7.20532,19.577
1479.25,7.20593,18.141
1479.35,7.20654,19.992
1479.45,7.20723,8.534
1479.55,7.20798,9.848
1479.65,7.20864,22.382
1479.75,7.20934,14.235
1479.85,7.21022,14.902
1479.95,7.21118,26.99
1480.05,7.21223,9.278
1480.15,7.2132,8.085
1480.25,7.21392,10.022
1480.35,7.2145,32.082
1480.45,7.21515,31.902
1480.55,7.21596,18.004
1480.65,7.21682,14.888
1480.75,7.21771,16.293
1480.85,7.21862,18.278
1480.95,7.21949,16.864
1481.05,7.22024,15.091
1481.15,7.22094,13.228
1481.25,7.2217,16.176
1481.35,7.22245,33.438
1481.45,7.22323,15.795
1481.55,7.22418,21.741
1481.65,7.2252,45.833
1481.75,7.22605,13.586
1481.85,7.22671,11.114
1481.95,7.22736,18.497
1482.05,7.22816,16.108
1482.15,7.22911,23.353
1482.25,7.23002,14.681
1482.35,7.23074,17.066
1482.45,7.23142,13.912
1482.55,7.23227,13.295
1482.65,7.23318,14.755
1482.75,7.23396,11.228
1482.85,7.23464,31.089
1482.95,7.23542,18.859
1483.05,7.23633,16.561
1483.15,7.23724,8.479
1483.25,7.23811,19.821
1483.35,7.23891,23.083
1483.45,7.23971,19.525
1483.55,7.2405,35.394
1483.65,7.24132,27.15
1483.75,7.24222,14.902
1483.85,7.24302,16.594
1483.95,7.24362,37.393
1484.05,7.24423,24.104
1484.15,7.2449,15.769
1484.25,7.24557,45.946
1484.35,7.24621,17.424
1484.45,7.24682,15.525
1484.55,7.24749,16.593
1484.65,7.24822,20.236
1484.75,7.24899,16.981
1484.85,7.24981,16.391
1484.95,7.25068,16.885
1485.05,7.25151,18.575
1485.15,7.2523,27.102
1485.25,7.2531,18.05
1485.35,7.2539,15.017
1485.45,7.25472,15.219
1485.55,7.25543,26.452
1485.65,7.25606,10.957
1485.75,7.25681,16.486
1485.85,7.2576,27.51
1485.95,7.25833,17.323
1486.05,7.25909,13.109
1486.15,7.2599,19.713
1486.25,7.26063,17.44
1486.35,7.26124,23.033
1486.45,7.26183,17.259
1486.55,7.26251,28.917
1486.65,7.26338,20.131
1486.75,7.26417,19.8
1486.85,7.26474,11.511
1486.95,7.26536,24.474
1487.05,7.2662,16.729
1487.15,7.26714,29.606
1487.25,7.26796,28.692
1487.35,7.26862,32.162
1487.45,7.26933,11.372
1487.55,7.27009,8.427
1487.65,7.27078,19.693
1487.75,7.27153,26.747
1487.85,7.27245,18.188
1487.95,7.27329,21.587
1488.05,7.27394,22.62
1488.15,7.27457,16.302
1488.25,7.27516,13.255
1488.35,7.27574,14.509
1488.45,7.2764,20.601
1488.55,7.27719,15.756
1488.65,7.27806,21.352
1488.75,7.27898,12.292
1488.85,7.27984,13.475
1488.95,7.28063,15.984
1489.05,7.28147,11.808
1489.15,7.28238,17.102
1489.25,7.28319,9.752
1489.35,7.28392,14.214
1489.45,7.28479,10.14
1489.55,7.28571,18.906
1489.65,7.28647,18.942
1489.75,7.28715,20.407
1489.85,7.2879,22.959
1489.95,7.28881,33.576
1490.05,7.2898,31.131
1490.15,7.29063,29.112
1490.25,7.29144,22.56
1490.35,7.29231,23.673
1490.45,7.29313,11.816
1490.55,7.2939,18.222
1490.65,7.29466,20.258
1490.75,7.29555,9.789
1490.85,7.29635,21.561
1490.95,7.297,13.884
1491.05,7.29777,15.287
1491.15,7.2986,11.25
1491.25,7.29937,11.86
1491.35,7.30011,18.058
1491.45,7.30086,16.904
1491.55,7.30151,16.533
1491.65,7.30227,9.189
1491.75,7.30316,11.715
1491.85,7.30395,21.321
1491.95,7.30467,20.501
1492.05,7.30544,19.577
1492.15,7.30628,16.101
1492.25,7.30704,9.272
1492.35,7.30769,13.524
1492.45,7.30832,8.473
1492.55,7.30898,17.472
1492.65,7.30968,39.787
