# DESCRIPTION:
# Reference: Gkinis, Vasileios; Vinther, Bo Møllesøe; Popp, Trevor J; et al. (2021): A 120,000-year long climate record from a NW-Greenland deep ice core at ultra-high resolution. Scientific Data, 8, 141, https://doi.org/10.1038/s41597-021-00916-9.
# Data from: https://doi.org/10.1594/PANGAEA.925552. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Ages for 60.20567 ka b2k and earlier have been added using the age model from Rasmussen et al., 2013: https://doi.org/10.5194/cp-9-2713-2013, data accessed from https://www.iceandclimate.nbi.ku.dk/data/.

Depth ice/snow [m],Age [ka b2k] (GICC05),δ18O H2O [‰ SMOW],δD H2O [‰ SMOW]
1514.25,16.60339,-40.199,-314.59
1514.3,16.60686,-41.925,-328.76
1514.35,16.61081,-41.809,-325.79
1514.4,16.61448,-42.093,-329.62
1514.45,16.61839,-38.466,-300.66
1514.5,16.62166,-40.847,-320.01
1514.55,16.62408,-41.56,-325.8
1514.6,16.62735,-40.83,-319.16
1514.65,16.63025,-41.359,-324.89
1514.7,16.63382,-40.499,-316.83
1514.75,16.637,-41.182,-321.5
1514.8,16.64131,-45.103,-354.34
1514.85,16.64519,-44.675,-350.89
1514.9,16.64927,-41.585,-325.15
1514.95,16.65184,-42.185,-329.26
1515,16.65482,-41.84,-325.73
1515.05,16.65822,-40.717,-317.33
1515.1,16.66191,-39.478,-308.08
1515.15,16.66471,-42.205,-329.1
1515.2,16.6685,-42.861,-334.76
1515.25,16.6719,-41.515,-324.84
1515.3,16.67537,-40.545,-316.98
1515.35,16.67814,-40.49,-316.07
1515.4,16.68226,-39.838,-311.02
1515.45,16.68611,-40.43,-315.35
1515.5,16.6905,-40.052,-311.49
1515.55,16.69418,-42.238,-331.49
1515.6,16.69766,-41.405,-324.48
1515.65,16.70088,-44.362,-348.01
1515.7,16.70494,-42.977,-337.37
1515.75,16.70899,-40.36,-314.82
1515.8,16.71167,-42.256,-330.48
1515.85,16.71593,-41.894,-327.97
1515.9,16.7198,-39.886,-312.75
1515.95,16.72395,-39.461,-309.13
1516,16.72792,-44.47,-348.24
1516.05,16.73221,-43.005,-336.56
1516.1,16.73631,-41.547,-324.11
1516.15,16.73942,-40.207,-311.7
1516.2,16.7428,-40.608,-317.92
1516.25,16.74677,-40.458,-316.92
1516.3,16.75056,-39.578,-310.32
1516.35,16.75384,-40.771,-318.81
1516.4,16.75816,-46.002,-359.92
1516.45,16.76243,-42.836,-335.02
1516.5,16.76536,-41.008,-320.98
1516.55,16.76884,-40.596,-317.73
1516.6,16.77313,-40.044,-316.09
1516.65,16.77672,-40.209,-314.98
1516.7,16.78024,-42.46,-333.68
1516.75,16.78445,-39.965,-310.76
1516.8,16.78785,-39.884,-310.18
1516.85,16.79108,-40.743,-319.29
1516.9,16.79428,-42.94,-337.34
1516.95,16.79778,-42.104,-330.24
1517,16.80173,-39.535,-309.62
1517.05,16.80549,-38.472,-298.69
1517.1,16.80856,-45.439,-356.44
1517.15,16.81257,-41.077,-320.89
1517.2,16.81593,-40.129,-313.83
1517.25,16.82104,-40.075,-313.19
1517.3,16.82381,-42.094,-328.09
1517.35,16.82739,-42.684,-334.32
1517.4,16.83046,-40.77,-318.5
1517.45,16.83416,-42.85,-337.25
1517.5,16.83767,-40.488,-316.69
1517.55,16.84018,-42.407,-331.49
1517.6,16.84398,-40.323,-314.71
1517.65,16.84812,-41.796,-327.25
1517.7,16.85198,-42.488,-332.68
1517.75,16.85526,-39.057,-302.64
1517.8,16.85817,-42.616,-334.78
1517.85,16.86199,-43.046,-338.17
1517.9,16.86598,-42.097,-329.65
1517.95,16.86963,-45.213,-354
1518,16.87305,-43.912,-342.34
1518.05,16.8767,-42.31,-329.94
1518.1,16.88076,-41.464,-323.23
1518.15,16.8849,-42.723,-334.29
1518.2,16.88804,-46.14,-361.12
1518.25,16.89233,-42.883,-334.37
1518.3,16.89695,-41.889,-328.38
1518.35,16.90167,-42.889,-334.47
1518.4,16.90607,-42.471,-333.92
1518.45,16.90947,-42.003,-331.02
1518.5,16.91379,-42.23,-330.98
1518.55,16.91785,-42.732,-334.28
1518.6,16.92109,-41.016,-321.04
1518.65,16.9254,-43.029,-337.61
1518.7,16.93076,-42.593,-333.12
1518.75,16.93491,-44.989,-354.65
1518.8,16.93892,-40.445,-315.15
1518.85,16.94287,-40.146,-312.82
1518.9,16.94719,-39.013,-304.05
1518.95,16.95064,-39.932,-312.7
1519,16.95503,-43.419,-341.86
1519.05,16.95864,-40.611,-317.78
1519.1,16.96202,-42.709,-334.99
1519.15,16.96567,-46.672,-365.87
1519.2,16.96959,-45.585,-358.01
1519.25,16.97358,-41.097,-321.12
1519.3,16.97782,-42.184,-329.98
1519.35,16.98261,-44.607,-351.2
1519.4,16.98659,-40.804,-319.01
1519.45,16.99022,-42.381,-332.9
1519.5,16.99317,-42.728,-335.62
1519.55,16.99689,-41.685,-325.66
1519.6,17.0002,-41.856,-327.59
1519.65,17.00445,-43.044,-337.85
1519.7,17.00728,-43.406,-338.98
1519.75,17.01197,-40.311,-316.48
1519.8,17.01527,-40.043,-315.23
1519.85,17.0187,-42.429,-333.88
1519.9,17.02216,-40.772,-318.02
1519.95,17.02572,-43.254,-339.64
1520,17.03019,-41.372,-324.05
1520.05,17.03432,-38.896,-303.61
1520.1,17.03742,-40.128,-312.84
1520.15,17.04094,-43.607,-341.67
1520.2,17.04525,-39.132,-305.27
1520.25,17.04897,-40.399,-313.99
1520.3,17.05241,-40.808,-316.73
1520.35,17.05544,-42.921,-335.87
1520.4,17.05831,-42.045,-326.54
1520.45,17.06197,-44.195,-345.79
1520.5,17.06526,-44.03,-344.13
1520.55,17.06844,-44.423,-348.1
1520.6,17.0721,-43.675,-341.57
1520.65,17.07495,-43.713,-342.21
1520.7,17.07982,-38.902,-301.35
1520.75,17.08359,-43.695,-342.22
1520.8,17.0869,-44.244,-346.61
1520.85,17.09111,-41.882,-326.6
1520.9,17.09561,-40.347,-314
1520.95,17.09882,-44.18,-347.57
1521,17.10223,-42.935,-335.8
1521.05,17.10579,-41.113,-320.59
1521.1,17.10896,-40.885,-319.3
1521.15,17.11215,-41.789,-328.19
1521.2,17.1155,-46.394,-364.64
1521.25,17.11867,-43.155,-336.04
1521.3,17.12198,-44.608,-349.74
1521.35,17.12539,-42.849,-335.32
1521.4,17.12866,-42.65,-334.07
1521.45,17.13197,-43.682,-342.95
1521.5,17.13653,-42.988,-336.29
1521.55,17.14049,-42.296,-330.67
1521.6,17.14344,-41.673,-324.81
1521.65,17.14726,-42.719,-334.67
1521.7,17.15071,-44.783,-352.03
1521.75,17.15429,-42.968,-335.99
1521.8,17.15731,-41.988,-327.54
1521.85,17.16028,-44.093,-347.16
1521.9,17.16397,-42.388,-330.51
1521.95,17.16849,-42.848,-336.56
1522,17.17245,-40.413,-315.24
1522.05,17.17625,-40.88,-318.79
1522.1,17.18031,-41.167,-322.9
1522.15,17.18451,-41.225,-321.63
1522.2,17.18706,-45.935,-358.56
1522.25,17.19136,-46.61,-364.36
1522.3,17.19501,-42.143,-327.04
1522.35,17.19836,-43.187,-338.09
1522.4,17.20164,-42.183,-330.69
1522.45,17.2054,-39.754,-309.46
1522.5,17.20839,-44.179,-343.9
1522.55,17.21174,-41.985,-328.42
1522.6,17.21597,-41.246,-321.05
1522.65,17.21936,-41.185,-322.18
1522.7,17.2232,-43.182,-335.84
1522.75,17.22619,-44.53,-350.15
1522.8,17.23033,-41.633,-325.26
1522.85,17.23326,-46.476,-365.96
1522.9,17.23669,-39.979,-311.91
1522.95,17.24017,-41.53,-324.56
1523,17.24391,-45.156,-351.88
1523.05,17.24866,-42.285,-331.29
1523.1,17.25205,-39.136,-304.89
1523.15,17.25727,-40.543,-317.47
1523.2,17.26157,-40.33,-314.57
1523.25,17.26548,-41.14,-321.36
1523.3,17.2704,-39.558,-309.54
1523.35,17.27423,-43.032,-337.24
1523.4,17.27855,-43.447,-339.11
1523.45,17.28283,-42.029,-327.65
1523.5,17.28783,-43.401,-340.19
1523.55,17.2913,-44.977,-352.34
1523.6,17.29514,-43.208,-335.77
1523.65,17.29807,-44.455,-347.17
1523.7,17.30178,-42.36,-331.07
1523.75,17.30604,-44.09,-345.65
1523.8,17.30937,-43.199,-337.2
1523.85,17.31297,-43.476,-341.19
1523.9,17.31734,-41.25,-322.16
1523.95,17.32114,-44.065,-345.45
1524,17.32554,-41.528,-324.83
1524.05,17.32932,-41.257,-323.29
1524.1,17.33295,-41.993,-328.53
1524.15,17.33783,-40.531,-315.68
1524.2,17.34218,-41.273,-320.9
1524.25,17.34661,-44.642,-351.39
1524.3,17.35001,-40.479,-315.76
1524.35,17.35386,-42.938,-336.26
1524.4,17.35767,-42.873,-335.13
1524.45,17.36144,-45.411,-355.73
1524.5,17.36624,-49,-384.45
1524.55,17.36932,-44.809,-349.19
1524.6,17.37224,-43.412,-341.78
1524.65,17.37545,-38.78,-302.55
1524.7,17.378,-40.491,-317.31
1524.75,17.38079,-42.435,-331.38
1524.8,17.3846,-45.678,-357.34
1524.85,17.38767,-42.699,-334.59
1524.9,17.39119,-41.351,-321.71
1524.95,17.39582,-45.001,-351.32
1525,17.40008,-45.083,-351.73
1525.05,17.40343,-43.423,-338.81
1525.1,17.40649,-40.918,-320.15
1525.15,17.4104,-39.754,-310.39
1525.2,17.41419,-42.677,-334.25
1525.25,17.41783,-42.939,-335.66
1525.3,17.42187,-42.5,-331.65
1525.35,17.427,-41.554,-324.27
1525.4,17.43035,-43.21,-338.15
1525.45,17.43447,-42.61,-333.79
1525.5,17.43858,-41.335,-322.18
1525.55,17.44262,-41.092,-321.46
1525.6,17.44681,-42.526,-332.91
1525.65,17.45027,-43.349,-340.66
1525.7,17.45329,-42.392,-330.72
1525.75,17.45759,-41.886,-326.49
1525.8,17.46112,-41.356,-323.29
1525.85,17.46471,-44.859,-351.47
1525.9,17.46797,-46.031,-360.52
1525.95,17.47213,-44.912,-351.31
1526,17.47572,-41.371,-322.33
1526.05,17.48121,-43.216,-341.6
1526.1,17.48457,-44.272,-348.02
1526.15,17.48763,-45.002,-354.13
1526.2,17.49161,-45.95,-360.28
1526.25,17.49587,-46.317,-363.07
1526.3,17.49983,-45.728,-358.93
1526.35,17.5039,-45.022,-353.13
1526.4,17.50737,-44.981,-353.62
1526.45,17.51245,-44.484,-349.23
1526.5,17.5168,-44.847,-352.25
1526.55,17.52152,-44.58,-350.45
1526.6,17.52476,-43.59,-340.79
1526.65,17.52784,-44.837,-351.12
1526.7,17.53186,-44.114,-345.02
1526.75,17.53712,-42.281,-331.26
1526.8,17.54153,-43.484,-340.08
1526.85,17.54635,-46.312,-365.06
1526.9,17.55051,-40.708,-318.6
1526.95,17.55449,-43.083,-337.26
1527,17.55815,-41.501,-325.19
1527.05,17.56194,-41.511,-324.86
1527.1,17.56634,-42.651,-333.83
1527.15,17.57006,-42.693,-333.72
1527.2,17.57546,-41.168,-321.55
1527.25,17.57892,-45.433,-354.31
1527.3,17.58258,-40.467,-315.92
1527.35,17.58622,-40.913,-321.52
1527.4,17.59014,-45.062,-354.78
1527.45,17.5945,-47.567,-373.52
1527.5,17.59821,-42.075,-328.76
1527.55,17.60147,-41.303,-324.91
1527.6,17.60449,-41.327,-322.11
1527.65,17.60811,-44.265,-346.93
1527.7,17.61218,-42.429,-333.46
1527.75,17.61587,-43.736,-343.62
1527.8,17.62008,-40.783,-317.84
1527.85,17.62239,-45.481,-357.67
1527.9,17.6261,-45.621,-357.79
1527.95,17.6301,-40.774,-318.93
1528,17.63435,-42.071,-328.99
1528.05,17.63781,-44.383,-348.55
1528.1,17.64178,-44.624,-349.48
1528.15,17.64572,-41.651,-324.42
1528.2,17.64935,-41.545,-325.17
1528.25,17.65257,-43.508,-340.92
1528.3,17.65619,-43.278,-337.12
1528.35,17.65922,-41.068,-319.8
1528.4,17.66284,-40.174,-312.99
1528.45,17.66604,-40.993,-322.39
1528.5,17.66871,-42.348,-331.77
1528.55,17.67188,-41.881,-328.23
1528.6,17.67532,-43.285,-339.66
1528.65,17.6783,-44.16,-344.51
1528.7,17.68121,-41.186,-321.49
1528.75,17.68468,-39.938,-311.64
1528.8,17.68833,-40.941,-320.51
1528.85,17.69318,-43.229,-338.56
1528.9,17.69681,-43.34,-339.19
1528.95,17.6996,-42.079,-331.12
1529,17.70445,-41.072,-321.11
1529.05,17.70848,-38.081,-298.27
1529.1,17.71226,-38.415,-300.07
1529.15,17.71692,-42.139,-329.88
1529.2,17.72159,-43.906,-344.68
1529.25,17.72528,-40.469,-315.41
1529.3,17.72911,-40.391,-315.37
1529.35,17.73348,-45.806,-358.48
1529.4,17.73785,-42.834,-336.33
1529.45,17.74236,-40.48,-318.35
1529.5,17.74604,-44.805,-352.33
1529.55,17.75061,-41.62,-325.31
1529.6,17.75443,-41.919,-328.29
1529.65,17.75816,-42.415,-330.77
1529.7,17.76226,-41.589,-324.9
1529.75,17.76642,-41.9,-328.48
1529.8,17.77002,-45.251,-356.27
1529.85,17.77246,-39.905,-312.12
1529.9,17.77654,-42.776,-336.58
1529.95,17.78129,-40.712,-319.81
1530,17.78413,-43.279,-340.46
1530.05,17.78834,-43.251,-337.95
1530.1,17.79189,-44.675,-350.29
1530.15,17.79612,-42.187,-330.98
1530.2,17.79961,-40.287,-315.32
1530.25,17.8028,-39.483,-309.03
1530.3,17.80521,-40.123,-314.36
1530.35,17.80769,-40.933,-320.44
1530.4,17.81203,-44.368,-347.43
1530.45,17.81593,-43.221,-337.96
1530.5,17.8191,-41.797,-328.24
1530.55,17.82255,-44.572,-350.02
1530.6,17.8255,-42.107,-331.07
1530.65,17.82904,-40.902,-321.51
1530.7,17.83103,-42.134,-330.61
1530.75,17.83548,-43.098,-337.21
1530.8,17.83916,-42.167,-331.5
1530.85,17.84283,-42.504,-332.73
1530.9,17.84602,-41.973,-325.83
1530.95,17.8497,-46.649,-367.04
1531,17.85259,-40.134,-312.24
1531.05,17.85639,-41.542,-326.27
1531.1,17.86101,-44.897,-353.45
1531.15,17.86382,-43.18,-338.39
1531.2,17.86892,-46.706,-368.41
1531.25,17.87276,-41.092,-320.48
1531.3,17.87721,-42.524,-335.08
1531.35,17.88111,-43.131,-340.09
1531.4,17.88507,-40.008,-313.44
1531.45,17.88921,-40.276,-315.81
1531.5,17.89205,-43.254,-340.35
1531.55,17.89609,-40.029,-313.1
1531.6,17.89952,-39.72,-311.44
1531.65,17.90268,-39.445,-309.42
1531.7,17.90638,-39.842,-310.35
1531.75,17.91005,-45.237,-356.28
1531.8,17.91401,-40.853,-321.15
1531.85,17.91705,-39.345,-308.76
1531.9,17.9204,-41.551,-327.21
1531.95,17.92445,-42.544,-336.5
1532,17.92736,-37.478,-291.06
1532.05,17.93132,-45.459,-358.12
1532.1,17.93486,-48.073,-378.04
1532.15,17.93794,-43.439,-340.2
1532.2,17.94297,-42.42,-332.84
1532.25,17.94726,-44.066,-347.74
1532.3,17.95086,-44.008,-347.88
1532.35,17.95572,-38.831,-304.32
1532.4,17.95936,-40.07,-314.39
1532.45,17.96313,-43.09,-339.14
1532.5,17.96732,-44.296,-349.97
1532.55,17.9709,-43.763,-344.92
1532.6,17.97596,-41.088,-321.47
1532.65,17.97961,-42.2,-331.62
1532.7,17.98254,-37.799,-292.98
1532.75,17.9859,-45.118,-354.6
1532.8,17.98945,-47.186,-370.77
1532.85,17.99333,-42.724,-335.5
1532.9,17.99733,-42.267,-331.59
1532.95,18.00135,-40.896,-320.75
1533,18.00551,-43.748,-345.17
1533.05,18.00858,-46.054,-362.86
1533.1,18.01254,-45.201,-355.8
1533.15,18.01681,-44.392,-347.93
1533.2,18.02112,-45.051,-353.12
1533.25,18.02534,-42.139,-330.06
1533.3,18.02892,-42.136,-329.31
1533.35,18.03226,-43.934,-345.35
1533.4,18.03645,-41.334,-323.23
1533.45,18.04082,-43.04,-337.33
1533.5,18.04533,-44.33,-346.2
1533.55,18.04982,-45.149,-352.58
1533.6,18.05357,-43.772,-342.84
1533.65,18.05712,-42.834,-334.83
1533.7,18.06142,-44.735,-349.81
1533.75,18.06462,-44.826,-351.37
1533.8,18.06863,-41.83,-325.64
1533.85,18.07396,-45.27,-354.77
1533.9,18.07841,-43.149,-337.54
1533.95,18.08249,-38.942,-301.83
1534,18.08669,-40.921,-319.46
1534.05,18.0907,-39.878,-311.48
1534.1,18.09444,-40.069,-312.67
1534.15,18.09901,-45.251,-356.81
1534.2,18.10249,-45.478,-354.91
1534.25,18.10522,-44.922,-352.32
1534.3,18.10889,-41.279,-322.59
1534.35,18.11304,-44.877,-352.3
1534.4,18.11662,-45.008,-350.27
1534.45,18.11971,-43.924,-342.99
1534.5,18.12416,-44.624,-351.4
1534.55,18.12751,-42.898,-334.25
1534.6,18.13106,-44.416,-347.31
1534.65,18.13356,-42.481,-332.99
1534.7,18.1368,-40.424,-316.33
1534.75,18.14021,-43.034,-335.86
1534.8,18.1441,-42.356,-330.46
1534.85,18.14781,-40.505,-316.24
1534.9,18.15138,-41.458,-324.64
1534.95,18.15504,-44.849,-351.61
1535,18.15764,-45.253,-355.32
1535.05,18.16123,-43.24,-337.19
1535.1,18.1641,-44.749,-350.74
1535.15,18.16762,-43.115,-338.14
1535.2,18.1715,-42.278,-331.23
1535.25,18.1749,-40.906,-320.49
1535.3,18.17851,-44.385,-348.99
1535.35,18.18245,-44.164,-345.23
1535.4,18.18638,-42.658,-334.29
1535.45,18.18997,-43.204,-336.81
1535.5,18.19236,-44.262,-346.74
1535.55,18.19573,-43.209,-338.46
1535.6,18.19964,-44.182,-347.1
1535.65,18.20332,-43.447,-340.93
1535.7,18.20712,-43.02,-338.05
1535.75,18.21056,-42.335,-330.99
1535.8,18.2135,-44.63,-351.06
1535.85,18.21683,-47.329,-373.19
1535.9,18.22069,-43.168,-337.61
1535.95,18.22467,-42.54,-332.55
1536,18.22863,-44.005,-344.42
1536.05,18.23164,-42.716,-333.3
1536.1,18.23521,-42.564,-333.35
1536.15,18.23894,-46.749,-367.38
1536.2,18.2428,-42.079,-326.31
1536.25,18.24706,-44.37,-348.11
1536.3,18.25126,-41.153,-322.08
1536.35,18.25456,-42.204,-330.34
1536.4,18.25859,-41.469,-323.18
1536.45,18.26319,-47.022,-370.23
1536.5,18.26735,-43.333,-339.6
1536.55,18.27158,-43.006,-337.29
1536.6,18.27513,-42.862,-337.13
1536.65,18.27994,-44.865,-353.78
1536.7,18.28291,-41.344,-322.51
1536.75,18.28584,-45.523,-358.87
1536.8,18.28944,-44.564,-346.96
1536.85,18.29222,-42.496,-332.49
1536.9,18.29631,-39.171,-307.69
1536.95,18.30013,-38.391,-300.69
1537,18.30448,-41.535,-325.14
1537.05,18.30795,-44.315,-348.39
1537.1,18.31129,-42.523,-334.79
1537.15,18.31407,-40.629,-317.6
1537.2,18.31755,-44.844,-353.1
1537.25,18.32081,-41.258,-323.61
1537.3,18.32564,-42.184,-332.35
1537.35,18.32888,-40.469,-316.28
1537.4,18.33281,-40.59,-318.9
1537.45,18.3369,-41.228,-324.67
1537.5,18.34096,-44.943,-353.99
1537.55,18.34474,-39.935,-311.94
1537.6,18.34889,-41.428,-328.42
1537.65,18.35258,-40.464,-318.65
1537.7,18.35559,-41.124,-321.9
1537.75,18.36037,-47.352,-371.6
1537.8,18.36393,-44.968,-352.17
1537.85,18.36783,-40.817,-319.45
1537.9,18.37218,-42.208,-330.78
1537.95,18.37647,-39.302,-306.53
1538,18.38072,-43.935,-343.78
1538.05,18.38499,-44.677,-351.58
1538.1,18.38957,-42.947,-336.37
1538.15,18.39356,-44.429,-346.58
1538.2,18.39835,-45.107,-354.43
1538.25,18.4023,-41.795,-328.59
1538.3,18.40745,-42.205,-331.47
1538.35,18.41228,-42.157,-330.39
1538.4,18.41692,-45.398,-355.55
1538.45,18.42071,-46.079,-360.15
1538.5,18.42409,-46.218,-363.06
1538.55,18.42683,-44.006,-345.32
1538.6,18.43032,-48.192,-377.63
1538.65,18.43471,-47.652,-372.04
1538.7,18.43819,-44.286,-348.79
1538.75,18.44291,-38.326,-301.5
1538.8,18.4466,-39.79,-312.17
1538.85,18.45121,-43.283,-338
1538.9,18.45587,-42.972,-336.23
1538.95,18.45932,-44.571,-349.69
1539,18.46281,-42.79,-336.36
1539.05,18.46632,-47.978,-376.25
1539.1,18.47056,-40.354,-313.82
1539.15,18.4748,-43.239,-338.67
1539.2,18.47885,-42.181,-331.77
1539.25,18.48251,-42.914,-336.06
1539.3,18.48641,-45.191,-354.51
1539.35,18.49072,-43.642,-342.12
1539.4,18.49408,-40.718,-318.76
1539.45,18.49811,-43.329,-340.71
1539.5,18.50211,-42.857,-338.01
1539.55,18.50617,-41.565,-325.88
1539.6,18.50916,-42.616,-334.17
1539.65,18.51276,-43.212,-339.43
1539.7,18.51632,-40.671,-316.86
1539.75,18.52026,-44.819,-353.53
1539.8,18.52362,-40.681,-317.81
1539.85,18.52736,-42.545,-333.27
1539.9,18.53104,-43.456,-339.57
1539.95,18.53533,-40.68,-318.54
1540,18.53993,-41.823,-327.73
1540.05,18.54448,-43.799,-342.71
1540.1,18.54856,-42.019,-328.64
1540.15,18.55238,-43.988,-344.69
1540.2,18.55721,-46.333,-364.69
1540.25,18.55994,-44.846,-352.47
1540.3,18.5638,-43.146,-337.21
1540.35,18.56862,-41.849,-327.69
1540.4,18.57265,-46.151,-362.35
1540.45,18.57588,-44.759,-351.68
1540.5,18.57998,-43.98,-345.79
1540.55,18.58371,-41.999,-328.8
1540.6,18.58851,-43.305,-338.07
1540.65,18.59341,-41.169,-323.74
1540.7,18.59673,-42.946,-339.14
1540.75,18.59899,-41.972,-329.94
1540.8,18.60265,-40.714,-318.57
1540.85,18.60612,-42.486,-333.62
1540.9,18.60979,-41.781,-326.31
1540.95,18.61346,-42.123,-332.11
1541,18.6159,-43.817,-344.04
1541.05,18.61979,-44.371,-348.79
1541.1,18.62423,-43.341,-340.77
1541.15,18.6288,-43.383,-341.62
1541.2,18.63175,-42.936,-338.03
1541.25,18.63495,-41.695,-327.32
1541.3,18.63904,-41.74,-326.08
1541.35,18.64361,-46.715,-368.67
1541.4,18.64766,-41.484,-324.59
1541.45,18.6512,-39.345,-306.58
1541.5,18.65498,-43.135,-339.58
1541.55,18.65811,-39.624,-309.14
1541.6,18.66198,-41.547,-326.32
1541.65,18.66568,-41.871,-328.76
1541.7,18.66921,-42.088,-329.57
1541.75,18.67309,-41.63,-327.73
1541.8,18.67644,-40.834,-322.31
1541.85,18.67998,-40.481,-317.9
1541.9,18.68326,-40.405,-316.39
1541.95,18.68819,-44.012,-346.05
1542,18.69207,-41.643,-327.96
1542.05,18.69617,-41.077,-322.99
1542.1,18.69934,-44.101,-346.14
1542.15,18.70272,-45.218,-355.02
1542.2,18.70692,-44.648,-351.09
1542.25,18.71053,-41.967,-327.97
1542.3,18.71464,-43.426,-341.34
1542.35,18.71876,-42.566,-334.92
1542.4,18.72151,-40.587,-318.31
1542.45,18.72436,-39.124,-307.12
1542.5,18.72782,-40.384,-316.16
1542.55,18.73252,-42.927,-337.21
1542.6,18.73603,-43.336,-340
1542.65,18.73975,-45.121,-354.9
1542.7,18.74357,-45.796,-359.43
1542.75,18.74801,-46.036,-361.95
1542.8,18.75127,-44.66,-351.56
1542.85,18.75462,-41.857,-327.56
1542.9,18.75798,-39.475,-308.92
1542.95,18.76197,-39.25,-307.72
1543,18.76516,-44.63,-352.79
1543.05,18.76861,-44.16,-347.55
1543.1,18.77287,-39.74,-309.42
1543.15,18.77692,-43.346,-341.32
1543.2,18.78141,-39.719,-310.71
1543.25,18.78493,-41.817,-327.37
1543.3,18.78932,-42.42,-331.47
1543.35,18.79382,-42.056,-329.75
1543.4,18.7982,-42.448,-332.73
1543.45,18.80162,-45.355,-356
1543.5,18.80428,-43.802,-344.14
1543.55,18.80723,-40.225,-313.35
1543.6,18.81128,-40.57,-317.44
1543.65,18.81459,-42.941,-338.87
1543.7,18.81822,-39.45,-308.61
1543.75,18.82186,-39.781,-311.53
1543.8,18.82493,-40.57,-318.71
1543.85,18.82807,-38.339,-300.1
1543.9,18.83235,-40.654,-318.93
1543.95,18.83598,-42.395,-332.95
1544,18.83955,-45.36,-356.61
1544.05,18.84265,-42.572,-333.01
1544.1,18.84593,-40.709,-318.34
1544.15,18.84947,-43.755,-342.93
1544.2,18.85263,-42.981,-336.16
1544.25,18.85597,-41.338,-323.01
1544.3,18.8597,-42.978,-336.22
1544.35,18.86365,-45.022,-352.32
1544.4,18.86757,-45.062,-353.58
1544.45,18.87197,-41.616,-326.23
1544.5,18.87608,-40.255,-314.51
1544.55,18.87949,-45.398,-357.98
1544.6,18.88334,-40.296,-313.65
1544.65,18.88662,-41.137,-321.68
1544.7,18.89075,-42.063,-327.91
1544.75,18.89487,-41.771,-325.54
1544.8,18.8988,-44.154,-346.67
1544.85,18.90369,-43.273,-338.48
1544.9,18.90768,-39.734,-309.11
1544.95,18.91143,-43.155,-338.75
1545,18.91605,-48.32,-378.24
1545.05,18.91894,-42.451,-332.53
1545.1,18.92259,-41.317,-323.13
1545.15,18.92601,-42.536,-332.68
1545.2,18.93019,-41.921,-329.23
1545.25,18.93363,-40.365,-315.01
1545.3,18.93732,-42.822,-335.99
1545.35,18.94237,-44.112,-345.05
1545.4,18.94673,-41.746,-324.49
1545.45,18.95038,-45.032,-353.8
1545.5,18.95437,-44.879,-351.31
1545.55,18.95873,-42.402,-332.97
1545.6,18.96286,-40.567,-318.72
1545.65,18.9662,-41.272,-322.93
1545.7,18.97024,-48.495,-380.3
1545.75,18.97363,-40.55,-315.45
1545.8,18.97767,-42.221,-330.9
1545.85,18.98183,-43.077,-335.74
1545.9,18.98561,-43.203,-337.51
1545.95,18.98913,-41.054,-321.43
1546,18.99332,-41.265,-323.84
1546.05,18.99746,-41.088,-322.32
1546.1,19.00204,-45.193,-355.13
1546.15,19.00581,-44.909,-352.34
1546.2,19.00948,-44.184,-346.54
1546.25,19.01378,-41.134,-320.75
1546.3,19.01785,-42.691,-334.91
1546.35,19.02163,-41.092,-319.92
1546.4,19.02561,-40.103,-313.26
1546.45,19.02982,-38.45,-299.13
1546.5,19.03307,-42.244,-330.85
1546.55,19.03747,-39.445,-309.67
1546.6,19.042,-40.65,-318.54
1546.65,19.0457,-44.419,-348.55
1546.7,19.04966,-43.712,-341.49
1546.75,19.05325,-42.09,-329.73
1546.8,19.0572,-44.446,-349.79
1546.85,19.06088,-43.424,-342.38
1546.9,19.06535,-44.025,-347.47
1546.95,19.06897,-40.624,-317.26
1547,19.07312,-43.15,-339.45
1547.05,19.0759,-43.793,-343.32
1547.1,19.07956,-41.567,-325.3
1547.15,19.08412,-40.55,-316.39
1547.2,19.08805,-40.704,-319.03
1547.25,19.0915,-41.571,-324.89
1547.3,19.095,-43.696,-343.11
1547.35,19.09952,-43.726,-342.45
1547.4,19.10422,-44.638,-350.29
1547.45,19.109,-40.853,-319.95
1547.5,19.11263,-41.564,-327.88
1547.55,19.116,-42.295,-330.88
1547.6,19.11981,-41.224,-322.02
1547.65,19.12284,-45.368,-357
1547.7,19.12641,-39.956,-311.45
1547.75,19.13139,-43.286,-341.56
1547.8,19.13416,-40.975,-321.88
1547.85,19.13762,-40.176,-315.11
1547.9,19.14069,-41.084,-322.56
1547.95,19.14479,-40.892,-321.96
1548,19.14968,-43.312,-338.19
1548.05,19.15368,-44.957,-352.69
1548.1,19.15792,-39.594,-308.6
1548.15,19.16175,-40.531,-317.98
1548.2,19.16608,-40.216,-313.3
1548.25,19.16994,-40.626,-317.31
1548.3,19.17342,-44.034,-346.34
1548.35,19.17773,-41.039,-321.75
1548.4,19.18027,-37.155,-290.02
1548.45,19.18409,-39.773,-312.63
1548.5,19.18758,-41.266,-324.37
