# DESCRIPTION:
# Reference: Gkinis, Vasileios; Vinther, Bo Møllesøe; Popp, Trevor J; et al. (2021): A 120,000-year long climate record from a NW-Greenland deep ice core at ultra-high resolution. Scientific Data, 8, 141, https://doi.org/10.1038/s41597-021-00916-9.
# Data from: https://doi.org/10.1594/PANGAEA.925552. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Ages for 60.20567 ka b2k and earlier have been added using the age model from Rasmussen et al., 2013: https://doi.org/10.5194/cp-9-2713-2013, data accessed from https://www.iceandclimate.nbi.ku.dk/data/.

Depth ice/snow [m],Age [ka b2k] (GICC05),δ18O H2O [‰ SMOW],δD H2O [‰ SMOW]
2429.2,,-34.886,-271.33
2429.25,,-35.058,-271.9
2429.3,,-34.956,-271.91
2429.35,,-35.075,-272.9
2429.4,,-35.14,-273.38
2429.45,,-35.089,-272.8
2429.5,,-34.997,-271.99
2429.55,,-35.116,-272.95
2429.6,,-35.182,-273.17
2429.65,,-35.214,-273.47
2429.7,,-35.202,-273.87
2429.75,,-35.413,-274.94
2429.8,,-35.169,-273.48
2429.85,,-35.209,-273.75
2429.9,,-35.175,-273.34
2429.95,,-35.353,-274.72
2430,,-35.391,-275.42
2430.05,,-35.374,-275.32
2430.1,,-35.485,-275.7
2430.15,,-35.471,-275.73
2430.2,,-35.602,-276.65
2430.25,,-35.644,-276.96
2430.3,,-35.546,-276.36
2430.35,,-35.605,-277
2430.4,,-35.737,-277.37
2430.45,,-35.477,-276.48
2430.5,,-35.355,-275.37
2430.55,,-35.192,-274.07
2430.6,,-35.292,-274.81
2430.65,,-34.865,-272.27
2430.7,,-35.315,-274.86
2430.75,,-35.513,-276.32
2430.8,,-35.705,-277.78
2430.85,,-35.651,-277.58
2430.9,,-35.486,-275.95
2430.95,,-35.315,-274.93
2431,,-35.26,-274.65
2431.05,,-35.04,-272.73
2431.1,,-35.046,-272.73
2431.15,,-35.089,-272.85
2431.2,,-35.147,-273.12
2431.25,,-35.079,-273.07
2431.3,,-35.265,-273.78
2431.35,,-35.181,-273.39
2431.4,,-35.063,-272.85
2431.45,,-35.259,-274.27
2431.5,,-35.424,-275.69
2431.55,,-35.337,-274.95
2431.6,,-35.148,-273.67
2431.65,,-35.167,-273.51
2431.7,,-35.281,-274.41
2431.75,,-35.459,-275.97
2431.8,,-35.189,-274.73
2431.85,,-35.471,-276.54
2431.9,,-35.536,-276.86
2431.95,,-35.631,-277.38
2432,,-35.742,-278.05
2432.05,,-35.7,-277.87
2432.1,,-35.446,-276.86
2432.15,,-35.594,-277.36
2432.2,,-35.517,-277.22
2432.25,,-35.711,-278.34
2432.3,,-35.664,-278
2432.35,,-35.725,-278.27
2432.4,,-35.641,-278.12
2432.45,,-35.5,-276.65
2432.5,,-35.563,-276.73
2432.55,,-35.499,-276.09
2432.6,,-35.489,-275.9
2432.65,,-35.392,-275.32
2432.7,,-35.291,-274.35
2432.75,,-35.373,-274.37
2432.8,,-35.378,-275.03
2432.85,,-35.267,-274.1
2432.9,,-35.521,-274.92
2432.95,,-35.636,-276.54
2433,,-35.631,-276.25
2433.05,,-35.518,-275.17
2433.1,,-35.608,-275.96
2433.15,,-35.446,-275.37
2433.2,,-35.257,-273.06
2433.25,,-35.053,-272.05
2433.3,,-35.073,-272.33
2433.35,,-35.247,-273.11
2433.4,,-35.114,-272.9
2433.45,,-35.32,-273.99
2433.5,,-35.286,-273.76
2433.55,,-35.244,-273.87
2433.6,,-35.235,-273.45
2433.65,,-34.954,-271.79
2433.7,,-34.882,-270.8
2433.75,,-34.954,-271.14
2433.8,,-34.741,-269.57
2433.85,,-34.471,-268.33
2433.9,,-34.641,-269.39
2433.95,,-34.699,-269.37
2434,,-34.828,-269.79
2434.05,,-35.022,-271.48
2434.1,,-35.314,-273.66
2434.15,,-35.3,-273.31
2434.2,,-35.255,-273.47
2434.25,,-35.399,-274.66
2434.3,,-35.286,-274.26
2434.35,,-35.253,-273.38
2434.4,,-34.847,-271.5
2434.45,,-34.988,-272.07
2434.5,,-35.228,-273.74
2434.55,,-34.803,-270.96
2434.6,,-34.827,-270.49
2434.65,,-34.736,-269.57
2434.7,,-34.977,-271.36
2434.75,,-34.94,-271.43
2434.8,,-34.81,-270.4
2434.85,,-34.638,-269.26
2434.9,,-34.868,-270.53
2434.95,,-34.797,-270.17
2435,,-34.859,-270.64
2435.05,,-35.003,-272.11
2435.1,,-35.026,-272.48
2435.15,,-34.991,-271.7
2435.2,,-35.255,-272.84
2435.25,,-34.903,-271.32
2435.3,,-34.953,-271.49
2435.35,,-34.797,-270.03
2435.4,,-34.965,-270.88
2435.45,,-34.924,-270.52
2435.5,,-34.845,-270.55
2435.55,,-35.046,-271.98
2435.6,,-35.073,-272.22
2435.65,,-34.986,-272.02
2435.7,,-35.234,-273.03
2435.75,,-35.309,-273.5
2435.8,,-35.216,-273.31
2435.85,,-35.427,-274.22
2435.9,,-35.317,-273.96
2435.95,,-35.202,-273.24
2436,,-35.32,-273.73
2436.05,,-35.567,-275.07
2436.1,,-35.203,-272.92
2436.15,,-35.031,-271.35
2436.2,,-35.052,-271.63
2436.25,,-34.917,-270.94
2436.3,,-35.005,-271.56
2436.35,,-35.142,-272.27
2436.4,,-35.137,-272.27
2436.45,,-35.017,-271.54
2436.5,,-35.057,-272.23
2436.55,,-35.14,-272.54
2436.6,,-35.171,-272.61
2436.65,,-35.225,-273.22
2436.7,,-35.236,-273.11
2436.75,,-35.196,-273.11
2436.8,,-35.083,-272.82
2436.85,,-35.121,-273.07
2436.9,,-35.334,-273.77
2436.95,,-35.137,-272.36
2437,,-35.174,-272.79
2437.05,,-35.015,-271.37
2437.1,,-35.055,-271.27
2437.15,,-35.078,-271.82
2437.2,,-35.063,-271.44
2437.25,,-34.909,-270.74
2437.3,,-35.039,-271.47
2437.35,,-35.026,-271.48
2437.4,,-34.97,-271.19
2437.45,,-35.015,-271.88
2437.5,,-35.254,-273.07
2437.55,,-35.054,-271.95
2437.6,,-35.189,-273.36
2437.65,,-35.081,-272.83
2437.7,,-35.145,-273
2437.75,,-35.167,-273.13
2437.8,,-35.008,-272.18
2437.85,,-34.695,-270.1
2437.9,,-35.098,-272.4
2437.95,,-35.099,-273.01
2438,,-35.145,-273.24
2438.05,,-35.22,-273.61
2438.1,,-35.306,-274.01
2438.15,,-35.348,-274.36
2438.2,,-35.429,-274.84
2438.25,,-35.306,-274.47
2438.3,,-35.281,-274.42
2438.35,,-35.294,-274.41
2438.4,,-35.405,-274.89
2438.45,,-35.377,-274.71
2438.5,,-35.243,-273.47
2438.55,,-35.246,-273.78
2438.6,,-35.513,-275.67
2438.65,,-35.526,-275.89
2438.7,,-35.282,-274.17
2438.75,,-35.005,-272.34
2438.8,,-35.312,-273.86
2438.85,,-35.327,-274.74
2438.9,,-35.268,-274.17
2438.95,,-35.418,-275.81
2439,,-35.587,-276.65
2439.05,,-35.458,-275.76
2439.1,,-35.482,-275.24
2439.15,,-35.34,-274.83
2439.2,,-35.278,-274.41
2439.25,,-35.431,-275.29
2439.3,,-35.257,-274.54
2439.35,,-35.198,-274.11
2439.4,,-34.808,-271.48
2439.45,,-35.376,-275.2
2439.5,,-35.432,-275.69
2439.55,,-35.643,-276.73
2439.6,,-35.598,-276.3
2439.65,,-35.458,-275.72
2439.7,,-35.267,-274.58
2439.75,,-35.395,-275.58
2439.8,,-35.232,-274.56
2439.85,,-35.335,-274.77
2439.9,,-35.258,-274.42
2439.95,,-35.343,-275.1
2440,,-35.314,-274.47
2440.05,,-35.193,-274.12
2440.1,,-35.352,-275.24
2440.15,,-35.336,-275.06
2440.2,,-35.393,-274.87
2440.25,,-35.321,-274.41
2440.3,,-35.481,-275.94
2440.35,,-35.501,-275.99
2440.4,,-34.871,-271.51
2440.45,,-35.213,-273.07
2440.5,,-35.243,-273.22
2440.55,,-35.103,-272.04
2440.6,,-34.889,-271.45
2440.65,,-35.227,-273.44
2440.7,,-35.102,-272.63
2440.75,,-35.102,-272.35
2440.8,,-35.064,-272.2
2440.85,,-34.929,-270.35
2440.9,,-34.9,-270.29
2440.95,,-34.824,-270.24
2441,,-34.841,-269.8
2441.05,,-35.07,-271.25
2441.1,,-35.047,-271.55
2441.15,,-35.236,-272.96
2441.2,,-35.236,-273.1
2441.25,,-35.029,-271
2441.3,,-34.831,-269.45
2441.35,,-34.465,-266.73
2441.4,,-34.991,-270.6
2441.45,,-34.16,-264.89
2441.5,,-34.355,-265.87
2441.55,,-34.252,-265.27
2441.6,,-34.367,-266.04
2441.65,,-34.872,-269.85
2441.7,,-35.03,-271.25
2441.75,,-34.98,-271.02
2441.8,,-34.924,-271.07
2441.85,,-35.008,-271.36
2441.9,,-34.774,-268.89
2441.95,,-35.02,-271.49
2442,,-35.112,-272.77
2442.05,,-35.278,-273.51
2442.1,,-35.274,-273.59
2442.15,,-35.578,-276.64
2442.2,,-35.612,-277.06
2442.25,,-35.73,-277.76
2442.3,,-36.106,-280.29
2442.35,,-36.717,-284.69
2442.4,,-38.937,-301.39
2442.45,,-38.974,-302.21
2442.5,,-39.051,-302.89
2442.55,,-39.333,-305.04
2442.6,,-39.428,-305.31
2442.65,,-39.351,-304.91
2442.7,,-38.989,-302.06
2442.75,,-39.638,-307.03
2442.8,,-39.832,-308.64
2442.85,,-39.876,-309.09
2442.9,,-39.924,-309.57
2442.95,,-39.744,-307.99
2443,,-39.414,-305.89
2443.05,,-39.553,-306.62
2443.1,,-39.65,-307.46
2443.15,,-39.734,-308.1
2443.2,,-40.038,-310.54
2443.25,,-40.052,-310.71
2443.3,,-40.415,-313.19
2443.35,,-40.316,-313.04
2443.4,,-40.77,-316.23
2443.45,,-40.434,-313.63
2443.5,,-40.091,-311.22
2443.55,,-39.861,-310.21
2443.6,,-39.344,-305.51
2443.65,,-38.751,-301.61
2443.7,,-39.459,-306.6
2443.75,,-39.216,-304.22
2443.8,,-39.66,-307.72
2443.85,,-39.977,-309.77
2443.9,,-40.015,-310.1
2443.95,,-39.657,-307.67
2444,,-40.099,-311.08
2444.05,,-39.717,-307.79
2444.1,,-40.323,-313.27
2444.15,,-40.992,-318.02
2444.2,,-40.942,-318.12
2444.25,,-41.143,-319.15
2444.3,,-40.854,-317.12
2444.35,,-40.408,-313.78
2444.4,,-39.917,-309.73
2444.45,,-39.815,-309.18
2444.5,,-40.008,-310.27
2444.55,,-40.42,-313.7
2444.6,,-40.275,-312.95
2444.65,,-40.462,-314.63
2444.7,,-41.582,-322.89
2444.75,,-42.44,-330.52
2444.8,,-42.169,-328.45
2444.85,,-41.601,-324.45
2444.9,,-41.507,-324.01
2444.95,,-42.427,-331.26
2445,,-42.553,-332.36
2445.05,,-42.842,-335.46
2445.1,,-41.661,-326.58
2445.15,,-40.75,-319.84
2445.2,,-40.946,-322.06
2445.25,,-41.62,-326.67
2445.3,,-42.004,-330.08
2445.35,,-42.355,-332.39
2445.4,,-43.137,-337.79
2445.45,,-42.765,-334.55
2445.5,,-43.289,-338.6
2445.55,,-43.304,-338.91
2445.6,,-42.757,-334.56
2445.65,,-42.575,-333.05
2445.7,,-43.62,-340.18
2445.75,,-44.362,-345.9
2445.8,,-44.268,-344.88
2445.85,,-44.333,-345.43
2445.9,,-43.445,-339.59
2445.95,,-43.875,-341.15
2446,,-44.143,-344.17
2446.05,,-43.98,-343.16
2446.1,,-41.769,-327.19
2446.15,,-43.414,-339.01
2446.2,,-43.946,-343.03
2446.25,,-43.89,-342.83
2446.3,,-43.96,-343.28
2446.35,,-43.769,-342.12
2446.4,,-43.658,-342.37
2446.45,,-44.351,-346.42
2446.5,,-42.495,-333.67
2446.55,,-43.7,-341.21
2446.6,,-43.716,-341.19
2446.65,,-44.228,-344.95
2446.7,,-44.332,-345.57
2446.75,,-43.852,-343.3
2446.8,,-43.524,-340.69
2446.85,,-43.768,-342.37
2446.9,,-43.833,-342.73
2446.95,,-41.744,-328.03
2447,,-40.183,-315.59
2447.05,,-42.718,-334.43
2447.1,,-42.407,-331.99
2447.15,,-40.934,-321.16
2447.2,,-39.969,-314.3
2447.25,,-39.247,-307.95
2447.3,,-39.209,-307.96
2447.35,,-39.154,-307.95
2447.4,,-39.116,-309.68
2447.45,,-38.829,-306.72
2447.5,,-40.039,-314.73
2447.55,,-39.7,-312.52
2447.6,,-39.734,-313.06
2447.65,,-40.684,-319.23
2447.7,,-41.084,-322.06
2447.75,,-43.092,-336.68
2447.8,,-42.563,-333.01
2447.85,,-44.153,-343.77
2447.9,,-44.255,-345.5
2447.95,,-44.556,-347.66
2448,,-44.271,-345.84
2448.05,,-42.975,-336.15
2448.1,,-42.749,-334.6
2448.15,,-42.613,-333.33
2448.2,,-42.579,-333.01
2448.25,,-42.066,-329.87
2448.3,,-42.706,-334.97
2448.35,,-41.437,-326.17
2448.4,,-42.147,-330.4
2448.45,,-40.85,-319.95
2448.5,,-41.623,-326.87
2448.55,,-42.282,-332.25
2448.6,,-40.294,-316.36
2448.65,,-39.621,-311.5
2448.7,,-39.513,-310.48
2448.75,,-40.048,-314.35
2448.8,,-40.775,-320.15
2448.85,,-39.79,-312.75
2448.9,,-39.861,-312.88
2448.95,,-40.596,-318.25
2449,,-42.264,-330.67
2449.05,,-40.877,-320.61
2449.1,,-40.807,-320.29
2449.15,,-41.357,-324.8
2449.2,,-40.829,-320.25
2449.25,,-41.456,-324.3
2449.3,,-42.325,-330.65
2449.35,,-42.072,-329.42
2449.4,,-41.25,-323.3
2449.45,,-40.372,-316.41
2449.5,,-40.157,-315.24
2449.55,,-40.095,-314.9
2449.6,,-40.12,-315.06
2449.65,,-41.078,-322.19
2449.7,,-39.548,-311.06
2449.75,,-38.862,-305.92
2449.8,,-39.588,-310.94
2449.85,,-40.803,-320.04
2449.9,,-40.18,-316.35
2449.95,,-40.696,-319.04
2450,,-39.269,-309.08
2450.05,,-39.813,-312.48
2450.1,,-41.072,-321.83
2450.15,,-40.453,-317.99
2450.2,,-41.942,-328.97
2450.25,,-42.245,-331.52
2450.3,,-42.706,-334.64
2450.35,,-42.577,-333.88
2450.4,,-43.012,-336.23
2450.45,,-42.351,-332.41
2450.5,,-42.603,-334.98
2450.55,,-40.641,-318.82
2450.6,,-40.516,-318.46
2450.65,,-40.737,-319.53
2450.7,,-41.874,-328.26
2450.75,,-41.936,-328.42
2450.8,,-42.414,-332.84
2450.85,,-41.925,-328.74
2450.9,,-42.112,-330.13
2450.95,,-42.307,-331.44
2451,,-41.963,-329.26
2451.05,,-41.947,-328.77
2451.1,,-42.64,-334.65
2451.15,,-43.025,-337.29
2451.2,,-41.271,-324.37
2451.25,,-41.021,-320.55
2451.3,,-41.588,-324.91
2451.35,,-42.128,-329.05
2451.4,,-41.86,-327.08
2451.45,,-41.525,-324.96
2451.5,,-41.77,-326.28
2451.55,,-41.696,-326.19
2451.6,,-41.986,-328.23
2451.65,,-42.043,-328.86
2451.7,,-42.313,-331.44
2451.75,,-42.191,-330.41
2451.8,,-41.143,-323.41
2451.85,,-40.421,-317.29
2451.9,,-42.831,-335.38
2451.95,,-44.539,-347.51
2452,,-44.366,-346.51
2452.05,,-44.005,-344.38
2452.1,,-43.525,-341.17
2452.15,,-43.123,-338.12
2452.2,,-42.353,-331.34
2452.25,,-43.092,-336.67
2452.3,,-43.356,-338.62
2452.35,,-42.761,-334.48
2452.4,,-41.03,-320.28
2452.45,,-41.61,-324.32
2452.5,,-39.391,-308.27
2452.55,,-39.158,-306.51
2452.6,,-41.032,-320.2
2452.65,,-39.264,-307.2
2452.7,,-38.34,-300.7
2452.75,,-38.34,-300.42
2452.8,,-39.506,-308.71
2452.85,,-39.405,-308.39
2452.9,,-39.54,-309.39
2452.95,,-39.188,-306.89
2453,,-38.514,-301.99
2453.05,,-38.405,-301.43
2453.1,,-38.344,-300.85
2453.15,,-38.206,-299.72
2453.2,,-38.313,-300.52
2453.25,,-37.782,-296.15
2453.3,,-37.958,-298.53
2453.35,,-38.102,-299.12
2453.4,,-38.541,-302.25
2453.45,,-38.367,-300.68
2453.5,,-38.449,-302.2
2453.55,,-38.931,-304.75
2453.6,,-39.029,-305.12
2453.65,,-39.447,-308.72
2453.7,,-40.06,-313.42
2453.75,,-40.027,-313.32
2453.8,,-38.815,-305.5
2453.85,,-38.443,-301.55
2453.9,,-38.241,-300.42
2453.95,,-39.054,-305.65
2454,,-38.732,-303.58
2454.05,,-38.323,-301.2
2454.1,,-37.641,-294.36
2454.15,,-37.022,-290.93
2454.2,,-40.391,-314.51
2454.25,,-40.635,-316.34
2454.3,,-40.459,-315.63
2454.35,,-42.309,-329.12
2454.4,,-42.2,-327.96
2454.45,,-41.536,-323.84
2454.5,,-40.796,-318.84
2454.55,,-41.017,-319.88
2454.6,,-41.303,-321.83
2454.65,,-41.892,-328.05
2454.7,,-41.809,-325.45
2454.75,,-40.35,-315.09
2454.8,,-40.835,-318.33
2454.85,,-41.487,-322.96
2454.9,,-41.133,-322.73
2454.95,,-42.499,-330.99
2455,,-41.055,-320.5
2455.05,,-39.748,-310.88
2455.1,,-38.545,-301.84
2455.15,,-38.954,-304.74
2455.2,,-39.418,-308.05
2455.25,,-40.756,-319.18
2455.3,,-41.506,-324.12
2455.35,,-41.055,-320.75
2455.4,,-39.975,-312.61
2455.45,,-38.367,-300.92
2455.5,,-38.738,-303.46
2455.55,,-39.134,-306.35
2455.6,,-38.711,-302.81
2455.65,,-38.516,-302.06
2455.7,,-39.712,-309.89
2455.75,,-40.499,-317.67
2455.8,,-41.404,-322.8
2455.85,,-41.384,-322.28
2455.9,,-40.988,-321.66
2455.95,,-41.413,-324.62
2456,,-41.065,-321.34
2456.05,,-39.621,-310.82
2456.1,,-38.178,-300.3
2456.15,,-39.883,-312.28
2456.2,,-41.589,-324.25
2456.25,,-41.535,-324.06
2456.3,,-40.307,-314.11
2456.35,,-40.179,-313.24
2456.4,,-38.955,-302.97
2456.45,,-37.59,-292.49
2456.5,,-37.117,-290.5
2456.55,,-38.92,-302.04
2456.6,,-38.561,-299.32
2456.65,,-39.782,-308.33
2456.7,,-39.426,-305.59
2456.75,,-37.898,-294.55
2456.8,,-38.01,-295.2
2456.85,,-38.167,-296.2
2456.9,,-38.941,-302.45
2456.95,,-38.486,-298.69
2457,,-38.493,-299.08
2457.05,,-39.384,-306.84
2457.1,,-38.824,-301.64
2457.15,,-38.214,-296.41
2457.2,,-37.986,-295.46
2457.25,,-38.494,-298.68
2457.3,,-38.14,-297.05
2457.35,,-38.101,-296.61
2457.4,,-39.05,-303.24
2457.45,,-40.816,-317
2457.5,,-40.483,-315.48
2457.55,,-38.944,-302.95
2457.6,,-39.589,-308.32
2457.65,,-40.285,-314.92
2457.7,,-41.566,-323.63
2457.75,,-40.443,-315.86
2457.8,,-39.959,-311.8
2457.85,,-39.206,-306.62
2457.9,,-38.926,-303.44
2457.95,,-38.751,-300.85
2458,,-38.139,-297.36
2458.05,,-37.964,-295.55
2458.1,,-37.876,-295
2458.15,,-38.013,-295.51
2458.2,,-38.014,-295.28
2458.25,,-38.207,-296.8
2458.3,,-38.246,-297.16
2458.35,,-38.141,-296.56
2458.4,,-37.858,-295.04
2458.45,,-37.775,-294
2458.5,,-37.873,-295.17
2458.55,,-38.098,-295.86
2458.6,,-38.16,-296.37
2458.65,,-37.801,-293.87
2458.7,,-37.651,-293.26
2458.75,,-37.937,-294.14
2458.8,,-37.761,-293.38
2458.85,,-37.548,-292.28
2458.9,,-38.085,-295.91
2458.95,,-38.947,-303.73
2459,,-39.798,-310.6
2459.05,,-39.478,-307.5
2459.1,,-40.137,-313.61
2459.15,,-40.503,-317.09
2459.2,,-40.93,-318.69
2459.25,,-40.899,-318.69
2459.3,,-40.698,-317.5
2459.35,,-39.854,-310.5
2459.4,,-39.086,-303.51
2459.45,,-38.376,-298.19
2459.5,,-37.984,-295
2459.55,,-37.927,-294.08
2459.6,,-37.591,-291.77
2459.65,,-37.518,-291.4
2459.7,,-38.36,-297.57
2459.75,,-39.111,-304.04
2459.8,,-39.932,-310.48
2459.85,,-39.621,-309.14
2459.9,,-39.058,-303.95
2459.95,,-38.916,-303.21
2460,,-39.011,-303.78
2460.05,,-39.039,-303.92
2460.1,,-39.275,-305.84
2460.15,,-39.28,-307.23
2460.2,,-38.85,-304.5
2460.25,,-38.661,-302.72
2460.3,,-38.538,-302.56
2460.35,,-38.803,-303.54
2460.4,,-39.106,-305.99
2460.45,,-39.473,-308.77
2460.5,,-40.625,-318.03
2460.55,,-40.611,-317.37
2460.6,,-39.312,-308.53
2460.65,,-39.15,-306.26
2460.7,,-39.001,-305.21
2460.75,,-38.235,-299.64
2460.8,,-37.854,-297.73
2460.85,,-38.102,-299.81
2460.9,,-38.221,-300.58
2460.95,,-38.605,-302.7
2461,,-38.596,-302.6
2461.05,,-38.343,-301.65
2461.1,,-38.312,-301.79
2461.15,,-38.699,-303.75
2461.2,,-38.551,-303.14
2461.25,,-38.894,-305.06
2461.3,,-38.631,-304.02
2461.35,,-38.917,-304.75
2461.4,,-38.168,-301.58
2461.45,,-38.583,-303.07
2461.5,,-38.699,-303.62
2461.55,,-38.717,-304.1
2461.6,,-38.667,-303.78
2461.65,,-38.693,-303.56
2461.7,,-38.726,-304.01
2461.75,,-38.902,-305.22
2461.8,,-38.949,-305.83
2461.85,,-38.979,-305.84
2461.9,,-38.288,-300.67
2461.95,,-38.817,-305.11
2462,,-38.785,-304.96
2462.05,,-38.914,-305.69
2462.1,,-38.841,-305.21
2462.15,,-38.8,-304.74
2462.2,,-38.933,-306.15
2462.25,,-38.922,-305.99
2462.3,,-38.606,-303.54
2462.35,,-38.649,-303.66
2462.4,,-38.71,-304.07
2462.45,,-38.647,-303.7
2462.5,,-38.641,-303.71
2462.55,,-38.643,-303.92
2462.6,,-38.879,-305.52
2462.65,,-38.63,-303.69
2462.7,,-39.181,-307.36
2462.75,,-39.607,-309.48
2462.8,,-38.925,-304.03
2462.85,,-37.97,-295.98
2462.9,,-37.843,-293.52
2462.95,,-38.013,-294.64
2463,,-37.629,-292.72
2463.05,,-37.67,-292.67
2463.1,,-37.731,-292.91
2463.15,,-38.137,-296.23
2463.2,,-37.977,-295.11
2463.25,,-37.406,-290.21
2463.3,,-37.387,-289.67
2463.35,,-37.222,-289.24
2463.4,,-37.292,-289.91
2463.45,,-37.722,-293.08
2463.5,,-38.363,-298.25
2463.55,,-38.512,-300.73
2463.6,,-38.605,-300.79
2463.65,,-38.726,-302.3
2463.7,,-38.878,-303.64
2463.75,,-39.059,-304.96
2463.8,,-39.443,-308.3
2463.85,,-39.508,-308.75
2463.9,,-40.077,-313.46
2463.95,,-40.151,-314.09
2464,,-39.727,-311.48
2464.05,,-39.793,-311.77
2464.1,,-39.865,-311.94
2464.15,,-40.154,-314.1
2464.2,,-39.971,-312.64
2464.25,,-39.44,-308.73
2464.3,,-39.419,-308.63
2464.35,,-38.922,-305.32
2464.4,,-39.055,-306.08
2464.45,,-39.049,-306.44
2464.5,,-39.295,-307.75
2464.55,,-39.369,-308.32
2464.6,,-39.44,-308.6
2464.65,,-39.388,-308.19
2464.7,,-39.318,-308.26
2464.75,,-39.325,-308.52
2464.8,,-39.145,-307.04
2464.85,,-39.161,-306.9
2464.9,,-41.495,-324.16
2464.95,,-42.651,-333.71
2465,,-42.052,-329.19
2465.05,,-41.984,-329.91
2465.1,,-43.358,-338.99
2465.15,,-41.677,-326.68
2465.2,,-41.616,-325.44
2465.25,,-41.686,-326.33
2465.3,,-42.523,-333.08
2465.35,,-43.231,-337.95
2465.4,,-43.805,-343.28
2465.45,,-44.644,-348.66
2465.5,,-43.858,-343.25
2465.55,,-43.484,-341.05
2465.6,,-43.338,-339.19
2465.65,,-42.415,-331.74
2465.7,,-42.507,-334.89
2465.75,,-43.453,-340.11
2465.8,,-42.967,-335.99
2465.85,,-41.739,-327.23
2465.9,,-41.577,-324.96
2465.95,,-41.008,-322.44
2466,,-41.605,-326.78
2466.05,,-42.921,-336.33
2466.1,,-42.379,-332.85
2466.15,,-42.641,-334.18
2466.2,,-42.092,-331.47
2466.25,,-42.481,-332.99
2466.3,,-40.984,-322.1
2466.35,,-42.342,-331.17
2466.4,,-42.954,-336.32
2466.45,,-42.164,-329.94
2466.5,,-42.79,-334.54
2466.55,,-41.828,-327.86
2466.6,,-41.61,-327.65
2466.65,,-41.658,-327.61
2466.7,,-42.612,-332.86
2466.75,,-42.733,-334.03
2466.8,,-42.47,-332.15
2466.85,,-41.92,-330.1
2466.9,,-42.327,-332.81
2466.95,,-43.009,-336.42
2467,,-43.859,-342.58
2467.05,,-44.103,-344.27
2467.1,,-44.13,-344.49
2467.15,,-44.22,-344.71
2467.2,,-44.12,-343.96
2467.25,,-43.729,-341.38
2467.3,,-42.97,-335.38
2467.35,,-43.872,-342.4
2467.4,,-44.409,-346.23
2467.45,,-44.594,-347.78
2467.5,,-44.569,-347.37
2467.55,,-44.178,-344.83
2467.6,,-44.272,-345.14
2467.65,,-44.474,-347.01
2467.7,,-44.534,-347.52
2467.75,,-44.562,-347.5
2467.8,,-44.557,-347.65
2467.85,,-44.598,-347.8
2467.9,,-44.572,-347.79
2467.95,,-44.176,-344.74
2468,,-43.296,-338.29
2468.05,,-42.695,-334.21
2468.1,,-42.145,-330.49
2468.15,,-42.732,-333.96
2468.2,,-42.872,-335.69
2468.25,,-43.586,-340.55
2468.3,,-43.605,-340.74
2468.35,,-43.469,-339.7
2468.4,,-43.91,-342.81
2468.45,,-43.087,-336.86
2468.5,,-44.442,-347.15
2468.55,,-44.611,-348.43
2468.6,,-44.2,-345.76
2468.65,,-41.939,-328.86
2468.7,,-43.491,-340.51
2468.75,,-43.383,-339.52
2468.8,,-42.729,-334.35
2468.85,,-42.593,-332.92
2468.9,,-42.439,-332.62
2468.95,,-42.865,-335.35
2469,,-41.92,-328.3
2469.05,,-41.447,-325.03
2469.1,,-42.725,-334.27
2469.15,,-42.756,-334.63
2469.2,,-42.614,-333.37
2469.25,,-42.433,-331.98
2469.3,,-43.102,-337
2469.35,,-43.945,-344.11
2469.4,,-43.587,-340.85
2469.45,,-43.269,-338.29
2469.5,,-43.454,-339.98
2469.55,,-43.765,-342.41
2469.6,,-43.474,-340.18
2469.65,,-43.604,-341.49
2469.7,,-43.51,-340.47
2469.75,,-43.918,-343.91
2469.8,,-44.092,-344.36
2469.85,,-42.647,-333.04
2469.9,,-43.028,-336.39
2469.95,,-42.964,-335.81
2470,,-42.502,-332.21
2470.05,,-42.461,-332.01
2470.1,,-43.429,-339.85
2470.15,,-44.306,-347.31
2470.2,,-44.575,-348.2
2470.25,,-44.201,-345.78
2470.3,,-44.205,-346.18
2470.35,,-43.797,-343.42
2470.4,,-43.116,-337.69
2470.45,,-42.436,-332.88
2470.5,,-43.396,-339.26
2470.55,,-43.884,-343.35
2470.6,,-43.865,-343.5
2470.65,,-43.735,-343.49
2470.7,,-43.121,-337.95
2470.75,,-42.791,-334.66
2470.8,,-42.907,-335.65
2470.85,,-42.809,-334.88
2470.9,,-43.36,-339.25
2470.95,,-43.337,-339
2471,,-43.602,-341.11
2471.05,,-43.594,-341.15
2471.1,,-43.941,-344.3
2471.15,,-44.04,-345.01
2471.2,,-44.087,-345.03
2471.25,,-43.456,-341.34
2471.3,,-43.286,-339.48
2471.35,,-43.187,-338.34
2471.4,,-43.918,-343.72
2471.45,,-41.841,-328.35
2471.5,,-39.237,-308.13
2471.55,,-39.446,-309.09
2471.6,,-39.663,-310.89
2471.65,,-39.786,-311.99
2471.7,,-39.765,-311.86
2471.75,,-39.349,-308.61
2471.8,,-39.247,-307.78
2471.85,,-40.924,-321.54
2471.9,,-44.126,-345.19
2471.95,,-44.37,-347.29
2472,,-43.318,-339.34
2472.05,,-42.084,-330.05
2472.1,,-43.014,-336.82
