# DESCRIPTION:
# Reference: Hodell, D.A., H.F. Evans, J.E.T. Channell, and J.H. Curtis. 2010. Phase relationships of North Atlantic ice-rafted debris and surface-deep climate proxies during the last glacial period. Quaternary Science Reviews, Vol. 29, pp. 3875-3886, https://doi.org/10.1016/j.quascirev.2010.09.006
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/11821. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth (cm),Age (kyrs SFCP04),log(K/Ti),3pt smooth log(K/Ti),Zr/Sr,3 pt smooth (Zr/Sr)
785.75,27.679,0.26889,0.24809,0.49046,0.46399
786,27.715,0.25007,0.2545,0.51079,0.47833
786.25,27.75,0.24174,0.24898,0.512,0.48468
786.5,27.786,0.2617,0.23916,0.44398,0.45545
786.75,27.822,0.22251,0.23325,0.46617,0.43027
787,27.858,0.2198,0.22834,0.34429,0.40759
787.25,27.893,0.22052,0.2205,0.38489,0.41328
787.5,27.929,0.21718,0.22472,0.3986,0.41262
787.75,27.965,0.2225,0.22701,0.47243,0.4325
788,28.001,0.2436,0.22933,0.46286,0.4474
788.25,28.036,0.23122,0.23316,0.44372,0.45893
788.5,28.072,0.23217,0.23821,0.45939,0.46591
788.75,28.108,0.23628,0.23741,0.45623,0.49731
789,28.144,0.24777,0.23927,0.50733,0.51471
789.25,28.179,0.23958,0.24356,0.61986,0.53077
789.5,28.215,0.24056,0.24101,0.53073,0.55253
789.75,28.251,0.25361,0.23947,0.5397,0.56707
790,28.287,0.22356,0.24573,0.565,0.56837
790.25,28.322,0.24005,0.25314,0.58003,0.56996
790.5,28.358,0.27087,0.26047,0.62639,0.56392
790.75,28.394,0.27762,0.27628,0.53867,0.53939
791,28.43,0.29025,0.28995,0.50951,0.51647
791.25,28.465,0.30263,0.29058,0.44237,0.49983
791.5,28.501,0.30837,0.28545,0.4654,0.49206
791.75,28.537,0.27404,0.27919,0.54318,0.49707
792,28.572,0.25194,0.27122,0.49986,0.5311
792.25,28.608,0.25896,0.2524,0.53454,0.51869
792.5,28.644,0.26278,0.23453,0.6125,0.49675
792.75,28.68,0.21428,0.21503,0.40339,0.48117
793,28.715,0.18471,0.19894,0.43347,0.46861
793.25,28.751,0.15443,0.19364,0.42193,0.45562
793.5,28.787,0.17851,0.19793,0.47174,0.46114
793.75,28.823,0.23627,0.21464,0.54757,0.4624
794,28.858,0.23574,0.23932,0.43099,0.46847
794.25,28.894,0.26827,0.26158,0.43976,0.45395
794.5,28.93,0.27781,0.26899,0.45231,0.44545
794.75,28.966,0.28983,0.27486,0.39912,0.463
795,29.001,0.27329,0.27245,0.50509,0.48062
795.25,29.037,0.26511,0.2624,0.51875,0.47872
795.5,29.073,0.25622,0.25994,0.52782,0.49814
795.75,29.109,0.22755,0.2666,0.44284,0.48124
796,29.144,0.27752,0.27074,0.49619,0.45317
796.25,29.18,0.3066,0.27476,0.42058,0.41496
796.5,29.216,0.28581,0.28785,0.37844,0.40891
796.75,29.251,0.27631,0.28905,0.33672,0.38625
797,29.287,0.29302,0.28743,0.41262,0.37132
797.25,29.323,0.28354,0.28873,0.38288,0.3557
797.5,29.359,0.29846,0.2922,0.34596,0.35763
797.75,29.394,0.29233,0.2907,0.30032,0.37732
798,29.43,0.29366,0.29202,0.34638,0.40331
798.25,29.466,0.28554,0.28776,0.51108,0.40525
798.5,29.502,0.29013,0.28379,0.51281,0.40594
798.75,29.537,0.27713,0.27365,0.35567,0.40739
799,29.573,0.27248,0.26614,0.30375,0.39603
799.25,29.609,0.24296,0.25987,0.35364,0.37871
799.5,29.645,0.24801,0.25935,0.4543,0.40657
799.75,29.68,0.25879,0.26296,0.42619,0.4282
800,29.716,0.27451,0.2738,0.49498,0.44351
800.25,29.752,0.29057,0.28493,0.41188,0.45126
800.5,29.788,0.29712,0.2936,0.43021,0.48163
800.75,29.823,0.30366,0.29787,0.49304,0.47715
801,29.859,0.30215,0.30196,0.57806,0.49057
801.25,29.895,0.29586,0.30392,0.47256,0.48761
801.5,29.931,0.31099,0.30606,0.47899,0.4798
801.75,29.966,0.30694,0.30803,0.41541,0.46641
802,30.002,0.31438,0.31228,0.45398,0.46256
802.25,30.038,0.31198,0.30978,0.51114,0.46062
802.5,30.073,0.31714,0.30431,0.45329,0.46948
802.75,30.109,0.29848,0.29956,0.46928,0.47718
803,30.145,0.2796,0.2902,0.45971,0.48297
803.25,30.181,0.2906,0.27445,0.49247,0.49345
803.5,30.216,0.26519,0.26311,0.5401,0.49459
803.75,30.252,0.23841,0.2503,0.50568,0.49676
804,30.288,0.24177,0.24159,0.47499,0.49237
804.25,30.324,0.21555,0.23961,0.47055,0.48208
804.5,30.359,0.24704,0.24764,0.47051,0.47723
804.75,30.395,0.2553,0.261,0.48864,0.4816
805,30.431,0.27853,0.27277,0.48146,0.45843
805.25,30.467,0.30858,0.27975,0.49683,0.4217
805.5,30.502,0.27438,0.28103,0.35473,0.38835
805.75,30.538,0.28197,0.27851,0.28686,0.35267
806,30.574,0.2617,0.27299,0.32187,0.34314
806.25,30.61,0.26593,0.27943,0.30308,0.39006
806.5,30.645,0.28099,0.28642,0.44916,0.45577
806.75,30.681,0.30657,0.29161,0.58934,0.50216
807,30.717,0.31692,0.29801,0.61538,0.5548
807.25,30.752,0.28762,0.30348,0.55384,0.57146
807.5,30.788,0.29796,0.30905,0.56628,0.56769
807.75,30.824,0.3083,0.31168,0.53246,0.54761
808,30.86,0.33443,0.31871,0.57047,0.55246
808.25,30.895,0.3301,0.32574,0.51501,0.54239
808.5,30.931,0.32275,0.33074,0.57807,0.54628
808.75,30.967,0.33311,0.33096,0.51594,0.53406
809,31.003,0.33331,0.32621,0.5519,0.55242
809.25,31.038,0.33555,0.32198,0.50937,0.52804
809.5,31.074,0.30634,0.32062,0.6068,0.4992
809.75,31.11,0.3016,0.31763,0.45617,0.45898
810,31.146,0.32628,0.30409,0.37174,0.45366
810.25,31.181,0.31838,0.2962,0.35079,0.43212
810.5,31.217,0.26784,0.28574,0.48278,0.44332
810.75,31.253,0.2669,0.25889,0.4991,0.47643
811,31.289,0.2493,0.23846,0.51221,0.50828
811.25,31.324,0.19205,0.23173,0.53729,0.51474
811.5,31.36,0.21621,0.22089,0.51002,0.5386
811.75,31.396,0.2342,0.21778,0.5151,0.54418
812,31.432,0.21271,0.22283,0.61836,0.55429
812.25,31.467,0.23371,0.22552,0.54012,0.54318
812.5,31.503,0.21729,0.23718,0.58785,0.4983
812.75,31.539,0.22968,0.24832,0.45447,0.41746
813,31.574,0.29252,0.25317,0.29067,0.35838
813.25,31.61,0.26842,0.26296,0.21421,0.28287
813.5,31.646,0.25793,0.26873,0.24469,0.23243
813.75,31.682,0.26625,0.26501,0.2103,0.21819
814,31.717,0.25854,0.2652,0.2023,0.21618
814.25,31.753,0.27393,0.271,0.21944,0.20747
814.5,31.789,0.26936,0.27314,0.20417,0.20695
814.75,31.825,0.28692,0.27705,0.20112,0.21024
815,31.86,0.27697,0.28223,0.20774,0.21354
815.25,31.896,0.27804,0.28644,0.21875,0.21797
815.5,31.932,0.29983,0.28555,0.23592,0.22926
815.75,31.968,0.29041,0.28939,0.22631,0.23877
816,32.003,0.28247,0.29106,0.25759,0.23846
816.25,32.039,0.29621,0.28588,0.25525,0.23541
816.5,32.075,0.28634,0.2837,0.21724,0.23268
816.75,32.111,0.27398,0.27994,0.22065,0.23289
817,32.146,0.27952,0.27267,0.21269,0.2317
817.25,32.182,0.26367,0.27011,0.25861,0.23534
817.5,32.218,0.25983,0.27341,0.24933,0.24314
817.75,32.253,0.27358,0.27749,0.23544,0.24682
818,32.289,0.29044,0.28568,0.25965,0.24561
818.25,32.325,0.29995,0.28996,0.23108,0.24475
818.5,32.361,0.30462,0.29256,0.25257,0.24644
818.75,32.396,0.28122,0.29321,0.24502,0.25292
819,32.432,0.28656,0.29,0.24389,0.26551
819.25,32.468,0.29372,0.28456,0.29204,0.28823
819.5,32.504,0.28389,0.28855,0.29401,0.32257
819.75,32.539,0.27743,0.29014,0.36622,0.35397
820,32.575,0.30112,0.28688,0.41671,0.38493
820.25,32.611,0.29456,0.287,0.40087,0.41231
820.5,32.647,0.27741,0.2917,0.44686,0.41678
820.75,32.682,0.28446,0.29206,0.43088,0.41132
821,32.718,0.30096,0.29194,0.38855,0.40222
821.25,32.754,0.30295,0.29839,0.38945,0.37612
821.5,32.79,0.29395,0.29924,0.35536,0.3498
821.75,32.825,0.30966,0.29758,0.31633,0.343
822,32.861,0.28867,0.2936,0.29929,0.33371
822.25,32.897,0.29265,0.28994,0.35454,0.32965
822.5,32.933,0.28308,0.28376,0.34303,0.32892
822.75,32.968,0.27566,0.28004,0.33503,0.32971
823,33.004,0.27873,0.28016,0.31269,0.31153
823.25,33.04,0.27011,0.28005,0.30325,0.29929
823.5,33.075,0.29321,0.2803,0.26366,0.28668
823.75,33.111,0.28252,0.27701,0.2818,0.28
824,33.147,0.27695,0.28032,0.27203,0.27809
824.25,33.183,0.26228,0.27327,0.27925,0.29012
824.5,33.218,0.28665,0.27378,0.29371,0.30131
824.75,33.254,0.25797,0.27127,0.32383,0.30808
825,33.29,0.28505,0.27083,0.33771,0.32095
825.25,33.326,0.26441,0.26189,0.30589,0.34853
825.5,33.361,0.26009,0.25659,0.34359,0.37317
825.75,33.397,0.24194,0.24764,0.43163,0.41001
826,33.433,0.23145,0.24048,0.44702,0.44289
826.25,33.469,0.24031,0.23136,0.52194,0.46546
826.5,33.504,0.22862,0.22833,0.47025,0.48062
826.75,33.54,0.21448,0.21528,0.45648,0.49896
827,33.576,0.22678,0.20867,0.50743,0.49379
827.25,33.612,0.16623,0.21078,0.53869,0.49027
827.5,33.647,0.20723,0.21165,0.49608,0.49135
827.75,33.683,0.23917,0.2045,0.45265,0.49492
828,33.719,0.21882,0.21745,0.46191,0.48249
828.25,33.754,0.19106,0.22783,0.52527,0.46956
828.5,33.79,0.23099,0.23536,0.47657,0.4622
828.75,33.826,0.25908,0.24963,0.43138,0.43062
829,33.862,0.27685,0.26955,0.41588,0.39273
829.25,33.897,0.29016,0.28204,0.30399,0.4002
829.5,33.933,0.29069,0.29541,0.33582,0.42016
829.75,33.969,0.29343,0.30854,0.51392,0.44716
834.7,34.677,0.3259,0.32171,0.53119,0.49675
834.75,34.684,0.34252,0.33914,0.5509,0.53645
835,34.719,0.35602,0.34928,0.5519,0.54383
835.25,34.755,0.37784,0.35582,0.53434,0.5476
835.5,34.791,0.34412,0.35625,0.5508,0.50544
835.75,34.827,0.35858,0.34523,0.55008,0.46464
836,34.862,0.34469,0.32615,0.34008,0.43942
836.25,34.898,0.30091,0.31394,0.34788,0.42311
836.5,34.934,0.28244,0.29239,0.40827,0.41218
836.75,34.97,0.28309,0.26506,0.46924,0.41012
837,35.005,0.25083,0.24055,0.49544,0.41323
837.25,35.041,0.20802,0.2218,0.32979,0.39772
837.5,35.077,0.17834,0.19962,0.36339,0.37638
837.75,35.113,0.18872,0.17855,0.33075,0.35196
838,35.148,0.17215,0.17216,0.36253,0.35523
838.25,35.184,0.14549,0.1751,0.37334,0.35286
838.5,35.22,0.17609,0.1693,0.34612,0.35936
838.75,35.256,0.19302,0.16743,0.35157,0.35039
839,35.291,0.15973,0.17191,0.36325,0.342
839.25,35.327,0.1628,0.17088,0.31769,0.33966
839.5,35.363,0.16792,0.16903,0.33138,0.32886
839.75,35.398,0.17091,0.18098,0.3344,0.31101
840,35.434,0.18378,0.18516,0.29757,0.31364
840.25,35.47,0.21951,0.17762,0.27401,0.31147
840.5,35.506,0.1837,0.17338,0.33083,0.29417
840.75,35.541,0.13021,0.17013,0.32055,0.28924
841,35.577,0.14969,0.16301,0.24789,0.29935
841.25,35.613,0.16756,0.15663,0.27293,0.30018
841.5,35.649,0.18391,0.16465,0.32453,0.32403
841.75,35.684,0.15177,0.16492,0.33501,0.35897
842,35.72,0.1703,0.1696,0.43979,0.39159
842.25,35.756,0.15108,0.16774,0.42258,0.41395
842.5,35.792,0.19092,0.16924,0.43601,0.42128
842.75,35.827,0.17465,0.16388,0.43633,0.4234
843,35.863,0.15923,0.16892,0.37171,0.4203
843.25,35.899,0.14353,0.15906,0.45039,0.4197
843.5,35.935,0.17628,0.15457,0.40709,0.41042
843.75,35.97,0.14163,0.1573,0.43299,0.40167
844,36.006,0.15219,0.16048,0.38994,0.37305
844.25,36.042,0.17285,0.15742,0.32795,0.3495
844.5,36.077,0.15945,0.16271,0.3073,0.31948
844.75,36.113,0.16099,0.16929,0.28933,0.30521
845,36.149,0.16808,0.17048,0.28286,0.30411
845.25,36.185,0.18506,0.17091,0.31862,0.30543
845.5,36.22,0.17881,0.17222,0.32242,0.30915
845.75,36.256,0.1616,0.17332,0.3139,0.31208
846,36.292,0.16756,0.17175,0.30793,0.30549
846.25,36.328,0.17358,0.17372,0.29754,0.29942
846.5,36.363,0.17722,0.18129,0.28564,0.30139
846.75,36.399,0.18867,0.18835,0.2921,0.30333
847,36.435,0.19944,0.19252,0.32372,0.30883
847.25,36.471,0.20285,0.19884,0.31767,0.31645
847.5,36.506,0.19441,0.20659,0.32504,0.32203
847.75,36.542,0.2088,0.21072,0.32372,0.32933
848,36.578,0.22745,0.21453,0.31999,0.32598
848.25,36.614,0.2201,0.21844,0.36022,0.31362
848.5,36.649,0.22189,0.22177,0.30091,0.30434
848.75,36.685,0.21397,0.22061,0.26325,0.28995
849,36.721,0.22546,0.22046,0.27733,0.27089
849.25,36.757,0.22163,0.21924,0.24805,0.27266
849.5,36.792,0.21933,0.22064,0.26492,0.27681
849.75,36.828,0.21581,0.21859,0.30974,0.2707
850,36.864,0.22097,0.21374,0.28402,0.29002
850.25,36.899,0.2152,0.21069,0.24679,0.31348
850.5,36.935,0.1974,0.21461,0.34463,0.3121
850.75,36.971,0.20408,0.22077,0.38224,0.30571
851,37.007,0.23541,0.22421,0.30284,0.31062
851.25,37.042,0.25174,0.23005,0.25205,0.29407
851.5,37.078,0.23241,0.23584,0.27136,0.26959
851.75,37.114,0.22659,0.23422,0.26183,0.26164
852,37.15,0.23306,0.23626,0.25988,0.2638
852.25,37.185,0.22728,0.23697,0.26309,0.25834
852.5,37.221,0.26194,0.24026,0.26283,0.26248
852.75,37.257,0.23599,0.24249,0.24407,0.26564
853,37.293,0.243,0.24748,0.28254,0.26574
853.25,37.328,0.24421,0.23752,0.27566,0.27259
853.5,37.364,0.25224,0.22934,0.26359,0.29355
853.75,37.4,0.21215,0.22353,0.29711,0.30395
854,37.436,0.19511,0.22294,0.34884,0.29717
854.25,37.471,0.21392,0.21546,0.33453,0.29198
854.5,37.507,0.24128,0.21537,0.24178,0.28059
854.75,37.543,0.21483,0.2077,0.23764,0.25921
855,37.578,0.21173,0.20269,0.24018,0.24558
855.25,37.614,0.15672,0.18906,0.24193,0.24921
855.5,37.65,0.1889,0.19011,0.26638,0.25462
855.75,37.686,0.17312,0.18867,0.2599,0.2583
856,37.721,0.2201,0.20036,0.2647,0.26129
856.25,37.757,0.20453,0.19856,0.25859,0.25833
856.5,37.793,0.21513,0.19992,0.25686,0.27209
856.75,37.829,0.17992,0.18781,0.2516,0.27825
857,37.864,0.17995,0.18337,0.32871,0.27879
857.25,37.9,0.15952,0.1749,0.2955,0.27885
857.5,37.936,0.18234,0.17714,0.26127,0.2865
857.75,37.972,0.17278,0.18483,0.25718,0.27381
858,38.007,0.19111,0.20894,0.28985,0.26955
858.25,38.043,0.21842,0.2386,0.26526,0.27471
858.5,38.079,0.28003,0.25444,0.27417,0.28196
858.75,38.115,0.33065,0.25495,0.28708,0.27998
859,38.15,0.252,0.24559,0.29345,0.28273
859.25,38.186,0.19365,0.23174,0.27992,0.28085
859.5,38.222,0.17161,0.19622,0.27903,0.27169
859.75,38.257,0.21077,0.18531,0.26478,0.26267
860,38.293,0.15308,0.18853,0.24128,0.25419
860.25,38.329,0.19744,0.19311,0.24836,0.24883
860.5,38.365,0.20974,0.19323,0.23752,0.24977
860.75,38.4,0.19452,0.20555,0.25223,0.25294
861,38.436,0.21138,0.21095,0.26948,0.25472
861.25,38.472,0.21469,0.21524,0.25713,0.25684
861.5,38.508,0.22442,0.21811,0.25723,0.26817
861.75,38.543,0.2312,0.22215,0.24815,0.27971
862,38.579,0.20886,0.22773,0.30886,0.2879
862.25,38.615,0.23155,0.23133,0.32715,0.29932
862.5,38.651,0.24259,0.23153,0.29812,0.31005
862.75,38.686,0.24244,0.23379,0.31431,0.31661
863,38.722,0.23218,0.23409,0.30183,0.31034
863.25,38.758,0.22018,0.23119,0.34166,0.3113
863.5,38.794,0.23305,0.23184,0.2958,0.30965
863.75,38.829,0.2281,0.2323,0.30291,0.30428
864,38.865,0.2457,0.23223,0.30604,0.29525
864.25,38.901,0.23446,0.22826,0.27497,0.29707
864.5,38.937,0.21985,0.22493,0.29654,0.29719
864.75,38.972,0.2132,0.22399,0.30489,0.30079
865,39.008,0.21145,0.22189,0.30349,0.30966
865.25,39.016,0.24099,0.22019,0.32407,0.30942
865.5,39.023,0.22396,0.22073,0.31929,0.31025
865.75,39.031,0.21137,0.21929,0.29538,0.30674
866,39.039,0.2159,0.21793,0.30903,0.30517
866.25,39.046,0.20424,0.20753,0.28592,0.30914
866.5,39.054,0.23418,0.20185,0.31622,0.31146
866.75,39.062,0.17195,0.19488,0.33917,0.31338
867,39.069,0.18297,0.19407,0.30697,0.32948
867.25,39.077,0.18105,0.18357,0.31864,0.33847
867.5,39.085,0.20021,0.18233,0.36639,0.34338
867.75,39.092,0.18166,0.17918,0.36117,0.34891
868,39.1,0.16578,0.17675,0.36374,0.35196
868.25,39.108,0.16721,0.16969,0.33459,0.35845
868.5,39.116,0.16888,0.16889,0.33391,0.36221
868.75,39.123,0.16493,0.1691,0.39887,0.35699
869,39.131,0.17767,0.17056,0.37993,0.36436
869.25,39.139,0.16682,0.17524,0.33764,0.37959
869.5,39.146,0.1745,0.17883,0.37144,0.3836
869.75,39.154,0.1923,0.18484,0.41009,0.38175
870,39.162,0.18288,0.1882,0.41891,0.3807
870.25,39.169,0.2077,0.19009,0.37066,0.36714
870.5,39.177,0.18362,0.19278,0.33238,0.34073
870.75,39.185,0.18397,0.19745,0.30366,0.31913
871,39.192,0.20571,0.19703,0.27804,0.30267
871.25,39.2,0.20625,0.20237,0.31089,0.31131
871.5,39.208,0.20559,0.20544,0.28839,0.32264
871.75,39.215,0.21034,0.20406,0.37558,0.33681
872,39.223,0.19932,0.20746,0.36028,0.35016
872.25,39.231,0.1988,0.22022,0.34892,0.36261
872.5,39.238,0.22327,0.23054,0.37762,0.36358
872.75,39.246,0.26937,0.23982,0.35063,0.36893
873,39.254,0.26193,0.25402,0.38043,0.37543
873.25,39.261,0.24574,0.25401,0.38706,0.36991
873.5,39.269,0.26978,0.24398,0.38139,0.37373
873.75,39.277,0.22324,0.23009,0.35005,0.36326
874,39.284,0.21919,0.22053,0.36969,0.36309
874.25,39.292,0.19252,0.21269,0.32808,0.37145
874.5,39.3,0.19792,0.21583,0.38624,0.37391
874.75,39.308,0.2306,0.22108,0.42321,0.37205
875,39.315,0.23894,0.229,0.36234,0.38821
875.25,39.323,0.24542,0.23849,0.36041,0.3929
875.5,39.331,0.23215,0.2459,0.40884,0.39033
875.75,39.338,0.24535,0.24986,0.40968,0.39339
876,39.346,0.26764,0.25481,0.4104,0.41741
876.25,39.354,0.25875,0.26239,0.37763,0.45298
876.5,39.361,0.27015,0.26631,0.4805,0.46769
876.75,39.369,0.27004,0.27039,0.58667,0.49444
877,39.377,0.26497,0.27248,0.48326,0.52591
877.25,39.384,0.28803,0.26893,0.54417,0.52803
877.5,39.392,0.26923,0.26344,0.53493,0.50457
877.75,39.4,0.25237,0.25695,0.49115,0.49419
878,39.407,0.2426,0.24563,0.46934,0.46861
878.25,39.415,0.23253,0.24034,0.43136,0.45537
878.5,39.423,0.23141,0.2358,0.41626,0.44207
878.75,39.43,0.24278,0.23505,0.46877,0.42888
879,39.438,0.22967,0.2385,0.4246,0.38905
879.25,39.446,0.23884,0.24289,0.40339,0.34904
879.5,39.453,0.2498,0.24488,0.23223,0.30334
879.75,39.461,0.25338,0.24933,0.2162,0.26247
880,39.469,0.25268,0.25126,0.2403,0.22931
880.25,39.476,0.25196,0.25761,0.22025,0.23374
880.5,39.484,0.24849,0.2609,0.23759,0.23812
880.75,39.492,0.28152,0.2585,0.25436,0.24689
881,39.5,0.26986,0.26214,0.2381,0.26287
881.25,39.507,0.24068,0.26519,0.28413,0.29424
881.5,39.515,0.27012,0.26464,0.30017,0.33297
881.75,39.523,0.26378,0.26577,0.39446,0.38363
882,39.53,0.27876,0.27076,0.44799,0.442
882.25,39.538,0.27553,0.27626,0.4914,0.50864
882.5,39.546,0.26559,0.27746,0.57595,0.55542
882.75,39.553,0.29763,0.28138,0.6334,0.61337
883,39.561,0.2698,0.27863,0.62835,0.65862
883.25,39.569,0.29836,0.28137,0.73773,0.68857
883.5,39.576,0.26179,0.28289,0.71766,0.6869
883.75,39.584,0.27927,0.29547,0.72568,0.69161
884,39.592,0.30525,0.29887,0.62505,0.67069
884.25,39.599,0.33269,0.31282,0.6519,0.65916
884.5,39.607,0.31534,0.32736,0.63314,0.63904
884.75,39.615,0.33153,0.33362,0.66001,0.64376
885,39.622,0.35197,0.33404,0.62512,0.63639
885.25,39.63,0.33656,0.34133,0.64866,0.64433
885.5,39.638,0.33481,0.34536,0.61505,0.63928
885.75,39.645,0.35175,0.34887,0.67284,0.64828
886,39.653,0.3517,0.35191,0.63475,0.64853
886.25,39.661,0.36954,0.35254,0.67011,0.6562
886.5,39.668,0.35176,0.35554,0.64993,0.67235
886.75,39.676,0.33793,0.35087,0.65337,0.69862
887,39.684,0.36677,0.34597,0.75361,0.71417
887.25,39.692,0.32833,0.34902,0.76609,0.72175
887.5,39.699,0.34508,0.35241,0.74788,0.72723
887.75,39.707,0.367,0.35103,0.68783,0.70227
888,39.715,0.35488,0.36006,0.68072,0.65963
888.25,39.722,0.35987,0.35784,0.62883,0.6242
888.5,39.73,0.37349,0.35477,0.55291,0.62075
888.75,39.738,0.33396,0.35402,0.57069,0.60086
889,39.745,0.35164,0.34757,0.67057,0.59468
889.25,39.753,0.35111,0.34043,0.58132,0.60289
889.5,39.761,0.32763,0.3408,0.59792,0.60295
889.75,39.768,0.3378,0.32526,0.59393,0.57981
890,39.776,0.33579,0.30523,0.57103,0.57749
890.25,39.801,0.27394,0.28925,0.55488,0.59618
890.5,39.825,0.25096,0.25673,0.56969,0.59038
890.75,39.85,0.24776,0.23591,0.69138,0.58363
891,39.875,0.17522,0.22491,0.56491,0.58501
891.25,39.899,0.23168,0.22729,0.53729,0.57755
891.5,39.924,0.21893,0.22894,0.5618,0.53406
891.75,39.949,0.26288,0.24442,0.53237,0.53023
892,39.974,0.256,0.23855,0.47395,0.53547
892.25,39.998,0.25261,0.23269,0.54573,0.5269
892.5,40.023,0.20234,0.217,0.5635,0.54372
892.75,40.048,0.18963,0.20305,0.51896,0.56951
893,40.072,0.18441,0.18003,0.61644,0.57917
893.25,40.097,0.18628,0.16689,0.60291,0.59056
893.5,40.122,0.13749,0.1675,0.59405,0.60734
893.75,40.146,0.13662,0.17476,0.62042,0.62436
894,40.171,0.19272,0.18422,0.6029,0.60793
894.25,40.196,0.2207,0.21209,0.70151,0.60041
894.5,40.22,0.23356,0.23739,0.52077,0.60193
894.75,40.245,0.27685,0.24804,0.55644,0.57864
895,40.27,0.2631,0.25902,0.62803,0.53449
895.25,40.294,0.24598,0.2716,0.48644,0.53504
895.5,40.319,0.27563,0.28008,0.48079,0.52473
895.75,40.344,0.29642,0.29353,0.52352,0.51477
896,40.369,0.31927,0.30873,0.50487,0.50716
896.25,40.393,0.33036,0.3115,0.57822,0.51393
896.5,40.418,0.32197,0.30885,0.44837,0.49596
896.75,40.443,0.2895,0.29614,0.51464,0.48904
897,40.467,0.28313,0.27694,0.43369,0.4606
897.25,40.492,0.25572,0.2586,0.4703,0.47103
897.5,40.517,0.23436,0.24653,0.43599,0.46361
897.75,40.541,0.23032,0.23314,0.50054,0.47838
898,40.566,0.22911,0.22815,0.47752,0.4923
898.25,40.591,0.21619,0.22545,0.50753,0.50677
898.5,40.615,0.23078,0.224,0.53994,0.50132
898.75,40.64,0.22086,0.20896,0.5083,0.49612
899,40.665,0.22307,0.2023,0.47332,0.47841
899.25,40.69,0.15391,0.19791,0.45149,0.47744
899.5,40.714,0.1829,0.1828,0.41901,0.46513
899.75,40.739,0.20881,0.17836,0.53506,0.45794
900,40.764,0.14531,0.18787,0.44677,0.45928
900.25,40.788,0.20085,0.18955,0.43736,0.48896
900.5,40.813,0.2015,0.19414,0.45823,0.47759
900.75,40.838,0.19126,0.20982,0.56739,0.49436
901,40.862,0.2318,0.21521,0.47823,0.50136
901.25,40.887,0.22372,0.23077,0.5306,0.49938
901.5,40.912,0.22777,0.24363,0.47238,0.46887
901.75,40.936,0.27929,0.23405,0.44832,0.46168
902,40.961,0.2556,0.23648,0.41481,0.42194
902.25,40.986,0.18388,0.24164,0.44231,0.40699
902.5,41.01,0.23588,0.24285,0.33191,0.4193
902.75,41.035,0.25356,0.23676,0.3976,0.47769
903,41.06,0.28534,0.2468,0.50987,0.48392
903.25,41.085,0.22516,0.25106,0.70676,0.48953
903.5,41.109,0.23405,0.24293,0.47348,0.48205
903.75,41.134,0.2572,0.22828,0.35994,0.45906
904,41.159,0.2129,0.23037,0.36022,0.40033
904.25,41.183,0.21212,0.23181,0.39489,0.3759
904.5,41.208,0.23561,0.22507,0.41312,0.39238
904.75,41.233,0.24125,0.23237,0.35133,0.40499
905,41.257,0.2235,0.24533,0.4423,0.40234
905.25,41.282,0.24938,0.26027,0.42327,0.40344
905.5,41.307,0.27689,0.27327,0.38166,0.41402
905.75,41.331,0.31033,0.28821,0.41865,0.40343
906,41.356,0.30627,0.2997,0.40422,0.4125
906.25,41.381,0.29816,0.30688,0.38934,0.42919
906.5,41.406,0.30687,0.29871,0.46864,0.43662
906.75,41.43,0.31276,0.29686,0.46509,0.44377
907,41.455,0.26949,0.29519,0.4558,0.43522
907.25,41.48,0.29703,0.29066,0.43997,0.43588
907.5,41.504,0.28978,0.28581,0.34661,0.42201
907.75,41.529,0.28424,0.28754,0.47192,0.41981
908,41.554,0.28849,0.28017,0.39577,0.41134
908.25,41.578,0.27817,0.27041,0.44478,0.43864
908.5,41.603,0.26018,0.26315,0.39763,0.43071
908.75,41.628,0.24097,0.24692,0.48311,0.42158
909,41.652,0.24794,0.232,0.43225,0.40768
909.25,41.677,0.20735,0.22605,0.35012,0.40499
909.5,41.702,0.20356,0.21629,0.37528,0.38235
909.75,41.726,0.23045,0.20902,0.3842,0.3667
910,41.751,0.19213,0.21374,0.36989,0.36693
910.25,41.776,0.21161,0.21975,0.35401,0.36123
910.5,41.801,0.23093,0.21747,0.35129,0.34628
910.75,41.825,0.23361,0.23429,0.34676,0.34416
911,41.85,0.21908,0.24542,0.30945,0.33792
911.25,41.875,0.27624,0.2523,0.35927,0.34899
911.5,41.899,0.26723,0.26667,0.32282,0.35058
911.75,41.924,0.26531,0.28424,0.40665,0.34567
912,41.949,0.30549,0.2852,0.35469,0.3246
912.25,41.973,0.30694,0.29073,0.28493,0.31663
912.5,41.998,0.28102,0.2963,0.2539,0.29865
912.75,42.023,0.2949,0.29343,0.28298,0.28926
913,42.047,0.29315,0.29355,0.31677,0.28858
