# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871934. Accessed 11 Nov 2022.
# Comment: Data was not modified in any way.

Depth cr mean [rmcd],Age [ka BP],δ18O bulk carb [‰ PDB]
193.51,2558.68,1.72
193.52,2558.79,1.84
193.56,2559.22,1.76
193.6,2559.65,1.81
193.64,2560.08,1.82
193.68,2560.51,2.04
193.72,2560.94,2.01
193.76,2561.37,1.95
193.8,2561.8,1.99
193.84,2562.22,2
193.88,2562.65,1.99
193.92,2563.08,2.02
193.96,2563.51,1.89
194,2563.94,2.05
194.04,2564.37,2.08
194.06,2564.59,1.89
194.1,2565.01,2.23
194.14,2565.44,2.08
194.18,2565.87,2.07
194.22,2566.3,2.17
194.26,2566.73,1.96
194.3,2567.16,2.19
194.34,2567.59,2.09
194.38,2568.02,2.1
194.42,2568.45,2.05
194.46,2568.88,1.94
194.5,2569.31,2.08
194.54,2569.74,1.95
194.58,2570.17,1.88
194.62,2570.6,1.89
194.66,2571.02,1.84
194.7,2571.46,1.89
194.76,2572.14,1.87
194.78,2572.37,1.96
194.82,2572.83,1.89
194.86,2573.28,1.83
194.9,2573.74,1.8
194.94,2574.2,1.84
194.98,2574.65,1.69
195.02,2575.11,1.85
195.06,2575.57,1.55
195.1,2576.02,1.51
195.14,2576.48,1.89
195.18,2576.94,1.93
195.22,2577.39,1.83
195.26,2577.85,1.73
195.3,2578.31,1.82
195.34,2578.76,1.79
195.38,2579.22,1.81
195.42,2579.68,1.7
195.46,2580.13,1.95
195.5,2580.59,1.8
195.54,2581.05,2.01
195.56,2581.27,1.84
195.6,2581.73,1.86
195.64,2582.19,2.11
195.68,2582.64,2.1
195.72,2583.1,1.99
195.76,2583.56,1.91
195.8,2584.01,2.17
195.84,2584.47,2.04
195.88,2584.93,2.1
195.92,2585.38,2
195.96,2585.84,1.76
196,2586.3,1.98
196.04,2586.75,1.85
196.08,2587.21,1.84
196.12,2587.67,1.97
196.16,2588.12,1.75
196.2,2588.58,1.78
196.24,2589.04,1.89
196.28,2589.49,1.88
196.32,2589.95,1.88
196.36,2590.41,1.76
196.4,2590.86,2.02
196.44,2591.32,2.04
196.48,2591.78,1.79
196.52,2592.23,1.94
196.56,2592.69,1.89
196.6,2593.14,1.99
196.64,2593.6,2.03
196.68,2594.06,1.99
196.72,2594.51,2
196.76,2594.99,2.01
196.8,2595.51,2.12
196.84,2596.03,2.13
196.88,2596.54,2.15
196.92,2597.06,2.22
196.96,2597.58,1.94
197,2598.09,2.13
197.04,2598.61,2.23
197.06,2598.87,1.98
197.1,2599.38,2.08
197.14,2599.9,2.09
197.18,2600.42,2.06
197.22,2600.93,2.24
197.26,2601.45,1.95
197.3,2602.69,2.24
197.34,2608.97,2.5
197.38,2615.25,2.44
197.42,2621.54,2.45
197.46,2627.82,2.64
197.5,2634.1,2.69
197.54,2640.39,2.4
197.58,2646.67,2.16
197.62,2650.85,2.11
197.66,2651.5,2.05
197.7,2652.15,2.17
197.74,2652.81,2.1
197.78,2653.46,2.09
197.82,2654.12,2.11
197.86,2654.77,2.12
197.9,2655.43,2.26
197.94,2656.08,2.07
197.98,2656.74,2.19
198.02,2657.39,2.19
198.06,2658.05,1.89
198.1,2658.7,1.9
198.14,2659.35,1.81
198.18,2660.01,1.89
198.22,2660.66,1.86
198.26,2661.32,1.98
198.3,2661.97,2.21
198.34,2662.63,1.88
198.38,2663.28,2.16
198.42,2663.94,1.79
198.46,2664.59,1.73
198.5,2665.25,2.13
198.54,2665.9,1.9
198.56,2666.23,1.9
198.6,2666.88,1.9
198.64,2667.54,1.87
198.68,2668.19,1.91
198.72,2668.85,2.01
198.76,2669.5,1.71
198.8,2670.15,2.18
198.84,2670.81,1.95
198.88,2671.46,2.16
198.92,2672.12,2.26
198.96,2672.77,2.02
199,2673.43,2.05
199.04,2674.08,2.01
199.08,2674.74,1.81
199.12,2675.39,1.98
199.16,2676.05,1.81
199.2,2676.7,2.07
199.24,2677.35,2.03
199.28,2678.01,1.73
199.32,2678.66,2.01
199.36,2679.32,1.74
199.4,2679.97,1.92
199.44,2680.63,1.99
199.48,2681.24,2.06
199.52,2681.6,2.43
199.56,2681.96,2.11
199.6,2682.31,2.17
199.64,2682.67,2.21
199.68,2683.03,2.26
199.72,2683.38,2.24
199.76,2683.74,2.23
199.8,2684.1,2.09
199.84,2684.45,2.31
199.86,2684.63,2.59
199.9,2684.99,2.49
199.94,2685.34,2.48
199.98,2685.7,2.47
200.02,2686.06,2.57
200.06,2686.41,2.51
200.1,2686.77,2.27
200.14,2687.13,2.4
200.18,2687.48,2.35
200.22,2687.84,2.49
200.26,2688.2,2.49
200.3,2688.55,2.34
200.34,2688.91,2.4
200.38,2689.27,2.35
200.42,2689.67,2.33
200.46,2690.1,2.28
200.5,2690.53,2.38
200.54,2690.95,2.32
200.58,2691.38,2.37
200.62,2691.81,2.09
200.66,2692.24,2.12
200.7,2692.67,2.38
200.74,2693.1,2.31
200.78,2693.53,2.27
200.82,2693.95,2.36
200.86,2694.38,2.14
200.9,2694.81,2.26
200.94,2695.24,2.3
200.98,2695.67,2.37
201.02,2696.1,2.3
201.06,2696.53,2
201.1,2696.95,2.33
201.14,2697.38,2.27
201.18,2697.81,2.18
201.22,2698.24,2.29
201.26,2698.67,2.1
201.3,2699.1,2.32
201.34,2699.53,2.38
201.39,2700.06,2.27
201.43,2700.49,2.25
201.47,2700.92,2.36
201.51,2701.35,2.37
201.55,2701.78,2.28
201.59,2702.2,2.12
201.63,2702.63,2.12
201.67,2703.06,2.37
201.71,2703.49,2.3
201.75,2703.92,2.49
201.79,2704.35,2.37
201.83,2704.95,2.35
201.87,2705.57,2.46
201.91,2706.19,2.61
201.95,2706.82,2.48
201.99,2707.44,2.68
202.03,2708.06,2.64
202.07,2708.69,2.74
202.11,2709.31,2.66
202.15,2709.94,2.81
202.19,2710.56,2.58
202.23,2711.18,2.62
202.27,2711.81,2.51
202.31,2712.43,2.7
202.35,2713.06,2.62
202.39,2713.68,2.62
202.43,2714.3,2.57
202.47,2714.93,2.49
202.51,2715.55,2.73
202.55,2716.17,2.5
202.59,2716.8,2.62
202.63,2717.42,2.63
202.67,2718.05,2.57
202.71,2718.67,2.53
202.75,2719.29,2.62
202.79,2719.92,2.6
202.83,2720.54,2.34
202.87,2721.16,2.53
202.93,2722.1,2.56
202.97,2722.72,2.52
202.99,2723.04,2.46
203.01,2723.35,2.51
203.05,2723.97,2.69
203.09,2724.6,2.55
203.13,2725.22,2.56
203.17,2725.84,2.51
203.21,2726.47,2.58
203.25,2727.09,2.49
203.29,2727.71,2.61
203.33,2728.34,2.64
203.37,2728.96,2.53
203.41,2729.59,2.55
203.45,2730.21,2.35
203.49,2730.74,2.29
203.53,2731.13,2.55
203.57,2731.52,2.19
203.61,2731.9,2.02
203.65,2732.29,2.08
203.69,2732.67,2.02
203.73,2733.06,2.17
203.77,2733.45,2.07
203.81,2733.83,2.13
203.85,2734.22,1.84
203.89,2734.6,1.91
203.93,2734.99,1.99
203.97,2735.38,1.91
204.01,2735.76,1.71
204.05,2736.15,1.77
204.09,2736.53,1.83
204.13,2736.92,1.94
204.17,2737.31,1.92
204.21,2737.69,1.75
204.25,2738.08,1.53
204.29,2738.46,1.73
204.33,2738.85,1.69
204.37,2739.24,1.89
204.39,2739.43,2.02
204.43,2739.82,1.57
204.47,2740.2,1.6
204.51,2740.59,1.87
204.55,2740.97,1.65
204.59,2741.36,1.54
204.63,2741.75,1.57
204.67,2742.13,1.96
204.71,2742.52,1.61
204.75,2742.9,1.56
204.76,2743,1.85
204.83,2743.67,1.91
204.85,2743.87,1.88
204.87,2744.06,1.42
204.91,2744.45,1.86
204.95,2744.83,1.87
204.99,2745.22,1.59
205.03,2745.6,1.77
205.07,2745.99,1.66
205.11,2746.38,2.05
205.15,2746.76,1.6
205.19,2747.15,1.62
205.23,2747.53,1.87
205.27,2747.92,1.61
205.31,2748.31,1.52
205.35,2748.69,1.65
205.39,2749.08,1.91
205.43,2749.46,1.51
205.47,2749.85,1.55
205.51,2750.24,1.55
205.55,2750.62,1.67
205.59,2751.01,1.59
205.63,2751.39,1.84
205.67,2751.78,1.77
205.71,2752.17,1.87
205.75,2752.55,1.7
205.79,2752.94,1.99
205.83,2753.32,2.07
205.87,2753.71,2.02
205.91,2754.1,2.09
205.95,2754.48,2.17
205.99,2754.87,2.18
206.03,2755.25,2.15
206.07,2755.64,2.04
206.11,2756.03,2.13
206.13,2756.22,2.18
206.19,2756.8,2.19
206.23,2757.18,2.23
206.27,2757.57,2.07
206.31,2757.96,2.1
206.35,2758.34,2.05
206.37,2758.53,2.05
206.41,2758.92,2.25
206.45,2759.31,2.02
206.49,2759.69,2.04
206.53,2760.08,2.12
206.57,2760.46,2.06
206.61,2760.85,2.26
206.65,2761.24,2.22
206.69,2761.62,2.19
206.73,2762.01,2.21
206.77,2762.39,2.05
206.81,2762.78,1.98
206.85,2763.17,1.84
206.89,2763.55,1.82
206.93,2763.94,2.09
206.97,2764.32,1.91
207.01,2764.71,1.96
207.05,2765.1,1.95
207.09,2765.48,1.84
207.13,2765.87,1.88
207.17,2766.25,1.82
207.21,2766.64,1.83
207.25,2767.03,1.98
207.29,2767.41,1.88
207.33,2767.8,1.95
207.37,2768.18,1.91
207.41,2768.57,1.94
207.45,2768.96,2.03
207.49,2769.34,1.92
207.53,2769.73,1.82
207.57,2770.11,1.81
207.61,2770.5,1.87
207.65,2770.89,1.94
207.69,2771.27,1.81
207.73,2771.66,1.95
207.77,2772.04,1.72
207.81,2772.43,1.78
207.85,2772.82,1.97
207.87,2773.01,1.7
207.91,2773.39,1.81
207.95,2773.78,1.77
207.99,2774.17,1.76
208.03,2774.55,1.82
208.07,2774.94,1.72
208.11,2775.32,1.72
208.15,2775.71,1.63
208.19,2776.1,1.76
208.23,2776.48,1.84
208.27,2776.87,1.72
208.31,2777.25,1.76
208.35,2777.64,1.89
208.39,2778.03,1.64
208.43,2778.41,1.74
208.47,2778.8,1.74
208.51,2779.18,1.86
208.55,2779.57,1.77
208.59,2779.96,1.69
208.63,2780.34,1.81
208.67,2780.73,1.71
208.71,2781.11,1.75
208.75,2781.5,1.85
208.79,2781.89,1.83
208.83,2782.27,1.89
208.87,2782.66,1.87
208.91,2783.04,1.87
208.95,2783.43,1.84
208.99,2783.82,1.92
209.03,2784.2,1.84
209.07,2784.59,1.89
209.11,2784.97,1.93
209.15,2785.36,1.83
209.19,2785.75,1.88
209.23,2786.13,2.04
209.27,2786.52,1.84
209.31,2786.9,2.02
209.35,2787.29,2
209.37,2787.48,2.01
209.41,2787.87,1.84
209.45,2788.25,1.74
209.49,2788.64,1.83
209.53,2789.03,1.88
209.57,2789.41,1.81
209.61,2789.8,1.74
209.65,2790.18,1.97
209.69,2790.57,1.57
209.73,2790.96,1.81
209.77,2791.34,1.78
209.81,2791.73,1.83
209.85,2792.11,1.84
209.89,2792.5,1.76
209.93,2792.89,1.89
209.97,2793.27,1.96
210.01,2793.66,1.81
210.05,2794.04,2.02
210.09,2794.43,1.94
210.13,2794.82,1.89
210.17,2795.2,1.71
210.21,2795.59,1.93
210.25,2795.97,1.91
210.29,2796.36,2.03
210.33,2796.75,1.97
210.37,2797.13,1.99
210.41,2797.52,1.92
210.45,2797.9,1.96
210.55,2798.87,2.03
210.59,2799.26,2.04
210.63,2800.07,1.99
210.69,2801.67,2.01
210.73,2802.73,2.03
210.77,2803.8,2.18
210.81,2804.87,2.12
210.85,2805.98,2.21
210.89,2807.09,2.16
210.93,2808.21,2.09
210.97,2809.32,2.2
211.01,2810.44,2.19
211.05,2811.55,2.29
211.09,2812.67,2.26
211.13,2813.78,2.22
211.17,2814.9,2.17
211.21,2816.01,2.19
211.25,2817.13,2.12
211.29,2818.25,2.13
211.33,2819.36,2.18
211.37,2819.94,2.18
211.41,2820.45,2.32
211.45,2820.96,2.2
211.49,2821.47,2.43
211.53,2821.98,2.33
211.57,2822.49,2.49
211.61,2823,2.38
211.65,2823.5,2.4
211.69,2824.01,2.58
211.73,2824.52,2.52
211.77,2825.03,2.42
211.81,2825.54,2.55
211.85,2826.05,2.55
211.89,2826.55,2.44
211.93,2827.06,2.56
211.97,2827.57,2.61
212.01,2828.08,2.62
212.05,2828.59,2.64
212.09,2829.1,2.59
212.13,2829.61,2.52
212.15,2829.86,2.51
212.19,2830.37,2.46
212.23,2830.88,2.45
212.27,2831.38,2.48
212.31,2831.89,2.48
212.35,2832.4,2.36
212.39,2832.91,2.32
212.43,2833.42,2.26
212.47,2833.93,2.21
212.51,2834.44,2.19
212.55,2834.94,2.29
212.59,2835.45,2.23
212.63,2835.96,2.41
212.67,2836.47,1.84
212.71,2836.98,2.08
212.75,2837.49,2.26
212.79,2837.99,1.99
212.83,2838.5,1.96
212.87,2839.01,2.17
212.91,2839.52,2.15
212.95,2840.03,2.09
212.99,2840.54,2.01
213.03,2841.03,2.26
213.07,2841.52,2.17
213.11,2842.01,2.2
213.15,2842.5,2.27
213.19,2842.99,2.2
213.23,2843.48,2.24
213.27,2843.97,2.2
213.31,2844.46,2.2
213.35,2844.95,2.13
213.39,2845.44,2.15
213.43,2845.93,2.14
213.47,2846.41,2.01
213.51,2846.9,2.06
213.55,2847.39,2.1
213.59,2849.25,2.15
213.63,2853.38,2.16
213.65,2855.45,2.22
213.69,2857.07,2.06
213.73,2857.19,2.22
213.77,2857.31,2.2
213.77,2857.31,1.9
213.81,2857.42,2.13
213.81,2857.42,2
213.85,2857.54,2.11
213.85,2857.54,2.01
213.89,2857.66,2.12
213.89,2857.66,2
213.93,2857.77,2.11
213.93,2857.77,1.96
213.97,2857.89,2.11
213.97,2857.89,2.05
214.01,2858.01,2.11
214.01,2858.01,1.98
214.05,2858.12,1.98
214.05,2858.12,1.98
214.09,2858.24,2.01
214.09,2858.24,1.97
214.13,2858.36,2.08
214.13,2858.36,1.95
214.17,2858.48,2.18
214.17,2858.48,1.96
214.21,2858.59,2.09
214.21,2858.59,1.99
214.25,2858.71,2.23
214.25,2858.71,1.98
214.29,2858.83,2.05
214.29,2858.83,2.02
214.33,2858.94,2.27
214.33,2858.94,1.9
214.37,2859.06,2.22
214.37,2859.06,1.93
214.41,2859.18,2.14
214.41,2859.18,1.91
214.45,2859.29,2.06
214.45,2859.29,1.94
214.49,2859.41,2.25
214.49,2859.41,1.97
214.53,2859.53,2.17
214.53,2859.53,2.04
214.57,2859.64,2.17
214.57,2859.64,2.07
214.61,2859.76,2.13
214.61,2859.76,2.14
214.65,2859.88,2.28
214.65,2859.88,2.19
214.69,2859.99,2.23
214.69,2859.99,2.05
214.73,2860.11,2.17
214.73,2860.11,2.12
214.77,2860.23,2.09
214.77,2860.23,1.98
214.81,2860.34,2.22
214.81,2860.34,2.06
214.85,2860.46,2.13
214.85,2860.46,2.01
214.89,2860.58,2.32
214.89,2860.58,2.02
214.93,2860.7,2.17
214.93,2860.7,1.92
214.97,2860.81,1.95
214.97,2860.81,1.94
215.01,2860.93,1.93
215.01,2860.93,1.82
215.05,2861.05,1.9
215.05,2861.05,2.01
215.09,2861.16,1.77
215.09,2861.16,2.04
215.13,2861.28,1.99
215.13,2861.28,1.93
215.17,2861.4,2
215.17,2861.4,1.92
215.21,2861.51,1.89
215.21,2861.51,1.93
215.25,2861.63,1.93
215.25,2861.63,2.02
215.29,2861.75,1.94
215.29,2861.75,2.03
216.91,2866.57,1.99
216.95,2866.69,1.94
216.99,2866.82,2.06
217.03,2866.94,1.89
217.07,2867.06,1.92
217.11,2867.19,1.91
217.15,2867.31,1.74
217.19,2867.43,1.89
217.23,2867.56,1.8
217.29,2867.74,1.82
217.31,2867.8,1.84
217.35,2867.93,1.8
217.39,2868.05,1.82
217.43,2868.17,1.95
217.47,2868.3,1.91
217.51,2868.42,1.82
217.55,2868.54,1.78
217.59,2868.67,1.72
217.63,2868.79,1.83
217.67,2868.91,1.64
217.71,2869.04,1.78
217.75,2869.16,1.9
217.79,2869.28,1.72
217.81,2869.34,1.8
217.85,2869.47,1.75
217.89,2869.59,1.6
217.93,2869.71,1.8
217.97,2869.84,1.67
218.01,2869.96,1.77
218.05,2870.08,1.66
218.09,2870.21,1.81
218.13,2870.33,1.74
218.17,2870.45,1.62
218.21,2870.58,1.81
218.25,2870.7,1.8
218.29,2870.82,1.77
218.33,2870.95,1.76
218.37,2871.07,1.82
218.41,2871.19,1.74
218.45,2871.32,1.82
218.49,2871.44,1.73
218.53,2871.56,1.68
218.57,2871.69,1.89
218.61,2871.81,2.01
218.65,2871.93,1.91
218.69,2872.06,1.97
218.73,2872.18,1.71
218.77,2872.3,1.92
218.81,2872.43,1.86
218.85,2872.55,1.93
218.89,2872.67,1.99
218.93,2872.8,1.93
218.97,2872.92,2.01
219.01,2873.04,2.11
219.05,2873.16,2.09
219.09,2873.29,2.06
219.13,2873.41,1.68
219.17,2873.53,1.73
219.21,2873.66,2.12
219.25,2873.78,2.02
219.29,2873.9,2
219.31,2873.97,2.09
219.35,2874.09,1.81
219.39,2874.21,2.11
219.43,2874.34,2.06
219.47,2874.46,1.75
219.51,2874.58,2.07
219.55,2874.71,2.02
219.59,2874.83,2.13
219.63,2874.95,1.99
219.67,2875.07,2.02
219.71,2875.2,1.79
219.75,2875.32,2.05
219.79,2875.44,1.8
219.83,2875.57,1.91
219.87,2875.69,2.17
219.91,2875.81,2.02
219.95,2875.94,2.27
219.99,2876.06,1.95
220.03,2876.18,2.03
220.07,2876.31,2.15
220.11,2876.43,2.25
220.15,2876.55,2.24
220.19,2876.9,2.43
220.23,2877.38,2.43
220.27,2877.86,2.38
220.36,2878.93,2.39
220.46,2880.13,2.19
220.56,2881.33,2.26
220.66,2882.53,2.16
220.76,2883.72,1.95
220.86,2884.92,1.89
220.96,2886.12,1.69
221.06,2887.31,1.91
221.26,2889.71,1.81
221.36,2890.91,1.75
221.38,2891.14,1.77
221.48,2892.34,1.75
221.58,2893.34,1.84
221.68,2894.11,1.54
221.78,2894.87,1.42
221.88,2895.63,1.85
221.98,2896.4,1.74
222.08,2897.16,1.83
222.18,2897.92,1.77
222.28,2898.69,1.67
222.38,2899.45,1.73
222.48,2900.21,1.61
222.58,2900.98,1.78
222.68,2901.74,1.88
222.78,2902.5,1.84
222.88,2903.26,1.65
222.98,2904.03,1.53
223.08,2904.79,1.77
223.18,2905.55,1.72
223.28,2906.32,1.87
223.38,2907.08,1.86
223.48,2907.84,1.78
223.58,2908.61,1.47
223.68,2909.37,1.73
223.78,2910.13,1.51
223.88,2910.9,1.78
223.98,2911.66,1.59
224.08,2912.42,1.89
224.18,2913.19,1.82
224.28,2914.65,1.95
224.38,2916.24,2.01
224.48,2917.84,1.99
224.58,2919.43,1.94
224.68,2921.02,2.25
224.78,2922.61,2.33
224.88,2924.2,2.28
224.98,2925.8,2.15
225.08,2927.39,2.17
225.18,2928.98,1.85
225.28,2930.57,2.07
225.38,2932.16,1.96
225.48,2933.76,1.92
225.58,2935.35,2.21
225.68,2936.87,1.8
225.86,2938.86,1.84
225.88,2939.08,1.96
225.98,2940.19,1.9
226.03,2940.75,2.03
226.13,2941.86,1.74
226.23,2942.97,2.07
226.33,2944.08,1.88
226.43,2945.19,1.86
226.53,2946.3,2.06
226.63,2947.4,2.04
226.73,2948.51,2.07
226.83,2949.62,1.54
226.93,2950.73,1.85
227.03,2951.84,1.55
227.13,2952.95,1.76
227.23,2954.06,1.7
227.33,2955.17,1.56
227.43,2956.28,1.53
227.53,2957.25,1.83
227.63,2957.95,1.95
227.73,2958.65,1.89
227.83,2959.36,1.94
227.93,2960.06,2.04
228.03,2960.76,2.03
228.13,2961.47,2.06
228.23,2962.17,2.01
228.33,2962.87,1.91
228.43,2963.58,2.03
228.53,2964.28,1.99
228.63,2964.98,1.88
228.73,2965.69,2.03
228.83,2966.39,1.9
228.93,2967.09,2.1
229.03,2967.73,2.19
229.13,2968.35,2.15
229.23,2968.96,2
229.33,2969.58,1.99
229.43,2970.2,2.12
229.58,2971.13,2.16
229.68,2971.75,2
229.78,2972.37,2.16
229.88,2972.99,2.11
229.98,2973.61,2.12
230.08,2974.23,2.12
230.18,2974.85,1.98
230.28,2975.47,2.06
230.38,2976.09,2.2
230.48,2976.71,2.29
230.58,2977.32,2.23
230.68,2977.94,2.23
230.78,2978.56,2.12
230.88,2979.18,2.15
230.98,2979.8,2.21
231.08,2980.42,1.98
231.18,2981.04,1.91
231.28,2981.66,1.83
231.38,2982.67,1.96
231.48,2984.15,2.14
231.58,2985.63,1.96
231.68,2987.12,1.91
231.78,2988.6,2.06
231.88,2990.08,2.09
231.98,2991.56,2.17
232.08,2993.05,2.17
232.18,2994.53,2.15
232.28,2996.01,2.17
232.38,2997.49,2.3
232.48,2998.98,2.27
232.58,3000.18,2.22
232.68,3001.34,2.24
232.78,3002.49,2.26
232.88,3003.65,2.2
232.98,3004.8,2.17
233.08,3005.96,2.02
233.18,3007.11,2.07
233.28,3008.27,2.31
233.38,3009.42,2.28
233.48,3010.58,2.3
233.58,3011.73,2.32
233.68,3012.89,2.45
233.78,3014.04,2.44
233.88,3015.2,2.49
233.98,3016.21,2.45
234.08,3017.16,2.44
234.18,3018.1,2.36
234.28,3019.05,2.18
234.38,3019.99,1.95
234.48,3020.94,1.91
234.58,3021.88,2
234.68,3022.83,2.02
234.78,3023.77,1.87
234.88,3024.71,1.66
234.98,3025.66,1.79
235.08,3026.46,1.92
235.18,3027.23,2.06
235.28,3028,1.86
235.38,3028.77,1.92
235.48,3029.54,1.77
235.58,3030.31,1.87
235.68,3031.08,1.93
235.78,3031.85,1.96
235.88,3032.62,1.72
235.98,3033.39,1.69
236.08,3034.16,1.96
236.18,3034.93,1.78
236.28,3035.71,1.79
236.38,3036.48,1.57
236.48,3037.25,1.81
236.58,3038.02,1.65
236.68,3038.79,1.62
236.78,3039.56,1.81
236.88,3040.33,1.77
236.98,3041.61,2.02
237.08,3043.17,1.82
237.18,3044.73,1.99
237.28,3046.29,1.82
237.38,3047.85,1.81
237.48,3049.01,1.99
237.58,3049.94,2.03
237.68,3050.88,1.93
237.78,3051.81,2.04
237.88,3052.75,1.93
237.98,3053.68,2.07
238.08,3054.62,1.95
238.18,3055.55,2.03
238.28,3056.49,1.88
238.38,3057.42,1.94
238.48,3058.36,1.8
238.58,3059.29,1.81
239.63,3075.29,1.77
239.73,3076.85,1.68
239.83,3078.42,1.71
239.93,3079.98,1.26
240.03,3081.54,1.76
240.13,3083.1,1.57
240.23,3084.67,1.47
240.33,3085.44,1.72
240.43,3086.08,1.83
240.53,3086.72,1.78
240.63,3087.36,1.92
240.73,3088,1.84
240.83,3088.64,1.79
240.93,3089.28,2.07
241.03,3089.92,2
241.13,3090.56,2.05
241.23,3091.2,1.87
241.33,3091.84,1.77
241.43,3092.48,2.17
241.53,3093.19,1.75
241.63,3093.94,1.82
241.73,3094.69,1.82
241.83,3095.45,1.86
241.93,3096.2,1.78
242.03,3096.95,1.88
242.13,3097.7,1.63
242.23,3098.45,1.95
242.33,3099.21,1.65
242.43,3099.96,1.55
242.53,3100.71,1.68
242.63,3101.46,1.56
242.73,3102.22,1.4
242.83,3102.97,1.26
242.93,3103.72,1.67
243.03,3104.47,1.74
243.13,3105.22,1.87
243.23,3105.98,1.87
243.33,3106.73,1.82
243.43,3107.48,1.86
243.53,3108.23,1.82
243.63,3108.99,1.86
243.73,3109.74,1.95
243.83,3110.49,1.84
243.93,3111.24,1.81
244.03,3111.99,1.79
244.13,3112.75,1.77
244.23,3113.5,1.76
244.33,3114.25,1.77
244.43,3115,1.61
244.53,3115.76,1.76
244.63,3116.51,1.84
244.73,3117.26,1.74
244.83,3118.01,1.84
244.93,3118.76,1.91
245.03,3119.52,1.96
245.13,3120.27,1.97
245.23,3121.02,2.06
245.33,3121.77,2.02
245.43,3122.53,1.89
245.53,3123.28,1.82
245.63,3124.03,1.9
245.73,3124.78,2.05
245.83,3125.53,1.95
245.93,3126.29,2.02
246.03,3127.04,2.1
246.13,3127.79,2.17
246.23,3128.54,2.12
246.33,3129.3,2.13
246.43,3130.05,2.18
246.53,3130.8,2.14
246.63,3131.55,2.22
246.73,3132.3,2.21
246.83,3133.06,2.36
246.93,3133.81,2.22
247.03,3134.56,2
247.13,3135.49,1.81
247.23,3136.55,1.76
247.33,3137.62,1.72
247.43,3138.69,1.75
247.63,3140.82,1.74
247.83,3142.95,1.76
