# DESCRIPTION:
# Reference: Barker, Stephen (2021): Planktic foraminiferal and Ice Rafted Debris (IRD) counts from ODP Site 983. PANGAEA, https://doi.org/10.1594/PANGAEA.929721
# Data from: https://doi.org/10.1594/PANGAEA.929721. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth [m] (MCD_TOP),Age [ka BP] (U1385 age),N. pachyderma s [%],IRD [#/g]
31,284.4075,78.41352,7.40998
31.02,284.6385,68.48485,14.11869
31.04,284.8695,70.7457,25.23162
31.06,285.1005,65.03906,18.19215
31.08,285.3315,68.85043,37.88477
31.1,285.5625,70.40359,40.81633
31.12,285.7935,66.26506,9.4857
31.14,286.0245,61,9.6911
31.16,286.2555,72.02797,26.8757
31.18,286.4865,61.42209,5.1713
31.2,286.7175,63.0814,10.04552
31.22,286.9485,69.40789,14.70419
31.24,287.1795,60.94118,19.84496
31.26,287.4105,62.62425,9.20598
31.28,287.6415,56.12648,18.02309
31.3,287.8725,54.78723,0
31.32,288.1035,50.49834,0
31.34,288.3345,48.55234,29.21041
31.36,288.5655,48.3871,30.09404
31.38,288.7965,56.30631,0
31.4,289.0275,40.71661,25.98668
31.42,289.2585,67.85714,8.71578
31.44,289.4895,53.52113,0
31.46,289.7205,40.64516,38.3168
31.48,289.9515,42.51701,14.08864
31.5,290.1825,43.47826,21.40468
31.52,290.4135,47.22222,50.15674
31.54,290.6445,44.27711,24.45735
31.56,290.82138,67.82178,107.9118
31.58,290.94415,76.4095,323.79623
31.6,291.06692,92.37288,349.1656
31.62,291.18969,94.08,501.37094
31.64,291.31246,94.61078,547.00855
31.66,291.43523,97.14765,557.39418
31.68,291.558,91.92364,251.91891
31.7,291.68077,90.35714,201.13927
31.72,291.80354,92.53731,181.06174
31.74,291.92631,86.81818,245.83867
31.76,292.04908,81.09855,65.65939
31.78,292.17185,73.71795,114.36741
31.8,292.29462,59.83333,6.61567
31.82,292.41738,44.02985,32.64751
31.84,292.54015,62.66447,65.95218
31.86,292.66292,58.97858,66.52807
31.88,292.78569,77.77778,180.21823
31.9,292.90846,90.46729,355.55556
31.92,293.03123,87.10359,199.6257
31.94,293.154,92.81211,329.16973
31.96,293.27677,92.18968,220.84998
31.98,293.39954,87.65823,146.66285
32,293.52231,84.63687,189.27911
32.02,293.64508,90.01513,63.82676
32.04,293.76785,87.23958,45.14991
32.06,293.89062,82.65107,82.91946
32.08,294.01338,66.21253,18.87627
32.1,294.13615,57.83333,28.17352
32.12,294.25892,48.8959,32.05245
32.14,294.38169,42.85714,31.06796
32.16,294.50446,49.88764,20.92285
32.18,294.62723,65.17094,26.49555
32.2,294.75,75.4417,28.81152
32.22,294.86529,78.62233,80.10013
32.24,294.98059,81.53846,47.40741
32.26,295.09588,70.21792,32.27026
32.28,295.21118,37.32877,20.50296
32.3,295.32647,32.56705,10.133
32.32,295.44176,31.78082,5.26316
32.34,295.55706,31.17117,14.16974
32.36,295.67235,21.96532,2.90566
32.38,295.78765,14.45783,9.48289
32.4,295.90294,14.78261,17.62947
32.42,296.01824,8.90411,0
32.44,296.13353,8.24916,6.66778
32.46,296.24882,11.59794,11.20448
32.48,296.36412,13.56239,9.84494
32.5,296.47941,9.72516,7.83546
32.52,296.59471,7.60626,9.47867
32.54,296.71,20.71429,9.84691
32.56,296.94375,44.13965,14.1575
32.58,297.1775,43.07305,14.82266
32.6,297.41125,33.80282,7.59734
32.62,297.645,36.61327,17.14694
32.64,297.87875,31.63065,10.49593
32.66,298.1125,22.22222,21.11096
32.68,298.34625,23.20186,13.51494
32.7,298.58,33.12102,5.18387
32.72,298.81375,28.69565,1.66771
32.74,299.0475,16.15385,4.05268
32.76,299.28125,18.77395,8.95731
32.78,299.515,9.71867,0
32.8,299.74875,3.54767,0
32.82,299.9825,3.27586,0
32.84,300.21625,3.75204,0
32.86,300.45,3.46232,0
32.88,300.59933,6.12245,7.27052
32.9,300.74867,32.70548,4.79473
32.92,300.898,7.21154,4.51722
32.94,301.04733,2.41692,16.85541
32.96,301.19667,3.25203,8.96108
32.98,301.346,2.9148,4.94667
33,301.49533,2.26537,0
33.02,301.64467,2.1875,7.7435
33.04,301.794,3.73626,13.43409
33.06,301.94333,2.76817,19.04762
33.08,302.09267,1.79211,8.76352
33.1,302.242,3.16206,36.43091
33.12,302.39133,3.6961,4.56556
33.14,302.54067,1.88679,16.46302
33.16,302.69,2.14477,7.48713
33.18,302.83933,4.11765,8.51403
33.2,302.98867,2.91262,7.56233
33.22,303.138,5.17241,18.61547
33.24,303.28733,3.48837,7.91687
33.26,303.43667,1.80879,7.3903
33.28,303.586,3.0137,17.33947
33.3,303.73533,5.31646,15.79272
33.32,303.88467,3.0888,25.38675
33.34,304.034,3.59712,14.83886
33.36,304.18333,6.04839,17.67956
33.38,304.33267,12.45136,17.34182
33.4,304.482,13.57616,38.26607
33.42,304.63133,11.57205,12.77785
33.44,304.78067,25.83026,126.62521
33.46,304.93,48.47775,163.36336
33.48,305.13214,81.93202,540.84507
33.5,305.33429,77.0936,243.7047
33.52,305.53643,52.01238,69.7602
33.54,305.73857,37.43017,69.4344
33.56,305.94071,36.87151,34.01089
33.58,306.14286,36.11738,24.54458
33.6,306.345,25.83519,99.9858
33.62,306.54714,14.33566,10.32092
33.64,306.74929,10.05747,10.14102
33.66,306.95143,10.49724,30.76923
33.68,307.15357,19.27966,46.20271
33.7,307.35571,18.96552,0
33.72,307.55786,20.46784,10.0724
33.74,307.76,35.64103,26.25964
33.76,307.94833,50,40.38364
33.78,308.13667,61.88341,70.17544
33.8,308.325,75.86207,112.06444
33.82,308.51333,86.65298,160.47641
33.84,308.70167,89.38776,118.53847
33.86,308.89,85.96237,36.19398
33.88,309.07833,73.30961,5.04334
33.9,309.26667,74.41315,26.0339
33.92,309.455,69.64286,30.05165
33.94,309.64333,81.491,9.86284
33.96,309.83167,76.68488,21.58759
33.98,310.02,75.8427,29.5203
34,310.20833,79.81818,15.10622
34.02,310.39667,76.05634,0
34.04,310.585,80.16529,0
34.06,310.77333,73.46221,13.69277
34.08,310.96167,73.37526,13.43409
34.1,311.15,68.87255,8.5883
34.12,311.33833,71.875,13.21222
34.14,311.52667,75.12195,21.43336
34.16,311.715,72.56778,22.80177
34.18,311.90333,71.50538,0
34.2,312.09167,60.84788,16.91779
34.22,312.28,65.19916,14.70723
34.24,312.46833,49.42792,44.10413
34.26,312.65667,45.65561,113.45689
34.28,312.845,41.20267,72.70783
34.3,313.03333,21.00313,34.21937
34.32,313.22167,14.72868,9.91787
34.34,313.41,19.2229,46.32646
34.36,313.59833,31.04762,20.84962
34.38,313.78667,28.93082,61.69666
34.4,313.975,18.44156,47.15417
34.42,314.16333,14.46541,29.61866
34.44,314.35167,15.16588,31.37255
34.46,314.54,9.16031,14.44261
34.48,314.72833,13.36898,24.67708
34.5,314.91667,10.15038,0
34.52,315.105,10.16334,2.8975
34.54,315.29333,11.47541,4.48934
34.56,315.48167,10.14493,0
34.58,315.67,7.56303,0
34.6,315.85833,14.74531,26.29777
34.62,316.04667,21.05263,34.98542
34.64,316.235,28.88889,8.82191
34.66,316.42333,22.01493,6.84785
34.68,316.61167,19.72077,51.07981
34.7,316.8,62.69036,336.63609
34.72,316.89714,78.30508,401.75769
34.74,316.99429,87.39837,209.53074
34.76,317.09143,88.11594,240.31112
34.78,317.18857,81.78694,201.23839
34.8,317.28571,91.83673,32.00533
34.82,317.38286,88.92045,150.7443
34.84,317.48,91.69811,38.93891
34.86,317.57714,88.84758,46.12613
34.88,317.67429,92.69103,22.51143
34.9,317.77143,87.10801,57.16327
34.92,317.86857,84.98294,14.99063
34.94,317.96571,76.47059,15.40684
34.96,318.06286,80.42453,12.91625
34.98,318.16,65,5.84902
35,318.25714,70.02882,2.41692
35.02,318.35429,69.37799,2.84596
35.04,318.45143,85.52189,6.05946
35.06,318.54857,80,7.69527
35.08,318.64571,68.46847,0
35.1,318.74286,41.43302,1.41543
35.12,318.84,17.06731,0
35.14,318.93714,19.23077,3.75881
35.16,319.03429,15.02347,2.82835
35.18,319.13143,20.20202,9.22722
35.2,319.22857,7.8341,16.78204
35.22,319.32571,6.68693,0
35.24,319.42286,8.20513,2.76148
35.26,319.52,9.71787,5.57686
35.28,319.61714,9.32203,0
35.3,319.71429,6.89655,0
35.32,319.81143,8.1571,0
35.34,319.90857,5.36913,6.58572
35.36,320.00571,12.02749,15.9026
35.38,320.10286,9.98081,18.52924
35.4,320.2,12.68293,13.32408
35.42,320.29714,16.09977,16.561
35.44,320.39429,7.42857,11.12914
35.46,320.49143,14.33566,8.08489
35.48,320.58857,7.5718,8.5883
35.5,320.68571,12.79621,8.80088
35.52,320.78286,19.33086,15.46454
35.54,320.88,14.28571,14.68564
35.56,320.97714,14.96063,8.77073
35.58,321.07429,9.46292,11.75174
35.6,321.17143,8.77863,5.03066
35.62,321.26857,12.70718,4.56295
35.64,321.36571,6.47249,13.75309
35.66,321.46286,10.53763,47.45428
35.68,321.56,20.75472,23.54384
35.7,321.65714,11.22807,0
35.72,321.75429,22.90076,37.26445
35.74,321.85143,17.44186,13.39286
35.76,321.94857,18.4953,13.16872
35.78,322.04571,18.40355,15.14947
35.8,322.14286,18.46591,9.19188
35.82,322.24,22.02166,8.44104
35.84,322.33714,17.05607,16.29743
35.86,322.43429,13.30049,7.14764
35.88,322.53143,11.44578,12.55066
35.9,322.62857,14.70588,8.30414
35.92,322.72571,14.89362,13.66743
35.94,322.82286,18.34862,4.10941
35.96,322.92,8.83882,4.30744
35.98,323.01714,2.01729,0
36,323.11429,0.58997,0
36.02,323.21143,1.59236,0
36.04,323.30857,2.86396,12.50977
36.06,323.40571,8.92857,13.86081
36.08,323.50286,9.42029,38.49624
36.1,323.6,20.42553,8.27729
36.12,323.69714,18.06452,14.90105
36.14,323.79429,13.56589,0
36.16,323.89143,6.96379,7.3302
36.18,323.98857,10.72261,4.00601
36.2,324.08571,5.18018,3.26231
36.22,324.18286,3.5545,4.88773
36.24,324.28,6.38298,7.11269
36.26,324.37714,4.34783,4.08267
36.28,324.47429,1.5544,0
36.3,324.57143,1.7094,0
36.32,324.66857,2.54237,0
36.34,324.76571,2.12355,0
36.36,324.86286,2.92208,3.95355
36.38,324.96,2.99539,1.79614
36.4,325.05714,3.24006,6.95169
36.42,325.15429,2.09302,3.14527
36.44,325.25143,4.22833,9.18836
36.46,325.34857,3.49462,3.80319
36.48,325.44571,1.9084,3.48698
36.5,325.54286,4.36242,3.53865
36.52,325.64,2.7248,0
36.54,325.73714,3.29949,3.09747
36.56,325.83429,6.92771,0
36.58,325.93143,2.94118,3.57542
36.6,326.02857,5.44413,11.77048
36.62,326.12571,6.13027,3.0669
36.64,326.22286,5.57769,5.83144
36.66,326.32,3.65449,2.3327
36.68,326.41714,2.7248,8.43956
36.7,326.51429,1.92308,3.47298
36.72,326.61143,1.88679,0
36.74,326.70857,3.07692,13.21086
36.76,326.80571,3.30189,6.26898
36.78,326.90286,4.28571,6.99224
36.8,327,4.8951,5.0043
36.82,327.09714,9.82456,4.14132
36.84,327.19429,5.33808,6.14597
36.86,327.29143,5.78947,6.31039
36.88,327.38857,4.6729,0
36.9,327.48571,3.71287,6.7639
36.92,327.58286,3.22581,0
36.94,327.68,4.38356,9.24321
36.96,327.77714,7.88382,3.39703
36.98,327.87429,7.63359,10.18784
37,327.97143,5.30504,0
37.02,328.06857,2.08333,89.74359
37.04,328.16571,6.76692,0
37.06,328.26286,3.69004,3.76294
37.08,328.36,5.01672,7.41256
37.1,328.45714,7.28291,7.16525
37.12,328.55429,4.18719,0
37.14,328.65143,6.6055,3.13173
37.16,328.74857,8.28025,0
37.18,328.84571,13.10484,14.58357
37.2,328.94286,6.82927,5.28838
37.22,329.04,11.16625,0
37.24,329.13714,8.31296,3.77759
37.26,329.23429,10.10363,4.83311
37.28,329.33143,8.45771,0
37.3,329.42857,11.08374,5.06276
37.32,329.52571,11.97605,2.26854
37.34,329.62286,11.07492,0
37.36,329.72,11.01695,20.57216
37.38,329.81714,10.74074,5.21966
37.4,329.91429,13.31361,4.045
37.42,330.01143,5.39773,3.91198
37.44,330.10857,2.8777,1.6691
37.46,330.20571,4.12698,0
37.48,330.30286,4.82897,1.2839
37.5,330.4,4.98915,1.6632
37.52,330.49714,5.98958,0
37.54,330.59429,4.2623,0
37.56,330.69143,4.5,0
37.58,330.78857,3.0303,5.89753
37.6,330.88571,4.38799,4.003
37.62,330.98286,3.27381,0
37.64,331.08,4.42478,3.02572
37.66,331.17714,4.23729,3.0183
37.68,331.27429,3.40909,5.72093
37.7,331.37143,4.22535,0
37.72,331.46857,6.51341,0
37.74,331.56571,3.58127,4.04833
37.76,331.66286,3.61991,0
37.78,331.76,3.68098,6.08828
37.8,331.85714,1.77215,0
37.82,331.95429,2.75049,2.34312
37.84,332.05143,2.75424,0
37.86,332.14857,2.34657,2.12512
37.88,332.24571,2.92793,1.6908
37.9,332.34286,2.35546,0
37.92,332.44,1.7301,6.26591
37.94,332.53714,0.74349,3.14003
37.96,332.63429,1.5873,0
37.98,332.73143,3.7234,3.06103
38,332.82857,0.98684,0
38.02,332.92571,0,0
38.04,333.02286,3.7037,1.88635
38.06,333.12,4.34783,0
38.08,333.21714,0.32895,0
38.1,333.31429,3.44086,11.48954
38.12,333.41143,9.35252,30.6644
38.14,333.50857,4.82456,7.10243
38.16,333.60571,3.65297,15.38708
38.18,333.70286,4.22164,16.51826
38.2,333.8,12.63158,94.29658
38.22,334.14263,74.77477,2963.50217
38.24,334.48525,45.75646,1758.16569
38.26,334.82788,65.04065,7400.72727
38.28,335.1705,86.16601,4289.44247
38.3,335.51313,91.23506,6690.65981
38.32,335.85575,54.05405,4781.01402
38.34,336.19838,58.82353,1456.12714
38.36,336.541,38.06452,1271.61696
38.38,336.88363,85.71429,1431.26045
38.4,337.22625,89.0785,411.05302
38.42,337.56888,92.9078,401.04167
38.44,337.9115,91.96676,270.3261
38.46,338.25413,85.21739,500.5723
38.48,338.59675,92.75362,540.25974
38.5,338.93938,88.88889,258.85635
38.52,339.282,89.40397,397.73774
38.54,339.62463,88.44221,290.0539
38.56,339.96725,85.57214,190.51108
38.58,340.30988,82.12928,472.93789
38.6,340.6525,87.5502,209.36995
38.62,340.99513,91.80723,251.89612
38.64,341.33775,85.8473,228.52545
38.66,341.68038,91.02902,80.77311
38.68,342.023,90.55556,279.21093
38.7,342.36563,91.28114,152.7285
38.72,342.70825,93.73368,180.1913
38.74,343.05088,95.1087,73.94728
38.76,343.3935,91.7757,53.85191
38.78,343.73613,92.93194,69.04383
38.8,344.07875,93.72822,207.55437
38.82,344.42138,92.99611,242.7895
38.84,344.764,94.07745,267.01571
38.86,345.10663,89.0566,403.50563
38.88,345.44925,83.92283,174.40645
38.9,345.79188,87.4502,175.07816
38.92,346.1345,92.63699,245.54455
38.94,346.47713,89.64401,218.87057
38.96,346.81975,89.4382,301.25523
38.98,347.16238,89.71429,1160.73969
39,347.505,91.79266,560.0712
39.02,347.84763,93.58601,214.47721
39.04,348.19025,88.61004,171.23072
39.06,348.53288,89.56044,36.78658
39.08,348.8755,91.36364,120.04802
39.1,349.21813,91.92101,47.58364
39.12,349.56075,91.82156,58.98618
39.14,349.90338,93.15353,88.42493
39.16,350.246,78.5558,99.8004
39.18,350.58863,80.74866,304.99616
39.2,350.93125,78.327,120.46681
39.22,351.27388,65.65789,51.36201
39.24,351.6165,86.95652,165.99663
39.26,351.95913,91.34615,252.16706
39.28,352.30175,92.09677,140.23757
39.3,352.64438,66.36637,76.92308
39.32,352.987,87.81362,196.57413
39.34,353.32963,86.79505,285.91851
39.36,353.67225,84.51327,96.51193
39.38,354.01488,84.72998,101.54432
39.4,354.3575,87.2807,119.54023
39.42,354.70013,85.5,203.55646
39.44,355.04275,75.60322,154.49117
39.46,355.38538,75.30864,147.76225
39.48,355.728,81.77677,309.92736
39.5,356.07063,93.06261,347.64491
39.52,356.41325,95.59748,435.31931
39.54,356.75588,97.46032,92.26737
39.56,357.0985,88.45438,45.06513
39.58,357.44113,49.76744,19.26656
39.6,357.78375,75.27174,17.51094
39.62,358.12638,85.02203,11.47418
39.64,358.469,42.72727,18.29866
39.66,358.81163,33.4004,5.15353
39.68,359.15425,30.37037,4.71907
39.7,359.49688,19.38534,23.14165
39.72,359.8395,60.39216,22.40896
39.74,360.18213,35.71429,321.83908
39.76,360.52475,54.21995,497.40933
39.78,360.86738,50.58275,1338.99049
39.8,361.21,51.32743,1311.85944
39.82,361.34711,75.90361,984.65242
39.84,361.48422,72.34568,316.58235
39.86,361.62133,59.38375,122.15197
39.88,361.75844,73.17784,192.63183
39.9,361.89556,91.10251,1012.51992
39.92,362.03267,86.74699,564.00088
39.94,362.16978,91.91919,1228.8
39.96,362.30689,90.40512,1144.90161
39.98,362.444,88.93443,499.56635
40,362.58111,88.6406,310.0346
40.02,362.71822,81.3253,285.51819
40.04,362.85533,85.35032,284.74992
40.06,362.99244,79.9591,428.91336
40.08,363.12956,74.95987,346.32035
40.1,363.26667,73.68421,145.96875
40.12,363.40378,69.44444,103.19554
40.14,363.54089,68.61042,46.20568
40.16,363.678,52.97092,39.56044
40.18,363.81511,62.10351,110.33215
40.2,363.95222,61.97503,169.9115
40.22,364.08933,59.05923,138.26876
40.24,364.22644,49.04762,10.52458
40.26,364.36356,25.91588,11.55735
40.28,364.50067,22.14533,27.6434
40.3,364.63778,19.85294,45.34183
40.32,364.77489,24.01961,124.57178
40.34,364.912,56.70886,138.02623
40.36,365.04911,68.70027,147.20453
40.38,365.18622,70.13487,308.24804
40.4,365.32333,83.49754,598.48042
40.42,365.46044,88.58131,1152.52114
40.44,365.59756,72.45902,329.44833
40.46,365.73467,60.74561,114.71115
40.48,365.87178,67.33212,708.6432
40.5,366.00889,69.63696,76.53838
40.52,366.146,79.24528,224.36459
40.54,366.28311,90.46512,218.69347
40.56,366.42022,92.96375,78.64823
40.58,366.55733,93.80165,71.34894
40.6,366.69444,85.42857,119.58553
40.62,366.83156,89.63636,59.70149
40.64,366.96867,87.91019,106.18778
40.66,367.10578,84.16667,190.85487
40.68,367.24289,89.29032,217.9676
40.7,367.38,94.003,138.00242
40.72,367.51711,92.41192,438.97824
40.74,367.65422,87.5576,104.86073
40.76,367.79133,90.47619,61.00218
40.78,367.92844,83.85321,67.90123
40.8,368.06556,84.66354,36.74541
40.82,368.20267,84.25656,31.36025
40.84,368.33978,83.80952,82.20351
40.86,368.47689,58.66852,59.54596
40.88,368.614,60.60606,68.3552
40.9,368.75111,46.18736,122.89685
40.92,368.88822,39.47368,59.45946
40.94,369.02533,30.69767,69.07378
40.96,369.16244,29.44523,5.02434
40.98,369.29956,25.25458,30.11765
41,369.43667,18.18182,4.95433
41.02,369.57378,20.96774,9.67206
41.04,369.71089,16,18.81861
41.06,369.848,36.34021,22.91326
41.08,369.98511,78.73684,42.97866
41.1,370.12222,60.50584,106.63435
41.12,370.25933,37.25728,51.82568
41.14,370.39644,13.60104,20.18786
41.16,370.53356,10.45576,4.26099
41.18,370.67067,12.45136,8.78638
41.2,370.80778,10.02571,30.3523
41.22,370.94489,9.85075,22.59887
41.24,371.082,7.0122,4.09259
41.26,371.21911,10.85044,14.00131
41.28,371.35622,13.71237,15.11335
41.3,371.49333,17.49175,8.51743
41.32,371.63044,6.28272,14.28571
41.34,371.76756,12.20159,11.86797
41.36,371.90467,14.28571,16.94915
41.38,372.04178,17.6,0
41.4,372.17889,21.59265,2.29489
41.42,372.316,21.95572,0
41.44,372.45311,14.38127,4.29838
41.46,372.59022,10.7084,7.52469
41.48,372.72733,12.6183,3.56546
41.5,372.86444,13.60759,13.50021
41.52,373.00156,10.41293,7.31011
41.54,373.13867,14.64968,14.91841
41.56,373.27578,24.88889,132.02682
41.58,373.41289,41.66667,345.57235
41.6,373.55,72.37852,315.33704
41.62,373.70718,95.21277,306.1805
41.64,373.86436,96.56301,182.11999
41.66,374.02154,97.18045,238.91741
41.68,374.17872,95.76923,68.55919
41.7,374.3359,94.96403,40.99411
41.72,374.49308,82.13166,10.09782
41.74,374.65026,91.18199,26.53766
41.76,374.80744,94.10681,9.08059
41.78,374.96462,93.18182,16.8806
41.8,375.12179,87.72321,9.11032
41.82,375.27897,85.80645,52.69348
41.84,375.43615,93.71429,51.99409
41.86,375.59333,78.39286,9.1859
41.88,375.75051,84.45378,16.83989
41.9,375.90769,85.51913,22.17858
41.92,376.06487,72.20077,11.72591
41.94,376.22205,54.42177,0
41.96,376.37923,63.86364,4.20444
41.98,376.53641,75.91463,18.03833
42,376.69359,62.31263,20.13085
42.02,376.85077,62.61398,23.63019
42.04,377.00795,73.53846,23.57448
42.06,377.16513,78.02469,20.22543
42.08,377.32231,68.70229,32.01921
42.1,377.47949,63.46749,37.03227
42.12,377.63667,57.63636,12.75104
42.14,377.79385,26.08696,21.19907
42.16,377.95103,23.28244,30.71017
42.18,378.10821,57.7957,36.76893
42.2,378.26538,43.95973,28.5927
42.22,378.42256,75.32957,177.75369
42.24,378.57974,53.33333,25.09017
42.26,378.73692,48.09524,19.23655
42.28,378.8941,46.5368,21.36752
42.3,379.05128,53.28467,15.46143
42.32,379.20846,56.19835,13.96618
42.34,379.36564,36.02484,12.98701
42.36,379.52282,34.90814,13.01342
42.38,379.68,32.08723,14.31607
42.4,379.83718,33.5689,15.03053
42.42,379.99436,27.07965,23.18421
42.44,380.15154,21.03004,11.08647
42.46,380.30872,23.68421,11.83432
42.48,380.4659,21.58055,3.42356
42.5,380.62308,29.20354,8.3693
42.52,380.78026,29.6837,15.41055
42.54,380.93744,27.17949,4.12424
42.56,381.09462,29.7491,11.14206
42.58,381.25179,26.5625,9.77876
42.6,381.40897,24.91103,7.08513
42.62,381.56615,35.72854,6.18334
42.64,381.72333,25.29762,7.21127
42.66,381.88051,29.29062,1.97946
42.68,382.03769,32.35294,1.89036
42.7,382.19487,28.84615,0
42.72,382.35205,21.7636,0
42.74,382.50923,28.80435,0
42.76,382.66641,22.81746,0
42.78,382.82359,23.21792,0
42.8,382.98077,21.777,0
42.82,383.13795,20.8577,0
42.84,383.29513,21.37592,8.16431
42.86,383.45231,15.89595,0
42.88,383.60949,19.79434,0
42.9,383.76667,9.89209,0
42.92,383.92385,6.73267,0
42.94,384.08103,7.89474,0
42.96,384.23821,6.09982,14.07006
42.98,384.39538,6.79406,2.59994
43,384.55256,8.63309,8.81057
43.02,384.70974,5.60472,17.80085
43.04,384.86692,8.66667,31.70671
43.06,385.0241,8.5,31.20212
43.08,385.18128,8.30861,35.72924
43.1,385.33846,6.89655,13.88487
43.12,385.49564,16.53747,29.60011
43.14,385.65282,16.99507,22.07599
43.16,385.81,15.43739,37.19008
43.18,385.97154,39.48052,84.169
43.2,386.13308,71.38599,668.80244
43.22,386.29462,75.54585,1348.10423
43.24,386.45615,49.12664,141.97796
43.26,386.61769,38.65385,61.01049
43.28,386.77923,38.10573,58.59911
43.3,386.94077,42.26044,31.63017
43.32,387.10231,52.51799,34.86788
43.34,387.26385,32.38994,75.66289
43.36,387.42538,37.30408,35.12623
43.38,387.58692,42.12454,37.64706
43.4,387.74846,29.16667,27.16469
43.42,387.91,23.93617,61.71054
43.44,388.07154,28.78465,19.82038
43.46,388.23308,16.1194,27.06513
43.48,388.39462,9.97442,4.84702
43.5,388.55615,6.92771,9.50966
43.52,388.71769,7.27273,2.14938
43.54,388.87923,7.27763,0
43.56,389.04077,5.29661,0
43.58,389.20231,8.50515,0
43.6,389.36385,5.55556,0
43.62,389.52538,7.37463,2.62985
43.64,389.68692,3.46021,0
43.66,389.84846,5.11247,0
43.68,390.01,5.71429,0
43.7,390.17154,8.49673,0
43.72,390.33308,5.99455,0
43.74,390.49462,6.96056,7.54006
43.76,390.65615,8.4375,16.90215
43.78,390.81769,9.78836,13.90498
43.8,390.97923,5.82278,13.64169
43.82,391.14077,8.75764,2.88314
43.84,391.30231,11.2782,10.06416
43.86,391.46385,7.5431,6.75604
43.88,391.62538,11.19792,2.8021
43.9,391.78692,22.4,7.69046
43.92,391.94846,21.34387,11.96113
43.94,392.11,11.1465,8.14249
43.96,392.21231,14.24149,10.68804
43.98,392.31461,63.75,217.21914
44,392.41692,70.02801,338.75236
44.02,392.51922,70.27972,62.97663
44.04,392.62153,70.30651,228.38111
44.06,392.72383,64.10835,213.58964
44.08,392.82614,50,46.38292
44.1,392.92844,50.40323,85.29542
44.12,393.03075,43.32344,57.9302
44.14,393.13305,54.46009,50.57471
44.16,393.23536,80.63872,42.0868
44.18,393.33766,68.6747,18.5271
44.2,393.43997,75.3012,54.73204
44.22,393.54227,46.39498,8.50951
44.24,393.64458,65.84939,14.12959
44.26,393.74688,73.51598,36.37914
44.28,393.84919,75.47619,53.38895
44.31,394.00265,89.02077,93.34549
44.33,394.10495,92.91883,27.29211
44.35,394.20726,94.65649,57.02406
44.37,394.30956,96.68874,96.823
44.39,394.41187,94.97099,45.49494
44.41,394.51417,94.47115,37.89224
44.43,394.61648,100,48.67195
44.45,394.71879,94.4186,32.88234
44.47,394.82109,91.939,3.04125
44.49,394.9234,93.1962,31.7011
44.51,395.0257,93.25397,31.36309
44.53,395.12801,83.97129,26.85064
44.55,395.23031,93.65994,10.57851
44.57,395.33262,76.9556,4.88624
44.59,395.43492,64.05797,4.99454
44.61,395.53723,51.90381,2.21056
44.63,395.63953,54.329,4.884
44.65,395.74184,36.70635,6.59862
44.67,395.84414,29.72973,0
44.69,395.94645,14.15608,0
44.71,396.04875,13.63636,0
44.73,396.15106,18.30065,0
44.75,396.25336,11.01871,0
44.77,396.35567,14.74164,0
44.79,396.45798,9.38865,0
44.81,396.56028,11.85984,0
44.83,396.66259,8.95954,0
44.85,396.76489,18.61386,0
44.87,396.8672,10.44177,0
44.89,396.9695,6.71141,0
44.91,397.07181,6.11354,0
44.93,397.17411,7.74487,4.77755
44.95,397.27642,7.6087,0
44.97,397.37872,9.1716,6.73117
44.99,397.48103,4.13223,0
45.01,397.58333,9.58333,0
45.03,397.68564,7.05128,0
45.05,397.78794,6.10687,0
45.07,397.89025,5.4321,0
45.09,397.99255,10.41162,0
45.11,398.09486,5.39568,0
45.13,398.19717,6.17577,0
45.15,398.29947,7.22656,0
45.17,398.40178,8.04954,0
45.19,398.50408,7.33753,9.45626
45.21,398.60639,5.07099,5.09149
45.23,398.70869,5.52632,0
45.25,398.811,13.85928,0
45.27,398.9133,12.79461,0
45.29,399.01561,8.92388,0
45.31,399.11791,3.367,0
45.33,399.22022,5.26316,0
45.35,399.32252,7.21649,0
45.37,399.42483,7.54717,0
45.39,399.52713,6.9869,0
45.41,399.62944,6.29371,0
45.43,399.73174,4.83871,0
45.45,399.83405,6.55172,0
45.47,399.93636,5.03145,0
45.49,400.03866,9.44625,0
45.51,400.14097,6.10687,0
45.53,400.24327,5.07463,5.69192
45.55,400.34558,8.27068,0
45.57,400.44788,5.6,0
45.59,400.55019,6.30915,0
45.61,400.65249,7.80781,0
45.63,400.7548,7.64526,0
45.65,400.8571,9.47581,0
45.67,400.95941,8.09717,0
45.69,401.06171,5.58464,0
45.71,401.16402,11.44781,0
45.73,401.26632,6.79406,0
45.75,401.36863,6.74487,0
45.77,401.47093,10.84337,0
45.79,401.57324,9.2233,0
45.81,401.67555,5.52486,0
45.83,401.77785,6.51163,0
45.85,401.88016,8.79121,0
45.87,401.98246,7.98898,0
45.89,402.08477,7.96703,0
45.91,402.18707,8.88031,0
45.93,402.28938,6.13027,0
45.95,402.39168,6.3197,0
45.97,402.49399,9.2827,0
45.99,402.59629,7.43243,8.83612
46.01,402.6986,7.08955,0
46.03,402.8009,8.37438,0
46.05,402.90321,8.31409,0
46.07,403.00551,6.90691,0
46.09,403.10782,8.47458,0
46.11,403.21012,6.5625,0
46.13,403.31243,8.74126,0
46.15,403.41474,7.99087,0
