# DESCRIPTION:
# Reference: Barker, Stephen (2021): Planktic foraminiferal and Ice Rafted Debris (IRD) counts from ODP Site 983. PANGAEA, https://doi.org/10.1594/PANGAEA.929721
# Data from: https://doi.org/10.1594/PANGAEA.929721. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth [m] (MCD_TOP),Age [ka BP] (U1385 age),N. pachyderma s [%],IRD [#/g]
113.39,962.57414,84.43272,2.44798
113.41,962.66724,82.54902,8.63232
113.43,962.76034,86.11111,11.75174
113.45,962.85345,83.69305,16.55458
113.47,962.94655,86.26506,11.93139
113.49,963.03966,87.42331,8.17787
113.51,963.13276,86.15385,5.02552
113.53,963.22586,87.46439,7.61361
113.55,963.31897,88.82114,0
113.57,963.41207,86,23.96645
113.59,963.50517,91.33127,4.50514
113.61,963.59828,83.33333,10.60481
113.63,963.69138,81.21693,9.59161
113.65,963.78448,86.16071,4.28438
113.67,963.87759,87.82383,4.40014
113.69,963.97069,85.02825,0
113.71,964.06379,86.32813,6.55559
113.73,964.1569,85.04399,0
113.75,964.25,86.53422,0
113.77,964.3431,88.58561,8.65177
113.79,964.43621,88.41608,6.49779
113.81,964.52931,90.80963,9.44092
113.83,964.62241,87.14286,4.05577
113.85,964.71552,91.69329,0
113.87,964.80862,92.5,0
113.89,964.90172,85.74939,3.66783
113.91,964.99483,85.48896,5.60371
113.93,965.08793,86.94268,5.13891
113.95,965.18103,85.25253,18.00889
113.97,965.27414,83.94649,4.92611
113.99,965.36724,80.05698,4.29617
114.01,965.46034,79.72603,0
114.03,965.55345,78.21577,5.18135
114.05,965.64655,77.35471,4.2401
114.07,965.73966,75.58594,11.65416
114.09,965.83276,76.01078,5.93472
114.11,965.92586,74.7549,8.22693
114.13,966.01897,73.66255,4.85695
114.15,966.11207,71.64461,5.26792
114.17,966.20517,70.12987,2.66002
114.19,966.29828,72.17742,10.03764
114.21,966.39138,79.51002,0
114.23,966.48448,70.84337,4.66676
114.25,966.57759,70.97792,11.73021
114.27,966.67069,71.17117,0
114.29,966.76379,69.80676,3.43569
114.31,966.8569,73.29435,8.03885
114.33,966.95,73.23601,0
114.35,967.0431,72.41379,5.60568
114.37,967.13621,69.55556,0
114.39,967.22931,70.7989,3.39667
114.41,967.32241,74.73684,2.72364
114.43,967.41552,70.90909,3.29049
114.45,967.50862,81.03896,9.97584
114.47,967.60172,69.04762,4.81058
114.49,967.69483,71.12462,5.53155
114.51,967.78793,79.59184,15.25808
114.53,967.88103,75.59913,0
114.55,967.97414,78.24773,7.44013
114.57,968.06724,80.39216,0
114.59,968.16034,80.49793,3.44012
114.61,968.25345,76.85714,0
114.63,968.34655,77.92208,5.724
114.65,968.43966,74.58101,12.50244
114.67,968.53276,71.42857,5.40449
114.69,968.62586,71.50685,5.93472
114.71,968.71897,72.4605,5.32048
114.73,968.81207,77.41935,14.70757
114.75,968.90517,81.45695,0
114.77,968.99828,72.49357,0
114.79,969.09138,71.35922,7.89733
114.81,969.18448,69.85075,0
114.83,969.27759,75.37594,12.04593
114.85,969.37069,69.52965,19.22114
114.87,969.46379,70.72692,20.27562
114.89,969.5569,74.34211,0
114.91,969.65,76.06178,0
114.93,969.7431,82.84182,10.30513
114.95,969.83621,80.29661,9.90789
114.97,969.92931,75.42998,7.94439
114.99,970.02241,71.33333,18.21286
115.01,970.11552,74.63557,20.7433
115.03,970.20862,66.41791,0
115.05,970.30172,67.68707,0
115.07,970.39483,64.70588,13.20023
115.09,970.48793,66.66667,9.78145
115.11,970.58103,62.95082,21.70043
115.13,970.67414,61.09785,32.08824
115.15,970.76724,53.75,49.56849
115.17,970.86034,61.75115,58.52097
115.19,970.95345,68.03279,164.49623
115.21,971.07263,75.48845,367.09686
115.23,971.21788,75,558.70599
115.25,971.36313,93.49593,186.41423
115.27,971.50838,90.04525,265.50508
115.29,971.65363,93.57602,116.13329
115.31,971.79888,93.19588,169.01873
115.33,971.94413,94.0754,81.32147
115.35,972.08938,96.28713,36.94297
115.37,972.23463,94.25051,19.19616
115.39,972.37988,93.54839,51.7224
115.41,972.52513,93.49593,81.95497
115.43,972.67038,90.84967,25.90918
115.45,972.81563,92.28395,0
115.47,972.96088,88.51775,6.08365
115.49,973.10613,90.17341,6.29364
115.51,973.25138,86.25954,12.667
115.53,973.39663,86.5942,0
115.55,973.54188,84.34343,10.8099
115.57,973.68713,80.92486,9.35673
115.59,973.83238,80.08949,4.6303
115.61,973.97763,79.34132,7.93749
115.63,974.12288,83.40164,11.78963
115.65,974.26813,84.47368,15.10146
115.67,974.41338,79.13907,14.64698
115.69,974.55863,81.63717,11.31042
115.71,974.70388,85.54913,16.38924
115.73,974.84913,87.04062,49.04215
115.75,974.99438,83.57588,0
115.77,975.13963,88.53868,16.70582
115.79,975.28488,87.9845,0
115.81,975.43013,79.50311,10.03764
115.83,975.57538,90.19608,6.26959
115.85,975.72063,82.68156,9.80768
115.87,975.86588,86.2423,14.99531
115.89,976.01113,87.98077,30.765
115.91,976.15638,86.47059,60.83008
115.93,976.30163,93.59756,28.36251
115.95,976.44688,92.00743,26.98429
115.97,976.59213,90.74074,7.11823
115.99,976.73738,94.00749,18.65708
116.01,976.88263,92.87091,22.17163
116.03,977.02788,92.35474,30.52464
116.05,977.17313,92.25589,0
116.07,977.31838,92.45283,14.09847
116.09,977.46363,93.57602,21.96642
116.11,977.60888,92.6499,89.3061
116.13,977.75413,89.93506,146.96486
116.15,977.89938,90.03497,234.93316
116.17,978.04463,91.94805,633.40206
116.19,978.18988,92.59259,1166.28702
116.21,978.33513,91.22056,865.08002
116.23,978.48038,92.26933,1000.18829
116.25,978.62563,79.61957,934.53859
116.27,978.77088,85.79235,640
116.29,978.91613,87.37864,675.42934
116.31,979.06138,89.41504,520.15376
116.33,979.20663,87.7451,304.2846
116.35,979.35188,80.70175,96.49017
116.37,979.49713,83.16151,32.37774
116.39,979.64238,84.85915,4.23561
116.41,979.78763,90.40179,7.90221
116.43,979.93288,89.13043,11.51671
116.45,980.07813,89.5,18.07654
116.47,980.22338,85.71429,22.27083
116.49,980.36863,83.71212,7.64088
116.51,980.51388,79.57611,13.66062
116.53,980.65913,76.76056,2.77513
116.55,980.80438,72.15569,6.77105
116.57,980.94963,64,5.35879
116.59,981.09488,67.57895,0
116.61,981.24013,62.89157,6.29261
116.63,981.38538,57.63441,0
116.65,981.53063,68.16406,3.36582
116.67,981.67588,69.32668,10.64821
116.69,981.82113,69.375,4.54201
116.71,981.96638,70.94801,2.41418
116.73,982.11163,64.12698,2.71186
116.75,982.25688,70.39337,7.12219
116.77,982.40213,64.26332,4.35049
116.79,982.54738,82.25806,25.93193
116.81,982.69838,78.83212,44.01467
116.83,982.85515,84.92308,142.04912
116.85,983.01192,82.44147,121.58267
116.87,983.16869,89.53722,418.37299
116.89,983.32546,91.79266,133.13363
116.91,983.48223,85.94595,23.67688
116.93,983.639,75.74553,11.02389
116.95,983.79577,86.25,10.32969
116.97,983.95254,88.67925,26.37192
116.99,984.10931,84.53608,29.26758
117.01,984.26608,90.36458,11.97605
117.03,984.42285,90.47619,9.61177
117.05,984.57962,94.0048,11.9403
117.07,984.73638,88.98551,0
117.09,984.89315,88.13056,6.16689
117.11,985.04992,89.87342,2.31448
117.13,985.20669,89.06883,7.09377
117.15,985.36346,85.77778,7.25665
117.17,985.52023,80.72805,8.17439
117.19,985.677,78.06324,9.15681
117.21,985.83377,82.72059,9.76279
117.23,985.99054,78.86905,12.85743
117.25,986.14731,79.11833,9.57239
117.27,986.30408,77.05882,9.63938
117.29,986.46085,85,60.42151
117.31,986.61762,79.39189,42.68529
117.33,986.77438,97,48.94719
117.35,986.93115,92.43986,18.73536
117.37,987.08792,92.35669,20.56624
117.39,987.24469,97.05882,18.49426
117.41,987.40146,95.74468,26.11459
117.43,987.55823,97.88136,36.78626
117.45,987.715,97.48744,15.67808
117.47,987.87177,97.56098,14.05077
117.49,988.02854,98.94737,25.49511
117.51,988.18531,96.20253,22.25401
117.53,988.34208,93.54839,17.8319
117.55,988.49885,94.92754,6.70124
117.57,988.65562,97.90356,13.53856
117.59,988.81238,94.05204,10.34728
117.61,988.96915,95.98109,14.28134
117.63,989.12592,94.27793,9.34238
117.65,989.28269,95.0495,7.05779
117.67,989.43946,97.83784,9.19716
117.69,989.59623,96.78457,15.78947
117.71,989.753,97.6087,6.94828
117.73,989.90977,97.39414,8.55223
117.75,990.06654,95.46667,9.26283
117.77,990.22331,95.41284,7.28996
117.79,990.38008,96.41873,17.18172
117.81,990.53685,96.67969,14.44565
117.83,990.69362,97.1564,5.22876
117.85,990.85038,96.30682,7.54717
117.87,991.00715,96.26623,7.37894
117.89,991.16392,96.2,0
117.91,991.32069,98.27586,5.98578
117.93,991.47746,97.76,2.52745
117.95,991.63423,98.03922,0
117.97,991.791,96.38554,5.51296
117.99,991.94777,95.94203,0
118.01,992.10454,95.81498,0
118.03,992.26131,95.97701,0
118.05,992.41808,97.31544,10.26134
118.07,992.57485,97.17391,6.16452
118.09,992.73162,97.36842,0
118.11,992.88838,96.37462,2.90936
118.13,993.04515,96.38554,17.39721
118.15,993.20192,98.85057,0
118.17,993.35869,96.44444,0
118.19,993.51546,94.08284,8.38355
118.21,993.67223,95.68789,4.81783
118.23,993.829,92.4933,0
118.25,993.98577,94.71033,5.57831
118.27,994.14254,90.87137,0
118.29,994.29931,89.79592,0
118.31,994.45608,89.7019,6.4738
118.33,994.61285,87.5,0
118.35,994.76962,89.54248,0
118.37,994.92638,83.87097,0
118.39,995.08315,85.84071,0
118.41,995.23992,82.46753,0
118.43,995.39669,82.12851,5.0665
118.45,995.55346,82.6087,8.39014
118.47,995.71023,81.45897,0
118.49,995.867,82.9222,11.395
118.51,996.02377,82.91457,0
118.53,996.18054,86.07143,0
118.55,996.33731,86.9281,0
118.57,996.49408,82.49337,0
118.59,996.65085,85.56338,0
118.61,996.80762,87.09677,0
118.63,996.96438,84.42438,0
118.65,997.12115,85.01071,0
118.67,997.27792,87.53994,0
118.69,997.43469,80.85714,0
118.71,997.59146,85.35469,0
118.73,997.74823,82.21154,0
118.75,997.905,86.75497,0
118.77,998.06177,80.11364,0
118.79,998.21854,79.93631,0
118.81,998.37531,84.03141,5.41914
118.83,998.53208,84.49367,0
118.85,998.68885,86.80556,0
118.87,998.84562,81.99357,0
118.89,999.00238,89.87342,6.05029
118.91,999.15915,88.81789,0
118.93,999.31592,87.61261,5.74249
118.95,999.47269,86.78679,0
118.97,999.62946,86.58537,0
118.99,999.78623,85.59078,0
119.01,999.943,83.56643,0
119.03,1000.09977,79.89556,0
119.05,1000.25654,74.20495,0
119.07,1000.41331,71.70418,0
119.09,1000.57008,67.3913,0
119.11,1000.72685,64.30678,0
119.13,1000.88362,64.55331,0
119.15,1001.04039,62.57485,0
119.17,1001.19715,60.67653,0
119.19,1001.35392,59.15842,0
119.21,1001.51069,55.30086,0
119.23,1001.66746,50.15773,0
119.25,1001.82423,55.48246,0
119.27,1001.981,52.34568,0
119.29,1002.13777,59.79381,0
119.31,1002.29454,62.5,0
119.33,1002.45131,55.90278,0
119.35,1002.60808,72.47387,0.81293
119.37,1002.76485,64.40678,1.29335
119.39,1002.92162,59.66387,0
119.41,1003.06117,75.64103,5.58464
119.43,1003.18351,74.52381,4.5169
119.45,1003.30584,88.21549,14.95327
119.47,1003.42818,75,16.05062
119.49,1003.55052,76.55678,27.93691
119.51,1003.67286,95.9799,370.09085
119.53,1003.7952,93.89068,686.78072
119.55,1003.91753,92.12121,416.51171
119.57,1004.03987,93.60341,317.9412
119.59,1004.16221,94.59459,398.49527
119.61,1004.28455,92.73927,366.4225
119.63,1004.40688,94.33498,481.96147
119.65,1004.52922,94.39024,579.43734
119.67,1004.65156,93.01802,546.66997
119.69,1004.7739,89.02954,494.76465
119.71,1004.89623,85.71429,693.12253
119.73,1005.01857,89.45578,211.47826
119.75,1005.14091,84.95822,66.15776
119.77,1005.26325,87.65432,53.82109
119.79,1005.38558,87.06294,27.70563
119.81,1005.50792,84.03548,0
119.83,1005.63026,86.12975,0
119.85,1005.7526,88,0
119.87,1005.87494,82.19585,0
119.89,1005.99727,83.65019,9.61731
119.91,1006.11961,85.55556,0
119.93,1006.24195,86.79245,3.37375
119.95,1006.36429,73.14286,4.77327
119.97,1006.48662,78.86179,6.67084
119.99,1006.60896,83.33333,0
120.01,1006.7313,74.46043,0
120.03,1006.85364,70.15385,0
120.05,1006.97597,80.12821,0
120.07,1007.09831,88.54489,0
120.09,1007.22065,81.72888,0
120.11,1007.34299,89.36782,2.8975
120.13,1007.46533,77.59036,2.38042
120.15,1007.58766,78.15385,2.73715
120.17,1007.71,81.75,1.85982
120.19,1007.83234,80.41667,0
120.21,1007.95468,84.43396,0
120.23,1008.07701,83.03393,0
120.25,1008.19935,84.61538,2.33055
120.27,1008.32169,84.04255,25.08623
120.29,1008.44403,79.73734,36.61513
120.31,1008.56636,87.32143,238.44797
120.33,1008.6887,86.66667,450.62016
120.35,1008.81104,89.79592,145.52972
120.37,1008.93338,87.68328,7.07417
120.39,1009.05571,88.07339,0
120.41,1009.17805,92.07709,0
120.43,1009.30039,89.78102,0
120.45,1009.42273,90.32258,0
120.47,1009.54507,85.44153,0
120.49,1009.6674,89.21053,0
120.51,1009.78974,89.22764,1.93869
120.53,1009.91208,86.91589,0
120.55,1010.03442,86.63366,1.94908
120.57,1010.15675,90.02558,0
120.59,1010.27909,85.57047,0
120.61,1010.40143,82.62626,1.97336
120.63,1010.52377,86.09113,17.61953
120.65,1010.6461,84.35583,49.36367
120.67,1010.76844,85.16624,223.67967
120.69,1010.89078,90.11858,478.28241
120.71,1011.01312,89.39394,150.39521
120.73,1011.13546,90.61728,31.65531
120.75,1011.25779,92.83887,50.96082
120.77,1011.38013,94.5,10.11218
120.79,1011.50247,95.25959,11.63274
120.81,1011.62481,94.07583,0
120.83,1011.74714,95.42334,1.69707
120.85,1011.86948,93.46405,0
120.87,1011.99182,92.02658,0
120.89,1012.11416,90.39146,0
120.91,1012.23649,86.88525,3.09747
120.93,1012.35883,90.74074,0
120.95,1012.48117,89.71061,0
120.97,1012.60351,86.76923,0
120.99,1012.72584,91.13082,0
121.01,1012.84818,91.60105,2.30083
121.03,1012.97052,87.21805,0
121.05,1013.09286,84.69828,2.98647
121.07,1013.2152,86.04651,2.51889
121.09,1013.33753,85.84906,0
121.11,1013.45987,83.70221,0
121.13,1013.58221,88.24834,0
121.15,1013.70455,84.97758,0
121.17,1013.82688,89.32039,1.49603
121.19,1013.94922,81.34111,0
121.21,1014.07156,84.90028,0
121.23,1014.1939,81.94662,0
121.25,1014.31623,86.62281,0
121.27,1014.43857,83.37662,0
121.29,1014.56091,83.44156,0
121.31,1014.68325,82.66332,0
121.33,1014.80558,84.84321,0
121.35,1014.92792,84.10758,0
121.37,1015.05026,84.82906,0
121.39,1015.1726,86.62953,0
121.41,1015.29494,88.60294,0
121.43,1015.41727,88.80597,0
121.45,1015.53961,87.60331,0
121.47,1015.66195,88.48921,0
121.49,1015.78429,86.79245,0
121.51,1015.90662,85.01441,0
121.53,1016.02896,78.52349,0
121.55,1016.1513,74.62121,54.01756
121.57,1016.27364,84.8,395.58499
121.59,1016.39597,84.30034,84.79629
121.61,1016.51831,83.29114,0
121.63,1016.64065,86.44764,19.82447
121.65,1016.76299,83.83838,0
121.67,1016.88533,86.07069,0
121.69,1017.00766,82.22656,0
121.71,1017.13,81.03448,0
121.73,1017.25234,80.92784,0
121.75,1017.37468,76.17108,0
121.77,1017.49701,76.16708,7.81345
121.79,1017.61935,79.0146,0
121.81,1017.74169,77.27273,0
121.83,1017.86403,78.68852,0
121.85,1017.98636,75.42579,0
121.87,1018.1087,70.50847,0
121.89,1018.23104,72.38372,0
121.91,1018.35338,73.41772,0
121.93,1018.47571,76.61538,0
121.95,1018.59805,69.61451,0
121.97,1018.72039,70.9375,0
121.99,1018.84273,65.08621,0
122.01,1018.96507,74.41077,8.09512
122.03,1019.0874,67.46988,0
122.05,1019.20974,70.42254,0
122.07,1019.33208,67.83217,0
122.09,1019.45442,69.65944,0
122.11,1019.57675,77.77778,0
122.13,1019.69909,73.91304,0
122.15,1019.82143,71.59091,0
122.17,1019.94377,74.64387,0
122.19,1020.0661,82.06751,0
122.21,1020.18844,74,0
122.23,1020.31078,72.8281,10.65483
122.25,1020.43312,76.43312,10.77078
122.27,1020.55546,80.68966,48.81182
122.29,1020.67779,92.55952,74.50772
122.31,1020.80013,92.93286,113.94303
122.33,1020.92247,81.18081,141.01904
122.35,1021.04481,87.26415,189.67188
122.37,1021.16714,85.92593,247.63171
122.39,1021.28948,84.28571,814.67562
122.41,1021.41182,90.15385,1345.33973
122.43,1021.53416,87.44395,1899.90355
122.45,1021.65649,83.95062,1229.05268
122.47,1021.77883,83.33333,144.44779
122.49,1021.90117,82.81853,60.86865
122.51,1022.02351,88.41608,150.9594
122.53,1022.14584,92.22222,52.55351
122.55,1022.26818,89.10256,21.35743
122.57,1022.39052,89.28571,3.01631
122.59,1022.51286,84.18803,4.31306
122.61,1022.6352,83.66972,4.94263
122.63,1022.75753,83.58209,2.92024
122.65,1022.87987,79.37916,11.41227
122.67,1023.00221,86.57534,2.2153
122.69,1023.12455,78.71622,0
122.71,1023.24688,79.64377,2.68299
122.73,1023.36922,79.11548,6.49878
122.75,1023.49156,81,0
122.77,1023.6139,77.45358,0
122.79,1023.73623,79,0
122.81,1023.85857,79.29515,0
122.83,1023.98091,83.3795,0
122.85,1024.10325,82.99492,0
122.87,1024.22558,84.93151,0
122.89,1024.34792,84.07407,0
122.91,1024.47026,85.71429,0
122.93,1024.5926,82.61905,0
122.95,1024.71494,86.24161,0
122.97,1024.83727,83.19328,0
122.99,1024.95961,81.90476,0
123,1025.02078,82.73196,0
123.01,1025.08195,74.8538,0
123.02,1025.14312,82.33438,4.96856
123.04,1025.26546,85.91837,287.48451
123.06,1025.38779,85.32423,446.29207
123.08,1025.51013,84.61538,22.67359
123.1,1025.63247,83.91421,29.54755
123.12,1025.75481,85.46099,15.96607
123.14,1025.87714,82.21477,6.78397
123.16,1025.99948,82.27147,0
123.18,1026.12182,83.74233,0
123.2,1026.24416,83.67876,0
123.22,1026.36649,82.61803,0
123.24,1026.48883,78.99344,0
123.26,1026.61117,76.82927,0
123.28,1026.73351,76.45349,0
123.3,1026.85584,79.13669,0
123.32,1026.97818,77.63158,0
123.34,1027.10052,78.2235,0
123.36,1027.22286,74.68354,0
123.38,1027.3452,77.33711,0
123.4,1027.46753,74.60815,0
123.42,1027.58987,68.91192,0
123.44,1027.71221,76.1194,0
123.46,1027.83455,67.52577,0
123.48,1027.95688,68.62745,0
123.5,1028.07922,71.73913,0
123.52,1028.20156,66.90307,0
123.54,1028.3239,69.82759,0
123.56,1028.44623,75.13135,0
123.58,1028.56857,73.06931,0
123.6,1028.69091,70.2011,0
123.62,1028.81325,76.47059,0
123.64,1028.93558,78.42227,0
123.66,1029.05792,77.99353,0
123.68,1029.18026,71.28205,0
123.7,1029.3026,74.59207,8.16847
123.72,1029.42494,78.04348,0
123.74,1029.54727,84.72222,13.69423
123.76,1029.66961,77.59104,17.23055
123.78,1029.79195,85.11749,8.39454
123.8,1029.91429,88.39286,160.66946
123.82,1030.03662,86.32479,122.1478
123.84,1030.15896,83.12102,132.41315
123.86,1030.2813,89.09091,120.49201
123.88,1030.40364,80.34483,414.47075
123.9,1030.52597,92.32558,1136.52577
123.92,1030.64831,94.00631,1936.77522
123.94,1030.77065,88.92857,2264.02071
123.96,1030.89299,80,1600.10682
123.98,1031.01533,85.07463,401.20646
124,1031.13766,85.36036,54.30026
124.02,1031.26,85.89512,42.01888
124.04,1031.38234,88.47458,17.48781
124.06,1031.50468,83.70607,6.9979
124.08,1031.62701,92.20183,17.45962
124.1,1031.74935,88.1295,112.89447
124.12,1031.87169,81.6568,161.06031
124.14,1031.99403,76.92308,11.05227
124.16,1032.11636,80.25078,2.1207
124.18,1032.2387,80.68783,6.18776
124.2,1032.36104,89.33824,0
124.22,1032.48338,90.15444,0
124.24,1032.60571,86.96742,1.70503
124.26,1032.72805,83.05648,6.78253
124.28,1032.85039,82.06186,0
124.3,1032.97273,76.57343,0
124.32,1033.09507,81.98433,0
124.34,1033.2174,85.71429,0
124.36,1033.33974,76.89464,0
124.38,1033.46208,71.85629,0
124.4,1033.58442,81.69492,0
124.42,1033.70675,83.07692,0
124.44,1033.82909,78.46791,0
124.46,1033.95143,73.72881,0
124.48,1034.07377,82.46753,0
124.5,1034.1961,69.47195,0
124.52,1034.31844,69.03409,0
124.54,1034.44078,73.42193,0
124.56,1034.56312,66.90391,0
124.58,1034.68546,81,0
124.6,1034.80779,68.00948,0
124.62,1034.93013,75.45788,0
124.64,1035.05247,86.71096,1.42476
124.66,1035.17481,71.79487,1.62552
124.68,1035.29714,70.71006,3.95909
124.7,1035.41948,80.5383,1.6601
124.72,1035.54182,61.64021,0
124.74,1035.66416,63.60759,0
124.76,1035.78649,63.46154,0
124.78,1035.90883,69.53125,1.28082
124.8,1036.03117,68.5022,0
124.82,1036.15351,64.08451,0
124.84,1036.27584,66.57061,0
124.86,1036.39818,60.40724,0.35298
124.88,1036.52052,55.55556,0.31771
124.9,1036.64286,48.72521,3.82279
124.92,1036.7652,52.02703,0.61129
124.94,1036.88753,71.90722,1.14406
124.96,1037.00987,73.28767,5.75954
124.98,1037.13221,75.98945,15.67717
125,1037.25455,71.47059,32.18539
125.02,1037.37688,79.48718,75.66938
125.04,1037.49922,83.22148,392.35194
125.06,1037.62156,71.85741,382.07547
125.08,1037.7439,84.78261,188.92773
125.1,1037.86623,87.92271,51.14574
125.12,1037.98857,70.86331,29.85075
125.14,1038.11091,67.28111,8.57873
125.16,1038.23325,67.65499,4.9597
125.18,1038.35558,48.93204,1.50886
125.2,1038.47792,75.15789,1.19021
125.22,1038.60026,65.80645,0.973
125.24,1038.7226,65.14599,0.74122
125.26,1038.84494,67.05607,0
125.28,1038.96727,59.8513,0
125.3,1039.08961,67.90541,0
125.32,1039.21195,46.86941,0
125.34,1039.33429,53.46535,1.20892
125.36,1039.45662,71.13095,1.1132
125.38,1039.57896,74.70167,0.60634
125.4,1039.7013,62.89753,0
125.42,1039.82364,51.00402,0
125.44,1039.94597,66.46707,3.74678
125.46,1040.06831,63.00813,3.29738
125.48,1040.19065,55.81395,1.23638
125.5,1040.31299,58,6.04737
125.52,1040.43533,44.51039,0
125.54,1040.55766,59.57447,2.12446
125.56,1040.68,66.92112,0.63346
125.58,1040.80234,49.34498,1.17543
125.6,1040.92468,68.37209,2.77995
125.62,1041.04701,49.04863,1.56638
125.64,1041.16935,45.68966,11.45038
125.66,1041.29169,71.15385,23.61972
125.68,1041.41403,58.33333,48.18398
125.7,1041.53636,67.66667,79.49706
125.72,1041.6587,60.71429,52.46741
125.74,1041.78104,64.46281,7.90514
125.76,1041.90338,58.5209,29.04431
125.78,1042.02571,57.04545,14.67748
125.8,1042.14805,58.30258,1.52861
125.82,1042.27039,52.41158,1.31363
125.84,1042.39273,49.47917,0.78347
125.86,1042.51507,44.52555,0
125.88,1042.6374,48.68035,0.6665
125.9,1042.75974,53.11475,1.47221
125.92,1042.88208,78.03618,26.33535
125.94,1043.00442,60.40268,0
125.96,1043.12675,62.73684,0
125.98,1043.24909,67.82609,0.21292
126,1043.37143,64.94253,0.29078
126.02,1043.49377,48.4058,0
126.04,1043.6161,55.37634,0
126.06,1043.73844,47.87645,0
126.08,1043.86078,61.53846,0.8185
126.1,1043.98312,74.48133,0.1641
126.12,1044.10546,62.03966,0.76768
126.14,1044.22779,69.08602,0.75089
126.16,1044.35013,60.41667,0.3668
126.18,1044.47247,77.24359,0
126.2,1044.59481,81.76292,2.27704
126.22,1044.71714,77.95699,1.21004
126.24,1044.83948,71.64502,0.75103
126.26,1044.96182,79.51807,0.77257
126.28,1045.08416,72.66949,1.97941
126.3,1045.20649,67.79661,0.36832
126.32,1045.32883,75.65012,3.84817
126.34,1045.45117,75.98945,3.6686
126.36,1045.57351,82.5,28.72008
126.38,1045.69584,64.25234,3.48053
126.4,1045.81818,84.42822,3.53193
126.42,1045.94052,53.97924,8.16952
126.44,1046.06286,70.50562,0.6035
126.46,1046.1852,82.82609,2.34885
126.48,1046.30753,59.93151,1.10722
126.5,1046.42987,59.72495,0.86663
126.52,1046.55221,58.92019,0.74047
126.54,1046.67455,68.51441,0.16558
126.56,1046.79688,53.33333,0.42101
126.58,1046.91922,66.18705,0
126.6,1047.04156,72.62774,0.45914
126.62,1047.1639,62.32394,0.16667
126.64,1047.28623,55.5814,0
126.66,1047.40857,59.9022,0.60781
126.68,1047.53091,59.27273,0.32489
126.7,1047.65325,50.87719,0.279
126.72,1047.77558,39.69231,0.97331
126.74,1047.89792,27.62238,0.33959
126.76,1048.02026,52.06186,0
126.78,1048.1426,65.3944,0.80221
126.8,1048.26494,58.76777,0.31726
126.82,1048.38727,54.97238,0.13167
126.84,1048.50961,26.79128,0
126.86,1048.63195,43.72197,0
126.88,1048.75429,54.91329,0.16529
126.9,1048.87662,55.6391,0
126.92,1048.99896,80.39648,0.34335
126.94,1049.1213,33.53414,0
126.96,1049.24364,28.38196,1.07933
126.98,1049.36597,62.6087,0.57937
127,1049.48831,85.19856,0
127.02,1049.61065,87.25,0.31741
127.04,1049.73299,90.85546,0
127.06,1049.85533,91.59292,0
127.08,1049.97766,87.62376,0
127.1,1050.1,91.81586,0.39383
127.12,1050.20452,71.52778,0.66772
127.14,1050.30905,77.15517,3.08618
127.16,1050.41357,84.7981,2.52665
127.18,1050.5181,85.61151,6.41643
127.2,1050.62262,80.39216,3.22156
127.22,1050.72714,80.3681,4.97751
127.24,1050.83167,71.22736,3.36587
127.26,1050.93619,86.04061,137.07042
127.28,1051.04071,89.62766,609.92245
127.3,1051.14524,90.63444,374.75416
127.32,1051.24976,88.60104,112.94508
127.34,1051.35429,92.28188,6.12909
127.36,1051.45881,92.1875,41.33477
127.38,1051.56333,93.03944,40.64782
127.4,1051.66786,93.29446,102.28627
127.42,1051.77238,95.74468,158.66295
127.44,1051.87691,94.43099,263.97963
127.46,1051.98143,93.3908,329.85954
127.48,1052.08595,92.67016,316.03408
127.5,1052.19048,93.95161,642.97375
127.52,1052.295,89.94253,501.20019
127.54,1052.39952,91.60305,529.4726
127.56,1052.50405,86.96809,534.81894
127.58,1052.60857,93.18735,477.3441
127.6,1052.7131,90.84821,400.23378
127.62,1052.81762,91.97531,384.89698
127.64,1052.92214,93.64407,773.02466
127.66,1053.02667,96,380.34596
127.68,1053.13119,95.37367,519.0177
127.7,1053.23571,95.71865,687.61164
127.72,1053.34024,94.64286,510.01226
127.74,1053.44476,95.90444,413.80903
127.76,1053.54929,95.95376,433.68211
127.78,1053.65381,96.5358,269.89366
127.8,1053.75833,96.80851,389.39158
127.82,1053.86286,,351.17493
127.84,1053.96738,93.99478,197.01427
127.86,1054.07191,93.06358,124.16576
127.88,1054.17643,94.83146,146.36935
127.9,1054.28095,93.73695,214.29319
127.92,1054.38548,95.17045,244.84991
127.94,1054.49,94.19355,299.0369
127.96,1054.59452,93.19728,378.5455
127.98,1054.69905,95.4386,400.82695
128,1054.80357,96.72131,421.07396
128.02,1054.9081,88.33333,83.60321
128.04,1055.01262,,47.29904
128.06,1055.11714,,60.63458
128.08,1055.22167,,39.25284
128.1,1055.32619,87.77778,39.87408
128.12,1055.43071,85.77778,15.69067
128.14,1055.53524,92.41517,22.32558
128.16,1055.63976,95.10204,5.66802
128.18,1055.74429,94.44444,4.60564
128.2,1055.84881,76,5.73278
128.22,1055.95333,78.29181,30.7096
128.24,1056.05786,,
128.26,1056.16238,88.03419,90.98609
128.28,1056.26691,87.61726,677.59911
128.3,1056.37143,88.25065,909.70971
128.32,1056.47595,87.79221,966.07532
