# DESCRIPTION:
# Reference: Westerhold, T., Marwan, N., Drury, A. J., Liebrand, D., Agnini, C., Anagnostou, E., ... & Zachos, J. C. (2020). An astronomically dated record of Earth’s climate and its predictability over the last 66 million years. Science, 369(6509), 1383-1387, https://doi.org/10.1126/science.aba6853
#Data from: https://doi.org/10.1126/science.aba6853. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

age_tuned [Ma BP],d18O interp,d13C interp,d18O LOESS LongTerm,d13C LOESS LongTerm
28.126,2.325,0.200,2.27722,0.22851
28.128,2.452,0.300,2.27747,0.22864
28.130,2.203,0.450,2.27773,0.22878
28.132,2.119,0.070,2.27799,0.22891
28.134,2.321,0.180,2.27826,0.22903
28.136,2.524,0.290,2.27852,0.22916
28.138,2.371,0.330,2.27879,0.22927
28.140,2.277,0.240,2.27906,0.22938
28.142,2.327,0.220,2.27933,0.22949
28.144,2.377,0.200,2.2796,0.22958
28.146,2.253,0.320,2.27987,0.22967
28.148,2.261,0.420,2.28014,0.22975
28.150,2.234,0.425,2.2804,0.22982
28.152,2.208,0.430,2.28066,0.22988
28.154,2.256,0.430,2.28092,0.22993
28.156,2.159,0.110,2.28118,0.22996
28.158,2.244,0.190,2.28143,0.22998
28.160,2.330,0.270,2.28167,0.22999
28.162,2.312,0.190,2.28191,0.22999
28.164,2.356,0.160,2.28214,0.22997
28.166,2.267,0.160,2.28237,0.22994
28.168,2.179,0.160,2.28259,0.22989
28.170,2.124,0.300,2.2828,0.22982
28.172,2.218,0.260,2.283,0.22973
28.174,2.311,0.220,2.28319,0.22963
28.176,2.172,0.060,2.28337,0.22951
28.178,2.187,0.085,2.28354,0.22936
28.180,2.202,0.110,2.28369,0.2292
28.182,2.336,0.190,2.28388,0.22905
28.184,2.238,0.160,2.28413,0.22895
28.186,2.141,0.130,2.28444,0.22889
28.188,2.374,0.330,2.28482,0.22887
28.190,2.260,0.228,2.28526,0.2289
28.192,2.145,0.125,2.28575,0.22896
28.194,2.117,0.103,2.2863,0.22907
28.196,2.089,0.080,2.28691,0.22921
28.198,1.974,0.295,2.28756,0.22939
28.200,2.020,0.243,2.28827,0.22961
28.202,2.065,0.190,2.28902,0.22985
28.204,2.150,0.060,2.28983,0.23013
28.206,2.130,0.152,2.29067,0.23044
28.208,2.109,0.245,2.29156,0.23078
28.210,2.060,0.115,2.29249,0.23115
28.212,2.130,0.062,2.29345,0.23154
28.214,2.200,0.010,2.29446,0.23196
28.216,2.380,0.110,2.2955,0.2324
28.218,2.185,0.015,2.29657,0.23286
28.220,1.990,-0.080,2.29767,0.23335
28.222,2.410,-0.020,2.2988,0.23385
28.224,2.310,-0.100,2.29996,0.23437
28.226,2.210,-0.180,2.30114,0.23491
28.228,2.260,0.000,2.30234,0.23546
28.230,2.270,-0.025,2.30357,0.23602
28.232,2.280,-0.050,2.30482,0.2366
28.234,2.390,0.090,2.30608,0.23718
28.236,2.275,0.100,2.30736,0.23778
28.238,2.160,0.110,2.30865,0.23838
28.240,2.390,0.320,2.30995,0.23899
28.242,2.225,0.285,2.31126,0.2396
28.244,2.060,0.250,2.31258,0.24022
28.246,2.080,0.100,2.31391,0.24084
28.248,2.255,0.280,2.31523,0.24146
28.250,2.430,0.460,2.31656,0.24207
28.252,2.335,0.245,2.31789,0.24269
28.254,2.240,0.030,2.31922,0.2433
28.256,2.590,0.200,2.32054,0.2439
28.258,2.600,0.280,2.32186,0.2445
28.260,2.610,0.360,2.32317,0.24509
28.262,2.510,0.210,2.32447,0.24567
28.264,2.530,0.170,2.32576,0.24624
28.266,2.550,0.130,2.32703,0.2468
28.268,2.420,0.290,2.32829,0.24734
28.270,2.435,0.295,2.32953,0.24787
28.272,2.450,0.300,2.33074,0.24838
28.274,2.230,0.220,2.33194,0.24887
28.276,2.250,0.270,2.33312,0.24935
28.278,2.270,0.320,2.33427,0.2498
28.280,2.350,0.450,2.33539,0.25023
28.282,2.430,0.580,2.33648,0.25063
28.284,2.420,0.440,2.33754,0.25101
28.286,2.440,0.540,2.33856,0.25136
28.288,2.460,0.640,2.33956,0.25169
28.290,2.455,0.570,2.34051,0.25198
28.292,2.450,0.500,2.34142,0.25224
28.294,2.455,0.420,2.3423,0.25247
28.296,2.460,0.340,2.34313,0.25267
28.298,2.700,0.460,2.34391,0.25283
28.300,2.565,0.445,2.34465,0.25295
28.302,2.430,0.430,2.34534,0.25303
28.304,2.475,0.410,2.34598,0.25308
28.306,2.520,0.390,2.34657,0.25308
28.308,2.410,0.340,2.3471,0.25304
28.310,2.545,0.380,2.34757,0.25296
28.312,2.680,0.420,2.34799,0.25283
28.314,2.655,0.415,2.34835,0.25265
28.316,2.630,0.410,2.34867,0.25244
28.318,2.280,0.460,2.349,0.2522
28.320,2.385,0.510,2.34933,0.25194
28.322,2.490,0.560,2.34967,0.25165
28.324,2.430,0.505,2.35,0.25134
28.326,2.370,0.450,2.35034,0.25101
28.328,2.295,0.455,2.35068,0.25066
28.330,2.220,0.460,2.35103,0.25028
28.332,2.340,0.450,2.35137,0.24989
28.334,2.322,0.417,2.35172,0.24947
28.336,2.305,0.385,2.35207,0.24904
28.338,2.287,0.352,2.35242,0.24859
28.340,2.270,0.320,2.35277,0.24813
28.342,2.440,0.230,2.35312,0.24765
28.344,2.290,0.175,2.35347,0.24715
28.346,2.140,0.120,2.35383,0.24664
28.348,2.220,0.215,2.35418,0.24611
28.350,2.300,0.310,2.35454,0.24557
28.352,2.430,0.360,2.35489,0.24502
28.354,2.560,0.410,2.35525,0.24446
28.356,2.220,0.310,2.3556,0.24389
28.358,2.370,0.310,2.35596,0.24331
28.360,2.520,0.310,2.35631,0.24272
28.362,2.435,0.290,2.35667,0.24212
28.364,2.350,0.270,2.35702,0.24151
28.366,2.490,0.540,2.35737,0.2409
28.368,2.455,0.410,2.35773,0.24028
28.370,2.420,0.280,2.35808,0.23965
28.372,2.550,0.395,2.35843,0.23902
28.374,2.680,0.510,2.35878,0.23839
28.376,2.470,0.570,2.35912,0.23776
28.378,2.455,0.475,2.35947,0.23712
28.380,2.440,0.380,2.35982,0.23648
28.382,2.445,0.415,2.36016,0.23584
28.384,2.450,0.450,2.3605,0.23521
28.386,2.440,0.415,2.36084,0.23457
28.388,2.430,0.380,2.36117,0.23393
28.390,2.630,0.350,2.36151,0.2333
28.392,2.525,0.390,2.36184,0.23267
28.394,2.420,0.430,2.36216,0.23205
28.396,2.320,0.415,2.36249,0.23143
28.398,2.220,0.400,2.36281,0.23081
28.400,2.260,0.470,2.36313,0.2302
28.402,2.325,0.345,2.36345,0.2296
28.404,2.390,0.220,2.36376,0.22901
28.406,2.365,0.200,2.36407,0.22843
28.408,2.340,0.180,2.36437,0.22785
28.410,2.200,0.290,2.36467,0.22729
28.412,2.350,0.305,2.36497,0.22674
28.414,2.500,0.320,2.36526,0.2262
28.416,2.505,0.315,2.36555,0.22567
28.418,2.510,0.310,2.36583,0.22516
28.420,2.535,0.265,2.36611,0.22466
28.422,2.560,0.220,2.36638,0.22417
28.424,2.580,0.100,2.36665,0.22371
28.426,2.490,0.065,2.36691,0.22325
28.428,2.400,0.030,2.36717,0.22282
28.430,2.400,0.045,2.36742,0.2224
28.432,2.400,0.060,2.36767,0.22201
28.434,2.610,0.180,2.36791,0.22163
28.436,2.460,0.315,2.36815,0.22127
28.438,2.310,0.450,2.36837,0.22094
28.440,2.315,0.470,2.3686,0.22062
28.442,2.320,0.490,2.36881,0.22033
28.444,2.440,0.330,2.36902,0.22007
28.446,2.505,0.315,2.36923,0.21982
28.448,2.570,0.300,2.36941,0.21956
28.450,2.575,0.300,2.36955,0.21923
28.452,2.580,0.300,2.36965,0.21883
28.454,2.450,0.340,2.36972,0.21838
28.456,2.560,0.180,2.36975,0.21786
28.458,2.580,0.200,2.36975,0.21729
28.460,2.645,0.240,2.36972,0.21666
28.462,2.710,0.280,2.36965,0.21597
28.464,2.620,0.430,2.36955,0.21524
28.466,2.460,0.220,2.36942,0.21446
28.468,2.410,0.305,2.36927,0.21363
28.470,2.360,0.390,2.36908,0.21275
28.472,2.500,0.190,2.36887,0.21184
28.474,2.440,0.250,2.36864,0.21088
28.476,2.430,0.235,2.36837,0.20989
28.478,2.420,0.220,2.36809,0.20886
28.480,2.560,0.250,2.36779,0.20779
28.482,2.300,0.230,2.36746,0.2067
28.484,2.430,0.180,2.36711,0.20557
28.486,2.425,0.095,2.36675,0.20442
28.488,2.420,0.010,2.36637,0.20325
28.490,2.590,0.020,2.36597,0.20205
28.492,2.450,0.090,2.36555,0.20083
28.494,2.430,0.105,2.36512,0.19959
28.496,2.410,0.120,2.36468,0.19834
28.498,2.040,0.120,2.36423,0.19707
28.500,2.200,0.030,2.36376,0.19579
28.502,2.550,0.250,2.36329,0.1945
28.504,2.365,0.200,2.3628,0.1932
28.506,2.180,0.150,2.36231,0.1919
28.508,2.180,0.100,2.36182,0.1906
28.510,2.340,0.100,2.36131,0.18929
28.512,2.415,0.050,2.36081,0.18799
28.514,2.490,0.000,2.36029,0.18669
28.516,2.440,0.160,2.35978,0.18539
28.518,2.530,-0.050,2.35927,0.18411
28.520,2.395,-0.030,2.35875,0.18283
28.522,2.260,-0.010,2.35824,0.18157
28.524,2.570,0.140,2.35773,0.18032
28.526,2.390,-0.200,2.35723,0.17909
28.528,2.440,-0.010,2.35672,0.17787
28.530,2.355,0.080,2.35623,0.17668
28.532,2.270,0.170,2.35574,0.17551
28.534,2.110,-0.080,2.35526,0.17437
28.536,2.230,0.210,2.35478,0.17325
28.538,2.140,0.195,2.35432,0.17217
28.540,2.050,0.180,2.35387,0.17111
28.542,1.820,-0.080,2.35343,0.17009
28.544,1.930,-0.130,2.35301,0.16911
28.546,1.925,-0.160,2.35259,0.16816
28.548,1.920,-0.190,2.3522,0.16726
28.550,2.450,0.130,2.35182,0.1664
28.552,1.970,-0.230,2.35146,0.16558
28.554,2.050,0.000,2.35112,0.16481
28.556,2.025,-0.060,2.3508,0.1641
28.558,2.000,-0.120,2.3505,0.16343
28.560,2.150,-0.090,2.35022,0.16281
28.562,2.190,-0.090,2.34996,0.16226
28.564,2.300,-0.090,2.34973,0.16176
28.566,2.410,-0.090,2.34953,0.16132
28.568,2.320,-0.210,2.34935,0.16095
28.570,2.070,0.020,2.3492,0.16063
28.572,2.280,-0.060,2.34908,0.16039
28.574,2.230,-0.010,2.34899,0.16022
28.576,2.180,0.040,2.34893,0.16011
28.578,2.010,-0.040,2.3489,0.16008
28.580,2.170,-0.250,2.3489,0.16013
28.582,2.210,-0.050,2.34892,0.16023
28.584,2.250,0.150,2.34894,0.16035
28.586,2.090,0.290,2.34895,0.1605
28.588,2.150,0.430,2.34895,0.16067
28.590,2.045,0.250,2.34896,0.16087
28.592,1.940,0.070,2.34895,0.16109
28.594,2.150,0.230,2.34894,0.16133
28.596,2.430,0.030,2.34893,0.1616
28.598,2.320,0.320,2.34892,0.16189
28.600,2.290,0.240,2.3489,0.16219
28.602,2.260,0.160,2.34888,0.16253
28.604,2.160,0.160,2.34885,0.16288
28.606,2.190,0.250,2.34882,0.16325
28.608,2.200,0.165,2.34879,0.16364
28.610,2.210,0.080,2.34876,0.16405
28.612,2.210,0.160,2.34873,0.16448
28.614,2.190,0.060,2.34869,0.16493
28.616,2.245,-0.035,2.34865,0.1654
28.618,2.300,-0.130,2.34861,0.16588
28.620,2.240,0.160,2.34857,0.16638
28.622,2.480,0.260,2.34853,0.1669
28.624,2.510,0.300,2.34848,0.16743
28.626,2.465,0.175,2.34844,0.16798
28.628,2.420,0.050,2.34839,0.16855
28.630,2.410,0.150,2.34835,0.16913
28.632,2.290,0.160,2.3483,0.16972
28.634,2.360,0.240,2.34826,0.17033
28.636,2.430,0.320,2.34821,0.17095
28.638,2.300,0.290,2.34817,0.17159
28.640,2.180,0.140,2.34813,0.17223
28.642,2.340,0.470,2.34809,0.17289
28.644,2.410,0.300,2.34805,0.17356
28.646,2.480,0.130,2.34801,0.17425
28.648,2.350,0.300,2.34797,0.17494
28.650,2.080,0.140,2.34793,0.17564
28.652,2.205,0.165,2.3479,0.17636
28.654,2.330,0.190,2.34787,0.17708
28.656,2.250,0.260,2.34784,0.17781
28.658,2.230,-0.140,2.34781,0.17855
28.660,2.345,0.015,2.34779,0.1793
28.662,2.460,0.170,2.34777,0.18005
28.664,2.260,0.030,2.34776,0.18082
28.666,2.450,0.210,2.34774,0.18159
28.668,2.700,0.330,2.34773,0.18236
28.670,2.495,0.150,2.34773,0.18314
28.672,2.290,-0.030,2.34773,0.18393
28.674,2.520,0.200,2.34773,0.18472
28.676,2.370,0.030,2.34774,0.18552
28.678,2.405,-0.080,2.34776,0.18631
28.680,2.440,-0.190,2.34777,0.18712
28.682,2.590,0.190,2.3478,0.18792
28.684,2.560,0.260,2.34783,0.18873
28.686,2.480,0.170,2.34786,0.18954
28.688,2.400,0.080,2.3479,0.19036
28.690,2.410,0.260,2.34795,0.19117
28.692,2.460,0.060,2.34801,0.19198
28.694,2.350,0.200,2.34807,0.1928
28.696,2.315,0.085,2.34813,0.19361
28.698,2.280,-0.030,2.34821,0.19442
28.700,2.340,0.080,2.34829,0.19524
28.702,2.365,0.195,2.34838,0.19605
28.704,2.378,0.202,2.34848,0.19686
28.706,2.390,0.210,2.34858,0.19766
28.708,2.140,0.240,2.34869,0.19847
28.710,2.420,0.170,2.34881,0.19927
28.712,2.400,0.310,2.34894,0.20006
28.714,2.310,0.390,2.34909,0.20091
28.716,2.220,0.470,2.34927,0.20184
28.718,2.370,0.410,2.34948,0.20287
28.720,2.300,0.380,2.34971,0.20399
28.722,2.360,0.345,2.34998,0.2052
28.724,2.420,0.310,2.35027,0.20649
28.726,2.320,0.240,2.35058,0.20786
28.728,2.580,0.310,2.35092,0.20931
28.730,2.455,0.185,2.35129,0.21083
28.732,2.330,0.060,2.35167,0.21243
28.734,2.510,0.310,2.35208,0.21409
28.736,2.450,0.200,2.35251,0.21582
28.738,2.390,0.090,2.35296,0.21762
28.740,2.350,0.330,2.35343,0.21947
28.742,2.345,0.330,2.35392,0.22138
28.744,2.340,0.330,2.35443,0.22335
28.746,2.350,0.300,2.35496,0.22537
28.748,2.215,0.220,2.3555,0.22744
28.750,2.080,0.140,2.35605,0.22956
28.752,2.220,0.260,2.35663,0.23172
28.754,2.300,0.290,2.35721,0.23392
28.756,2.380,0.360,2.35781,0.23616
28.758,2.460,0.430,2.35842,0.23844
28.760,2.350,0.460,2.35905,0.24075
28.762,2.360,0.365,2.35968,0.24308
28.764,2.370,0.270,2.36032,0.24545
28.766,2.520,0.400,2.36098,0.24783
28.768,2.540,0.400,2.36164,0.25024
28.770,2.560,0.400,2.36231,0.25267
28.772,2.580,0.230,2.36298,0.25511
28.774,2.525,0.280,2.36366,0.25756
28.776,2.470,0.330,2.36435,0.26002
28.778,2.540,0.370,2.36504,0.26249
28.780,2.470,0.270,2.36573,0.26497
28.782,2.380,0.155,2.36642,0.26744
28.784,2.290,0.040,2.36712,0.26991
28.786,2.430,0.370,2.36782,0.27238
28.788,2.460,0.380,2.36851,0.27484
28.790,2.490,0.390,2.36921,0.27729
28.792,2.480,0.390,2.36991,0.27973
28.794,2.540,0.300,2.3706,0.28215
28.796,2.525,0.335,2.37129,0.28455
28.798,2.510,0.370,2.37197,0.28693
28.800,2.310,0.130,2.37265,0.28928
28.802,2.500,0.350,2.37332,0.29161
28.804,2.420,0.350,2.37399,0.29391
28.806,2.465,0.325,2.37465,0.29617
28.808,2.510,0.300,2.3753,0.2984
28.810,2.430,0.300,2.37594,0.30059
28.812,2.480,0.130,2.37657,0.30274
28.814,2.580,0.360,2.3772,0.30484
28.816,2.480,0.240,2.3778,0.30689
28.818,2.385,0.345,2.3784,0.3089
28.820,2.290,0.450,2.37898,0.31085
28.822,2.440,0.290,2.37955,0.31275
28.824,2.430,0.320,2.38011,0.31458
28.826,2.460,0.470,2.38065,0.31636
28.828,2.410,0.270,2.38117,0.31807
28.830,2.415,0.225,2.38167,0.31971
28.832,2.420,0.180,2.38216,0.32128
28.834,2.440,0.040,2.38263,0.32278
28.836,2.280,0.150,2.38307,0.32421
28.838,2.400,0.190,2.3835,0.32555
28.840,2.415,0.225,2.3839,0.32681
28.842,2.430,0.260,2.38429,0.32799
28.844,2.400,0.380,2.38465,0.32908
28.846,2.280,0.250,2.38498,0.33008
28.848,2.320,0.270,2.38531,0.33105
28.850,2.340,0.370,2.38566,0.33203
28.852,2.348,0.336,2.38602,0.33302
28.854,2.356,0.302,2.3864,0.33403
28.856,2.364,0.268,2.38679,0.33506
28.858,2.372,0.234,2.38719,0.33609
28.860,2.380,0.200,2.38761,0.33714
28.862,2.560,0.400,2.38803,0.3382
28.864,2.505,0.390,2.38847,0.33927
28.866,2.450,0.380,2.38892,0.34035
28.868,2.450,0.470,2.38938,0.34144
28.870,2.320,0.520,2.38985,0.34254
28.872,2.390,0.230,2.39033,0.34364
28.874,2.460,0.450,2.39082,0.34475
28.876,2.375,0.490,2.39131,0.34587
28.878,2.290,0.530,2.39181,0.34699
28.880,2.190,0.340,2.39232,0.34812
28.882,2.370,0.480,2.39283,0.34924
28.884,2.490,0.260,2.39335,0.35037
28.886,2.495,0.185,2.39387,0.3515
28.888,2.500,0.110,2.3944,0.35263
28.890,2.460,0.320,2.39493,0.35376
28.892,2.450,0.180,2.39546,0.35489
28.894,2.480,0.370,2.396,0.35601
28.896,2.540,0.440,2.39653,0.35714
28.898,2.470,0.405,2.39707,0.35826
28.900,2.400,0.370,2.3976,0.35937
28.902,2.450,0.550,2.39814,0.36048
28.904,2.570,0.300,2.39867,0.36158
28.906,2.440,0.200,2.39921,0.36267
28.908,2.190,0.320,2.39974,0.36376
28.910,2.265,0.430,2.40026,0.36483
28.912,2.340,0.540,2.40079,0.3659
28.914,2.190,0.450,2.40131,0.36696
28.916,2.420,0.550,2.40182,0.368
28.918,2.510,0.370,2.40233,0.36903
28.920,2.417,0.403,2.40283,0.37005
28.922,2.323,0.437,2.40333,0.37106
28.924,2.230,0.470,2.40382,0.37204
28.926,2.340,0.590,2.4043,0.37302
28.928,2.340,0.680,2.40477,0.37397
28.930,2.270,0.570,2.40523,0.37491
28.932,2.110,0.270,2.40568,0.37583
28.934,2.295,0.375,2.40612,0.37673
28.936,2.480,0.480,2.40655,0.37761
28.938,2.360,0.280,2.40697,0.37847
28.940,2.160,0.090,2.40738,0.37931
28.942,2.220,0.220,2.40777,0.38013
28.944,2.180,0.270,2.40815,0.38092
28.946,2.225,0.275,2.40851,0.38168
28.948,2.270,0.280,2.40886,0.38242
28.950,2.500,0.600,2.40919,0.38314
28.952,2.240,0.460,2.40951,0.38383
28.954,2.460,0.490,2.40981,0.38449
28.956,2.240,0.300,2.4101,0.38512
28.958,2.410,0.465,2.41036,0.38572
28.960,2.580,0.630,2.41061,0.38629
28.962,2.590,0.510,2.41083,0.38683
28.964,2.270,0.460,2.41104,0.38734
28.966,2.430,0.630,2.41123,0.38782
28.968,2.530,0.610,2.41139,0.38826
28.970,2.530,0.625,2.41154,0.38867
28.972,2.530,0.640,2.41166,0.38904
28.974,2.410,0.660,2.41175,0.38937
28.976,2.360,0.200,2.41183,0.38967
28.978,2.460,0.460,2.41188,0.38993
28.980,2.470,0.470,2.41192,0.39015
28.982,2.480,0.480,2.41197,0.39032
28.984,2.440,0.560,2.41203,0.39045
28.986,2.350,0.390,2.4121,0.39054
28.988,2.370,0.540,2.41217,0.39059
28.990,2.330,0.440,2.41226,0.39059
28.992,2.350,0.505,2.41235,0.39056
28.994,2.370,0.570,2.41244,0.39049
28.996,2.060,0.360,2.41254,0.39038
28.998,2.320,0.420,2.41265,0.39024
29.000,2.440,0.650,2.41276,0.39006
29.002,2.270,0.300,2.41287,0.38985
29.004,2.287,0.350,2.41299,0.3896
29.006,2.305,0.400,2.41311,0.38933
29.008,2.322,0.450,2.41323,0.38902
29.010,2.340,0.500,2.41335,0.38868
29.012,2.440,0.480,2.41347,0.38831
29.014,2.310,0.380,2.4136,0.38792
29.016,2.360,0.380,2.41372,0.3875
29.018,2.410,0.380,2.41384,0.38705
29.020,2.240,0.340,2.41396,0.38658
29.022,2.370,0.400,2.41408,0.38609
29.024,2.320,0.370,2.41419,0.38558
29.026,2.270,0.300,2.4143,0.38504
29.028,2.280,0.315,2.41441,0.38448
29.030,2.290,0.330,2.41451,0.3839
29.032,2.490,0.540,2.41461,0.38331
29.034,2.370,0.300,2.4147,0.3827
29.036,2.390,0.290,2.41479,0.38207
29.038,2.360,0.290,2.41486,0.38142
29.040,2.325,0.285,2.41493,0.38077
29.042,2.290,0.280,2.415,0.3801
29.044,2.280,0.340,2.41505,0.37941
29.046,2.360,0.330,2.4151,0.37872
29.048,2.590,0.380,2.41513,0.37802
29.050,2.310,0.270,2.41515,0.3773
29.052,2.382,0.265,2.41517,0.37659
29.054,2.455,0.260,2.41517,0.37586
29.056,2.470,0.310,2.41516,0.37513
29.058,2.400,0.210,2.41514,0.37439
29.060,2.570,0.310,2.4151,0.37365
29.062,2.500,0.150,2.41505,0.37291
29.064,2.467,0.245,2.41498,0.37216
29.066,2.435,0.340,2.4149,0.37142
29.068,2.300,0.420,2.41481,0.37067
29.070,2.340,0.330,2.41469,0.36993
29.072,2.450,0.345,2.41456,0.36919
29.074,2.370,0.430,2.41442,0.36845
29.076,2.495,0.450,2.41425,0.36772
29.078,2.360,0.500,2.41407,0.367
29.080,2.320,0.300,2.41387,0.36628
29.082,2.200,0.230,2.41364,0.36557
29.084,2.265,0.240,2.4134,0.36487
29.086,2.330,0.250,2.41314,0.36417
29.088,2.313,0.260,2.41285,0.36349
29.090,2.297,0.270,2.41254,0.36282
29.092,2.280,0.280,2.41221,0.36217
29.094,2.285,0.285,2.41186,0.36153
29.096,2.290,0.290,2.41148,0.3609
29.098,2.290,0.340,2.41108,0.36029
29.100,2.270,0.430,2.41065,0.3597
29.102,2.480,0.250,2.4102,0.35912
29.104,2.280,0.480,2.40972,0.35857
29.106,2.280,0.330,2.40921,0.35803
29.108,2.530,0.420,2.40868,0.35752
29.110,2.620,0.390,2.40812,0.35703
29.112,2.586,0.473,2.40753,0.35656
29.114,2.551,0.440,2.4069,0.35607
29.116,2.512,0.313,2.40624,0.3555
29.118,2.475,0.285,2.40553,0.35486
29.120,2.499,0.260,2.40479,0.35415
29.122,2.519,0.313,2.40401,0.35338
29.124,2.551,0.360,2.40319,0.35253
29.126,2.457,0.440,2.40234,0.35163
29.128,2.560,0.283,2.40146,0.35066
29.130,2.590,0.410,2.40054,0.34964
29.132,2.502,0.350,2.39959,0.34856
29.134,2.552,0.520,2.39862,0.34742
29.136,2.502,0.430,2.39761,0.34624
29.138,2.444,0.500,2.39658,0.345
29.140,2.466,0.540,2.39552,0.34372
29.142,2.365,0.375,2.39443,0.3424
29.144,2.554,0.320,2.39332,0.34104
29.146,2.562,0.500,2.39219,0.33963
29.148,2.538,0.365,2.39103,0.33819
29.150,2.517,0.410,2.38986,0.33672
29.152,2.574,0.410,2.38866,0.33521
29.154,2.635,0.440,2.38745,0.33367
29.156,2.569,0.500,2.38622,0.33211
29.158,2.607,0.440,2.38497,0.33052
29.160,2.706,0.410,2.38371,0.32891
29.162,2.617,0.470,2.38244,0.32727
29.164,2.503,0.465,2.38115,0.32562
29.166,2.291,0.220,2.37985,0.32396
29.168,2.423,0.425,2.37854,0.32228
29.170,2.442,0.280,2.37722,0.32059
29.172,2.786,0.390,2.37589,0.3189
29.174,2.570,0.460,2.37456,0.31719
29.176,2.406,0.070,2.37322,0.31549
29.178,2.405,0.220,2.37187,0.31378
29.180,2.454,0.340,2.37053,0.31207
29.182,2.504,0.460,2.36918,0.31037
29.184,2.714,0.260,2.36782,0.30867
29.186,2.647,0.420,2.36647,0.30698
29.188,2.361,0.220,2.36512,0.3053
29.190,2.278,0.170,2.36378,0.30364
29.192,2.194,0.120,2.36243,0.30199
29.194,2.195,0.520,2.36109,0.30036
29.196,2.583,0.360,2.35976,0.29875
29.198,2.394,0.350,2.35843,0.29716
29.200,2.204,0.120,2.35711,0.29559
29.202,2.265,0.275,2.3558,0.29406
29.204,2.327,0.430,2.35451,0.29255
29.206,2.259,0.380,2.35322,0.29107
29.208,2.145,0.280,2.35194,0.28963
29.210,2.148,0.490,2.35068,0.28823
29.212,2.150,0.480,2.34944,0.28687
29.214,2.152,0.470,2.34821,0.28554
29.216,2.182,0.270,2.347,0.28426
29.218,2.264,0.010,2.3458,0.28303
29.220,2.188,0.310,2.34463,0.28185
29.222,2.125,0.225,2.34348,0.28071
29.224,2.062,0.140,2.34235,0.27963
29.226,2.091,0.050,2.34124,0.27861
29.228,2.314,0.140,2.34016,0.27764
29.230,2.349,0.050,2.3391,0.27674
29.232,2.533,0.150,2.33807,0.2759
29.234,2.314,0.135,2.33706,0.27512
29.236,2.094,0.120,2.33609,0.27441
29.238,2.167,-0.150,2.33515,0.27377
29.240,2.473,0.190,2.33423,0.2732
29.242,2.582,0.360,2.33335,0.27271
29.244,2.587,0.310,2.3325,0.27229
29.246,2.593,0.260,2.33165,0.27192
29.248,2.697,0.410,2.33076,0.27154
29.250,2.320,0.440,2.32982,0.27116
29.252,2.464,0.340,2.32885,0.27078
29.254,2.371,0.480,2.32784,0.2704
29.256,2.444,0.440,2.32679,0.27002
29.258,2.516,0.400,2.32571,0.26964
29.260,2.438,0.440,2.32459,0.26926
29.262,2.493,0.120,2.32344,0.26888
29.264,2.360,0.380,2.32226,0.26851
29.266,2.382,0.330,2.32104,0.26813
29.268,2.405,0.280,2.3198,0.26776
29.270,2.505,0.420,2.31854,0.26739
29.272,2.562,0.370,2.31724,0.26702
29.274,2.575,0.230,2.31592,0.26665
29.276,2.506,0.340,2.31458,0.26629
29.278,2.471,0.350,2.31322,0.26593
29.280,2.553,0.250,2.31183,0.26557
29.282,2.482,0.410,2.31043,0.26522
29.284,2.430,0.070,2.30901,0.26488
29.286,2.525,0.195,2.30757,0.26454
29.288,2.564,0.261,2.30611,0.2642
29.290,2.603,0.328,2.30464,0.26387
29.292,2.641,0.394,2.30316,0.26354
29.294,2.680,0.460,2.30167,0.26322
29.296,2.593,0.420,2.30017,0.26291
29.298,2.505,0.380,2.29866,0.2626
29.300,2.417,0.340,2.29714,0.26231
29.302,2.330,0.300,2.29562,0.26201
29.304,2.377,0.373,2.29409,0.26173
29.306,2.425,0.445,2.29255,0.26146
29.308,2.413,0.392,2.29102,0.26119
29.310,2.400,0.340,2.28948,0.26093
29.312,2.388,0.330,2.28795,0.26068
29.314,2.375,0.320,2.28642,0.26044
29.316,2.362,0.310,2.28489,0.26021
29.318,2.350,0.300,2.28336,0.25999
29.320,2.345,0.283,2.28184,0.25978
29.322,2.340,0.265,2.28033,0.25958
29.324,2.335,0.248,2.27883,0.2594
29.326,2.330,0.230,2.27734,0.25922
29.328,2.343,0.193,2.27585,0.25905
29.330,2.355,0.155,2.27439,0.2589
29.332,2.368,0.118,2.27293,0.25876
29.334,2.380,0.080,2.27149,0.25863
29.336,2.267,0.070,2.27007,0.25852
29.338,2.153,0.060,2.26866,0.25842
29.340,2.040,0.050,2.26728,0.25833
29.342,2.113,0.137,2.26591,0.25826
29.344,2.222,0.161,2.26457,0.2582
29.346,2.331,0.186,2.26325,0.25815
29.348,2.440,0.210,2.26195,0.25812
29.350,2.270,-0.010,2.26068,0.25811
29.352,2.260,0.070,2.25944,0.25811
29.354,2.250,0.150,2.25823,0.25813
29.356,2.223,0.110,2.25705,0.25816
29.358,2.195,0.070,2.25589,0.25821
29.360,2.228,0.115,2.25477,0.25828
29.362,2.260,0.160,2.25369,0.25836
29.364,2.143,0.127,2.25264,0.25846
29.366,2.027,0.093,2.25163,0.25858
29.368,1.910,0.060,2.25065,0.25872
29.370,1.845,0.022,2.24971,0.25887
