# KS test parameters: w_min = 0.2, w_max = 4, n_w = 15, d_c = 0.77, n_c = 3, s_c = 2.2, x_c = 0.3
# The sign of a jump indicates direction: 1 = up, -1 = down, e.g. abrupt warming vs. abrupt cooling

time,jump
11.86,1
13.238,-1
14.777,1
16.614,1
18.152,-1
18.818,-1
19.185,-1
26.3945,-1
28.146,1
28.618,-1
29.196,1
30.889,-1
31.947,-1
32.6405,1
33.1805,-1
34.6615,-1
35.5555,1
36.358,-1
38.4655,1
39.6505,1
40.174,-1
41.226,1
42.117,-1
42.636,1
43.8435,-1
45.3505,1
46.728,-1
52.0735,1
55.197,-1
56.6485,1
58.18,1
61.3935,-1
62.4795,1
67.44,-1
68.553,1
73.433,1
75.709,-1
81.626,1
86.9905,-1
94.654,-1
101.566,1
106.785,1
108.195,-1
115.436,-1
126.637,1
130.188,1
