# KS test parameters: w_min = 0.2, w_max = 2.5, n_w = 15, d_c = 0.77, n_c = 3, s_c = 2, x_c = 0.3
# The sign of a jump indicates direction: 1 = up, -1 = down, e.g. abrupt warming vs. abrupt cooling

time,jump
7.9395,-1
22.569,1
24.534,-1
39.2,-1
46.0715,1
47.4,-1
50.172,1
51.687,1
52.153,1
53.901,-1
54.3675,-1
56.712,1
58.024,1
58.399,-1
61.7265,-1
67.975,1
71.8925,-1
73.069,1
74.2475,-1
80.192,1
84.6375,-1
88.1075,-1
105.525,1
108.055,-1
108.655,1
110.295,1
111.935,-1
114.135,1
116.23,1
