# KS test parameters: w_min = 0.2, w_max = 4, n_w = 15, d_c = 0.77, n_c = 2, s_c = 1.8, x_c = 0.3
# The sign of a jump indicates direction: 1 = up, -1 = down, e.g. abrupt warming vs. abrupt cooling

time,jump
4.957,1
15.0985,1
31.735,-1
33.717,-1
35.2085,1
38.866,1
40.697,-1
44.981,1
46.443,-1
51.823,1
57.17,1
65.489,-1
71.043,-1
73.342,1
74.9805,-1
81.535,1
87.273,-1
106.032,1
125,1
136.808,1
